,gene_symbols,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,gene_ids
IGLV9-49,IGLV9-49,118,True,0.0002847847641277501,0.9555180536641551,2.240264,5,False,ENSG00000223350
HBD,HBD,366,True,0.0007553587267857658,1.4940340753489767,4.110235,4,False,ENSG00000223609
HLA-DPB1,HLA-DPB1,279737,True,0.9256351649376237,1.4835076647329029,11.762087,12,False,ENSG00000223865
IGHV4-59,IGHV4-59,611,True,0.0008373564238949235,1.1455401398137572,2.549403,5,False,ENSG00000224373
PRR29,PRR29,26843,True,0.035964992571060506,1.1679966092948313,4.2463818,7,False,ENSG00000224383
LINC01272,LINC01272,102258,True,0.23664041288745477,1.1810747884069674,2.4939778,5,False,ENSG00000224397
IGHV3-74,IGHV3-74,799,True,0.0010227738907518157,1.3816094607735256,3.5913973,5,False,ENSG00000224650
PGM5-AS1,PGM5-AS1,1284,True,0.0017337904468430548,1.016211792778839,1.8088632,5,False,ENSG00000224958
TMEM233,TMEM233,5102,True,0.008402650458352303,1.3504128219756928,2.8791277,7,False,ENSG00000224982
SFTA1P,SFTA1P,43988,True,0.0770950874123617,1.160602875843421,2.5848083,6,False,ENSG00000225383
MIAT,MIAT,10656,True,0.020842538332717656,1.4675438472837585,6.606507,11,False,ENSG00000225783
RP11-501J20.5,RP11-501J20.5,844,True,0.002103030833602989,1.4624919630944966,2.361012,6,False,ENSG00000225936
LINC00685,LINC00685,47762,True,0.058488740608063465,1.00018617614791,1.3534552,5,False,ENSG00000226179
RP11-128M1.1,RP11-128M1.1,24162,True,0.0320874218490921,1.1476163976821996,3.789541,5,False,ENSG00000226644
KIAA0125,KIAA0125,2006,True,0.004887126268553255,1.591372959952036,3.6893826,11,False,ENSG00000226777
LTA,LTA,2513,True,0.0045744674511041085,1.3722518404347865,2.8731956,7,False,ENSG00000226979
TRGC2,TRGC2,27917,True,0.05699190249474543,1.3205357124571215,3.2044306,9,False,ENSG00000227191
LTB,LTB,42602,True,0.11076955568580064,1.7912086428754292,13.784355,13,False,ENSG00000227507
RP11-251M1.1,RP11-251M1.1,7509,True,0.010362391153232297,1.1080180335961514,2.1884086,5,False,ENSG00000228401
SRGAP3-AS2,SRGAP3-AS2,18486,True,0.021672060582062308,1.0876847374181484,3.426059,5,False,ENSG00000228723
AC020571.3,AC020571.3,3098,True,0.007017847760257781,1.462769743638924,3.1690853,7,False,ENSG00000229056
VIM-AS1,VIM-AS1,40716,True,0.05466594783425905,1.0615533700469142,2.4759674,5,False,ENSG00000229124
XXbac-BPG13B8.10,XXbac-BPG13B8.10,376,True,0.0008637144096076983,1.2130830027372959,2.183972,8,False,ENSG00000229274
SFTA3,SFTA3,86140,True,0.1838811978096521,1.139073291657047,4.6948133,8,False,ENSG00000229415
XIST,XIST,128960,True,0.3101787052619107,0.9503298151000132,4.53921,6,False,ENSG00000229807
ANKRD66,ANKRD66,24259,True,0.033483980423978175,1.1676530311128313,3.9255672,5,False,ENSG00000230062
PRB4,PRB4,4433,True,0.006835528830861905,1.6263228887560885,14.524005,6,False,ENSG00000230657
HLA-DPA1,HLA-DPA1,301998,True,1.0123937533802183,1.4233626841308755,10.826458,11,False,ENSG00000231389
IGHV4-31,IGHV4-31,164,True,0.0003833955866102721,1.2923978241378058,2.4877155,5,False,ENSG00000231475
AC013264.2,AC013264.2,33697,True,0.059796943855512465,1.428220673522462,9.6426325,14,True,ENSG00000231621
LINC-PINT,LINC-PINT,72609,True,0.10779404885576702,1.0991718109964388,2.6240017,8,False,ENSG00000231721
TSPAN19,TSPAN19,31586,True,0.056194406962964974,1.4803504428348113,10.6153,13,False,ENSG00000231738
HLA-DQB2,HLA-DQB2,23618,True,0.03431710333455974,1.2023610920332592,2.6915004,7,False,ENSG00000232629
RP11-400N13.3,RP11-400N13.3,772,True,0.002204047072560357,1.2638128672921478,2.0398524,5,False,ENSG00000232679
TNF,TNF,30956,True,0.06077440454156332,1.398098209515606,5.5981526,10,False,ENSG00000232810
TRGV2,TRGV2,1334,True,0.001857246043156935,1.4459669816525806,2.6759887,6,False,ENSG00000233306
HOTAIRM1,HOTAIRM1,56966,True,0.08320514779316286,1.1550588978015879,3.174101,7,False,ENSG00000233429
AC016831.7,AC016831.7,30425,True,0.050957737238904226,1.124731910452149,2.494001,6,False,ENSG00000233559
RP11-354E11.2,RP11-354E11.2,3755,True,0.009514702085598074,1.6334946030027455,4.809988,11,False,ENSG00000233968
RP5-887A10.1,RP5-887A10.1,1420,True,0.0030708152632890106,1.4767755626800516,3.1473365,7,False,ENSG00000234184
AC104820.2,AC104820.2,2491,True,0.0045975730234886865,1.44980265117085,2.861133,7,False,ENSG00000234663
MIR155HG,MIR155HG,24650,True,0.037349855578472244,1.2761555324207527,3.2148335,6,False,ENSG00000234883
C12orf75,C12orf75,87166,True,0.1673495690934228,1.2983895975969173,7.38481,14,True,ENSG00000235162
GS1-600G8.5,GS1-600G8.5,16608,True,0.03350349309989605,1.2550498611151493,4.435446,7,False,ENSG00000235385
AC092580.4,AC092580.4,16656,True,0.04349828441437105,1.5691428506578988,6.7341256,11,False,ENSG00000235576
AC008268.1,AC008268.1,10868,True,0.01511091148482242,0.9976818499420143,1.8946415,6,False,ENSG00000235584
AC006369.2,AC006369.2,2383,True,0.0042446729930478095,1.2932596388209703,1.9831722,6,False,ENSG00000236213
AC002331.1,AC002331.1,1104,True,0.0030743813540142664,1.4426826294661723,2.4118683,7,False,ENSG00000236481
BCYRN1,BCYRN1,27407,True,0.04111186468369859,1.2384286492708345,6.0026093,7,False,ENSG00000236824
RP11-356I2.4,RP11-356I2.4,20552,True,0.030211779431695323,1.1481164573447151,2.1920466,5,False,ENSG00000237499
HLA-DQA2,HLA-DQA2,78049,True,0.18088512363731504,1.448926099808329,9.006172,12,False,ENSG00000237541
TRBV3-1,TRBV3-1,407,True,0.0007038020475942988,1.2976113710499957,2.8538542,7,False,ENSG00000237702
SIDT1-AS1,SIDT1-AS1,7838,True,0.010635720235834438,1.1250119660264808,1.0578085,5,False,ENSG00000239453
APOBEC3G,APOBEC3G,66874,True,0.1040202010154297,1.0844193864088925,2.1041243,7,False,ENSG00000239713
IGKV1D-8,IGKV1D-8,75,True,0.0002266059556959515,1.4100735405310303,2.6656036,5,False,ENSG00000239819
DEFA3,DEFA3,1504,True,0.0027018098536990645,1.2420383387545955,2.7757156,5,False,ENSG00000239839
IGKV3-20,IGKV3-20,2664,True,0.003332725114784753,1.8129700046545818,5.7374406,8,False,ENSG00000239951
LILRA4,LILRA4,5766,True,0.00953673412512725,1.3005508071065794,2.3560953,5,False,ENSG00000239961
IGKV1-17,IGKV1-17,440,True,0.00046332410117426025,1.0773499629048426,2.3457673,5,False,ENSG00000240382
KIR3DL2,KIR3DL2,2892,True,0.005797314359105666,1.4125869452687196,2.4785912,7,False,ENSG00000240403
TNFRSF13B,TNFRSF13B,2370,True,0.004391801799189186,1.4541643318617528,3.4181712,9,False,ENSG00000240505
AQP1,AQP1,84803,True,0.17521608583981857,1.5207832392318938,6.685793,11,False,ENSG00000240583
IGKV1-16,IGKV1-16,210,True,0.00029589228662888937,1.5254289988211,3.107867,7,False,ENSG00000240864
LINC00877,LINC00877,4761,True,0.008552025510609965,1.275740451590814,1.9636736,5,False,ENSG00000241163
IGKV3-11,IGKV3-11,1302,True,0.0015641330581204892,1.3467586011669028,4.0400753,7,False,ENSG00000241351
RP11-553L6.2,RP11-553L6.2,3681,True,0.006329188130265252,1.3768778477716814,2.3292234,8,False,ENSG00000241490
INMT,INMT,14430,True,0.024183106046115167,1.3856988874048717,4.656241,8,False,ENSG00000241644
IGKV1-9,IGKV1-9,331,True,0.0005375159829569148,1.5006229733250778,3.7564778,6,False,ENSG00000241755
SPRR2A,SPRR2A,12014,True,0.034637300467831734,1.480426501794423,13.746069,10,False,ENSG00000241794
PEG10,PEG10,41571,True,0.0805515399678048,1.2471195184813448,3.587889,7,False,ENSG00000242265
IGKV2D-28,IGKV2D-28,111,True,0.00020100239667653646,1.199243744967879,2.8238683,5,False,ENSG00000242534
HLA-DMB,HLA-DMB,140678,True,0.285300130930901,1.095960416440947,2.7951005,8,False,ENSG00000242574
IGKV2-30,IGKV2-30,357,True,0.00041842305229087336,1.299586489030657,2.7187157,5,False,ENSG00000243238
IGKV1-12,IGKV1-12,995,True,0.00195356653555381,2.153915105137007,6.006621,10,False,ENSG00000243290
C4orf48,C4orf48,176540,True,0.3387472156563191,0.9678497176184304,2.2724366,6,False,ENSG00000243449
IGKV1-5,IGKV1-5,1617,True,0.0018971184651149864,1.5786696912169733,4.7091503,8,False,ENSG00000243466
UPK3B,UPK3B,15045,True,0.01967712296450033,1.2522949063136914,2.5630188,5,False,ENSG00000243566
CFB,CFB,42616,True,0.08955337707133133,1.0105032598899375,2.652578,5,False,ENSG00000243649
KIR2DL3,KIR2DL3,3425,True,0.007393735661111048,1.276661150122837,2.6782897,8,False,ENSG00000243772
TUBA4B,TUBA4B,26570,True,0.03798659067540992,1.178384305301771,5.142888,7,False,ENSG00000243910
GSTA1,GSTA1,110844,True,0.3342043024065161,1.617855033481822,9.119578,12,False,ENSG00000243955
GSTA2,GSTA2,36723,True,0.07527210334791958,1.6390059786677418,13.216314,13,False,ENSG00000244067
SPRR2F,SPRR2F,2133,True,0.004174380133538827,1.1181537576608502,4.92202,4,False,ENSG00000244094
IGKV3-15,IGKV3-15,1661,True,0.0020315155845562764,1.7961857120952158,4.54441,9,False,ENSG00000244437
IGKV1-27,IGKV1-27,301,True,0.00035005672992320815,1.3268472514661143,2.8473613,6,False,ENSG00000244575
HBB,HBB,53547,True,0.133934961590355,1.8425072622189027,12.929169,14,True,ENSG00000244734
GABPB1-AS1,GABPB1-AS1,145153,True,0.23163795665370943,1.0210005369877095,2.2348375,7,False,ENSG00000244879
LINC00861,LINC00861,11803,True,0.023796054601790906,1.50052618380529,4.8726106,13,False,ENSG00000245164
CRNDE,CRNDE,150386,True,0.2602625290700352,0.9835733071162671,1.3712243,5,False,ENSG00000245694
FLJ21408,FLJ21408,6541,True,0.009312371132725709,1.2127087936333987,1.7188443,5,False,ENSG00000245888
RP11-796E2.4,RP11-796E2.4,28940,True,0.052279110621520006,1.1821798553140044,2.9725082,9,False,ENSG00000245904
RP11-18H21.1,RP11-18H21.1,3057,True,0.007526494273753576,1.422229095781379,2.8512762,9,False,ENSG00000245954
LINC00926,LINC00926,4715,True,0.00798392090817197,1.3416353850017086,2.5971265,7,False,ENSG00000247982
ADH1C,ADH1C,125211,True,0.37554310561038734,1.0102815241844216,2.0955877,5,False,ENSG00000248144
LUCAT1,LUCAT1,16711,True,0.028229183411083224,1.132130523472108,2.3854547,5,False,ENSG00000248323
CCDC153,CCDC153,38391,True,0.0546189762128016,1.1143270009214405,4.732858,7,False,ENSG00000248712
NAIP,NAIP,46579,True,0.06057579343522235,1.075419434204954,2.2254982,5,False,ENSG00000249437
CARMN,CARMN,6263,True,0.009758515589195509,1.4020175159462496,4.2289734,8,False,ENSG00000249669
ECSCR,ECSCR,42072,True,0.06872874950304696,1.141849798134141,5.045405,9,False,ENSG00000249751
SEPP1,SEPP1,203153,True,0.4164526724042704,1.2068594306007454,3.451858,8,False,ENSG00000250722
CTD-2035E11.3,CTD-2035E11.3,9135,True,0.01605988835185598,1.1551711920987113,1.9284832,5,False,ENSG00000251131
MIR3945HG,MIR3945HG,54622,True,0.11705153618130003,1.3902389040185674,4.405229,10,False,ENSG00000251230
RP11-81H14.2,RP11-81H14.2,6145,True,0.011701623959152502,1.2956738245371644,2.302776,6,False,ENSG00000251301
PRB1,PRB1,1159,True,0.004115044100517097,1.8793093643507228,14.997162,8,False,ENSG00000251655
AL928768.3,AL928768.3,1802,True,0.0051808481791215544,2.050553997061878,6.62505,11,False,ENSG00000253701
IGHGP,IGHGP,970,True,0.0029154382995233243,2.434493382466509,9.0466585,10,False,ENSG00000253755
IGLL5,IGLL5,1267,True,0.0029641181041089393,2.4997955950647444,8.428079,12,False,ENSG00000254709
TRAV1-1,TRAV1-1,168,True,0.0002822136701372462,1.0709198765908714,2.2199776,6,False,ENSG00000255569
MTRNR2L8,MTRNR2L8,160547,True,0.3552472932739582,1.193913036790873,6.616339,7,False,ENSG00000255823
CYP2A6,CYP2A6,9012,True,0.01536649891929935,1.1605454274189106,4.6116614,5,False,ENSG00000255974
RP11-291B21.2,RP11-291B21.2,4852,True,0.010331177336042966,1.6240843926460258,4.5888453,11,False,ENSG00000256039
DYX1C1,DYX1C1,54417,True,0.06797244257251255,0.9988556442119804,4.0130997,5,False,ENSG00000256061
LINC00944,LINC00944,2427,True,0.0040215245510752855,1.3895378160500786,2.0737178,5,False,ENSG00000256128
SMIM3,SMIM3,49166,True,0.08447184284454419,1.0744601718566182,2.079653,5,False,ENSG00000256235
RP11-664D1.1,RP11-664D1.1,609,True,0.0012052034484707267,1.286756381876865,2.0165923,5,False,ENSG00000256862
RP11-598F7.3,RP11-598F7.3,58647,True,0.11856021144366416,1.1793613172591064,3.059648,6,False,ENSG00000256948
HP,HP,36759,True,0.09462957089249059,1.8040304344766696,15.836929,12,False,ENSG00000257017
C11orf97,C11orf97,32013,True,0.05619748945498286,1.3899006275178365,8.613576,11,False,ENSG00000257057
RP11-620J15.3,RP11-620J15.3,53731,True,0.07210179306051653,1.1098476310614478,3.8101609,5,False,ENSG00000257698
RP11-1143G9.4,RP11-1143G9.4,73988,True,0.21151557319129816,1.6208578186250786,8.567839,12,False,ENSG00000257764
CLEC5A,CLEC5A,14685,True,0.028068975628409154,1.2660082367173462,3.037749,5,False,ENSG00000258227
RP11-76E17.3,RP11-76E17.3,3915,True,0.008444798862597379,1.146888963715763,1.652069,5,False,ENSG00000258476
RP11-356K23.1,RP11-356K23.1,41201,True,0.09302659389895455,1.6235460806167155,16.576473,13,False,ENSG00000258752
RP11-1008C21.1,RP11-1008C21.1,33467,True,0.040642944503287017,1.0023574041835537,1.8670079,6,False,ENSG00000259225
LINC01571,LINC01571,21316,True,0.02842622681056928,1.05711300192851,2.8974714,5,False,ENSG00000260057
MRC1,MRC1,116859,True,0.35277519925278067,1.4446737387251698,4.827704,12,False,ENSG00000260314
PECAM1,PECAM1,128505,True,0.23606872587498468,1.2587927318291872,3.9575148,11,False,ENSG00000261371
MMP25-AS1,MMP25-AS1,13418,True,0.017655165418555063,1.1494645190904793,1.56691,6,False,ENSG00000261971
RP11-160E2.6,RP11-160E2.6,49476,True,0.07832409731930919,1.0790802138407154,2.0516949,7,False,ENSG00000262202
MMP12,MMP12,956,True,0.0025394565567934966,1.633661800766088,4.662527,9,False,ENSG00000262406
MSMB,MSMB,110198,True,0.4610087837355065,2.177780798488801,17.569042,13,False,ENSG00000263639
C1orf186,C1orf186,6558,True,0.016958891389923545,1.6914347798183706,6.7649927,12,False,ENSG00000263961
GJA5,GJA5,9129,True,0.014196117220940373,1.372842448489862,3.7157738,9,False,ENSG00000265107
RP5-1171I10.5,RP5-1171I10.5,41058,True,0.07622357378553049,1.3020944378315935,4.8961134,11,False,ENSG00000265206
GDF10,GDF10,3936,True,0.005561947425617117,0.956654608829805,1.756036,5,False,ENSG00000266524
FXYD1,FXYD1,34820,True,0.04778893341455167,1.1679635491586482,3.352556,9,False,ENSG00000266964
PCAT19,PCAT19,25286,True,0.05103722045551491,1.3757741489024975,5.5055084,11,False,ENSG00000267107
CTD-2020K17.1,CTD-2020K17.1,14083,True,0.020508026904634383,1.2095749642141638,2.7968118,6,False,ENSG00000267121
LCN6,LCN6,5386,True,0.008776830261388018,1.170800892341495,2.9903057,8,False,ENSG00000267206
TBX2-AS1,TBX2-AS1,4450,True,0.005865111271448357,1.1621652597565681,1.4862447,6,False,ENSG00000267280
AC004791.2,AC004791.2,1328,True,0.003614468396704652,1.4213435660784957,2.4883127,7,False,ENSG00000267453
CTD-3252C9.4,CTD-3252C9.4,115212,True,0.202865641723188,1.1333061425498079,3.673236,10,False,ENSG00000267519
SMIM22,SMIM22,125216,True,0.2557563504251613,1.1953826780419508,5.6245155,10,False,ENSG00000267795
AC006129.2,AC006129.2,13354,True,0.02450357216484051,1.3515574370282393,3.3983567,8,False,ENSG00000268027
SLC6A14,SLC6A14,84371,True,0.16810283905841755,1.1740696681120497,3.9250684,10,False,ENSG00000268104
FENDRR,FENDRR,15288,True,0.02303928338883186,1.2237237218221098,3.0419214,6,False,ENSG00000268388
CTB-61M7.2,CTB-61M7.2,10962,True,0.03045740254823279,1.266751947075128,3.57004,6,False,ENSG00000268734
LINC00528,LINC00528,4060,True,0.007643859818012004,1.3358687746075084,2.2879224,6,False,ENSG00000269220
SPIB,SPIB,4835,True,0.008298626947121029,1.3106811990179126,2.7274446,10,False,ENSG00000269404
KCNQ1OT1,KCNQ1OT1,116340,True,0.2013342182779834,1.1352476242090133,4.178077,9,False,ENSG00000269821
RP6-91H8.3,RP6-91H8.3,5489,True,0.01217613205222762,1.2486337756433568,2.182006,6,False,ENSG00000269927
RP11-394O4.5,RP11-394O4.5,3705,True,0.00521427927394665,1.1571714198631342,2.7675257,7,False,ENSG00000269936
RNU12,RNU12,21014,True,0.030999627099347567,1.1275318464078086,1.961718,6,False,ENSG00000270022
MIR222HG,MIR222HG,52902,True,0.0784876300837466,1.056856115181056,2.4492514,6,False,ENSG00000270069
LINC01480,LINC01480,4687,True,0.007123379814341212,1.2465799828204205,2.2147915,5,False,ENSG00000270164
HEATR9,HEATR9,393,True,0.0007828888566594033,1.357793123178548,1.4803994,5,False,ENSG00000270379
IGHV3-30,IGHV3-30,461,True,0.0007525385160541256,1.410310956971318,4.0256505,6,False,ENSG00000270550
RP11-138A9.1,RP11-138A9.1,72602,True,0.11862736701835566,1.1170110118539212,2.722441,7,False,ENSG00000271204
CCL5,CCL5,67057,True,0.27815811496474685,2.2905082466408797,21.276571,14,True,ENSG00000271503
LINC00936,LINC00936,77338,True,0.13810772488555156,1.0888118957152144,2.5158424,7,False,ENSG00000271614
RP11-51J9.5,RP11-51J9.5,35175,True,0.059039334821820284,1.0928462095508975,1.7961704,6,False,ENSG00000271869
RP11-338I21.1,RP11-338I21.1,3831,True,0.010167751219384347,1.4962630325786859,9.639886,7,False,ENSG00000271933
RP11-589C21.6,RP11-589C21.6,2350,True,0.005608135794346235,1.1517265813220567,1.4365073,5,False,ENSG00000271938
RP11-347P5.1,RP11-347P5.1,27246,True,0.05254661342009388,1.1831114500044886,2.8784149,8,False,ENSG00000272211
RP11-222K16.2,RP11-222K16.2,3146,True,0.006031710534140352,1.3566346127998599,2.0620627,7,False,ENSG00000272282
CD24,CD24,115834,True,0.29886990935108637,1.3384889401167264,6.2707148,12,False,ENSG00000272398
RP11-138A9.2,RP11-138A9.2,46062,True,0.07942491563185693,1.239518420585636,4.184482,10,False,ENSG00000273319
RP11-386I14.4,RP11-386I14.4,42493,True,0.08116746791409812,1.1042435817780067,3.7794392,9,False,ENSG00000273338
RP4-539M6.22,RP4-539M6.22,1614,True,0.0034887787839970644,1.2970980565154098,1.7552559,5,False,ENSG00000273428
RP11-1399P15.1,RP11-1399P15.1,2169,True,0.005423726902440638,1.2242879312881547,1.3773624,6,False,ENSG00000273445
HIST1H2BG,HIST1H2BG,11991,True,0.018835591958432533,1.1797911534296825,2.3719923,6,False,ENSG00000273802
CCL23,CCL23,27711,True,0.05631645495724855,1.470810696692622,6.7662935,10,False,ENSG00000274736
RP3-492J12.2,RP3-492J12.2,791,True,0.001520172961063318,1.385871216476611,1.8467753,5,False,ENSG00000274961
CCL4,CCL4,96485,True,0.42644970196694415,2.0523215934768695,13.664817,13,False,ENSG00000275302
CCL18,CCL18,77957,True,0.3333668195846385,2.007994755175492,9.499752,12,False,ENSG00000275385
FCGBP,FCGBP,34635,True,0.07809793266721876,1.6086658012247717,13.6881075,12,False,ENSG00000275395
CCL15,CCL15,13790,True,0.01772364824830639,1.1796554277112585,3.5446167,5,False,ENSG00000275718
CCL4L2,CCL4L2,47587,True,0.1696105958522587,1.9477626357962514,11.936417,12,False,ENSG00000276070
CCL3L3,CCL3L3,25525,True,0.0952653615428981,1.7742434064578487,8.924545,12,False,ENSG00000276085
CH17-373J23.1,CH17-373J23.1,22197,True,0.0432700197764132,1.150474955847473,2.2546349,7,False,ENSG00000276216
CCL14,CCL14,10501,True,0.017309395053161408,1.283313150142577,4.8755007,9,False,ENSG00000276409
RP11-467L13.7,RP11-467L13.7,28048,True,0.04045589902198216,1.1000871267916648,2.3067503,5,False,ENSG00000276900
AC069363.1,AC069363.1,5497,True,0.012501369387764765,1.4225919364675577,2.6724663,6,False,ENSG00000277089
MARCKS,MARCKS,147454,True,0.27283131868919963,1.0842421857888114,3.6342206,7,False,ENSG00000277443
GPIHBP1,GPIHBP1,12987,True,0.023062409054713805,1.2093923049218844,3.7342935,9,False,ENSG00000277494
CCL3,CCL3,72618,True,0.3252279322421624,1.9830353322186072,13.029549,12,False,ENSG00000277632
RP11-295M3.4,RP11-295M3.4,41291,True,0.0742338379458103,1.4301068508186834,10.46319,13,False,ENSG00000277639
TRAC,TRAC,42784,True,0.13296727518580684,1.6524964977811005,9.07698,12,False,ENSG00000277734
RP11-596C23.2,RP11-596C23.2,16127,True,0.024610960778938228,1.175552874543346,1.9973856,5,False,ENSG00000278002
IGLV2-8,IGLV2-8,906,True,0.0009381376779032373,1.0969929392650544,2.3533146,5,False,ENSG00000278196
AP000769.1,AP000769.1,58095,True,0.09277254799393601,1.2134091935086884,3.1365514,5,False,ENSG00000279576
AC133644.2,AC133644.2,8525,True,0.02028321759908128,1.3360267959821122,2.9270062,10,False,ENSG00000280721
TRG-AS1,TRG-AS1,20411,True,0.0322174960312094,1.2553263007265112,2.7847164,5,False,ENSG00000281103
CH17-262H11.1,CH17-262H11.1,28,True,0.000104773848678632,1.0176150396480892,2.3358665,5,False,ENSG00000282122
RP1-34B20.21,RP1-34B20.21,9370,True,0.01423755779313476,1.2043483619448188,2.082736,5,False,ENSG00000282988
