Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
PSMB1,2791.266,1387.3325,2015.6073,1491.6188,3256.892,736.733,1058.9941,2484.267,633.9612,4326.887,719.62524,3061.438,2448.7393,1653.9922,1653.5505,2868.1208,827.7163,1205.0065,964.1547,1825.474,736.1508,3201.4978,5441.6064,3908.316,896.2076,4186.873,1687.0969,789.81464,813.76227,4268.299
SKAP2,241.9675,465.17957,535.40894,217.55801,764.78357,1074.0078,697.5403,346.84042,500.8458,282.69876,2397.055,479.10992,540.3121,307.4325,525.8947,318.69952,297.8228,441.23257,343.77686,1116.6604,619.43896,1550.1582,778.6,1803.2782,538.7102,1434.0742,436.6346,321.38898,1053.8977,250.28282
HOTAIRM1,1478.0333,707.7133,438.4173,357.33383,384.38092,1546.6122,805.42053,435.65637,714.14465,356.21155,2108.099,965.00037,2355.5188,1243.7129,1307.4536,692.47394,708.095,504.47992,844.5368,636.3666,249.62701,948.24084,645.73816,397.39966,232.27989,1663.7239,352.3834,736.8984,273.29623,293.10382
AQP1,12.506671,31.671677,25.756351,10.050206,24.141644,12.726517,15.447707,18.325314,46.906086,15.084396,35.232864,26.77581,24.277271,13.037433,28.60255,26.944105,19.021523,39.9878,12.8536,21.158836,24.997837,22.931839,19.843307,24.321398,54.897972,37.566883,24.512768,28.204468,18.53883,12.527189
UPP1,16.45612,25.18609,18.072838,13.398635,15.943243,18.457253,52.09577,41.780983,18.687614,87.601234,144.93188,20.424286,19.908968,13.762055,71.79333,85.88443,21.885632,92.61244,25.160597,151.18019,47.457947,91.22571,85.95592,90.54846,19.668,46.90758,24.052076,17.439232,67.91258,103.89045
SUMF2,854.7483,1355.1152,634.883,579.555,367.0095,314.5238,896.4336,1389.6152,1278.9603,309.0308,1865.9956,1136.2296,349.09927,276.69827,729.33887,1400.5715,346.88525,312.18518,907.4513,403.19336,1460.2153,686.51575,964.16833,287.89398,1222.7588,726.75366,1378.55,292.1992,1601.2445,1751.8247
PHKG1,211.5083,955.2947,733.01764,575.4513,165.14154,224.99976,185.50017,213.52199,469.34445,528.74426,593.98065,196.68495,232.12045,166.7799,886.7648,753.05725,407.605,138.09747,244.64413,242.77948,535.1527,291.40247,470.44525,627.39404,868.6454,256.2263,635.3863,225.77072,149.80585,635.1485
ERV3-1,420.4622,406.40814,604.0222,1109.2639,382.56305,1005.3849,895.5088,2954.1777,361.8119,1692.3175,944.27185,1887.7871,1721.8727,908.4171,1640.3844,2515.2776,2014.5491,914.49884,407.28467,1034.3846,497.41284,1066.9309,1142.1938,283.58145,380.14774,1226.6895,376.44336,508.41086,841.6771,266.20947
NCF1,95.46771,124.25385,74.302444,28.807865,72.615524,59.88089,35.90586,41.07299,169.30717,122.76712,137.61334,50.81793,204.6236,31.130367,42.177944,55.45616,168.24228,62.677795,42.477093,133.70326,178.6846,203.80905,96.11006,251.43057,97.521484,163.12491,91.935974,38.375122,77.32928,187.86954
MDH2,3903.7266,1018.6088,3707.0317,2012.7258,705.9632,3323.0562,484.6316,1663.6958,481.162,880.51434,4503.2134,1081.3779,2790.2163,4023.896,3572.266,772.4008,731.4756,1734.0739,1437.6903,810.0611,841.0424,2035.45,513.5198,2920.3801,1293.4994,981.43475,1041.5142,627.8981,1319.3816,3994.1917
BRI3,501.3591,709.66876,389.86688,300.0739,3800.9902,410.77435,1083.5542,1480.3076,600.3269,2050.0452,3343.321,334.90814,533.0686,583.58716,1302.9653,2174.1284,1442.4373,273.83044,2183.5493,328.80106,654.4394,1048.8036,635.77673,347.26086,1131.3475,1486.915,2387.7173,715.316,1844.3181,3057.638
ARPC1B,933.053,1344.6516,3633.1836,1759.9412,2245.2886,4953.256,1131.6375,4406.133,7119.7974,774.0083,1214.905,2662.837,4292.8613,6557.9883,789.2831,3449.7986,970.86774,5631.507,2613.3865,3495.585,1022.2213,3762.5972,1919.6881,1715.7864,2163.58,2638.6008,2662.2231,1275.4697,9275.496,2067.0073
CYP3A5,371.70273,309.87985,127.14273,98.62648,152.18883,268.82623,368.73505,144.29903,228.32568,307.9603,129.31946,137.69168,292.16415,114.53203,80.91149,269.45572,131.6482,136.61926,154.83063,436.75305,61.82671,124.72063,274.8045,92.85338,116.32568,295.12616,241.61226,135.33545,144.37106,90.4084
TSC22D4,291.49377,935.87823,833.7349,1204.5774,1377.136,228.64722,351.62616,1831.664,465.9779,596.0473,272.42776,194.60512,1347.1757,175.1921,1260.6622,1071.6377,1228.9945,507.5928,385.41345,1437.5734,396.68353,1269.7793,257.2409,512.23,540.0337,569.3038,185.36664,330.18723,731.07184,221.19089
GIGYF1,600.5737,1061.4692,833.35065,725.5258,239.77432,143.5575,141.18227,784.43787,512.56604,746.7196,555.4568,211.38867,118.42031,163.00691,207.53723,603.30334,451.3006,219.35971,441.51685,126.49768,891.7713,284.93106,794.7749,206.8801,1023.22156,347.79895,353.0838,597.8104,229.32765,122.04552
TRIM56,541.3323,628.254,1627.0264,1141.3059,557.1582,1876.1646,763.9949,490.83047,658.86035,331.5954,1103.2836,282.81308,1042.727,412.5428,390.60895,594.24384,482.43723,583.8422,1479.8142,452.88416,486.23322,346.02585,936.693,713.0808,747.51996,589.942,1132.8507,811.19653,1488.8896,1178.7737
VGF,234.68716,75.32922,254.06229,241.3483,70.88327,74.04015,191.08629,95.05891,70.334236,151.17203,135.40329,69.60111,98.39745,105.07405,284.82208,270.4041,44.93306,137.99557,75.49358,190.20728,152.59332,191.13313,283.33905,151.20306,65.79705,330.5068,90.92227,62.653107,384.34735,67.389984
POLR2J3,846.15076,4943.2676,1344.7971,1266.4795,1983.157,1988.3081,1186.3748,3340.9888,599.76953,4462.3896,2510.3877,1544.8898,2315.793,3397.9407,674.89343,1187.5321,1486.7598,2271.9434,3354.6377,1590.7378,1028.6532,3177.8953,572.30096,915.595,4295.211,3206.9092,649.3209,570.43634,5171.2095,577.9515
RELN,370.6002,1550.3154,965.14386,792.36395,715.22577,412.81354,1469.7124,432.87817,489.7733,1163.0704,609.1836,867.3318,1354.8958,464.29752,393.69397,488.63104,974.3453,568.3125,804.97095,696.5598,318.00226,524.7777,702.1555,1184.9773,743.56213,727.5929,699.2019,625.32477,518.8886,1433.1683
GPR85,77.75901,344.7033,74.32577,61.5158,295.64978,179.64278,190.28055,181.23743,112.09245,214.48837,73.841156,168.67569,218.19472,297.39163,66.219696,177.45175,270.17102,80.42732,140.65604,137.10495,80.592514,154.23221,128.09377,332.32083,109.6569,349.08603,114.348305,82.05282,73.25789,150.49512
CTTNBP2,58.214787,53.272858,28.79375,33.795776,51.072258,23.061657,18.622156,21.955948,22.72583,41.43047,61.596615,20.97104,21.282776,16.65836,20.758125,38.54186,33.120514,24.666172,24.204653,27.56125,24.607761,34.69807,16.955917,57.087955,29.472395,30.101845,17.555128,21.58175,111.38193,21.52446
UBE2H,203.04536,288.8006,515.7397,245.30228,1206.3414,633.4172,1379.1694,358.24115,1128.8217,274.14908,1286.2789,362.1739,607.0632,804.54224,766.2412,937.6978,272.5959,368.38916,338.6963,1378.7853,494.08124,462.3003,654.3946,507.67078,392.8541,749.24774,1013.999,465.0866,239.96446,352.04587
RP11-138A9.2,12.705299,36.18315,47.217957,10.470682,54.286102,10.163046,13.115503,24.918602,17.646832,30.504189,63.378197,20.189283,28.40607,13.339415,27.109776,11.161871,35.09254,30.618,11.653835,8.580464,17.06102,12.31626,10.01587,10.58956,11.847928,8.673884,18.13879,14.114007,24.782536,15.842348
ZC3HAV1,8945.545,8206.272,4321.316,24337.857,9456.478,10264.399,16377.366,1540.7693,4703.7563,10749.677,4183.88,1622.1252,2305.8555,12162.782,12041.691,2153.941,15074.473,4891.539,1677.4856,2082.4653,10471.842,4360.5645,4056.316,7155.9277,7779.2334,1829.4556,5472.2666,8359.337,1719.7064,1927.2922
SSBP1,1706.7886,620.14154,4631.065,413.7448,726.8543,695.8976,1951.0791,787.3562,1286.8473,3421.7205,673.29364,924.68994,2005.9368,516.89386,3178.8188,1312.792,1546.4019,585.838,538.0587,3130.9495,1998.1521,1269.8876,1037.3588,1404.615,624.2283,2036.3115,1165.05,544.2395,3233.68,1893.0265
ZNF467,74.312836,66.83016,44.795956,54.56519,77.77865,44.253124,77.20249,52.13958,40.826317,95.02581,60.35656,53.423763,123.65553,117.171,96.20132,67.10431,33.879395,54.395554,58.17158,130.25946,86.92938,57.203777,37.840645,47.128017,59.848167,56.277283,139.87425,44.918587,140.5928,53.036385
KCNH2,2724.471,6120.815,7592.956,5119.466,5828.9414,1284.926,2070.7957,10528.827,1779.8223,1229.3502,2193.8835,4771.4717,768.34863,1522.0033,2826.4263,1576.6053,5221.7637,2578.04,884.3613,2939.3608,1534.1667,872.2699,1861.5703,1166.4407,747.0199,8158.628,1130.1011,774.56433,2224.4292,1400.7229
LINC01003,2798.5908,389.73108,785.16473,496.99945,838.2937,378.49335,826.60956,374.26123,431.5344,253.08994,928.8827,526.70734,1290.7969,1383.5239,981.62726,1603.0767,1259.0614,305.0442,592.1982,574.1245,809.57587,573.6245,238.07343,901.3997,532.01587,1509.2144,1734.7761,311.98557,467.6475,1200.6743
LINC00685,403.28754,116.91869,225.22345,101.49307,325.91876,86.11657,121.07103,93.40805,186.8734,182.95094,144.41605,74.30535,214.86661,237.15141,189.19705,88.56842,68.22737,115.63776,80.76119,176.3204,80.69173,92.78082,206.85094,145.30344,133.06375,144.29929,165.80634,234.11276,116.10914,93.55295
CD99,2325.8687,1061.5698,584.3288,1819.0887,494.08942,6027.385,4010.2512,3671.2773,2682.8447,4962.588,3839.7725,2774.255,1884.6444,2849.9224,4698.192,1775.5436,1875.5574,833.65436,683.9984,2159.5173,444.8996,1646.0806,1689.5411,1613.0115,2600.5215,584.1727,2549.43,662.94495,3265.0786,502.71515
AP1S2,219.93475,963.7706,154.415,761.83136,530.52014,334.84198,453.14978,1531.2158,182.04576,245.12048,981.31793,283.62268,164.7658,608.33606,214.20428,268.15442,301.78134,1145.7612,835.06476,579.0904,686.38086,980.3915,442.59302,211.36082,961.3552,1117.5326,278.57294,778.9736,279.91827,567.29016
PRDX4,1359.0084,788.893,3325.8152,3225.6235,3139.369,3816.6213,532.06287,1730.0258,2633.0679,4959.8643,2185.6943,1198.0383,4537.2217,435.78815,2541.4106,1794.3,439.50757,553.77075,3466.8613,618.69635,1379.6985,1731.1385,1916.6926,823.07306,499.45026,2908.337,4062.254,715.9774,2618.2104,4681.887
SAT1,559.40967,704.5314,642.4491,657.0801,592.3516,383.74484,531.8393,954.6883,2321.6519,441.28955,3607.366,1206.9597,447.242,1105.3448,1143.8247,2296.625,3532.3926,1188.7344,445.32263,2209.8884,678.4004,602.9584,1494.1229,2919.4475,1255.2109,2439.9104,321.40204,513.4689,712.0889,1243.3219
EIF2S3,5056.276,8097.748,5849.1084,2588.111,1736.3267,3332.7212,804.2623,1323.2224,2052.3691,4091.5518,7987.6216,3489.037,3861.3633,1796.064,4709.345,3977.397,1256.8452,5211.8066,4668.282,901.6119,4128.0146,2038.1451,7109.3887,1228.1516,11066.582,4390.5273,4836.769,935.43616,1038.3174,785.51385
TIMP1,2999.3286,2273.235,930.64996,885.2428,5592.6045,1111.0991,1764.2338,4650.5303,3187.4958,572.5221,1981.0289,1428.2227,1391.8147,1753.0989,4878.8247,771.82605,937.69446,1264.5363,5051.916,589.4881,2360.488,1692.2075,600.7112,643.9196,2969.7148,1161.4845,660.6554,1737.0266,922.8701,2018.8696
PIM2,474.30713,4450.883,504.38608,415.38593,2309.676,1738.4055,2587.1055,2002.9934,3702.75,529.3214,3540.143,721.9735,895.3153,410.2505,3060.8403,2982.1938,438.21942,512.9983,2330.133,2322.161,1392.3574,1210.3691,1555.3516,3393.4692,2590.413,3582.7324,986.8024,764.5371,636.8124,1723.9869
PLP2,503.588,485.30304,1806.0208,707.88885,992.9283,544.4729,513.88745,965.0104,803.74567,431.64777,605.79126,898.7239,2068.774,1566.8064,1118.68,345.6786,903.03455,1238.3107,338.4162,373.40097,869.55115,925.6006,235.67226,1409.2543,403.97894,1638.9537,519.3186,1351.3152,1383.201,1057.7667
SYP,98.089745,343.85516,345.1058,108.297905,284.17725,302.89163,337.83273,386.66797,155.3437,348.2265,359.1712,219.09024,194.24405,105.04157,568.2915,243.00484,104.381996,459.2813,103.70587,179.63828,186.8804,110.880035,176.61575,254.71185,148.82623,88.734924,99.975876,278.89508,105.92376,82.59941
ALAS2,897.7435,1256.5919,884.36694,1246.4695,916.5305,996.7029,2897.5361,5742.213,667.153,5309.0435,2567.0596,679.13916,1001.5421,4665.7974,712.52704,5605.6577,3749.2415,1144.8768,2051.4492,2264.0496,5440.6196,5430.5635,844.1667,2907.082,640.2689,2412.0515,5995.4814,3844.046,1209.9434,1457.0614
MSN,3063.2817,741.6148,1567.4185,678.2251,666.1656,5631.8003,2947.703,785.5742,2668.716,2037.6731,3435.1296,5259.9443,1145.474,6675.461,904.43335,2868.231,832.6532,737.7394,671.7214,4740.732,1948.6589,1414.6704,1558.3519,3524.7866,1727.7035,1116.2761,1529.053,2104.7493,1281.1284,598.6841
RP6-159A1.4,1797.7952,1194.1722,302.93845,237.37424,286.4403,455.72775,1809.0966,940.4092,239.9247,793.39734,324.7955,902.45374,896.9562,850.9162,1003.1505,788.917,265.1812,287.4129,650.884,937.7137,448.9421,1723.5238,259.38425,339.41724,413.80695,2067.328,582.2249,664.7425,523.1441,617.76544
HEPH,591.3295,314.3139,346.32025,246.64493,739.2326,873.73584,250.72527,574.74335,723.1068,995.68427,382.82846,1045.4364,243.42708,309.51147,276.56122,1171.2574,717.75836,397.17688,650.9591,194.6365,285.12427,192.7565,244.52602,624.63617,726.8885,899.09656,513.32947,175.1677,1400.4396,511.7046
IL2RG,129.1362,125.39392,159.79169,272.0433,622.85095,430.9643,397.50085,563.1116,473.59415,141.35794,129.08047,173.25768,294.4134,90.76251,95.321304,122.01485,150.00436,460.263,216.68825,224.36984,181.95004,273.30057,151.88968,497.72482,180.02234,204.48093,220.66663,178.87729,316.31342,130.33005
CITED1,142.09251,34.98474,26.740536,26.743835,33.250275,65.83075,46.14933,70.00002,81.54405,51.134914,33.302887,87.11873,47.7872,24.083439,30.191654,62.95083,31.816458,31.60568,40.58195,32.99691,55.152714,52.63714,79.61034,56.646244,97.215355,33.039574,32.921234,76.76572,53.683815,106.2674
XIST,2011.549,2433.4058,620.95386,1179.106,742.1968,553.2158,1696.5356,1197.2136,1934.0809,3357.3213,1550.3267,3745.7495,601.4294,2457.104,1248.4983,1266.1759,1166.2101,1332.7859,6689.66,1525.6881,1390.9067,869.59467,1539.4226,863.33093,3668.2651,1668.6011,569.7051,940.48303,4168.417,484.63428
SH3BGRL,314.93866,1579.0248,824.2855,1802.6167,1899.7244,1890.3813,450.6324,848.13434,623.62244,1512.8457,2048.551,296.8992,417.97888,460.7143,2037.9355,757.44336,982.62787,1048.4829,337.8706,1486.5227,499.0644,940.7355,2112.272,1026.9116,1316.1353,1280.8107,582.9857,478.61374,2818.463,411.0746
ARMCX3,257.8531,601.6485,238.32968,275.09503,686.97174,547.5279,857.95074,1300.6094,578.5023,299.36673,899.4135,148.43097,363.2838,440.56427,799.779,406.0318,762.6018,235.29099,322.8544,810.573,308.50552,164.91545,189.12332,290.41983,213.39175,158.72546,269.97913,593.79895,292.66724,133.91908
BEX4,1043.1863,5371.6626,4186.7036,1478.9517,4677.9355,2613.755,2344.9722,2967.89,914.5825,1051.0613,3104.983,780.10443,688.21216,827.34375,2408.5427,6097.611,4507.6514,2894.3652,6113.0527,5085.6514,3767.6216,6377.2183,1682.9241,1034.7804,1218.0017,911.8109,2636.2212,3840.128,1107.8884,3249.0889
BEX2,1420.8422,750.86804,1430.8599,584.77686,2502.7466,3118.278,3445.4326,2172.1648,767.96484,417.86826,415.08157,2301.4263,1140.4152,2398.9136,1978.355,1158.8031,628.07306,1811.7897,2291.691,2104.5845,826.4011,977.2897,309.0252,1235.8435,709.8047,465.70248,668.2278,1835.4026,398.77377,332.23685
WBP5,3090.4907,1606.8464,2061.1199,2651.3047,566.5156,7355.704,3829.6519,1038.7228,730.2012,4682.7285,6003.7036,4422.6396,7296.468,4463.894,1039.5604,1279.4648,886.10583,798.0852,7071.039,2126.769,4576.8057,4331.463,2771.641,4145.6577,3043.5515,1079.2025,2306.7983,726.6998,886.44037,2197.2007
TSC22D3,64.196686,50.631275,159.53384,59.096283,103.32087,74.17997,67.09151,293.51648,50.255955,69.3436,51.979218,338.90182,181.74448,54.043053,47.927208,59.166306,246.60773,51.170387,95.55356,94.284225,234.47092,59.36839,49.49006,314.4682,117.93352,132.27356,211.96136,167.19351,63.669037,100.49435
ARHGEF6,142.2944,100.24116,57.537155,202.05168,136.56564,424.77313,269.12506,68.26781,88.44249,101.15985,179.64891,76.31273,229.81758,312.53687,144.2843,178.53021,163.25507,218.54436,68.405716,236.76993,116.85115,295.84756,52.462288,290.95386,81.06877,79.97922,69.74074,267.86606,247.22726,259.59473
IDS,61.237736,152.42389,273.7629,173.37325,236.40628,152.20891,71.4049,102.3968,74.93129,97.814,119.79396,90.21631,77.61188,58.083794,272.06598,70.12572,65.66966,166.43433,152.97104,208.01427,54.503593,74.23464,167.02724,58.268814,130.90643,80.95794,64.73999,68.394714,128.76825,92.792984
DUSP9,882.3095,915.1206,353.74777,655.6003,560.77954,236.38652,582.86694,606.8363,375.79028,197.55865,382.44205,208.41953,348.79227,405.611,222.03595,235.62039,520.4714,769.3518,853.7387,382.56436,787.2521,1457.1207,217.74554,1404.5576,410.31964,808.60956,1455.6223,345.13116,576.5543,750.339
ANGPT2,87.089676,20.22053,23.576216,17.035975,83.131676,43.286602,17.204926,67.21443,21.008373,18.720476,19.762602,20.367817,67.89668,14.277084,31.3452,47.714867,109.41686,32.839447,59.852257,53.53814,37.185627,22.710787,31.049248,33.072586,25.454414,15.877287,81.77137,49.95095,31.435585,14.847767
RP11-297N6.4,28.83884,18.698528,37.71221,21.238766,36.819916,77.045074,81.921616,36.057884,72.404274,35.00968,27.011463,29.290478,33.903324,39.111435,54.407948,48.148224,50.944805,18.829706,26.325972,53.971645,43.660194,17.246658,36.877895,41.996536,24.129818,20.923092,23.518442,40.803932,49.888397,25.06442
CTSB,884.8507,335.60294,1393.1987,1218.2719,576.33105,709.5801,453.62805,582.98865,1317.6677,317.28046,354.25726,377.7566,704.7811,322.4459,310.48004,1993.7727,315.4646,537.5184,818.1,1837.3057,526.1941,1095.8918,272.88193,330.48477,1537.4756,414.03787,741.16705,296.60327,2715.197,1247.8867
ASAH1,1202.6633,1196.573,487.91223,1227.1266,2176.359,498.6386,2384.27,1638.4734,1090.801,2009.8845,520.1946,497.86707,434.44586,440.8823,1433.6752,1452.3043,1029.3157,632.9428,2209.97,871.13855,826.31415,1390.0929,2633.6365,990.1775,612.43225,440.1728,2642.7798,1107.9061,2565.9954,2193.9976
DMTN,21.216084,31.058634,50.429195,23.099306,43.939293,28.66036,21.96603,60.664974,19.831766,38.296574,25.300125,20.64808,58.38515,25.712378,48.768635,50.0936,21.684095,32.48616,44.81256,71.839386,25.667444,56.32257,42.76071,112.14256,47.273132,45.826706,26.58797,26.723318,44.219093,15.598128
SLC25A37,1297.5383,9861.158,1207.0486,6181.4478,1105.2614,3004.7476,4943.2676,2465.1484,8488.155,979.03076,5618.5327,4299.6924,4608.4756,2133.3516,1116.4957,1768.651,1934.5632,8293.719,3491.2405,3616.026,881.11816,3916.874,8527.009,1365.0833,1938.0984,4030.981,9584.83,1072.5974,983.4114,1050.6779
DPYSL2,338.06317,697.83954,1407.4762,447.96008,721.9909,277.68573,587.5549,346.6625,462.42746,437.65457,265.95038,640.8577,246.8216,544.07007,311.45883,508.41968,454.44357,1302.0424,538.35876,810.5613,265.5453,287.8164,170.8348,296.63605,575.54407,762.9679,675.54944,698.7521,1694.4841,237.9854
CLU,3456.849,1395.6323,1902.7439,760.2283,2833.5327,5650.307,1776.3921,1615.8834,3776.2693,982.9952,1850.8374,766.14166,751.54535,690.8031,1331.2527,2705.7837,1352.4526,5439.618,1181.9396,3039.4856,2201.1875,2786.2732,1035.0958,2249.4243,1457.9575,2662.361,1929.3153,887.60004,5490.505,2594.3352
RAB11FIP1,1311.1597,937.5956,473.97632,861.65,2343.6008,375.2768,1063.5895,982.4103,1274.6704,378.88187,1398.7747,739.83344,1172.4862,596.685,2664.9998,1017.59204,443.0053,1444.7397,1927.7024,2011.0466,586.9482,796.35626,251.94354,337.69974,591.2877,259.96112,553.62335,225.38336,725.2636,1400.4349
ASH2L,681.0685,1320.7454,1751.5042,828.49927,1170.6667,1248.6306,260.15924,1899.6865,832.2514,950.8843,2225.1204,672.20056,1859.6165,271.599,2101.13,365.87244,1710.5414,364.5736,1929.5668,300.76126,2624.647,814.4572,549.17096,1359.3416,484.19046,482.27573,957.8896,1100.1238,2516.0696,400.87292
SDCBP,380.2944,234.7048,522.87213,796.9315,303.34903,816.83044,1442.2147,359.32776,1197.0122,429.62,985.8231,867.9448,1116.5503,380.2763,340.80612,1272.4227,263.84036,518.184,742.9939,1894.53,467.03604,174.93463,312.3679,648.5725,435.4319,579.4387,1154.4897,269.1622,261.38782,325.68814
RDH10,134.74715,101.75149,77.42968,187.61966,117.821655,83.64899,174.879,106.484406,89.27403,153.99309,137.62509,159.87364,118.5329,198.8873,119.65728,159.99963,80.4466,312.71246,83.25234,117.790955,93.04161,125.83188,114.507706,137.75233,117.073814,250.39334,454.20166,193.56323,153.53403,410.14307
FABP5,718.94293,5059.132,1434.241,2848.5444,5213.5938,2134.9229,862.6692,1671.5972,4130.364,3037.4517,6129.5024,686.04553,4496.827,1738.806,833.19214,2418.1123,2456.6418,3535.9795,3153.3657,6186.176,1102.6355,1075.7994,808.60693,763.8275,716.81445,4401.844,639.6875,1535.6624,1762.5946,1958.1997
TP53INP1,35.929863,50.73275,32.0444,24.65333,42.262115,34.09868,30.14815,30.075626,83.851746,79.837,128.93451,20.905365,19.992708,38.952408,42.363514,27.044691,25.340256,24.24266,70.80757,38.564606,17.67303,17.651297,76.90907,125.23537,28.889536,48.374733,21.227596,103.9722,25.156437,30.769154
