Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
FOLR1,41.784218,13.781452,21.656958,25.834421,75.61067,20.506012,27.112675,22.901836,26.52348,43.031696,36.325222,43.609325,23.012411,34.83953,11.70426,44.460358,37.252327,87.46104,29.65743,21.114672,16.726797,40.072384,46.712605,26.923998,33.016064,48.440983,22.95363,37.067036,45.642525,28.092081,37.569366,70.415924,48.46186,31.590876,64.54204,35.8154,46.073578,50.381523,11.628518,25.05627,15.165552,16.08284,13.723224,28.341639,46.32456,36.3636,26.92478,40.137222,45.504627,30.75197,28.911228,16.2047,12.755454,29.138927,15.622151,93.81276,11.827321,21.597267,28.479362,28.666576,20.478182,36.84408,17.774803,19.004393,49.224457,45.45602,37.902252,21.787619,13.426137,13.290338,75.91588,6.8694487,25.916382,26.754833,46.886086,35.13758,22.053421,18.442799,26.773808,28.261612,20.291113,36.53653,53.759956,36.010952,54.71512,24.976156,58.583344,26.850483,16.906528,27.907051,32.061188,30.157999,30.374313,27.87159,33.623108,26.523586,29.936258,20.209494,48.71639,62.186104,47.038403,24.343933,37.869556,23.272167,34.967644,580.81354
ATG16L2,14.167384,6.248266,10.147858,5.3125987,25.743742,7.296015,11.468145,7.8539505,8.210421,23.9127,11.220132,9.006252,7.9193087,12.363302,4.7212286,83.6163,21.40261,87.230835,9.146159,4.6133094,3.077105,12.043342,6.470084,9.153975,7.983143,9.377118,5.9930773,17.171309,11.52644,3.2472677,14.496721,22.034737,14.645208,12.6004925,17.10165,6.507312,15.289037,22.668018,3.7262888,6.5354466,3.6359537,4.4252124,3.2992327,5.1839886,18.791302,13.132926,7.6657386,13.078639,14.746026,11.075668,9.689404,4.916834,7.5467243,12.087584,4.467664,28.008171,1.760541,9.012252,7.7167053,12.329191,13.0489235,18.555733,8.914079,5.3882527,11.667674,18.8426,13.0811,8.381157,2.9380896,1.5196251,26.28183,0.2089031,6.9020143,5.1964602,9.951738,4.8686476,5.2946105,8.755174,4.801846,8.336727,7.7691097,10.977647,9.585968,11.815,18.553598,8.607422,12.461134,11.070581,4.6863003,7.2527723,18.511267,3.165725,16.680752,23.430725,7.720612,7.20723,6.213966,6.9138627,11.65211,16.13754,12.5205555,6.9641533,14.473488,6.200971,9.620197,186.80983
UCP2,386.97464,159.21178,268.238,301.6921,818.1737,328.59808,294.7784,272.29956,184.62183,538.0215,377.4472,430.2753,237.49628,337.5088,146.0034,430.54074,322.46622,878.8386,257.7622,164.43611,162.85277,588.0582,458.06134,281.64542,194.7407,337.4015,243.75093,424.27032,564.5118,187.69827,496.07895,737.00867,516.4443,352.6033,560.7783,335.24805,504.81433,470.82498,156.6403,283.0794,103.07765,175.25583,166.09882,248.64734,499.51025,318.91702,282.7673,449.4601,737.3943,300.16904,339.95798,174.69745,145.53076,362.4188,160.70515,1095.2551,130.38844,240.20645,239.44368,339.351,287.21304,460.10217,217.38286,219.91492,421.34738,480.37592,510.2555,206.79878,149.01865,86.366615,665.7984,69.83504,261.19415,218.66655,514.36084,260.12866,248.26424,256.93198,176.8431,247.91821,198.39949,432.43045,342.87506,339.35458,557.8552,307.51575,559.87714,332.4497,180.63889,286.01117,521.5438,210.65031,386.0461,395.91052,341.77603,283.32248,290.58267,226.74689,487.5292,712.4391,434.54767,145.98596,426.61172,262.9504,363.7749,6676.677
KCNE3,20.895245,10.319289,14.464104,10.276903,47.39325,15.853152,12.438219,10.438292,11.5649185,19.970766,19.27039,15.423721,16.95627,23.926376,6.982595,76.29859,36.40312,123.46678,15.698058,6.107826,9.322254,22.23395,19.901203,14.098715,21.063457,19.861603,12.113322,22.165623,20.47121,10.956246,27.012383,54.580925,27.003977,25.932308,22.46916,15.240621,27.81845,17.74241,8.265518,15.063587,6.818077,7.837973,7.836296,10.77351,25.762241,10.944989,17.821814,21.66917,37.306297,18.906271,17.5436,10.37744,4.044546,21.165081,9.319357,49.554985,6.741564,15.541903,11.229057,15.879237,16.619635,29.681547,11.334544,9.727961,27.12234,40.26174,25.733513,10.738314,4.809319,7.4347763,45.985023,2.1495118,10.715708,14.592296,22.1878,15.227854,9.094374,14.027988,6.959517,13.492077,8.697887,22.944931,18.860796,15.672917,23.405056,13.018164,27.747652,19.00193,8.362851,17.258167,54.24646,9.328457,21.702053,21.750608,17.071718,16.233786,13.399967,10.6946335,17.754452,34.211773,20.524248,9.8760395,19.353325,13.011734,17.827076,330.66736
CTSC,484.20132,165.38477,337.9132,298.19305,1034.7103,396.3475,372.36044,342.57748,212.89615,679.2744,501.58508,486.5151,270.2207,378.96936,157.21384,465.9413,389.6672,991.72943,339.84262,177.56061,166.48918,535.5864,587.4465,360.93008,259.31445,535.6051,317.0466,535.282,638.1826,252.26585,636.1979,955.85535,627.39813,455.41486,680.9629,381.98465,639.2417,546.72833,168.32388,327.9443,109.410545,223.76382,173.81575,279.68643,587.2012,335.39938,318.3073,470.84988,559.26483,316.65918,425.84055,204.70786,204.4503,453.4926,184.08876,1595.2446,157.75302,315.88986,293.9754,452.66144,375.31226,616.5094,294.77707,279.07983,574.1588,644.24146,587.7732,284.82678,180.76773,133.14545,1312.4203,76.47181,271.97797,245.66756,504.20996,291.10947,283.29938,283.49652,205.87305,249.80827,263.22983,560.6685,430.45337,351.90207,676.2677,360.8366,809.9302,381.68234,226.57541,467.8812,483.6398,277.9197,467.47485,530.91644,426.43378,381.54034,205.6455,280.39508,582.9174,837.5138,488.6466,252.29588,483.70844,352.41772,447.22586,8555.548
CD3D,9.108634,3.1817925,6.9258065,1.6697552,20.739283,5.948784,8.657821,4.908362,2.3850636,8.996701,9.795463,11.593138,6.0537663,10.632959,5.002885,9.229723,8.6854,21.520008,6.4505944,4.7371163,7.991254,8.809598,10.2420635,3.4131007,4.017113,33.744095,5.724058,15.745098,7.528167,6.082181,17.632631,38.711258,10.582183,28.992922,9.739365,6.114666,13.812199,7.8844733,2.1955557,5.7940497,1.5058775,2.4394698,2.4741209,2.006783,8.80773,5.015187,3.459754,11.585579,8.583574,8.72003,13.385304,6.1678143,3.5650659,7.637577,1.4992021,47.499043,2.621134,4.641888,4.609834,11.242144,9.200487,19.745611,3.1759148,4.3346386,15.379755,27.293457,15.215899,7.15022,4.4527183,1.7313699,33.451687,1.6698935,4.1406803,3.7712097,8.904757,6.1281266,3.1095002,4.1291537,2.1286142,6.231719,3.908418,11.615084,7.3490963,7.3227596,12.214431,6.6321673,14.962112,7.7007675,3.711443,10.503537,7.2788754,9.142942,15.697413,13.195957,7.339929,6.217187,6.262557,6.887166,12.321309,14.230666,10.881531,8.77003,6.607875,6.7874384,9.538117,187.40195
HSPA8,1401.2032,607.00793,1114.3318,932.395,3300.57,1319.4231,1222.6552,1124.8544,627.13293,2045.8345,1595.2551,1571.3267,775.90686,1190.3518,546.5057,1449.7479,1226.5465,3188.5918,1196.9344,564.9478,549.4571,1767.5044,1937.09,1036.2966,830.8475,1393.7318,1131.4907,1706.0479,1834.482,809.5451,2077.0396,2945.113,1896.8317,1326.2896,2093.649,1130.4596,1984.8258,1653.9758,540.6995,1074.7637,367.9644,753.9576,572.36346,712.3415,1866.4967,943.24725,959.1375,1418.2473,1788.7452,1222.7639,1325.6327,672.3835,598.2348,1422.7821,698.3261,4797.3853,493.66037,932.4435,983.55896,1390.2346,1314.3815,2096.4446,872.07117,834.66956,1821.0311,1954.969,1867.0443,769.6869,540.63275,456.76123,2479.7295,253.71385,873.9189,740.405,1690.2426,980.6122,962.593,906.7612,669.3884,842.0497,785.38855,1828.76,1349.2312,1207.4609,2189.0593,1162.2557,2178.2014,2043.5779,767.5925,1187.1179,1620.6576,829.5254,1552.3175,1525.99,1411.2264,1156.1886,671.84454,900.1333,1816.0891,2935.248,1652.0216,494.4082,1617.658,1264.0759,1428.081,27691.756
FEZ1,60.957115,30.552797,49.023357,35.21418,139.75465,60.163044,55.689354,55.894726,33.76376,77.47913,74.35096,71.29979,53.241104,73.77679,29.282999,35.936996,40.195892,108.218544,44.13881,22.829323,21.406704,71.23519,102.83648,42.36828,29.490091,46.36178,38.615234,54.370308,107.00033,34.375645,98.56479,123.098366,114.41441,125.34641,108.51744,59.083023,101.22545,72.74935,19.657784,56.397026,13.253624,38.39005,24.23211,22.351622,78.18401,36.888718,60.569748,80.8839,130.5483,95.19692,52.570915,18.792887,20.136246,69.06429,25.147879,242.67598,21.081083,55.409683,42.22308,58.33599,52.129425,77.18476,36.581963,38.218964,82.5905,73.60073,66.02396,27.200077,16.65161,11.919128,81.91028,11.75041,54.515007,54.38573,113.52592,72.74423,49.281315,68.4867,45.86878,30.290405,26.08323,86.60647,42.40116,60.87315,104.77555,46.57882,82.63502,67.721924,23.91449,36.061325,94.185936,30.32437,94.38924,74.65996,67.43125,54.43065,28.04916,38.221455,86.362595,145.19618,88.59763,12.702284,91.593445,51.239136,71.67534,1192.5801
KLF6,80.63051,24.96051,50.779514,47.121487,167.86,62.05184,63.219635,53.65474,32.968555,122.02318,82.068596,80.869736,43.850574,65.61201,26.97242,115.263016,62.42721,219.92926,58.63618,21.63984,24.19061,91.48462,97.69087,58.30504,41.123894,90.66526,61.560135,104.25642,103.551155,33.84146,94.56617,166.09789,106.19105,83.713264,100.83716,63.59784,104.93875,93.01942,22.178959,51.22277,17.452766,36.231644,32.182724,39.785374,109.8735,60.872005,49.26132,84.79911,89.85745,53.230213,60.519287,32.570503,35.939133,75.48002,33.089817,235.0649,29.032166,54.922092,50.025208,80.07218,72.849884,99.58738,47.03413,46.783783,102.70539,104.27603,104.63559,31.803413,28.722046,29.57721,150.81342,19.217924,50.51891,41.75945,83.55763,42.12866,44.073074,53.27135,36.17229,55.275623,37.405926,87.04041,65.50232,74.43068,141.76749,62.09295,139.43967,69.01254,39.730083,44.612484,89.85183,48.309246,82.193756,97.73061,78.840195,54.960655,31.006277,47.2167,97.37006,150.84552,76.52576,20.550331,82.88851,65.617744,77.47925,1497.8877
OPTN,12.026195,5.163042,10.755342,12.007183,26.87522,11.833454,10.65754,7.552314,6.555627,18.497845,10.751912,19.241558,16.457941,20.797592,7.3728967,27.080803,19.5784,51.458805,10.324871,6.419141,7.2727647,23.47849,18.230022,14.738374,10.824603,27.770649,5.5426793,14.468938,38.664272,4.4449854,19.309135,25.601736,19.683186,12.301748,26.267757,11.1984825,21.022102,21.474064,4.1210833,9.129258,6.2871757,5.3298936,4.560531,7.728052,17.899622,12.065283,7.7156487,24.92467,32.89669,40.03567,11.18957,7.57198,4.775877,13.348822,6.886508,57.543926,3.0947783,8.449503,8.547637,10.905356,15.599291,16.342367,13.790782,5.543688,23.568348,9.225573,23.943085,8.159088,4.3124156,5.008586,34.52125,4.8283443,5.820882,8.016613,24.66516,13.862652,5.320389,15.486672,8.559367,17.32171,9.90171,16.62614,17.093508,16.236858,119.03058,13.245354,39.007713,17.157558,7.857547,13.474036,9.661849,11.353189,12.212835,9.35017,15.573471,12.139801,9.486059,5.9667935,17.468996,30.965984,29.403769,8.156118,14.755094,9.83788,13.896407,251.32915
VIM,2100.5332,1060.9028,1574.991,1478.5726,4990.0103,1955.1404,1723.4447,1603.6633,1096.0323,3004.2764,2966.8145,2281.8586,1418.2952,1878.5833,693.10956,4171.91,2300.6716,7860.782,1861.5638,862.35205,738.5911,2511.7427,2789.4092,1700.4526,1302.9314,2610.3118,1550.415,2678.424,3117.9746,1203.9651,3191.696,4190.275,3860.8096,2710.2966,3045.6343,1697.7362,3004.9988,2639.1416,854.7878,1686.8481,509.65204,1177.7823,1036.3059,1195.2058,2813.61,1408.7025,1503.6367,2196.1611,2926.0444,1698.8932,1809.372,1139.6676,967.81067,2338.659,913.7196,7534.2544,831.47156,1450.6354,1355.8754,2048.2793,1965.4927,2983.2495,1307.0094,1244.524,2816.098,2638.0254,2880.7954,1121.1849,811.9555,669.1646,3779.6714,415.76303,1389.9843,1276.7047,2544.9243,1535.2167,1446.6464,1379.431,1048.9136,1184.9536,1153.4768,2726.134,2012.2927,1645.6808,3339.0854,1572.3541,4232.7734,1985.2139,1082.2399,2134.0022,2431.2212,1337.7808,2477.272,2559.0088,2006.1287,1717.6287,982.6169,1415.7147,2706.7754,4116.6553,2672.7056,660.1573,2316.9553,1563.4758,2158.731,40371.97
STAM-AS1,58.89986,17.718578,39.42303,32.6239,132.0874,59.869728,36.31805,41.454376,19.89041,80.22146,54.748634,60.43174,30.888912,46.2966,13.182731,37.404068,39.657948,105.522194,39.86668,19.967815,17.84288,63.283104,73.69678,34.911705,21.47586,53.38336,38.535946,61.013298,68.65379,30.001091,77.33337,103.53567,66.76923,43.298393,77.44746,45.23521,76.02629,50.054432,18.034397,45.754395,6.5462427,25.166758,17.41517,16.579145,67.405685,35.852234,32.5943,59.336338,59.545357,37.790714,51.462547,24.00943,21.531649,59.340126,24.731607,165.34772,19.5669,26.15388,33.14112,49.117477,52.738667,78.41837,30.335854,32.189358,67.224075,67.58164,65.81308,27.12847,21.668993,13.267123,78.125565,7.7303667,34.108013,23.075775,60.908028,36.82816,35.85342,40.657784,21.61641,32.361313,27.861511,63.282444,41.73265,39.569855,93.12213,36.627533,83.37581,45.222427,27.900084,34.126064,50.65041,23.421793,56.320145,51.06418,55.980473,50.48342,15.857792,32.99486,72.64815,97.811775,50.09335,13.040584,65.79328,42.7178,59.951813,1030.7596
MSRB2,119.1991,44.86181,79.7002,83.04683,253.16763,96.35347,94.23933,85.89509,59.113083,158.9838,133.12843,124.81433,66.7349,96.585526,38.28143,141.83218,110.38375,299.70932,87.141884,44.287495,43.30243,137.19972,137.67525,89.054474,72.586266,113.51411,77.75283,138.64844,158.20238,60.39552,151.89516,258.5777,145.58893,113.40743,184.80888,102.79549,165.14305,157.73903,46.55657,84.56072,24.67594,61.644306,49.75748,74.02756,147.65694,85.35382,87.46889,115.85078,171.96152,78.85991,106.42416,58.59687,48.149,112.235916,47.002094,345.35535,45.152687,73.34624,80.91088,109.06265,94.48795,150.53201,64.155716,64.84742,135.84247,167.07289,145.94543,68.46898,37.623825,34.786964,216.38792,22.66715,74.786545,61.59949,133.96216,82.76434,75.03984,74.1725,57.88381,73.53403,74.80068,138.34972,105.34249,102.285355,183.20447,86.99785,182.36594,99.992874,55.38565,98.80556,136.44633,60.98967,120.2515,125.626274,112.64787,89.09793,68.456566,75.3854,147.46234,233.746,127.88603,45.610977,133.98499,86.80786,106.72847,2134.2615
ZEB1,38.105743,10.215459,32.928486,20.765131,80.436806,29.312351,27.57201,27.230585,16.735405,51.86435,34.580894,39.96006,18.7058,33.810493,14.306067,35.0572,35.65177,87.84256,23.733696,12.4791765,10.914662,45.04539,37.09294,23.462353,20.385754,32.6094,23.215788,34.942753,33.558136,13.419362,47.334206,75.16202,39.3313,33.626797,43.722126,25.926716,45.70629,33.35619,12.246285,24.529873,8.41041,22.593412,11.305607,16.537745,32.29355,21.306074,22.590263,33.871365,50.096596,24.846851,30.118385,15.978591,13.692862,33.08065,13.518791,107.71997,12.628871,19.520119,20.915506,30.011703,26.549667,45.55856,21.35825,20.473461,40.132233,50.36113,41.77782,15.6885605,13.061408,10.196586,62.390495,8.906222,21.170893,14.901054,36.453457,30.092157,20.962276,22.695032,11.2936945,19.301329,19.635456,43.01571,28.924824,27.229532,50.317978,26.492819,58.389713,33.123634,14.506066,30.702713,35.82804,15.351853,39.025703,30.863354,34.996143,27.852373,16.21441,23.13964,45.781185,67.99762,38.096302,12.192042,40.205894,27.27707,31.210726,640.692
CREM,335.07825,150.9025,265.20844,220.46828,783.0028,288.89368,284.66238,253.47467,159.95953,485.2699,423.88358,380.43118,211.16544,296.42456,112.876656,296.02286,286.0465,699.0531,263.37762,190.7608,129.2537,423.18515,439.30008,253.48933,195.39948,390.0555,233.72043,439.9812,416.24988,196.53293,478.43475,740.0508,510.9911,334.9483,503.29904,302.4623,482.64923,414.29062,113.019844,263.01117,152.40189,185.89813,137.58743,200.50473,458.438,246.97978,240.5615,341.69882,442.5791,226.83394,336.08182,186.07718,163.37558,332.1786,151.19852,1067.1967,122.741486,232.89062,236.61441,332.5409,298.25296,471.37247,216.6284,196.58661,429.78586,482.81622,467.38327,224.30544,135.14615,111.82363,699.7093,66.148544,219.34534,198.9859,375.09515,234.09917,238.72238,225.3872,167.06862,210.46404,193.70012,427.45895,357.18082,340.35016,576.28174,277.39337,596.30725,307.59692,170.29622,291.64432,355.2486,221.2068,422.468,394.3618,304.9658,302.28802,161.30333,214.3263,456.47104,688.51495,408.2724,121.37923,400.43723,264.54895,357.6564,6572.989
C10orf10,12.472748,1.2338076,5.916972,11.088937,21.419268,8.918503,9.7745905,4.5329366,10.87375,14.612863,10.824347,10.957303,4.1325216,9.0685425,1.837149,20.656572,11.941894,38.46244,8.5555525,1.6517837,2.52118,16.602837,16.2153,7.0863028,4.698445,7.7521772,6.4681106,10.591465,16.542866,6.4244666,12.308756,16.676743,11.493894,6.0519204,14.273199,12.3762,14.356871,15.114357,13.074017,6.3046684,3.31667,5.372614,3.5787575,15.178003,17.687315,17.23289,8.733854,9.295833,13.009346,5.344527,10.425265,5.218939,3.2600608,9.126615,6.9442015,31.132458,3.3366942,8.433601,9.662347,7.853606,6.797876,13.433323,5.5200515,5.831045,13.082306,9.914487,11.634684,7.132072,3.7921164,10.307612,27.999693,0.5503169,7.1924915,3.154335,7.8947105,5.9756904,3.7553427,4.911584,4.851364,8.175475,4.337626,12.728868,18.970741,14.574845,15.717323,7.1692786,13.73362,10.470719,2.414048,9.789398,16.302925,6.024678,7.501112,13.741822,6.4393134,8.853781,9.675921,8.58102,13.780368,19.368181,9.12127,7.5332932,14.739407,7.7179685,6.6986036,183.0229
NCOA4,198.42024,75.69853,130.59906,135.42303,399.72546,163.84857,154.24248,139.52264,86.926636,242.52994,198.35095,206.80069,115.23659,158.83981,67.17724,257.11218,162.09929,464.3297,133.4846,72.4658,72.74919,226.51134,236.78087,136.7673,100.745895,165.38965,118.91191,208.85214,250.17075,100.579636,243.68758,364.83936,235.36723,168.42595,277.7944,164.08209,261.20575,223.4511,69.264496,135.91525,44.423046,100.340004,71.75097,109.48272,232.25284,123.41222,133.9308,187.28421,265.97018,116.56636,166.91443,78.36919,76.2478,183.40277,71.394806,516.561,64.21449,114.67938,117.45595,156.25601,142.53822,220.7566,106.78839,101.82716,221.15741,225.4578,246.73976,88.23951,64.388954,49.390823,302.98795,32.61584,121.91127,137.21298,205.96867,137.08055,120.90397,125.71779,91.57351,114.75425,116.79574,219.58022,164.76335,164.59087,284.70026,149.92319,278.89557,156.68106,85.53393,136.44049,230.78769,96.99063,203.42834,204.10011,165.43729,146.66939,110.18778,116.71329,232.91005,360.7255,213.65266,56.020515,207.24222,139.50154,176.06537,3306.513
CDK1,547.9281,203.40208,416.97208,342.00198,1356.3269,536.4999,460.30978,414.05472,242.51582,840.70416,595.7494,611.9343,321.18396,477.92154,185.97997,492.5458,457.44608,1174.4321,406.9804,206.27498,194.64053,604.4682,691.5696,422.15262,293.6512,522.46295,393.91202,643.5534,692.8526,281.0925,840.3193,1185.021,725.5226,513.1326,805.85364,427.29938,750.1796,613.35754,186.52646,408.05768,103.263565,281.01028,207.80443,250.27263,673.5807,415.3683,380.68866,552.7609,689.1397,407.09778,506.40152,249.52611,224.00026,567.3045,223.46034,1854.1699,192.63142,345.87292,355.29306,565.6462,514.87006,854.15424,315.35358,317.2601,730.6136,706.1173,733.13873,228.77887,205.54578,149.68376,953.5254,113.21156,334.24426,304.66452,637.7088,378.86493,383.36502,370.8072,257.63873,327.82492,286.97543,721.4375,484.39722,459.63272,817.9256,418.39154,870.4313,536.03033,297.12366,408.4284,563.247,273.40924,576.65814,560.27673,536.11835,449.94583,225.42244,365.59512,718.9137,1067.2391,668.41974,144.89465,602.08685,434.77246,525.043,10687.985
ARID5B,98.04092,37.61453,73.37609,60.627388,212.48856,88.323845,72.56435,66.24815,51.246075,141.88046,111.7794,92.67207,64.6593,92.73305,36.60045,84.6771,69.03653,198.4738,81.00423,40.595768,28.185633,106.68696,100.65969,68.6307,62.11615,93.880356,73.43912,103.91716,109.106186,50.718872,117.6101,230.38948,97.35602,100.68057,175.85922,117.54186,138.00853,114.08173,48.024002,72.80013,33.93123,61.266212,42.661915,66.01808,149.97707,72.472725,73.844826,102.8005,134.26814,58.867798,87.81849,56.385517,35.454166,95.70344,38.36545,261.82346,40.35762,57.761063,65.26878,91.610725,77.675865,133.91068,68.336426,58.565804,122.12115,173.97098,137.36705,59.50811,38.44645,33.6406,189.56741,17.00008,66.83766,70.77298,96.49674,65.179535,51.720745,56.369118,40.907166,72.211685,47.426186,122.894424,84.12462,103.18609,123.710945,78.5632,169.62659,85.618706,48.97779,109.51777,97.88388,64.266754,109.55622,117.898476,85.45831,73.59153,55.34182,58.94966,119.58413,175.14685,90.71264,51.21737,108.91961,77.8644,90.955536,1875.7205
DDX21,892.77856,412.12015,627.7977,547.7203,1931.7126,710.86084,709.5961,630.4075,427.91193,1167.8795,921.59814,857.2294,522.43976,726.5723,291.92264,1019.79266,812.3685,2216.4954,638.6556,324.33182,315.633,1004.1835,987.345,617.05865,527.1853,763.34015,649.4736,1056.1731,1031.3513,413.8072,1255.0002,1664.9951,1116.0514,773.6539,1194.335,655.64435,1138.63,957.5378,363.8347,637.5747,214.34203,386.88586,336.38446,515.02734,1121.0945,633.0847,582.2604,861.7113,1325.8284,626.4337,763.403,382.00885,336.79773,803.5277,391.6219,2817.284,331.1868,527.26215,505.05487,867.31476,820.6601,1253.0687,500.36636,478.47385,1109.2731,1128.276,1111.0657,494.21158,335.88458,285.27197,1625.3728,160.513,527.4069,532.0472,1032.8599,624.1518,553.927,530.47,418.0516,519.80176,468.81616,989.7503,700.9778,753.9221,1369.1061,711.39307,1304.9597,697.96344,457.14563,682.90875,1143.5586,505.5859,916.878,929.339,807.117,688.3115,572.45215,508.38925,1052.964,1587.8893,964.7414,332.3274,917.298,708.7716,793.7047,15405.766
SRGN,18.011425,14.242081,13.686904,3.329859,37.551434,13.559917,26.31726,10.474826,16.094172,18.365969,29.201801,39.013588,11.44189,25.43969,13.941023,853.0696,52.38873,190.46103,50.347862,7.205524,0.0,11.518064,15.474781,19.021793,9.675217,8.106615,7.3637385,9.320857,33.155277,7.705246,26.174429,43.113503,18.29346,41.508736,23.947819,13.296076,29.220245,16.768948,17.101719,3.6057074,0.0,5.40079,2.8957212,4.5252566,38.58725,3.5186107,21.811766,11.6385765,34.41635,26.191734,13.758825,5.9805336,5.6260834,32.4869,2.8643684,48.439312,3.8568015,9.63489,9.002266,36.964092,22.021275,30.14463,15.209198,5.369357,16.11162,37.186768,31.449745,5.60703,11.4826565,7.642251,38.177216,0.0,12.586751,11.55481,24.842985,13.784468,10.486252,8.242348,6.081001,4.1177096,18.132372,14.80959,4.6764765,6.6321735,39.92021,15.521091,43.684986,16.370754,7.5630126,10.628891,8.922058,5.99348,26.94645,32.879414,16.233528,10.06738,4.3787775,8.652953,19.72512,61.743904,17.958735,8.49644,20.362879,5.3028536,25.893364,407.5877
UNC5B,30.160564,13.963706,15.770642,17.176725,51.50006,26.493938,13.410784,27.926405,11.451392,47.008507,33.113758,22.012066,12.590886,21.872883,9.830825,20.19014,100.04779,84.54303,15.296164,9.070165,7.889954,142.73409,34.153946,17.136175,67.31342,24.664059,15.043986,43.337128,27.5144,8.217781,38.78271,48.600826,23.977993,27.241785,64.93584,27.724277,33.71996,42.107693,10.18695,18.395397,10.694576,7.807535,9.421482,63.09377,59.499443,54.345505,17.010841,58.9071,31.02811,24.102343,28.985579,11.979077,11.2885685,27.097061,9.032309,78.363174,9.958988,15.356026,16.864813,16.610134,19.438583,25.822939,15.496751,9.727597,24.909578,34.266937,31.090822,14.778261,6.9465947,11.6272545,56.474907,4.158285,13.150484,13.1022625,89.606384,19.06238,20.337204,14.55532,31.099276,9.579831,14.273668,30.760757,67.70961,17.960642,30.42138,23.89753,34.12153,22.725597,10.546649,40.978664,26.817572,13.844952,30.790962,31.261105,25.922987,20.221779,27.867514,16.702206,35.658474,48.05265,26.299976,16.177395,23.661682,13.784447,29.468382,453.65594
C10orf54,40.24598,8.353178,29.3503,20.430792,73.74017,25.010536,24.871117,23.644922,13.369436,36.74225,31.1263,35.006256,15.640868,30.227278,8.920342,305.82962,72.63914,262.14145,45.177444,9.4518,5.409479,33.54152,38.708218,28.971752,41.891052,37.7257,22.45225,36.207237,26.691978,15.604153,48.39708,170.40103,62.251602,58.73704,41.353016,27.271574,44.29925,38.013344,17.202845,17.189548,7.4220877,15.072525,12.430767,28.812313,37.359554,22.892078,23.088297,26.415026,44.086964,24.087233,28.494896,14.534497,13.671884,36.2689,15.132538,86.83387,10.704335,25.004173,19.008434,28.727262,23.240503,47.48863,17.276848,16.289415,51.710495,138.46631,44.277626,17.709494,9.430457,6.5149,121.7568,2.920438,16.360312,10.122328,31.232977,22.964207,14.733457,16.101973,17.067278,15.323521,16.78848,43.70542,25.101965,27.316,35.446346,19.59501,45.74344,31.600094,14.882582,30.881294,63.299755,14.570254,28.688715,41.197754,27.948551,26.725687,18.266949,17.060144,35.158333,54.07338,29.964746,12.990741,31.195662,18.28232,31.232525,589.1201
PSAP,613.6862,253.88057,430.9927,419.1898,1380.1945,503.51364,483.04645,467.03088,307.58905,827.54706,663.77625,675.0801,406.55255,601.98096,253.5628,725.26587,543.8949,1385.6106,434.7152,248.52448,254.69414,794.3135,766.6918,443.62283,378.7432,555.9781,414.35025,739.66016,931.80365,298.03253,843.6995,1234.8408,837.33374,621.79083,890.7741,547.19183,826.86926,731.84863,246.04347,454.74658,182.34984,321.58298,274.68542,366.57086,790.5437,415.49817,440.59613,615.64905,882.5536,460.69855,537.9995,265.76492,257.24292,584.7543,265.25052,1806.3157,212.61623,406.25977,386.0914,589.2258,510.52463,764.82184,353.12326,339.7613,721.16766,838.5801,763.22974,304.09174,244.18295,205.86661,1056.1968,119.51612,429.38095,390.4793,689.79736,441.23254,400.14957,436.17172,275.30087,379.14752,348.72052,734.1794,546.4985,537.7049,1001.2319,491.73898,933.7121,525.0342,300.79333,513.9475,719.80005,309.8768,621.6244,713.0823,587.8586,467.599,332.41397,368.4542,729.90436,1141.1626,662.3769,227.16238,663.77295,484.65024,586.8936,11326.12
