Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
SAMD11,7.31802,3.6358805,6.274535,2.2916052,20.799402,9.513518,4.640242,5.4741583,2.7793698,7.109936,11.824598,3.6780882,2.587267,4.019718,3.3583767,8.015298,38.066795,28.32292,5.3945355,0.0,3.0725951,11.11367,5.940828,1.596389,4.171054,3.9196985,4.019573,29.222343,8.853627,4.3250017,8.563225,10.962584,4.8866367,5.4565434,14.915667,6.2079754,12.385542,15.776672,3.2088637,5.89624,1.7721992,3.6172318,1.5637621,3.9386926,10.8269825,12.216426,3.4548762,21.907282,10.507038,5.8896623,7.90192,2.0697095,3.3322392,7.0230813,0.8679921,19.336466,1.8655822,3.6600688,4.6093802,6.711996,8.268769,8.311844,3.7389793,6.992197,7.3844285,6.2731786,8.702768,3.6503382,2.4316795,3.719709,27.541933,2.1219792,1.8572793,3.0480995,19.541273,5.2103686,2.5590034,4.893362,8.154841,1.5631567,4.357119,6.5971966,14.874355,7.0640063,9.839444,5.3342686,15.117929,6.454872,1.5529479,17.978075,8.67632,4.512793,7.034646,6.9245253,8.097669,4.615291,2.0866039,4.762184,7.560534,13.069024,3.930631,6.774375,6.4786296,2.703327,6.2031903,115.132805
HES4,136.0449,41.81565,107.367645,92.8062,330.4428,129.34532,110.33666,106.702225,61.739006,210.02008,149.86874,158.6393,86.87125,109.21491,39.497726,116.73641,108.65134,267.3483,94.660446,50.52166,46.91623,152.55608,173.783,93.34523,73.533066,123.745705,97.04481,150.74747,178.49089,69.998695,208.72345,267.8889,193.83371,135.95886,199.68674,110.167175,193.2011,163.85753,41.739418,99.16059,15.702452,74.053535,51.192677,65.03879,158.2601,88.44633,99.06713,166.36023,186.34042,108.853584,126.068565,59.469635,60.77441,130.63972,56.07997,458.33032,42.30223,74.08911,98.91048,123.95877,116.05423,196.46436,78.49935,87.2425,167.67137,184.43105,183.29362,64.18615,47.165344,41.821487,207.5942,23.584282,89.60132,66.6306,189.2161,107.93405,97.772934,90.323746,48.728485,82.41518,88.50368,166.79596,111.72107,116.83855,228.09842,117.911804,219.80441,135.32268,74.105865,90.77226,162.33441,69.85262,138.74872,154.18321,147.54155,108.66761,56.782818,100.13856,183.2802,297.8767,166.99564,30.189606,159.68224,101.2143,143.9866,2639.121
ISG15,240.49635,82.49982,165.6442,137.50731,542.2795,200.46289,189.5008,180.0203,128.89316,330.06824,266.03784,247.45969,134.15446,195.13773,84.311356,235.94951,205.15015,533.10675,173.73509,82.99751,81.22612,266.67386,292.98633,176.18442,138.69128,215.99014,166.26712,297.73645,255.64503,122.84961,312.84073,586.6189,284.72986,232.2134,329.74487,184.18118,353.6191,292.79214,75.75792,185.90372,41.67822,114.90258,88.65979,129.61047,314.53424,179.17398,177.04288,258.63583,285.73367,540.8542,220.87207,100.6402,96.3968,234.18118,99.713905,701.93884,77.789116,154.23163,146.43417,234.2601,188.67654,302.87662,124.76424,141.73863,293.32355,412.1316,292.98175,121.10179,80.682976,78.56067,405.03394,42.014538,153.04037,94.78394,275.86703,156.24786,153.4831,140.14337,110.01795,128.71446,130.6622,316.07816,214.85757,198.11346,399.61285,170.97266,336.44257,203.87125,104.313965,186.30652,288.33167,130.55042,231.46849,272.16394,229.28792,206.32768,103.20046,147.04773,301.29486,445.1552,246.92097,83.381226,270.56952,175.92337,243.50198,4452.28
MMP23B,13.9609995,7.698538,7.5941358,9.102127,26.051434,6.9514894,6.3287945,6.8611207,4.395088,15.315394,12.674503,11.810688,9.541903,12.988582,4.9281826,10.838331,11.402393,21.581217,7.9129515,4.8689075,2.9345093,16.550583,12.721565,6.165161,4.7018986,5.9745483,6.18704,8.444048,14.911509,5.672671,15.664443,15.908955,11.176977,9.636587,13.266221,8.748097,12.963204,10.410677,5.512304,7.953274,2.1066275,4.3488483,5.2812715,4.3300586,13.498884,4.507166,8.33146,14.224874,13.231772,6.619856,6.728075,7.43858,2.6157777,8.2988205,4.363027,27.089098,4.7604513,4.702506,6.784919,10.821634,7.8253055,14.140583,4.201845,5.9723673,12.95904,8.916004,9.942487,4.3930516,2.9415948,1.7221684,15.694531,2.0980577,6.503216,7.823045,17.417702,11.578177,10.302491,6.781127,4.7916903,5.9034886,6.945601,13.073776,8.467273,10.433387,19.68039,9.342635,19.795734,11.062335,4.0493355,8.669162,12.441017,6.144677,9.434231,9.645533,9.996538,5.8260927,8.044557,6.132783,13.715832,21.941248,17.869488,3.7365346,14.462104,9.67963,8.554201,176.24406
SMIM1,175.04727,88.69744,116.627846,172.9325,377.53705,133.13698,126.1779,132.21516,112.651375,257.76953,159.9773,217.56256,143.0204,216.28867,92.49098,201.45503,157.62009,400.73907,138.27904,72.312675,75.17267,265.3979,256.79453,115.35972,82.65445,129.11484,103.91831,185.11537,273.80124,90.353775,211.95073,300.3935,230.31946,162.86148,265.8922,183.5722,241.01086,220.44908,71.03192,144.69484,43.295624,83.7616,74.128265,112.173065,224.87369,139.15575,209.04515,209.07045,498.60745,104.84725,151.89128,79.87711,64.956764,163.08855,62.13967,480.05283,62.356213,107.98507,115.18162,147.05591,112.64574,201.00893,92.01819,96.80401,187.34161,185.71794,207.06552,82.86194,54.5659,39.894215,243.81755,29.85601,130.65056,160.07928,381.9674,164.20876,125.10416,117.66996,70.39402,147.99788,97.98916,191.87271,123.248276,165.69862,252.2685,169.48181,239.59373,160.10652,69.570366,117.4353,290.07092,84.04469,185.4893,178.91698,154.3136,140.28853,212.11023,110.17074,225.93982,385.58685,249.49063,59.36708,212.13692,108.837074,153.61969,2955.4707
LINC00337,5.466614,2.3244526,2.9183195,1.7038764,15.440184,4.547477,3.1191616,2.7698324,2.9809556,4.9044523,5.3748465,6.6633153,1.5348892,3.139616,0.92777103,3.651176,6.934147,11.528808,5.1119823,0.86772835,0.8865423,3.2044535,6.8144774,6.190918,1.4302962,3.8038347,4.335405,8.030762,4.8656273,1.4437379,7.8597593,10.34869,4.533067,5.231933,6.147335,2.974766,8.276063,8.61209,1.4330266,4.3186283,2.7446873,2.111207,0.9674773,1.4676362,3.373421,2.509798,2.1272411,4.3824587,5.203167,2.0029929,4.7369804,1.3969605,0.9411878,5.169204,0.6088103,16.949282,1.057309,3.2217443,6.6543736,5.8689938,5.6879616,9.567443,2.4503946,1.5890082,7.087742,4.423182,6.2182293,1.596385,3.7709243,3.2356026,6.6795874,0.78576887,1.3092268,0.5521315,3.1294334,2.6863275,2.9001102,2.4479725,0.6991409,1.8533738,2.5426776,3.974581,3.477892,2.6798346,10.057937,4.6892467,6.674215,3.2487288,1.8435156,2.6176164,3.0958557,1.5065114,3.268464,3.1199708,3.6019692,4.639361,2.054285,3.8196461,7.0382266,7.3581905,6.285593,1.3700966,6.582112,4.1886992,4.317356,98.039375
ENO1,703.73596,363.09448,514.88684,464.02145,1780.2434,641.5249,579.29736,543.2103,352.74637,1005.7407,793.57135,744.3273,489.9792,702.1154,314.05487,986.43085,734.8683,2098.2744,534.4462,298.4876,323.06277,867.0911,899.1847,541.0578,397.94354,838.8373,572.1098,916.38635,841.6389,384.46216,1153.4354,1514.468,945.91144,706.7212,1095.2574,637.2495,1064.6365,850.0466,292.88937,530.16174,192.13986,370.23126,335.58197,490.3458,950.8159,528.9019,552.9553,757.676,1187.1741,618.1449,630.25305,332.4403,333.31018,742.811,331.55017,2538.5193,251.16212,460.72324,448.7766,775.3132,766.64355,1194.1586,437.91504,457.02,1004.5642,932.3022,856.45337,407.14154,285.01508,233.08282,1338.2615,191.4016,424.48138,425.53024,850.84937,549.841,484.95853,464.14658,348.7116,496.21494,407.60834,947.09375,671.74255,678.3227,1164.6599,582.47925,1180.8646,664.70306,462.67862,639.7758,1073.0773,415.06418,762.2916,830.8562,748.51483,599.9688,539.1394,446.5181,872.35034,1424.1393,860.23004,278.45755,829.49585,609.60144,700.68463,14183.305
GPR157,3.7806551,2.4267108,2.7758574,1.709991,11.391873,3.2871292,2.5636806,3.0118332,0.94782203,7.80321,5.7042704,3.0820832,2.773714,2.221126,1.3321173,2.5060155,2.2740557,6.899857,3.1285942,0.9713719,1.3727986,5.1816616,4.0651145,4.1578546,0.8629134,4.820019,4.900662,3.7856624,5.0405455,2.4623883,5.822342,6.5272164,4.7190185,2.2552392,5.967773,3.1668277,6.2823534,7.1460285,0.53495455,3.2068017,0.7024251,1.0948787,1.00138,2.791072,5.2888784,3.6224182,2.2327259,3.833527,4.2115145,3.2116811,4.19119,2.2139597,1.8251423,6.2538605,2.3632238,15.538281,0.7398047,1.8550711,2.5115092,3.5006618,4.335771,8.541583,3.4586914,3.2026856,7.3888617,6.1486864,3.370833,1.1666806,0.92606354,1.7390946,8.514761,1.7790325,1.3984491,1.0210524,7.7425604,3.2114887,2.0702639,2.8872135,1.311982,1.0790516,4.0069547,5.760102,3.5942662,2.7587519,5.266353,3.695618,4.870723,3.5532687,4.0839624,3.442282,3.0830379,4.1085415,2.8557627,5.8440895,3.9287443,2.4597263,1.5391923,3.3102143,4.784474,9.223987,3.2605233,0.7605555,3.7231984,5.2067733,3.7846134,82.06804
PGD,365.9931,158.95346,263.3741,211.56633,813.8904,305.35703,283.839,270.34567,164.90775,499.666,368.30133,383.9986,193.12903,275.64545,116.40499,571.9079,359.85696,1076.6963,276.63837,136.95753,118.57714,384.35956,445.7809,276.29266,192.82816,326.6647,247.31354,413.93835,436.15347,190.2284,496.47052,716.0415,480.1379,389.39157,517.55194,276.3738,484.98285,421.13956,136.42282,267.82462,87.03785,190.91872,141.20157,186.07271,442.50665,227.3392,257.06982,348.0535,453.69125,249.02249,319.2442,172.54567,147.2473,349.0625,144.19356,1077.2913,129.85695,224.2902,252.4774,332.32806,286.96097,480.02237,205.46523,202.69992,429.35764,471.28937,467.1089,168.0393,128.49988,107.2427,621.5301,68.88501,227.20573,180.3895,362.75763,253.0077,246.89928,238.27882,166.29721,194.35152,189.43875,412.3734,304.84583,279.38666,576.9857,270.44983,569.1486,331.41245,179.96268,262.94778,409.87665,185.3853,384.30795,400.79034,353.82126,301.049,150.7694,220.59648,469.5758,689.4933,383.5066,115.355484,402.5341,278.63626,326.66943,6752.6772
SRM,745.9682,348.7972,481.39783,492.25055,1514.4001,555.46606,507.207,530.7306,391.53882,915.5378,738.65894,718.20166,385.50882,565.1682,215.31091,1260.0823,778.4738,2120.6301,532.61035,308.4205,240.77428,860.4181,829.6718,515.44995,465.15088,642.02826,458.88943,750.51465,855.44116,378.00705,998.85266,1306.1667,918.01086,697.1622,983.4735,623.45953,913.0879,820.6654,269.70694,457.68024,231.14912,350.2156,299.85907,503.4422,913.7207,600.98773,495.22675,685.93475,1123.5603,464.61795,558.64575,339.15918,290.97467,661.186,296.2986,2472.4036,270.4501,429.0009,417.89005,658.8783,597.1836,953.66644,394.9926,411.19016,849.8077,865.7586,824.2589,386.1959,260.55853,290.40897,1273.5602,172.35843,426.57523,506.04507,766.21497,559.62585,449.88272,440.46365,377.2805,481.0119,359.70883,758.2051,639.3913,630.2963,1101.0762,497.8325,1142.2694,592.7945,363.2062,541.1435,1108.1052,405.01328,718.06116,711.08344,678.6812,537.23846,506.63574,431.69006,850.53595,1336.5996,756.25006,259.0213,731.1463,523.5264,636.72485,12276.213
CDC42,846.8369,338.05344,632.2814,524.961,1803.4386,731.67413,637.5525,668.47577,366.27115,1175.9415,891.0133,878.44305,428.71448,679.18506,256.17328,998.6186,721.6845,1912.3247,563.6835,265.46158,343.8627,978.8305,995.92566,600.74866,376.72803,774.0793,520.6782,961.33704,1026.8123,454.17908,1123.9595,1687.3682,1113.1295,783.63696,1171.5281,654.36536,1175.5759,975.6229,301.20038,625.44165,201.00505,456.76077,321.4761,449.98267,1075.5917,561.1655,585.33154,824.382,1050.7712,584.6907,724.59796,393.95224,383.27902,757.3041,359.07294,2487.4746,279.8128,503.86877,568.4014,760.00824,678.25024,1077.9304,463.14905,422.76266,1012.16626,1141.7742,1096.6268,421.06906,278.07043,261.2645,1401.8774,194.93735,533.1578,421.73892,915.86444,551.39703,546.13745,545.69214,361.70126,483.109,447.08127,997.2341,753.7483,635.593,1322.1393,681.2357,1319.6149,701.4722,440.67834,597.05884,953.3381,446.15143,820.4966,907.97314,773.4924,640.81934,406.19186,515.3722,1042.2561,1652.9535,932.9656,261.24738,901.9697,556.6924,774.2165,15278.734
ZNF436-AS1,38.09711,12.844648,19.503525,25.649475,73.737915,30.103392,25.206799,25.573395,24.676744,44.481735,39.597095,33.568684,27.427471,31.66854,17.09177,26.365246,29.742075,83.31538,19.226044,10.217415,14.230266,42.615383,47.92804,25.646015,16.635303,26.77655,24.62424,41.13616,42.73558,18.927528,45.99031,64.0312,40.03238,28.756,48.963264,29.840841,51.054634,41.27075,14.391899,29.085117,9.568971,17.584208,13.015768,25.017048,42.84394,38.383736,26.8838,42.821613,59.64017,27.524212,26.565414,19.635376,14.049274,32.917877,12.787544,94.9617,13.980357,17.712679,22.404373,24.636719,23.88102,38.90066,19.681793,19.053196,42.51242,33.80034,47.24791,16.319427,8.9050665,9.21766,52.878204,9.1718235,21.800713,16.182226,48.42638,27.652458,26.610994,21.855305,12.549727,26.866323,16.763638,37.971203,25.10166,23.775637,60.65185,33.57695,62.839417,32.052628,14.580724,31.265068,45.178684,22.77488,32.963615,53.349243,26.462988,26.535542,22.437012,24.935934,42.540104,72.95215,44.57588,11.504303,35.95279,17.421041,31.783506,572.6665
ID3,818.1206,209.19351,410.6814,341.2227,1556.3593,563.1516,670.71936,441.1914,537.12537,886.87225,883.2016,633.601,389.44568,529.16003,229.95312,633.45184,1842.929,2547.7615,639.8249,248.19966,250.59772,954.93945,778.60175,540.80695,403.22,539.49524,443.60132,1031.3596,798.11127,340.82654,1139.0537,1291.7837,692.33984,947.72327,1885.1088,769.26483,1125.1266,1282.2637,239.44725,530.97205,304.03052,335.01724,195.01553,556.3258,1135.6622,765.3305,420.25742,648.3718,657.88617,463.5164,578.2543,405.97354,332.21445,723.1173,309.90762,2719.7742,189.51021,469.03082,344.54095,558.1765,675.2383,861.24896,392.2829,401.4824,931.0173,923.9099,760.532,467.7862,225.89735,247.03745,1837.1228,139.17493,383.96875,351.78247,768.6387,371.83316,400.17114,287.5594,629.7798,445.13275,472.3945,819.60785,1666.7339,646.9796,832.02246,508.7971,1043.2645,561.67847,276.94846,696.83405,831.98987,499.37625,755.65515,950.4043,674.2644,447.8142,507.07953,414.2785,849.1006,1244.7887,622.5261,336.55203,722.8447,514.897,790.3032,12495.581
FUCA1,50.738632,19.641783,28.706762,26.630482,87.92168,43.96299,35.721413,31.953533,28.785585,63.029694,45.354446,44.287807,21.085503,35.450546,11.447158,55.352528,35.413822,98.586555,29.299515,11.387331,21.729048,43.431995,52.603485,34.45048,28.60688,40.395428,22.887526,44.09957,51.885475,20.673319,59.978985,88.92661,53.915997,40.350616,67.03573,34.373173,53.97851,57.098694,14.261241,30.420958,10.259949,15.756185,15.797533,26.966103,56.974117,27.283342,29.978603,39.32693,62.45379,27.377512,36.728252,18.29318,15.603935,37.716843,16.078375,126.044014,12.818507,25.334068,24.493526,37.51839,28.558353,50.391354,22.183159,21.937626,49.171932,57.6774,54.43358,19.237377,10.563668,11.603173,78.15013,9.772594,20.697927,22.350231,45.92476,29.809692,27.446789,27.330196,18.916622,25.928246,23.599552,47.79074,35.80079,33.972565,60.374306,30.660543,57.741592,35.359524,15.597252,28.946665,47.786316,18.646255,39.442818,46.811493,38.018063,28.887648,53.544086,22.684853,48.153435,72.33402,43.798832,11.18301,41.203056,30.950096,39.54229,757.0849
RSRP1,350.6445,146.94504,255.72882,232.40222,752.0298,284.87103,268.896,266.38834,177.41545,481.3317,379.91406,368.33884,199.21869,301.3686,121.38383,425.02383,324.90518,816.70764,254.22845,127.48461,133.55193,405.43588,429.15726,253.86325,184.48816,303.2726,232.21497,394.40482,402.62683,188.77203,455.9395,687.94586,438.9244,323.96835,525.7198,294.25522,492.39368,429.08984,135.63794,249.6651,109.34101,175.65561,136.84909,196.06482,449.9188,265.68393,227.94418,350.11557,503.49942,241.21992,306.67438,156.57901,137.46118,330.5897,143.7055,999.40857,122.94154,218.16876,221.06512,296.70123,270.4744,458.23697,187.85815,195.14453,398.07953,449.62958,449.7178,184.12874,119.53403,103.72331,590.117,71.9268,223.15585,190.79323,385.1682,258.98044,235.30756,217.6912,161.46379,224.4301,171.17456,431.3215,302.8801,288.2903,537.9647,258.66116,508.64542,298.6935,166.80684,270.64282,448.6375,199.97787,380.91574,403.03604,324.64908,268.02765,199.96935,219.34914,418.58347,690.96326,410.9093,119.662186,392.79886,241.96677,314.32483,6295.3774
PAQR7,10.827889,3.3090405,10.861191,11.126989,38.929913,14.380519,8.989605,11.275523,5.7099676,18.597813,18.321648,12.816728,8.309419,14.951319,7.7117457,11.076264,12.797603,29.769375,11.337699,5.4672194,8.857178,20.32744,20.041433,11.207972,6.141199,12.987097,13.83632,17.005981,17.463373,5.557637,20.558825,29.764494,21.136961,15.496786,21.228512,12.387333,21.807531,17.787561,4.959979,13.380905,1.687644,6.885312,4.6981945,8.617427,17.575176,10.122675,6.1964827,13.478297,15.675938,16.720778,14.202679,6.1598706,5.4131603,17.982601,3.6868975,51.628994,2.9344413,10.953545,15.668306,12.779917,14.297518,20.131636,12.080222,6.745249,18.706545,20.443197,19.007402,9.100459,5.377528,4.1758075,29.105154,2.9127092,10.098701,4.0024014,16.900583,9.218548,7.8136826,9.509618,8.137701,9.218544,7.570493,18.780512,17.181488,13.850106,24.653473,10.289224,36.314552,14.086798,5.819008,12.084631,13.964923,6.3718333,12.005642,16.283392,15.993636,16.888233,6.0078015,11.468059,17.420189,29.493214,11.210493,7.8706427,17.545374,14.098889,16.104673,313.54462
STMN1,1055.857,464.0481,649.83685,702.6462,1950.4778,735.9449,773.0694,676.3582,538.74414,1327.7386,960.4027,920.00507,712.35846,1071.3508,425.1809,1480.352,1063.0225,2797.0112,665.4204,395.75818,385.22958,1311.926,1052.079,590.8655,575.5562,875.21655,546.91364,1062.7212,1199.4404,482.0585,1153.8053,1632.4491,1066.1447,901.25366,1326.0344,806.26337,1308.6357,1220.8296,371.2377,701.5889,290.1532,458.64264,484.6148,824.4851,1179.988,939.59656,661.6128,1087.0874,1477.4047,743.64923,775.57056,450.85754,394.84238,877.8815,390.22507,2573.0193,333.7476,524.91547,586.56555,745.011,723.57715,1140.0867,494.1665,506.21625,1058.9584,1110.3214,1100.0593,537.27216,360.91354,311.68478,1547.4758,196.29553,608.92957,605.02026,1275.4376,771.07336,600.20374,556.3958,436.36206,863.9958,484.1964,1023.3288,826.48267,880.3261,1359.1974,735.4723,1485.3237,791.0559,433.41245,815.8013,1607.4762,557.764,997.01605,926.7449,794.37787,656.96533,816.75476,570.9605,1154.3152,1785.7986,996.61505,423.372,990.5229,671.90796,878.6895,15701.783
SH3BGRL3,1683.8464,710.2601,987.0635,920.3224,3180.4636,1207.6199,1116.1576,1146.7808,615.86383,1991.2292,1723.2031,1590.4414,725.79285,1140.6273,490.70798,2099.8445,1419.2565,3356.0586,1061.1237,501.3507,550.38947,1662.8519,1914.7242,1048.2375,884.7014,1950.5001,1109.5303,1740.0908,1530.1871,813.202,2062.3743,3490.4717,2999.6553,1782.2985,1999.4347,1159.5382,1877.8467,1581.3539,463.02423,993.90155,445.89297,750.9316,516.6607,742.824,1670.5367,934.9785,1099.357,1458.4231,1906.7515,1128.423,1204.0905,622.1189,566.5828,1357.3563,577.7257,4063.4807,514.6134,978.01,936.9602,1309.0133,1200.2184,1835.7836,839.6526,781.08154,1670.9446,3108.9714,1763.7375,653.67474,499.07687,423.09106,2766.8237,317.48938,791.0619,834.42004,1537.4705,963.60803,909.2033,939.0601,621.4269,902.6392,788.89716,1601.1748,1187.9707,1102.5629,2425.285,1066.3645,2273.8054,1155.2834,728.8935,1068.0437,1658.9698,831.34894,1605.1382,1793.6194,1352.1271,1111.7611,644.1918,855.8768,1777.4635,2682.578,1752.422,502.5913,1611.8069,997.9796,1389.8279,25659.844
CD52,429.7483,191.8479,197.33522,150.04993,461.665,181.68068,154.18892,158.44144,149.82904,305.8378,318.6651,245.24646,163.12381,217.62357,97.44293,877.2243,383.9942,1127.7699,221.89262,163.54031,107.79581,331.47217,277.04187,251.04166,159.79504,552.0795,142.65692,277.62332,230.8819,212.31422,338.90952,890.7111,453.09457,318.53925,329.2536,226.49907,330.61038,361.9433,92.29216,192.79399,188.2376,102.784294,119.584015,275.22278,467.82358,277.4384,208.83203,291.13593,426.41467,308.03494,211.00903,94.81239,135.30247,253.45511,100.82674,792.7416,76.23111,144.46478,132.80508,167.75096,169.59943,287.68527,162.99727,113.560974,321.01865,910.2345,308.30222,190.38574,92.09367,97.08736,717.27637,48.12048,122.3077,165.29126,286.16748,180.29779,157.44302,147.5756,122.91068,295.6688,121.5956,251.3758,212.29016,221.05356,1450.0819,177.5553,395.2115,249.15802,118.98379,252.8666,504.5352,164.37677,414.6636,249.42075,202.6213,217.7084,147.85011,141.55916,265.0014,475.81567,246.90173,150.11961,247.1776,157.52087,245.38611,4052.293
SYTL1,9.020015,2.1674774,8.572069,5.3001738,17.916294,6.1240644,5.0614734,3.6737106,2.800486,9.739876,13.993303,7.9671316,4.7783985,9.0007,2.215549,28.417362,23.986229,60.51998,9.010159,4.503489,3.9549797,9.81573,12.271518,6.233206,10.667646,18.065329,6.338306,8.469986,13.43487,3.558074,7.224625,18.82266,8.828568,16.570177,8.546673,7.185221,13.216384,6.7432256,1.7946875,5.498653,6.4699554,4.4747906,5.1806564,1.8767067,7.957265,6.6859813,5.459235,9.007276,6.407449,6.573329,7.2271323,3.1245797,3.2472234,9.647978,3.2839637,19.376091,1.948752,4.158983,6.645575,8.522997,8.421525,8.718331,4.8357744,6.5662003,7.7130504,10.206906,6.179885,5.9538345,1.7050136,1.0132118,23.325296,1.6949811,5.4170485,5.269514,7.010787,4.471344,4.4515862,7.9396844,4.5113373,2.6493335,2.2563105,9.714063,5.571763,4.9683485,12.015859,6.290665,17.94018,12.2805,3.0205958,5.8044844,17.714108,4.367334,7.1214757,9.677034,10.700818,4.837755,22.556982,3.6107845,8.004308,12.263783,10.736347,2.022871,11.444277,5.46577,7.900733,132.02844
IFI6,14.663693,5.0783973,8.928686,7.160869,16.616936,7.3106275,7.6539984,10.038019,5.676353,11.762074,10.185597,16.436232,4.8798394,8.166265,2.7817235,19.541893,8.7624655,37.843174,9.741749,6.71005,7.4166255,8.390732,13.798294,9.296619,7.4729404,11.28776,5.8786755,9.708471,10.298023,6.8001957,14.959421,22.693573,12.565665,11.942305,14.211159,6.342225,12.212627,15.661774,2.306859,8.903496,2.0230587,6.430381,3.9105103,7.128348,15.393688,10.876005,7.4545994,12.328696,12.681171,6.102707,8.850651,6.872423,5.5159516,11.668319,5.739254,30.721586,3.5592558,8.024643,5.139452,8.636785,12.954829,11.249441,6.0578575,4.5672846,11.67502,13.522503,12.904022,5.4981904,4.063647,4.251176,23.55175,1.0929047,6.0491104,6.4206634,13.936644,8.469143,6.3769407,5.672546,6.191039,6.869069,4.2066283,12.353616,9.678679,7.7645574,17.537579,7.5098386,15.5910635,7.7929893,4.6244326,9.084826,12.697079,5.9386425,10.642981,12.667465,13.35184,8.247438,2.6613293,6.7281585,12.577486,21.76822,10.074575,3.018703,12.823683,6.1781344,11.245403,187.18301
THEMIS2,26.844597,7.6137824,19.658806,17.41538,55.44775,19.95956,25.827866,17.187819,11.233484,40.56076,27.19302,27.77194,15.548499,24.414444,8.90839,74.845604,33.645184,125.76117,26.466888,12.343135,9.596159,30.723866,40.352894,20.848316,11.240593,17.304966,19.183357,26.819574,33.907505,14.191332,34.426975,58.09034,24.388336,29.763056,30.427032,12.99893,37.082623,29.12692,5.839931,21.49719,9.417651,12.467091,10.330963,9.998815,38.495823,17.12601,17.701092,24.424091,32.93831,16.21168,20.548223,9.612078,12.170913,25.146769,13.229065,83.193665,8.122827,19.385143,18.578552,24.581772,20.95988,33.71246,15.896568,15.919927,34.81,39.21472,33.075317,8.898516,8.661118,6.831361,53.05002,4.183197,17.055958,13.656456,31.205635,13.753064,18.074657,16.8081,8.041803,14.680905,12.743047,33.243683,22.300545,18.655813,46.642113,21.19999,43.486,19.224884,11.290273,18.631544,69.598434,10.741934,26.338297,32.007637,28.095715,21.904758,9.093108,17.763037,33.86818,55.386375,31.1433,7.4447813,27.18662,20.725653,27.287933,508.41586
LAPTM5,620.38086,221.56491,385.20267,400.1558,1228.5042,504.15964,456.80844,441.11435,302.24673,758.602,562.6666,565.2584,308.45786,454.39102,186.66011,927.0958,551.30237,1643.5096,415.81027,208.957,200.84274,665.67676,749.6438,420.21765,301.03864,527.6526,362.88492,643.44556,697.09186,280.93076,738.68384,1112.02,693.9724,602.12933,782.943,441.43088,720.47424,681.3276,213.32065,380.71207,190.00375,275.7496,207.09636,319.8745,702.3043,425.81274,363.33075,562.58136,738.1161,369.92065,456.1423,237.91995,225.06865,508.72464,258.83197,1628.6245,189.57939,352.96432,357.5792,483.14944,436.5037,684.42456,291.01486,323.851,641.4731,767.6721,656.73047,308.86087,206.17882,169.78258,1012.661,113.84497,375.26175,334.20078,603.55945,385.85846,340.14304,371.3346,269.93878,342.6113,291.47534,623.56,503.9913,472.31055,932.10535,422.4209,955.7877,492.33838,257.296,414.269,735.81714,314.2596,604.5791,642.53064,525.82117,425.88885,390.74194,345.7384,665.3462,1070.5936,584.71136,192.91455,608.116,389.95398,520.4224,9893.723
MARCKSL1,775.17926,365.92755,509.42477,520.0051,1584.0398,590.35895,541.95245,502.85834,374.12677,971.54895,719.56445,737.21124,403.85516,635.2369,273.32928,1091.3379,619.0069,1916.9623,515.8272,282.71158,270.69647,969.0567,824.4348,580.6249,491.70352,796.37695,467.55536,803.29297,943.71216,382.18243,962.44574,1423.0751,1390.2894,740.7254,1070.8966,621.9365,949.6918,877.475,302.59134,534.8812,204.72702,346.10065,325.4711,516.9503,912.0789,607.1972,511.5204,781.339,1012.3091,773.40173,638.4254,370.87927,329.70682,672.9352,340.59985,2201.665,235.96478,582.24664,465.1775,628.3163,569.91406,923.5347,392.88992,409.6372,906.8832,966.15796,911.7605,414.33743,237.29591,240.94843,1273.6128,163.42387,457.31763,408.60767,812.65686,532.12537,491.91034,447.70502,345.32294,514.7254,380.35974,832.2013,605.4646,651.2794,1117.7404,605.0847,1165.2322,615.6807,352.60706,633.6536,808.9002,438.44348,736.0082,748.33716,620.90094,551.5704,408.42154,422.50134,905.7608,1404.8756,918.3209,328.6515,759.1618,465.1068,643.89966,12658.219
