Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
TIGD3,6.3812284,6.2014985,5.34124,3.6655428,18.293331,4.705914,5.4182467,7.187243,4.402072,9.485379,10.354449,7.2835097,3.4944932,4.7355514,2.4001713,12.337894,6.552773,27.407194,6.054353,4.3148184,2.374902,6.387568,9.977342,4.5461297,3.9044733,5.330557,6.2725983,7.2592354,13.902676,4.727686,9.994076,15.852346,10.527366,7.5974083,10.606143,5.41158,13.370953,11.256689,3.0359347,6.057785,5.8164043,4.5246825,2.4604952,4.068816,13.986263,6.7855515,5.0817857,8.300433,11.482523,5.3072314,7.00778,3.4102733,2.8169382,10.335254,3.9026642,21.52075,2.1843824,3.0453954,4.926318,7.8962045,5.9345927,9.080078,3.8283103,4.511685,9.72502,9.181505,9.362318,2.657903,2.6498957,2.2193117,12.899719,1.812723,4.901316,5.4488435,8.3124075,7.831124,3.1023042,6.966855,2.9316685,3.9106503,3.6368525,6.377842,5.4821286,8.578049,8.424521,8.287006,10.638372,9.235845,2.4971805,3.7657337,9.174988,4.4864244,7.9702845,9.004042,10.956575,5.182689,4.0599833,5.114687,8.172964,14.339575,10.751532,2.9574685,6.7503614,5.831134,7.9671907,136.77927
SLC25A45,42.92761,13.366918,23.332735,25.250029,63.23013,26.481438,29.891348,19.059175,23.500418,50.140514,35.864624,35.19342,19.267647,35.87411,15.318977,34.399586,34.82074,114.313995,20.77942,21.770493,16.162907,48.78466,45.96482,24.254078,21.533047,42.105755,21.93732,42.26642,51.323944,17.353765,36.956627,71.294914,55.331333,37.964493,53.46767,28.11407,46.785934,41.352253,16.059517,21.380741,12.37588,20.742636,11.842419,34.57843,76.20676,31.341372,28.779577,36.799095,63.832817,24.915844,26.534275,20.996296,22.600386,33.574425,11.736723,94.0228,7.4040623,25.46567,24.119495,24.795807,27.217125,39.29908,15.798297,16.941923,40.913467,36.1232,39.785595,20.863655,11.976249,12.489958,69.21517,5.4902334,24.759722,10.489323,33.666824,27.656904,21.951696,24.516264,16.691683,20.105661,18.447935,43.47988,37.947952,52.44483,53.793396,28.370766,46.96282,30.364738,19.133476,32.176437,59.52484,21.127666,32.693764,42.66236,28.665588,25.362297,27.77768,24.740406,31.618092,68.64896,42.387524,19.767384,41.790005,17.381847,25.041458,567.39734
NEAT1,2996.4543,1113.6222,1938.1423,1783.9761,6435.464,2462.7124,2363.2434,1867.2253,1545.8579,3960.759,3029.396,2870.5586,1879.6119,2474.0127,1022.881,2432.5251,2339.4766,6119.1997,2062.008,1406.1023,1045.3782,3739.0376,3155.644,1964.8672,1610.5076,2925.1992,1873.429,3081.0388,3365.8765,1471.46,4249.953,5814.913,3656.0,2602.2341,4042.1006,2138.05,3876.4746,3219.6682,1119.3907,2095.25,866.3365,1338.0247,1134.6437,1860.8396,4025.2463,2024.5667,2055.8179,3048.6892,4138.378,1842.2144,2406.7715,1492.5,1252.2964,2626.7673,1268.038,8210.023,989.73376,1875.4243,1882.5227,2616.523,2445.1528,3969.8738,1610.2103,1601.0679,3495.5303,3578.5278,3562.1104,1660.4836,1133.1213,922.87317,4621.7056,600.7793,1756.8508,1277.4868,3248.537,2346.744,1898.0648,1869.8668,1224.316,2463.3726,1532.1953,3204.0227,2479.1328,2368.879,4701.904,2400.402,4401.1353,2607.3179,1480.3693,2107.0776,3893.5981,1610.6836,3243.3367,3469.4355,2604.0586,2396.7197,1958.9757,1859.9543,3792.2595,5563.53,4159.493,1136.4763,3208.3752,2491.4495,2691.7488,51490.65
CMB9-22P13.1,67.853,22.677372,40.520218,37.58191,147.64407,48.56318,45.434834,41.91638,34.322292,94.16249,77.37596,63.191113,41.7435,58.699112,29.263847,58.818863,52.28922,167.23694,52.74802,53.695637,28.861572,98.83281,75.841034,51.61313,35.94622,62.86295,38.87125,71.439514,106.27551,31.151907,77.5213,117.32979,99.910065,64.54406,73.53169,48.98742,74.69222,74.037254,18.48579,51.995907,23.66186,32.838234,17.355497,36.82182,105.13389,46.895397,45.69221,66.71039,87.27908,44.110268,60.093636,39.850082,27.917433,62.98177,32.84692,189.59833,20.803001,34.44138,44.46354,62.478813,55.192287,88.50437,34.222286,29.591564,73.0596,65.666466,76.21852,46.455692,20.122608,20.372839,109.77473,13.107698,37.001877,33.153046,84.22863,62.88218,42.874474,35.63843,34.056248,63.025616,32.205284,77.11055,68.154655,76.82234,89.285645,58.06965,88.608444,56.104374,28.34017,51.005226,80.09664,40.15377,57.431847,71.423615,59.183723,54.07175,27.613901,46.039814,79.97184,119.11907,78.15723,26.391031,68.90767,44.45699,62.58431,1167.691
CORO1B,199.96529,87.40179,149.57222,114.65809,471.58398,172.61584,169.84747,150.3639,105.8248,286.6042,230.53531,214.67766,108.23539,161.48424,63.08632,256.72607,203.42982,526.69006,153.88623,67.42008,68.62298,216.80557,249.6451,146.41489,113.6294,205.7696,136.41861,246.23473,233.55222,98.89011,277.46625,417.17633,256.59586,223.57233,312.07758,172.68883,278.15033,257.56998,75.384865,152.7274,62.661247,103.79766,68.88018,120.87194,273.5135,137.17276,135.98172,194.50879,263.47955,138.11157,190.93524,93.33156,80.74622,191.15308,83.41752,588.4722,67.96491,133.75807,136.66148,181.89047,170.11626,274.2683,113.78877,122.34,259.7511,285.62103,271.84933,111.32659,69.55519,56.21945,354.38022,40.18813,124.98178,101.54378,217.70784,138.79095,128.72353,129.22485,97.02887,114.766945,105.591415,250.17998,194.5754,171.01312,304.8943,166.29416,320.3736,182.6902,92.71056,159.10237,270.43207,111.36773,278.72528,237.14977,185.4874,166.33493,94.93321,129.26526,258.9856,377.95395,218.7752,60.38714,217.41553,150.82843,184.29709,3778.49
GSTP1,836.1156,328.83215,585.8395,547.027,1815.5098,703.28076,632.6269,693.6106,341.06573,1094.2207,877.0099,935.0996,466.91052,681.0219,272.06195,714.5014,678.9183,1658.1715,602.71063,285.3091,314.12064,953.549,1110.7522,589.5856,378.95514,764.814,579.90735,993.9012,1045.0237,425.43433,1204.2628,1603.0251,1102.2014,848.95874,1131.8662,629.0406,1055.7617,869.44714,291.52234,627.5477,233.11723,419.3687,332.06628,427.04596,1020.56177,540.666,530.7315,772.3389,1654.0259,553.2472,686.12036,448.50555,327.46606,801.02185,359.90057,2381.336,280.7771,511.89655,534.6959,739.6058,698.67786,1044.6622,423.49963,434.41815,942.3021,1152.9331,1018.0564,403.38486,294.20218,235.61032,1343.128,162.32999,447.53757,496.9015,966.9453,544.8977,531.65546,596.4661,414.73517,461.58804,423.0733,931.73517,650.4569,658.8262,1324.5354,807.97687,1543.0073,733.99744,379.26855,635.2924,1118.5295,432.68628,1236.9641,965.7324,738.4645,663.96277,341.60605,627.5788,1001.6433,1550.8854,860.74615,207.58049,930.354,693.86505,750.2067,15088.144
GAL,1427.13,631.619,996.34155,952.068,3185.111,1276.0431,1180.063,1056.4359,782.3785,1945.4347,1524.8821,1588.9136,806.0554,1211.2614,544.958,1574.8981,1296.009,3477.0896,1033.6094,533.45013,628.2828,1566.0114,1851.7703,1063.0482,851.0255,1412.7982,1301.0142,1670.5868,1839.4548,755.2184,2320.4062,3147.2393,2065.4802,1378.4015,2140.43,1204.4545,1978.4773,1955.2261,580.667,1038.2258,387.2781,772.79565,556.1916,831.8586,1846.7825,1024.1965,1075.0612,1488.838,1931.9443,1161.1233,1228.422,684.5006,590.15857,1323.1375,594.84235,6646.242,520.4924,926.901,900.6455,1504.9495,1621.004,2141.3223,799.5183,857.4883,1797.8384,2364.0835,1795.2112,781.3002,489.50983,420.1347,2406.0413,304.378,894.1698,936.2603,1659.0148,974.55133,1008.49884,938.65344,648.3356,1047.9781,755.4536,1712.7736,1163.2527,1147.9247,2379.284,1153.0487,2887.291,1272.1622,779.0922,1085.7212,2017.6127,798.52075,1489.566,1512.5175,1300.8043,1169.4316,717.51807,877.598,1839.7141,2702.391,1535.7627,480.20764,1692.8428,1217.7559,1467.0271,27401.902
FOLR1,54.650482,15.106466,23.526527,29.361189,89.35172,25.830227,31.1225,26.295668,30.663399,52.605015,39.87175,35.24937,21.919846,41.397705,11.941067,60.299328,57.155594,118.57474,27.02179,16.759518,15.43858,47.204384,53.447155,24.545341,30.262203,49.638878,24.822054,45.042667,39.912415,29.83519,35.662575,62.368244,50.963394,34.644417,65.914085,48.111538,53.904064,59.65678,13.885874,30.160488,20.623972,14.708483,19.435648,49.960915,56.582874,60.264618,28.613348,53.40154,54.1458,27.365423,34.991615,20.30575,17.082104,37.142223,17.81583,96.09586,12.271242,19.660898,28.809425,30.531532,23.277464,45.928116,14.738087,14.770877,50.758373,47.71085,36.87099,30.588673,13.568613,11.271091,93.61295,5.745757,27.136583,29.445967,57.321564,35.93818,23.576187,23.1329,30.636415,43.952805,27.454094,38.18956,61.76355,42.199192,55.49682,28.058695,59.99234,33.78575,13.187718,35.199184,44.296013,30.161402,29.818426,33.072968,37.087475,30.989676,51.883564,27.44308,43.20343,71.973854,48.890583,33.90679,47.896473,17.910809,37.320065,585.19684
ATG16L2,11.857055,6.312577,6.8381863,4.3769164,17.375477,4.050321,11.00674,6.1319966,6.9324636,23.8145,12.01486,6.4053497,4.625927,7.554553,4.130801,67.15636,17.271894,63.685677,8.246357,4.6145983,3.5480964,11.576591,8.3570795,6.927017,7.119549,10.0535555,4.7028613,12.563454,9.1112795,2.096943,10.749613,17.43312,13.97678,8.947948,16.772186,8.075177,11.9895,19.392818,2.9834025,7.00443,3.5041409,6.0816627,3.2685933,5.7086415,18.055864,10.964275,6.1830244,8.958258,12.13716,11.899068,8.055848,5.5823493,3.7146134,8.204029,4.2335653,19.69585,4.0133944,7.392022,6.0762777,7.46717,7.334453,11.461025,8.100596,3.8037136,12.025289,17.307678,8.7301655,6.148243,2.0201128,1.7653558,22.363636,1.000859,4.29862,2.8903298,6.45912,6.8304877,5.938986,4.7462955,4.64589,3.6136427,5.374895,14.216907,7.13506,9.757683,14.686676,7.0242257,14.810388,7.2363186,3.3227522,5.9406543,17.730242,2.8323512,16.457445,16.187447,8.055855,7.0544434,6.2993016,4.0331445,7.59639,18.852629,9.037225,3.7393079,8.993185,5.619742,10.971336,155.68993
UCP2,416.90265,150.36548,275.33258,306.49738,865.12787,339.57684,305.8864,294.39697,206.7321,579.75635,386.91742,438.34778,234.55614,330.57977,142.02565,440.3142,309.27686,896.5276,265.9285,139.69904,141.53165,585.426,490.71597,287.50525,196.96439,342.8682,277.0817,442.385,572.4468,197.19861,525.91534,735.42645,548.17316,369.25793,570.5328,321.81256,516.9871,473.7131,140.49011,291.3902,93.46476,181.21538,138.87888,272.89365,503.56418,332.64536,289.6572,459.98367,733.392,345.95126,326.44794,180.33374,165.76137,363.70905,176.82217,1194.3385,140.87543,234.18214,240.57748,343.258,313.71536,485.3958,214.642,226.16881,453.4042,489.90198,522.45905,191.81589,122.145226,111.70948,679.59766,79.004776,266.86655,237.81258,541.6256,270.78418,246.34848,261.64212,168.48425,274.1523,195.46458,456.49298,347.7813,340.90826,594.0486,309.62347,591.29425,337.42847,205.99155,292.189,524.1606,216.18472,411.4953,416.73444,357.66064,301.14572,266.16638,240.17622,494.3203,764.8774,455.06866,135.49443,443.47235,288.41504,387.0984,7000.233
KCNE3,17.259129,7.907079,11.2307005,7.8888073,39.54404,15.698324,13.878322,8.09984,8.602518,19.425968,16.06892,16.84152,11.123105,15.655685,4.9935074,51.90231,27.116299,83.9834,15.903074,6.075572,8.629164,15.422568,21.723732,11.704865,13.29055,16.354145,9.620291,15.475636,18.068619,10.426717,23.71076,43.837334,23.210852,23.42733,25.043934,14.700846,23.043152,14.952966,5.0507874,14.123125,7.8654532,5.717696,7.1136518,8.548948,25.245703,11.931059,16.000563,13.751665,30.77026,16.865742,14.784258,7.7712274,4.9789877,16.90521,7.4480867,47.208454,5.405796,11.894039,10.191617,15.112333,13.92421,24.450476,12.7517,7.21464,20.388302,30.907764,20.131958,10.813062,4.4451714,5.8474736,33.99089,2.1512156,9.716696,10.612743,17.603909,11.471888,10.749324,10.451267,7.5950284,12.696454,5.5935407,21.457806,13.014083,12.703518,23.568447,9.628674,24.476244,18.82139,6.1456146,14.637708,39.349194,7.810173,21.498222,17.978632,15.854902,14.640748,10.471188,8.993567,18.862871,29.243456,21.775242,6.259813,17.195623,13.005342,16.123951,301.62024
CTSC,415.19934,136.61089,281.1176,230.93835,859.81586,319.3131,310.7307,268.09048,181.00337,553.10895,412.40082,376.09863,191.15569,302.51956,129.24335,434.53412,339.09912,900.9617,279.3178,140.28214,142.8139,431.7658,439.26562,284.2334,221.2769,483.848,259.5009,462.55005,489.15045,191.27583,503.81207,797.8345,507.81802,375.96356,537.62585,309.7545,543.0026,479.3965,138.23816,287.5611,85.348526,184.16559,133.51747,259.04163,497.315,280.236,241.47418,369.89597,442.2245,260.59515,356.62985,161.724,171.95091,362.68225,157.49767,1243.252,143.87233,265.60745,237.36453,353.52393,331.9702,518.2655,222.42621,226.93924,488.95178,526.4292,474.23163,248.61288,142.29605,117.59436,1161.0032,77.230225,217.84187,193.4359,377.22665,235.00603,220.25977,211.08208,162.099,226.7735,200.51062,479.2279,331.51428,280.7011,564.2585,285.53238,696.3355,291.26642,193.23831,388.3191,402.5318,234.99033,391.7073,431.17618,345.723,307.70844,171.51009,256.4987,496.62006,689.2179,380.31363,223.31195,386.71786,307.02777,370.61423,6993.834
CD3D,8.789145,3.6443226,7.19695,2.9710288,18.789381,7.462084,7.164114,6.639516,4.915386,10.190728,6.612101,7.483542,4.7678905,8.371497,3.8423667,5.4016647,8.5691595,22.161856,6.671691,3.4475703,6.523885,9.354901,7.735426,4.553398,2.7894099,32.96763,3.7835875,10.696676,7.216235,5.1725183,11.346623,39.455894,4.9774947,28.1418,9.543293,5.7965364,10.745534,7.8928847,3.0994897,5.7062078,2.0445564,3.12529,2.8176448,2.138214,9.460321,2.5606503,4.307335,6.4330144,6.9052515,5.2056756,9.242943,4.5431113,5.1968336,9.892377,0.9559334,41.604347,0.25507316,4.1535444,4.1867123,11.50267,9.384434,17.56843,4.8252068,3.8416777,14.820796,30.865686,13.421462,10.68196,4.4188204,2.8875065,34.635807,1.7612985,2.141613,5.0414543,5.3224287,3.3536563,3.057055,3.147173,3.2549903,2.6743171,3.2542667,10.293188,7.450529,6.019314,12.155261,5.0231733,17.016685,9.124942,3.8096728,13.667051,8.470099,11.202516,12.15928,7.422594,7.599599,7.503957,2.1734438,6.5974345,9.715926,17.680933,6.1189523,8.19797,6.266277,7.8645663,8.317506,182.81166
HSPA8,1398.6725,604.5031,1102.9556,891.16907,3251.9539,1267.179,1149.2333,1113.9476,645.93555,2045.3693,1570.3357,1599.4044,769.2262,1149.1161,495.78793,1465.458,1208.0319,3193.6265,1193.6615,521.80884,522.8126,1760.4071,1918.9082,1016.03345,810.58527,1315.3016,1101.9601,1625.9846,1662.0018,782.3959,2003.4666,2868.438,1790.384,1387.4221,2031.6432,1090.9882,1903.0303,1636.4467,512.3912,1067.6152,366.20364,782.75903,588.7504,702.0548,1786.272,966.7422,990.1086,1459.0287,1800.0513,1278.3104,1273.8442,645.40894,555.57654,1347.9912,708.8526,4569.986,482.0398,902.82996,933.6865,1404.8705,1282.7534,2078.065,783.3977,827.74133,1795.9587,1900.38,1814.5466,743.317,550.5722,461.8717,2439.6147,263.5866,840.0513,713.9543,1619.8138,999.4253,949.17145,896.8179,646.05743,818.19305,729.4612,1731.8142,1289.3204,1129.3418,2236.7903,1130.8955,2100.217,2062.2917,809.4042,1128.5308,1685.9192,810.2814,1501.3533,1526.3312,1401.9581,1140.4502,617.6005,854.1079,1782.6357,2843.3232,1583.7028,496.26257,1654.1958,1259.6405,1401.7224,27360.959
FEZ1,55.577644,30.751438,44.876873,36.436207,133.8317,52.934555,57.11681,61.150856,30.04467,73.7464,69.869736,71.36868,46.981026,75.37384,30.322044,37.833378,37.48349,101.97304,49.60769,16.505625,22.982557,66.58548,102.70966,46.25428,27.53039,47.66845,42.998215,58.531765,105.7612,35.56742,96.213905,121.97487,108.31274,131.0667,105.28728,49.854965,100.35392,70.55661,22.665855,55.57027,10.940824,33.648933,26.146132,26.931261,67.055145,36.52578,59.109035,82.672806,127.08934,86.30214,53.72849,19.72467,21.026087,61.875713,24.740097,248.60121,23.24142,56.979908,38.227364,59.133106,50.073944,71.638336,35.48962,35.119453,76.55617,71.36217,65.92282,24.25473,12.367814,12.440866,84.185,9.835782,45.6343,48.946667,109.826584,73.94697,43.11463,61.26974,41.341248,25.673382,26.75755,78.24272,52.27446,57.05155,93.432495,43.51488,85.37808,61.46221,24.301006,29.981737,95.936485,30.709179,76.336075,60.754185,53.385834,50.861298,31.248497,36.841064,78.44151,138.99532,90.86478,11.803893,85.65422,49.768578,71.59971,1138.8519
KLF6,104.00718,40.31379,51.567963,57.535965,178.62163,67.21251,66.22016,55.16358,41.284225,131.08733,87.80764,85.681465,48.572914,73.1802,31.703823,144.87433,80.14016,261.78204,62.3163,29.170486,29.02704,115.9135,99.13117,57.70447,44.108803,102.46097,59.708473,105.66167,103.66517,39.53527,113.22079,162.7239,111.12842,84.94438,113.385025,65.704956,109.411415,98.808716,24.245337,60.27742,21.060686,36.79668,43.93808,53.23719,114.02113,77.97013,51.33545,86.26664,100.122345,49.81879,61.26623,29.355358,42.156734,88.35215,36.028362,242.90378,32.342995,51.644238,60.74128,87.36277,73.509315,111.027306,47.497555,57.466034,112.03766,114.30452,108.93099,43.604057,22.481476,33.633003,175.31013,22.341745,56.266476,49.01619,98.313736,53.81522,53.967834,53.583775,42.40691,68.79211,42.63953,98.12372,71.91689,74.88675,149.11789,68.081604,144.457,72.51486,42.79869,62.15068,117.48132,49.187695,80.06172,94.70655,88.7136,69.783646,43.98586,61.16436,104.234,152.51443,73.08715,32.42296,101.269196,68.52709,84.07657,1544.508
OPTN,18.802004,6.37751,5.848756,13.625883,24.283112,7.847878,12.463656,7.6431704,11.689946,18.918873,14.86036,15.175413,10.814712,21.792917,9.615794,34.153137,17.864037,72.04338,10.795748,4.6049848,9.099389,22.138783,11.315344,17.480091,6.738257,31.121557,6.5833635,15.081567,36.0318,6.304837,21.994864,24.04964,15.774053,11.045459,30.851107,11.816687,18.945814,22.221552,4.2627406,13.70643,1.9382831,4.3339505,3.401115,14.669835,16.74884,16.827799,11.212278,22.872358,33.205925,29.939903,8.525419,5.914436,4.785639,9.277489,10.210454,59.390293,2.9451885,9.583127,10.963521,9.86689,12.256996,17.696045,9.952017,3.6598856,17.828026,12.371503,18.936747,8.977649,5.245247,9.214194,37.9778,8.204716,6.41661,7.4073434,23.4375,12.877102,9.900157,9.776718,10.823142,16.656956,12.906416,13.127172,13.242935,16.436468,124.59662,8.661474,37.38498,13.745705,5.8685417,11.220795,9.883668,7.352891,15.229698,8.675978,13.590105,7.3595977,12.682219,6.0622406,20.023731,29.762121,26.275936,9.412268,17.276016,7.4617815,13.534442,217.46245
VIM,1796.9037,853.55334,1340.5536,1254.6967,4147.714,1661.773,1426.0494,1340.0073,955.1577,2631.3025,2423.0266,1932.401,1065.693,1624.3667,667.1411,3683.3406,1833.1287,6790.8096,1553.9796,724.19257,677.96985,2191.85,2373.4197,1420.4229,1101.437,2273.6013,1258.225,2327.7266,2649.1719,975.91644,2622.529,3572.6863,3232.057,2388.0007,2582.6313,1412.2454,2494.1113,2339.2954,726.8666,1390.5873,494.97656,1001.84247,811.464,1046.4738,2266.351,1263.078,1381.3137,1896.799,2418.7002,1361.9193,1588.2231,929.5095,833.13605,1920.5562,824.7534,6769.719,645.7627,1167.689,1177.1866,1663.1746,1620.4569,2478.3516,1080.3477,1063.627,2335.0322,2318.6746,2417.1306,900.28375,712.12683,568.92914,3285.2515,423.51685,1177.1288,1118.3169,2167.665,1351.9034,1239.2129,1198.4297,899.48566,1078.3815,926.0995,2319.9578,1697.1661,1413.9778,3028.0227,1375.5353,3820.3489,1685.5913,981.4433,1835.0122,2081.0374,1033.8936,2048.548,2345.8274,1779.567,1477.8276,782.5485,1185.2913,2325.1494,3604.8857,2150.9707,563.7626,1978.1519,1385.4543,1839.4412,34024.613
STAM-AS1,37.02455,14.402118,30.814537,21.24984,95.70425,37.71549,29.177315,32.824577,11.982772,54.964523,43.270706,43.56111,21.970852,34.65703,10.771242,29.427391,28.104122,72.15046,26.889004,12.92835,10.1623955,37.636475,54.595467,28.508194,17.895777,40.27679,32.98761,44.09466,43.91394,23.135717,59.929832,74.06453,51.865215,41.634895,58.466045,26.933903,45.5133,37.54922,13.674492,28.044847,8.337947,20.348206,16.69955,15.501105,45.583942,25.863977,21.788282,38.133286,40.98965,27.794,34.52424,15.715124,15.150269,40.289658,18.321442,137.44513,11.801674,22.611341,25.384478,35.161625,38.75412,52.653706,21.03167,25.689722,48.817444,44.84533,53.59848,17.400883,16.985283,10.977982,59.541363,6.8543158,27.619062,18.703396,45.67252,25.47745,25.446976,27.693108,17.054394,20.275412,20.867603,47.15013,33.98319,25.65529,72.421074,24.11594,60.24331,37.251537,23.045502,30.04461,34.336433,18.540613,42.597755,37.251427,40.9845,34.549545,15.124719,21.962255,55.275394,73.196,40.520943,10.371062,47.203564,35.47391,39.232742,759.40466
MSRB2,120.56953,44.105915,84.68244,69.30578,262.10938,99.3712,91.9613,90.07403,60.230408,161.13338,132.6023,121.76533,66.437454,95.1024,43.847588,130.84064,95.34924,278.80917,77.30177,44.238205,41.801456,130.12321,139.47183,89.15855,67.1224,119.5015,75.06731,135.01599,145.51479,63.633286,160.69508,246.71387,145.19046,113.27743,181.30463,92.248924,166.68674,152.29156,41.853275,85.846275,23.076042,55.536064,48.050255,76.11716,148.93028,87.65652,85.4676,117.73597,162.28947,80.18307,109.09025,52.117126,48.356613,114.28623,46.835896,359.4947,41.82067,74.6665,84.36851,109.83469,100.692474,159.27592,64.16516,69.40732,144.29419,156.06818,146.39938,63.92561,37.67262,35.64429,216.37938,19.663147,73.630226,47.28662,134.44032,79.07827,72.22663,74.161835,56.799736,74.55818,64.58278,143.42693,98.66781,93.99792,188.5577,87.81534,197.97226,99.335266,55.04502,94.13872,131.0647,64.07416,118.70129,125.62057,104.718895,91.391304,58.15307,75.39262,151.72307,229.84572,125.82337,49.770992,128.89459,90.291245,107.583,2173.2102
ZEB1,36.899853,12.38439,30.02694,18.688488,90.36369,31.15549,24.777218,30.440979,14.705744,56.19186,36.572144,43.445568,19.338865,28.165035,12.065218,29.830029,29.54726,78.32678,27.492517,13.798937,11.893692,44.056606,40.16439,25.306675,20.71056,32.096096,26.643633,41.60704,42.19589,14.956437,49.460518,80.54275,37.99302,35.35941,49.376476,27.135498,52.678913,34.791767,11.126786,22.719017,7.344509,24.12916,11.216358,13.5399475,40.271442,21.240238,21.306105,33.206482,41.111744,28.293446,32.326733,16.45071,15.062043,33.847134,17.546986,116.30355,16.725397,19.39129,25.774548,34.3229,25.014334,48.931038,21.353771,20.576893,46.71357,52.548176,39.946312,14.680797,8.732045,11.838904,64.65663,7.672553,22.120855,15.5760565,31.63298,27.10586,23.51788,22.569887,13.126932,18.370035,19.530546,47.455345,29.291487,27.116028,58.41486,24.217743,59.13649,34.58652,16.75019,30.478907,30.389616,19.34446,41.907772,43.86714,34.455162,30.131643,14.147369,23.623339,49.461105,68.736595,38.242115,8.906534,38.012108,26.882696,31.296562,692.8102
CREM,299.31653,132.30151,217.55434,202.76884,655.54016,252.60332,244.22025,221.85767,150.5608,447.88086,357.99084,315.69507,170.1455,268.0688,100.73102,247.13673,250.2279,666.81116,227.3037,174.88234,109.331345,387.63083,376.0934,229.0213,176.87036,364.88104,202.20615,377.49606,376.50858,178.45244,395.4044,654.5195,427.98553,311.5933,458.77017,270.02402,409.99866,362.6972,115.38562,225.84293,135.26103,157.30032,116.326035,198.29465,412.68665,224.42024,208.50098,303.83475,395.6874,199.11118,281.6189,161.36797,136.05637,273.79248,139.6574,961.8951,110.42835,191.84482,201.45438,283.55487,265.85614,421.788,189.43398,182.63287,371.1828,411.16733,372.3814,202.03137,113.956184,104.86452,635.1487,61.29995,185.97263,191.85179,319.16147,214.01353,184.47684,199.71393,149.43419,198.08289,166.5437,386.47845,312.43527,318.299,517.0342,242.2991,503.44223,262.6931,158.81573,261.94226,349.4845,182.91333,373.29105,351.66187,278.70776,255.61792,154.9989,198.11395,379.74066,574.98486,364.6595,112.80709,325.23764,226.9113,298.35184,5706.424
C10orf10,6.9143186,2.5932314,2.8374982,9.058291,10.8315,4.789545,4.1338897,4.952276,6.169687,11.42809,9.005053,8.18398,4.462237,5.038501,1.5463415,20.554857,8.056325,29.32808,5.1881614,2.9727473,3.6640348,13.781457,12.812016,5.799412,3.9848807,5.7972794,6.1970577,7.2562137,9.5499935,3.9960303,8.500466,10.203849,8.142934,6.4571486,16.467169,8.489494,11.286292,10.707905,8.7206955,6.8819466,4.704177,3.090455,1.3362962,9.804391,15.075775,12.870955,5.4437356,9.778192,9.048798,4.0327873,8.177373,3.9978952,5.00334,6.949746,6.2091455,24.28533,4.5574226,4.6834235,7.388899,5.935958,4.0938845,15.290066,1.8032914,2.6956022,9.196769,5.119589,10.857794,5.6742764,1.1768397,5.8916445,18.508455,0.32038555,5.0234485,2.2550278,7.8059144,5.319229,4.860873,5.301986,1.1932406,7.788961,3.25862,7.9350843,17.762037,10.932082,12.531652,5.567163,12.732455,5.770312,3.9560208,6.4209113,12.944813,5.006746,6.648689,8.480847,5.391554,6.066817,6.954955,7.2827253,10.967931,13.284405,5.786255,7.933071,7.4837694,7.0358324,6.4293623,122.66835
NCOA4,203.92719,80.0587,127.979614,133.00032,403.94244,158.37111,147.5591,135.39954,98.21954,247.48569,201.5988,200.3738,110.39377,167.21829,64.868355,287.6884,180.02655,536.0084,145.60558,73.97303,71.28704,223.3664,238.75615,138.52533,100.10411,170.27237,126.8996,213.83868,230.7206,97.09207,235.79712,369.38318,220.02473,180.40747,264.48972,151.78943,253.42307,225.4288,75.90218,141.65164,43.598267,94.44172,82.04451,120.697105,228.41786,136.14366,137.29155,195.77744,279.72446,129.60805,165.31165,87.09814,81.17752,183.93964,74.69034,531.9935,62.198383,112.5441,123.58834,153.93684,139.89552,224.86903,106.30914,103.795975,216.56952,228.58015,227.66405,89.35611,64.19702,50.009567,312.81592,37.417866,116.17354,127.75484,207.81358,153.5632,117.627884,123.24073,90.458336,126.668396,122.77983,224.3436,162.13185,173.6827,279.22104,149.04358,270.88815,158.81992,88.33666,135.15137,258.4278,101.96106,193.5019,206.38168,167.55052,139.8197,110.1981,116.10665,229.27153,373.20316,208.36809,60.442875,205.42177,142.50607,170.11497,3268.5703
