Gene,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
ENSG00000103034,6.489036e-06,-0.46952504,7.564373e-06,1.8192912e-05,0.16148347,8.79373e-06,9.737007e-06,0.31923747,-0.16898869,1.0441678e-05,-0.12561178,8.22075e-06,1.758938e-05,0.27540857,-0.0067502023,1.1723396e-05,6.4931905e-06,1.2657125e-05,1.2845629e-05,8.759082e-06,1.1980183e-05,8.473579e-06,-0.021767415,5.81953e-07,1.5694202e-05,8.4356225e-06,0.036307953,2.1955697e-05
ENSG00000103175,-7.7730265e-06,0.16832756,-1.0891334e-05,-7.494227e-06,0.13867472,-7.525451e-06,-9.978002e-06,-0.28106847,-0.17826128,-7.090074e-06,0.48487243,-6.187076e-06,-7.4415493e-06,0.09781472,-0.00960528,-7.772238e-06,-8.3918785e-06,-7.702762e-06,-1.1824151e-05,-7.61432e-06,-6.771682e-06,-1.1326299e-05,-0.12673315,-6.2948257e-06,-8.805502e-06,-5.646229e-06,-0.29386574,-9.581368e-06
ENSG00000103187,7.147995e-05,-3.5768793,0.000121341014,0.00012595831,-3.1781385,5.0093997e-05,6.284351e-05,-12.491617,-0.07197672,8.225096e-05,-6.093887,0.00010449545,0.000103898594,30.988514,-5.42915,9.5412084e-05,6.603984e-05,8.758113e-05,6.458363e-05,0.00011167697,7.431735e-05,9.1801645e-05,-3.8635027,7.658485e-05,9.157832e-05,8.9724745e-05,3.7149801,8.2463404e-05
ENSG00000103196,3.084832e-06,0.578958,7.5570806e-06,5.0609774e-06,-3.4688325,3.0140732e-06,3.5458336e-06,-1.3971912,0.17044601,3.694315e-06,4.005546,2.2719169e-06,5.795327e-06,0.24360488,-0.08273946,1.005994e-06,3.2994712e-06,9.315873e-07,5.6361355e-06,2.4159347e-06,3.2759644e-06,6.8628283e-06,1.0468764,9.174078e-07,3.436764e-06,1.5310287e-06,-1.0967333,1.3642289e-06
ENSG00000103241,4.1025586e-08,-0.27531564,1.4080156e-07,-1.2988454e-07,-0.8201992,-9.383252e-08,-6.121597e-08,1.7031549,-0.032501526,7.4991995e-08,0.6472481,4.1640444e-08,-1.1980964e-07,-1.0499945,-0.057887185,-1.3371753e-07,-4.354987e-08,-2.8223955e-08,-1.4038845e-08,-1.1139291e-07,-4.697613e-08,8.275832e-08,0.03762512,3.168276e-08,5.70809e-08,-3.092018e-08,-0.15212958,2.9371536e-08
ENSG00000103257,8.434001e-05,0.5147257,0.00013738645,0.00015529394,1.7805133,7.804415e-05,8.42408e-05,-0.009457913,0.0004471147,8.841642e-05,-0.7223252,9.968962e-05,0.0001346428,-1.183193,-0.06847265,9.713677e-05,8.408031e-05,0.00011908313,8.802146e-05,0.00011229276,9.209948e-05,0.00011070001,-1.9033387,7.8609904e-05,9.35851e-05,7.829931e-05,1.5891824,0.00010514698
ENSG00000103522,-3.155318e-06,0.0007784738,-5.346313e-06,-9.896944e-06,0.480329,-3.281647e-06,-4.159783e-06,-0.0036034018,0.046149578,-4.456158e-06,-0.36075437,-6.7021865e-06,-4.2206525e-06,-1.4644724,-0.09864991,-5.529275e-06,-5.307998e-06,-5.5325054e-06,-4.4631547e-06,-7.0919687e-06,-4.1651665e-06,-3.9073066e-06,-0.3322934,-5.0620847e-06,-6.146674e-06,-4.9607424e-06,1.7326145,-4.375997e-06
ENSG00000103534,8.215377e-05,-14.847033,0.00013821095,0.000105986976,-85.804276,9.042429e-05,8.3204635e-05,0.7988602,20.586897,7.7937606e-05,-0.088399634,6.798728e-05,0.00010288025,-1.277779,-0.17065349,7.7982004e-05,8.164732e-05,7.906114e-05,8.812288e-05,6.773989e-05,7.15776e-05,0.00012224536,79.93847,6.6847846e-05,7.817051e-05,5.2320607e-05,0.8623072,7.1907896e-05
ENSG00000103569,-1.8919914e-06,-0.31401584,-1.9500183e-06,-2.9408143e-06,-1.3893559,-1.8225916e-06,-2.2188217e-06,-1.4141161,-0.21763797,-2.053343e-06,-0.54971874,-2.6520443e-06,-1.8529491e-06,7.0807605,-0.3802499,-2.2731197e-06,-2.1256476e-06,-2.9843643e-06,-1.635331e-06,-2.2185054e-06,-1.974839e-06,-2.123355e-06,-0.01684139,-1.7140371e-06,-2.57356e-06,-2.1185006e-06,-2.7987876,-2.0232605e-06
ENSG00000104218,2.8541768e-05,-1.8495603,5.0368453e-05,4.1208983e-05,-3.9323149,3.0149544e-05,2.8371955e-05,-0.50770277,0.55895513,2.6250707e-05,-0.38174716,2.308157e-05,3.79242e-05,0.90133023,-0.024650596,2.7011454e-05,2.7665674e-05,2.3826029e-05,3.285856e-05,2.9942415e-05,2.5693022e-05,4.7057623e-05,5.0847034,2.6739637e-05,2.53511e-05,2.2152099e-05,0.15041149,2.2033919e-05
ENSG00000104237,-1.8492696e-05,-2.4976528,-3.462743e-05,-4.369553e-05,-2.1595101,-2.8843953e-05,-2.9663217e-05,-0.1894937,4.9069633,-1.999947e-05,-0.1951698,-2.397373e-05,-2.920843e-05,-0.13234077,-0.0996475,-2.0923653e-05,-2.3113069e-05,-2.073829e-05,-2.9227165e-05,-2.5799667e-05,-1.7271257e-05,-4.4181717e-05,1.1474054,-1.7426895e-05,-2.16866e-05,-1.5511501e-05,-0.7800749,-1.4396844e-05
ENSG00000104267,1.5267351e-05,11.91371,1.5868254e-05,2.147123e-05,1.9981649,1.2401918e-05,1.3188787e-05,1.0214506,0.3900675,1.4839298e-05,-0.3174371,1.6332076e-05,2.5360761e-05,-4.0597816,0.8171497,1.7423e-05,1.6875345e-05,1.5823545e-05,1.5101253e-05,2.0371855e-05,1.6910366e-05,1.80046e-05,-11.619294,1.4619659e-05,1.812278e-05,1.6256396e-05,-0.14435111,1.9376019e-05
ENSG00000104332,2.156663e-06,0.2543246,3.0368187e-06,4.175413e-06,-2.0561454,2.5160934e-06,2.4517076e-06,0.072283484,0.023325358,2.3573164e-06,0.86333644,2.2840647e-06,3.2898427e-06,0.41939488,-0.02371328,2.3337323e-06,2.207253e-06,2.0471184e-06,2.9419011e-06,2.9211928e-06,2.4395401e-06,3.1076222e-06,0.43745774,1.9166782e-06,3.1932088e-06,2.316475e-06,0.009687446,2.011224e-06
ENSG00000104368,-7.452805e-06,-4.706855,-1.6283102e-05,-2.6867872e-05,25.024574,-9.632041e-06,-1.6674141e-05,4.497192,-2.2002478,-1.3060969e-05,-2.3279843,-1.8639394e-05,-3.9239376e-06,-1.7644491,-0.4736093,-1.3010027e-05,-2.2212045e-05,-8.419911e-06,-5.6683575e-06,-1.372254e-05,-1.0463092e-05,-6.866332e-06,-17.755161,-1.5322436e-06,-9.340275e-06,-7.882641e-06,-0.2932542,-7.1087135e-07
ENSG00000104722,-1.4259006e-06,0.010919747,-2.7362128e-06,-2.57507e-06,0.49782613,-1.7837934e-06,-1.47897e-06,0.0035317428,0.01650995,-1.7247794e-06,0.0064767143,-1.8436781e-06,-2.3216908e-06,-0.28448123,-7.6005176e-07,-1.4465274e-06,-1.6714406e-06,-1.1752244e-06,-1.4304302e-06,-1.8502171e-06,-1.747173e-06,-2.4258939e-06,-0.39808756,-1.5331664e-06,-1.8248568e-06,-1.3697181e-06,0.147339,-1.2939724e-06
ENSG00000104894,6.586381e-06,1.4599466,1.0299941e-05,8.3706e-06,-10.565122,-6.667546e-06,-1.339855e-06,5.828408,0.24257271,1.0808196e-05,-4.7674217,4.6963854e-07,1.0382889e-05,-23.314728,2.8089085,1.3253899e-05,2.075045e-06,5.564059e-06,-5.6658005e-06,1.4815896e-05,6.700954e-06,9.87452e-06,-1.1465495,1.640957e-05,1.5536394e-05,1.2616096e-05,29.453852,9.1739375e-06
ENSG00000104918,-3.4691795e-06,-0.8404766,-7.4815835e-06,-7.9910515e-06,-2.43992,-4.061475e-06,-5.442819e-06,-0.30815238,-0.08864718,-4.108257e-06,0.07421701,-8.91219e-06,-6.8856802e-06,6.0426316,1.5025104,-6.2016275e-06,-6.39499e-06,-7.806565e-06,-3.4116501e-06,-9.763273e-06,-3.584305e-06,-7.722244e-06,0.42291564,-7.528702e-06,-6.4886667e-06,-6.7265073e-06,-4.364957,-8.146728e-06
ENSG00000104921,-6.4273413e-06,0.29317597,-1.1363929e-05,-1.4340787e-05,-0.75716335,-6.8771187e-06,-6.977494e-06,0.06325223,-0.0035019973,-7.3172655e-06,0.013088576,-8.154579e-06,-1.1498309e-05,0.031970937,-0.040079914,-8.377409e-06,-6.840467e-06,-8.535614e-06,-6.9282873e-06,-9.572596e-06,-7.2805174e-06,-8.486147e-06,-0.006770806,-6.726341e-06,-8.1787875e-06,-6.3711946e-06,0.40618587,-8.385079e-06
ENSG00000104951,1.2234084e-06,0.27360794,2.3977911e-06,1.9575232e-06,-0.020446021,1.3451099e-06,1.3627182e-06,-0.083468564,-0.08002733,2.3955488e-06,0.07306528,1.8044278e-06,1.7253174e-06,1.107532,-0.39041987,2.5958557e-06,2.3313225e-06,1.181178e-06,3.7329403e-07,3.0224949e-06,1.5347587e-06,1.3243791e-06,0.10732115,2.3721366e-06,2.7815374e-06,3.115413e-06,-0.9871998,9.355313e-07
ENSG00000104972,3.6953736e-06,-1.1255953,1.632369e-06,-3.424338e-06,-0.53661853,1.9993074e-06,3.183129e-06,0.5177554,-0.11454186,1.1082699e-06,-0.3547368,4.548356e-06,3.256801e-06,0.7598951,-0.3417114,1.7843169e-06,2.4697165e-06,3.3613192e-06,2.749681e-06,-7.4557715e-07,5.062434e-06,3.3998745e-06,0.5178512,2.9974392e-06,2.7141189e-06,2.9638445e-06,0.6776561,5.456114e-06
ENSG00000104974,-1.4154584e-06,-0.49431646,-3.7568957e-06,-4.3745677e-06,0.111386135,-2.23608e-06,-1.1460394e-06,0.14438485,-0.029053552,-1.8527692e-06,-0.010396018,-2.1303772e-06,-1.338718e-06,1.3816888,0.009757202,-2.8000863e-06,-3.2627966e-06,-1.9053032e-06,-1.7056792e-06,-2.409237e-06,-1.498909e-06,-2.2345869e-06,0.1936259,-2.599569e-06,-1.32408e-06,-1.1729994e-06,-1.3070359,-1.1313899e-06
ENSG00000104998,-2.2109198e-05,1.1317849,-3.623649e-05,-4.8011552e-05,0.6177149,-2.2156291e-05,-2.394075e-05,-0.59102035,-0.1797555,-2.5245105e-05,0.32472068,-2.9817018e-05,-2.884078e-05,-1.0985218,-0.13650113,-2.715046e-05,-2.5653613e-05,-2.8934395e-05,-2.3867515e-05,-3.091893e-05,-2.3376653e-05,-2.8291763e-05,-0.89036214,-2.2636303e-05,-2.7849102e-05,-2.4391427e-05,0.82246333,-2.3622399e-05
ENSG00000105122,6.5684385e-06,-0.28742352,1.1588787e-05,1.9358631e-05,-0.47318897,7.2475186e-06,7.925737e-06,0.4061474,-0.020031497,7.639106e-06,-0.62549454,9.993476e-06,6.7236488e-06,-2.1971943,0.030592743,9.711558e-06,9.376052e-06,1.0784108e-05,6.9184402e-06,9.709017e-06,7.1286795e-06,5.998424e-06,-0.4006657,6.403682e-06,9.374542e-06,7.797416e-06,3.5670915,8.05407e-06
ENSG00000105246,9.565246e-07,0.20210718,1.9331176e-06,1.3429551e-06,-0.05218512,1.1729529e-06,1.3130036e-06,-0.07157105,-0.13580166,1.6991761e-06,0.058180578,2.4362496e-06,1.831343e-06,0.70009553,-0.03072449,1.6658404e-06,1.7633838e-06,2.3295624e-06,1.1545337e-06,1.6206201e-06,2.1096716e-06,1.3663466e-06,0.253712,2.0650368e-06,2.5696872e-06,2.6901946e-06,-0.9238461,2.2149088e-06
ENSG00000105329,4.522758e-06,3.31474,1.136508e-05,1.930419e-05,3.838174,5.253908e-06,6.6687617e-06,-4.6006155,-0.10599197,8.725631e-06,-0.64120984,1.2703333e-05,6.074893e-06,3.153512,-1.3617435,9.258462e-06,8.558451e-06,7.4275886e-06,4.9048376e-06,1.2566005e-05,5.3849603e-06,6.5033896e-06,-4.302749,7.576977e-06,1.1763358e-05,9.985032e-06,0.7057197,5.119846e-06
ENSG00000105339,-7.519355e-06,-46.496407,-1.5013488e-05,-1.7121627e-05,44.061287,-8.23569e-06,-7.892652e-06,1.1179384,0.993376,-9.873486e-06,-0.6638962,-6.8416266e-06,-1.1884374e-05,-0.35991913,0.06509033,-1.0271811e-05,-8.732147e-06,-8.950646e-06,-1.0205107e-05,-1.1320864e-05,-7.696034e-06,-1.117795e-05,2.232018,-7.822178e-06,-1.0414845e-05,-7.3661836e-06,-0.94930166,-1.0627446e-05
ENSG00000105369,-5.261444e-05,0.8773525,-8.1673505e-05,-0.00014673114,-4.6285133,-5.8709895e-05,-6.7634646e-05,-0.2950957,-0.31435895,-6.828808e-05,-2.061374,-6.0507893e-05,-4.6392914e-05,-4.308129,-0.30952913,-8.613476e-05,-5.5917044e-05,-8.20381e-05,-4.2940283e-05,-7.558381e-05,-5.005484e-05,-5.0469927e-05,-0.291524,-5.9274018e-05,-6.194158e-05,-6.856298e-05,11.332436,-5.6466844e-05
ENSG00000105371,1.0666619e-06,-13.899182,1.4825382e-06,1.5818149e-06,16.361628,1.0240595e-06,1.186657e-06,0.5330705,0.30978015,1.6736119e-06,-0.054461375,1.5263838e-06,1.3851849e-06,-0.8090815,0.008403289,1.4115958e-06,1.2623607e-06,1.5180559e-06,9.886448e-07,1.1456477e-06,1.7765582e-06,1.2984307e-06,-2.6073203,1.4586723e-06,1.7798593e-06,1.2373903e-06,0.15713692,1.7539746e-06
ENSG00000105374,-3.769705e-05,1.2703971,-5.9103397e-05,-8.732898e-05,-28.232439,-4.1879255e-05,-4.6333887e-05,-1.2441529,-1.5307819,-5.0041624e-05,-1.5005722,-5.1145467e-05,-3.340014e-05,-14.692555,-1.891861,-4.7429658e-05,-4.9438375e-05,-5.5220775e-05,-4.4816235e-05,-4.605325e-05,-4.0877963e-05,-4.2430453e-05,-0.82726747,-3.4464327e-05,-5.521469e-05,-4.7694935e-05,48.650135,-4.3089174e-05
ENSG00000105388,6.121412e-05,-15.956179,8.667594e-05,2.614965e-05,-95.4482,4.4040942e-05,3.4161363e-05,0.19082628,11.662839,5.3538086e-05,0.7037795,0.00010055431,7.427856e-05,13.966203,-0.67606366,7.1164286e-05,8.1890736e-05,0.00015537188,2.1695923e-05,3.3737204e-05,9.131504e-05,6.0058075e-05,84.34728,0.00011859663,9.390514e-05,6.742044e-05,1.2081213,0.00013728469
ENSG00000105426,-7.629655e-05,-3.9639676,-0.00013030042,-0.0001062677,8.140658,-8.2857136e-05,-6.435307e-05,-0.76832074,-0.22788033,-7.080242e-05,0.8837743,-5.855951e-05,-0.00012966419,-0.24405202,0.15356024,-6.542581e-05,-6.1038554e-05,-5.845776e-05,-8.294269e-05,-7.591767e-05,-7.2757364e-05,-0.00013290044,-1.165616,-7.515846e-05,-6.7116765e-05,-5.6164765e-05,-2.80661,-7.7346645e-05
ENSG00000105479,5.3733206e-06,-0.58387554,9.537005e-06,6.001496e-06,-1.2997847,5.227467e-06,3.676062e-06,-0.071393214,11.754816,4.6550103e-06,-0.08803599,1.6704417e-06,1.0362348e-05,0.22279651,-0.11905107,1.4679109e-06,2.7261096e-06,4.204111e-06,3.7613918e-06,2.0419495e-06,3.6377387e-06,8.058876e-06,-9.632576,3.0104184e-06,1.6496771e-06,9.306934e-07,-0.18297867,4.090845e-06
ENSG00000105492,1.009495e-05,-0.019608922,1.2990002e-05,2.2622336e-05,0.15542495,9.491782e-06,1.2348135e-05,-0.05415793,-0.006016792,1.1880555e-05,-0.008635661,1.8784685e-05,1.1601419e-05,0.28171313,0.15773857,1.3969118e-05,1.540525e-05,2.3223083e-05,1.1169749e-05,1.46703105e-05,1.2943658e-05,7.606603e-06,-0.030655101,9.951876e-06,1.2005594e-05,1.22578485e-05,-0.47605753,1.2537794e-05
ENSG00000105509,1.2439838e-07,-0.01859867,6.521909e-08,4.6972232e-07,-0.3433255,1.18082e-07,2.175638e-07,0.0013101735,-0.00030257233,2.0447574e-07,0.8933959,4.953027e-07,1.4376569e-07,-0.80558634,-0.0040673795,2.226763e-07,2.704197e-07,5.1403913e-07,2.440196e-07,1.9069732e-07,2.0524935e-07,1.2870918e-08,-0.0118345935,8.5424006e-08,6.597658e-08,1.629604e-07,0.28900537,2.07911e-07
ENSG00000105519,0.00010129274,-11.173664,0.00018165745,0.00018594413,24.087814,0.00012830766,0.000119397264,-1.8867674,57.946087,0.00011256228,-1.8575852,9.9253e-05,0.0001512435,-0.39231554,-0.52254474,9.742223e-05,0.00012721702,0.000107333835,0.000101814156,0.00012363076,0.00010452098,0.00014482277,-63.52221,0.000103054976,0.00010811357,8.379467e-05,-2.6810708,7.792585e-05
ENSG00000105639,-1.0102314e-05,-0.1063588,-1.33027015e-05,-2.5864218e-05,0.49319243,-1.0103903e-05,-1.0979206e-05,0.028057303,-0.05000007,-1.1753287e-05,-0.48946205,-1.4154355e-05,-1.2446441e-05,-2.019221,-0.2540582,-1.4255456e-05,-1.321305e-05,-1.1915657e-05,-1.15386965e-05,-1.6297001e-05,-1.1495013e-05,-1.22033925e-05,-0.39342418,-1.2032945e-05,-1.6420829e-05,-1.1594742e-05,2.791527,-1.1254904e-05
ENSG00000105655,-5.587344e-05,-1.3828211,-4.5434652e-05,-6.3191226e-05,21.610678,-5.587446e-05,-5.3747903e-05,-0.9869455,4.9432845,-4.2533393e-05,1.1767058,-4.0392093e-05,-2.8042941e-05,-1.162951,0.26035148,-4.6857338e-05,-7.3534e-05,-7.337787e-05,-3.0171721e-05,-2.0872098e-05,-4.1902338e-05,-2.3830184e-05,-23.357756,-4.459674e-05,-3.7735932e-05,-3.9485076e-05,-1.099679,-4.7331287e-05
ENSG00000105664,-4.9879786e-06,-0.22014083,-8.2505185e-06,-9.112388e-06,-0.17319742,-4.926476e-06,-4.9504984e-06,-0.120397285,0.07751542,-5.6064164e-06,0.55926204,-5.6396934e-06,-1.1905816e-05,-0.06745077,0.031323068,-4.826717e-06,-4.6696664e-06,-5.0530334e-06,-5.5593014e-06,-6.363418e-06,-6.3045904e-06,-7.249039e-06,0.09112723,-4.2161014e-06,-6.1758155e-06,-4.3404025e-06,-0.17792408,-7.044915e-06
ENSG00000105697,7.37547e-06,-0.1157869,9.508231e-06,1.4910799e-05,0.63708675,6.8634063e-06,8.405964e-06,0.0026940054,0.015419068,9.5280175e-06,-0.0066269916,1.2491032e-05,8.6051405e-06,0.6888585,-0.015740056,9.570694e-06,1.0328602e-05,1.3498463e-05,7.3640226e-06,9.830898e-06,9.265881e-06,6.5154445e-06,-0.23339726,6.5350746e-06,9.731775e-06,8.75204e-06,-0.9726846,8.576675e-06
ENSG00000105717,3.7094035e-06,0.7829417,3.6395697e-06,1.6728416e-06,-1.2700602,4.6378027e-06,2.9991488e-06,0.036460258,0.41778958,3.7037346e-08,-0.16104506,-9.55677e-07,-2.0662603e-06,-0.3271656,-0.05696293,2.6206172e-07,2.6015248e-06,8.63016e-07,-3.7938221e-07,-2.719641e-06,-1.145799e-06,6.9831316e-07,-0.53889936,3.9178764e-07,1.626062e-06,-3.1840435e-07,1.1169251,4.5213915e-07
ENSG00000105825,-3.2836193e-05,1.1218036,-5.6261506e-05,-4.870494e-05,-3.9745412,-3.7487534e-05,-2.8638124e-05,-0.02763552,0.89032125,-3.12396e-05,0.27519193,-2.7524935e-05,-5.4755437e-05,-0.8041504,-0.04565647,-2.4606485e-05,-2.6987644e-05,-2.5479774e-05,-3.4596156e-05,-3.2180422e-05,-3.086086e-05,-5.9793772e-05,2.4698026,-3.0886018e-05,-2.7594288e-05,-2.277808e-05,0.09552546,-2.58608e-05
ENSG00000105849,6.0908915e-05,-3.7274134,0.00010188004,9.917886e-05,12.496605,5.603329e-05,5.6918598e-05,0.9136283,0.17332865,6.457219e-05,-0.8687459,6.2278785e-05,0.00010033422,-2.560757,-0.31294122,6.2703715e-05,5.6218458e-05,7.317513e-05,6.357038e-05,7.286919e-05,6.477403e-05,8.7088876e-05,-8.836805,5.7632795e-05,6.696729e-05,5.2026742e-05,2.7217636,7.8665274e-05
ENSG00000105851,1.6546087e-06,-0.10917915,4.139425e-06,1.008009e-05,-0.18448079,1.3208603e-06,2.514984e-06,-0.51078504,-0.028725283,3.0497376e-06,-0.16175,3.1954992e-06,1.436251e-06,1.4179455,-0.04404369,3.5387134e-06,1.184663e-06,1.1212214e-06,2.2376546e-06,4.4747817e-06,1.5090471e-06,1.9075833e-06,-0.16383947,2.5980265e-07,1.6940711e-06,2.327132e-06,-0.21519116,1.4324805e-06
ENSG00000105877,1.1947166e-05,2.160177,1.7680313e-05,1.2052711e-05,-4.9725857,9.858814e-06,6.375373e-06,-0.05767016,9.577757,1.1078504e-05,-0.2879197,4.8607167e-06,9.222048e-06,-0.7233161,-0.05515357,7.5075277e-06,1.0943497e-05,1.01898e-05,6.319995e-06,6.1006585e-06,1.0668014e-05,1.0819111e-05,-4.3523936,1.1522026e-05,5.685124e-06,6.2638396e-06,-1.2890714,7.764116e-06
ENSG00000105894,6.864576e-06,-4.375502,1.7685583e-05,1.4099604e-05,-1.5742917,1.1862791e-05,5.9163235e-06,-0.31077668,-5.533886,9.756389e-06,0.67733073,1.0344232e-05,1.1661908e-05,0.17154464,-0.029574275,7.3322403e-06,6.7651067e-06,6.220001e-06,1.30649405e-05,2.9018458e-06,6.7580386e-06,1.0765882e-05,10.916988,8.064909e-06,7.0910114e-06,8.259426e-06,0.057984322,1.4622094e-05
ENSG00000105971,3.2761942e-05,14.664802,4.42903e-05,3.8206665e-05,-4.857195,2.6818665e-05,2.7111708e-05,6.849287,-1.2374408,3.1068754e-05,-1.8642821,3.2849937e-05,4.3577384e-05,-5.9362254,-0.06241648,2.8939034e-05,2.9346756e-05,2.8174902e-05,3.8325343e-05,3.2746655e-05,3.3365413e-05,4.444548e-05,-6.277369,2.5352147e-05,2.8642447e-05,3.0617055e-05,-1.2797831,3.3481123e-05
ENSG00000105974,6.365468e-06,-147.21283,-1.6684604e-06,1.9477351e-05,141.82797,6.4742553e-06,9.7299535e-06,40.521538,1.1213899,2.375349e-06,1.7456335,1.2654028e-05,4.102686e-06,-31.957232,0.99635166,7.750669e-06,9.2841907e-07,1.350927e-05,2.1819837e-06,6.418646e-06,2.8780885e-06,-2.9463727e-06,1.958633,-9.909454e-06,-1.622042e-05,-7.7597e-07,-9.001508,7.1858653e-06
ENSG00000106003,-0.00017886114,-5.581855,-0.00028391532,-0.00024588258,-0.3903731,-0.0001505645,-0.00014670518,0.32825333,-0.1476603,-0.00016204258,0.08336901,-0.00016109676,-0.0002948037,1.2226247,-0.025149733,-0.00016930971,-0.00015164842,-0.00017390022,-0.00018097712,-0.0002052648,-0.00017832963,-0.00026124285,4.4760323,-0.00015841542,-0.00016958916,-0.00013387659,0.038353194,-0.00018861568
ENSG00000106066,-2.3624193e-06,-0.8747952,-5.642689e-06,-4.762793e-06,2.0003111,-2.00494e-06,-2.1426877e-06,6.5985136,-0.033799693,-2.2067698e-06,0.7549643,8.224066e-07,-8.615271e-06,-3.9622123,-0.77472275,-1.600827e-06,-1.3078959e-07,1.3498237e-07,-2.6632677e-06,-3.8223407e-06,-2.3423345e-06,-5.26936e-06,0.5420001,-3.5843885e-07,-2.4712426e-06,-1.2170632e-06,-4.2502103,-2.9761377e-06
ENSG00000106258,1.9787353e-07,-0.055449534,-6.386256e-06,-7.807963e-06,-1.9826441,-9.0184994e-07,-1.2136394e-07,0.46502158,0.90601784,-1.9887038e-06,-0.093151286,-2.2235802e-06,-7.176585e-06,-0.08796184,-0.038385604,-2.1337137e-06,2.2527182e-08,-2.2354866e-06,1.7945063e-06,-3.0759222e-06,-1.6333751e-06,-4.686236e-07,0.9865967,-1.3787586e-06,-2.1706842e-06,-9.1119915e-08,-0.10000369,-2.590352e-06
ENSG00000106333,-4.248649e-06,2.8516743,-7.175752e-06,-6.6967623e-06,-1.9804711,-4.513848e-06,-3.804114e-06,0.14695826,-0.3352077,-4.304404e-06,-0.10150299,-4.191687e-06,-7.5970725e-06,-0.58542466,0.0794284,-4.1082e-06,-3.5449214e-06,-4.6878863e-06,-4.5321244e-06,-5.2356695e-06,-5.1927273e-06,-6.6113844e-06,-0.27528197,-4.069017e-06,-5.348076e-06,-3.2848193e-06,0.19992182,-5.303924e-06
ENSG00000106366,1.8992616e-06,-0.56299186,6.9338294e-06,-3.4105798e-07,-3.3971376,1.1081037e-06,2.4009125e-07,3.8891218,0.54019254,2.3594387e-06,-0.057248294,-2.2547053e-07,2.4610215e-06,-0.8101529,-0.040077258,-1.0063262e-06,8.9259225e-07,-1.1320958e-06,2.172866e-06,-1.0184758e-06,9.507742e-07,4.8945026e-06,0.9388635,8.539073e-07,1.7185697e-06,1.1003846e-06,-0.5005937,5.830344e-07
ENSG00000106483,-1.2814743e-06,-0.570422,-1.4134744e-06,-1.8189165e-06,-0.23431203,-1.1792754e-06,-1.2448321e-06,-0.20168726,-0.057730973,-1.9407444e-06,1.0081284,-1.926695e-06,-2.152273e-06,-0.30182302,0.024329018,-2.0069388e-06,-1.452211e-06,-1.9737722e-06,-1.3441863e-06,-1.7248474e-06,-1.576733e-06,-9.945405e-07,0.28639647,-1.0369863e-06,-1.8140795e-06,-1.4869174e-06,0.047152117,-2.2400213e-06
ENSG00000106537,0.00014346676,0.7009131,0.0002381932,0.0003158468,-25.86873,0.000174978,0.00016181805,-0.43015984,-0.21550128,0.00015862267,-0.5667344,0.00019142794,0.00024132477,-4.5200267,0.5026503,0.0001532198,0.00015952889,0.00016204195,0.00017406633,0.00020034038,0.00016031663,0.0002503777,32.84025,0.00013637789,0.00015875402,0.0001377894,-2.446098,0.00012562999
ENSG00000106538,0.0001222447,69.620964,0.00031207516,0.00032525507,-70.6228,0.00021163037,0.0001210452,-5.09146,6.0936346,0.00012595348,18.123997,0.00028103442,0.00022000205,-5.293957,-0.27204317,0.00012837365,0.00015628195,0.00016016839,5.7715308e-05,0.00022682984,0.0001551835,0.00027637806,-8.20738,0.00017987934,5.9979197e-05,0.00016611452,-4.354224,-6.968221e-06
ENSG00000106541,-0.00013970121,-29.581661,-0.00024652373,-0.00016840703,-3.4355748,-9.073103e-05,-9.787528e-05,0.35412052,-55.160694,-0.00012958387,-1.3427494,-0.00012705194,-0.00021070206,-2.530932,0.18982857,-0.00011795674,-0.00012013777,-0.00014382739,-0.00010880179,-0.00015314178,-0.00013928252,-0.0001594213,96.459885,-0.00013213226,-0.0001305327,-0.0001079642,-4.94957,-0.00014185942
ENSG00000106560,4.06764e-06,0.1309255,6.6933285e-06,7.2457665e-06,0.40298513,3.5724163e-06,4.017211e-06,-0.121694416,0.23831941,4.037702e-06,-0.22454418,4.832888e-06,6.083008e-06,1.017679,-1.117247,4.922641e-06,5.2481564e-06,5.978409e-06,3.004721e-06,7.0318424e-06,4.0676823e-06,6.142303e-06,-1.0850832,6.485872e-06,5.4131974e-06,4.937772e-06,0.75855917,5.769009e-06
ENSG00000106565,-0.00019355677,1.6932169,-0.00033628143,-0.00033389733,0.38470712,-0.0001935983,-0.00018656277,0.73223335,-1.1186421,-0.00019618918,-0.118483976,-0.0001981625,-0.00035350426,1.1015663,-1.3235109,-0.00021147609,-0.00017725829,-0.00024620257,-0.00021036726,-0.00024868312,-0.00021964959,-0.00029743454,2.966294,-0.00019441427,-0.00021953731,-0.00015203217,-4.3129663,-0.00024650205
