AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,mean_gini
0.7244578914152975,0.847186004215848,0.7377154770532163,0.7169031775225949,0.8244836744255819,0.7295507941495679,0.7171276300878725,0.7928720828127293,0.8250761998014674,0.7201713476637837,0.743776891718129,0.7110060995887978,0.7444136116816782,0.7468783676604255,0.7995995028840074,0.7135064571148613,0.7075052904737565,0.7100362855234004,0.7303790677814582,0.720165188952335,0.7203484868644808,0.7466890016041803,0.83943101642198,0.7211364323007978,0.7155508261209295,0.7102618481111118,0.7445519185550986,0.7246085444683753,0.7459067541776344
