AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,mean_gini
0.6782285065077713,0.8036669870798152,0.6880992744061029,0.6740091744759532,0.7720704955599018,0.6867560037067699,0.6775665642746133,0.7375757889610124,0.7713832316225288,0.6752665585992812,0.6692535582703023,0.667833992676522,0.6931137224149396,0.6875566050743028,0.7480688908592249,0.6677269362777871,0.669710539476052,0.6607536733355632,0.6870565622938739,0.6745317283173236,0.6741672935420235,0.6988674428562366,0.7890055563912651,0.672631851835603,0.668702770033294,0.6665142426542493,0.6867432859058369,0.669174687107237,0.6970012830184068
