0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,mean_gini
0.8819109532826417,0.8875357055771224,0.8884021660015818,0.8890767794535457,0.9000897726202226,0.8878111552398997,0.889445260808835,0.9060573628356534,0.8899392524723788,0.8911745329568364,0.8955040810398818,0.8862470208495921,0.8934474927235405,0.8937620314212621,0.8720687335382779,0.8853569395641085,0.88846322978249,0.8880534594059474,0.8947370286284195,0.9058927621729469,0.8864670721388256,0.8958045934452494,0.885742148888075,0.8764515292545445,0.8941967484868663,0.8925966746342568,0.9081566579047028,0.8874731613772597,0.9147229386239769,0.8874716694414342,0.9077741206042274,0.9038627858696147,0.8923611691943115,0.8957744364968809,0.9004496816413695,0.8719622956445485,0.8887800702700838,0.9060052043276268,0.9142945739219848,0.8857532773159009,0.8878619372290258,0.9051801795230706,0.8871686658979157,0.8996608144308617,0.9099659557362508,0.899561912075364,0.8912303132427307,0.8858631403622534,0.8717911875452007,0.8988009914649754,0.8937635933384722,0.896265746142121,0.9026055223555425,0.8806346585839128,0.8950593935645307,0.8871460252504866,0.9030129098042134,0.8995204871339514,0.8927573348507745,0.8862591484593093,0.8908487047255532,0.8902854973018314,0.9048635385178045,0.8808047487363381,0.9186546646612054,0.8931398980213295,0.9067570590498141,0.9017457339144396,0.9005997043981006,0.9094411258262499,0.8790585149032802,0.8881457064261015,0.9012455932807831,0.8982395639913638,0.9096133004516699,0.8955091061206967,0.8944756589508961,0.8815593130502107,0.8994200826974513,0.8891893120961716,0.9125747538552237,0.8855726235963679,0.8879915027392176,0.9092361897304124,0.8995243600578167,0.8875373390415209,0.8820057018740287,0.9144169961384835,0.9000934909129772,0.8988576247983788,0.8987754365981245,0.8944483711651852,0.9036394237283508,0.9055819761237466,0.9040799350128333,0.9145239483472968,0.8948531364028993,0.8797824248597741,0.8924643844157641,0.9029437296305024,0.8948768662299806
