,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
UTS2,0.0,0.0,0.0,4.0839067e-14,0.0,,,0.0,0.0,-2.7330793e-13,0.0,,-4.76489e-13,0.0,-5.298191e-10,,1.2436342e-16,3.0343135e-13,,9.483396e-15,,0.0,0.0,0.0,,2.2923771e-15,7.1525574e-10,0.0
TNFRSF9,3.1487153e-13,0.0,0.0,-3.2026253e-13,3.9339065e-09,,,0.0,0.0,-4.9823447e-11,0.0,,8.610345e-15,0.0,1.6559627e-05,,-4.7625706e-15,5.676562e-14,,6.501937e-15,,-2.464185e-10,-0.00012280096,7.286763e-14,,1.02739366e-10,-9.775162e-08,1.9601346e-16
LTBP1,6.1453984e-12,0.0,1.0899132e-10,-3.302498e-10,-0.0001689622,,,8.62062e-06,-1.0833912e-07,3.0753317e-14,8.089141e-05,,-2.5748696e-12,0.0,7.8029103e-07,,-1.6159771e-12,0.0,,-8.15907e-16,,-4.0962476e-08,3.2110845e-05,-3.0469186e-11,,-7.130568e-11,0.0,3.6894285e-12
ELN,2.1630607e-11,5.100579e-06,6.916485e-11,-4.856307e-15,2.608907e-06,,,0.0,0.0,5.9241405e-12,1.7634546e-05,,1.40139e-10,-9.131167e-05,4.45048e-08,,-1.32432286e-11,1.0918698e-12,,-1.3874723e-15,,-3.0915133e-09,0.0001428892,-2.947837e-11,,-3.166384e-10,0.0,3.4041665e-11
DKK3,1.159716e-10,3.1881853e-05,9.327566e-14,-2.8559943e-09,1.5869417e-05,,,0.0,3.582149e-10,2.0934179e-12,0.00020321492,,2.4904079e-11,-0.000113117894,0.0,,-3.455343e-12,4.0160843e-15,,-4.048987e-18,,6.5484066e-08,-0.00010615132,-4.2287947e-11,,-4.4000018e-10,-5.151244e-13,5.7092087e-12
TNIP3,2.2062225e-13,5.269957e-06,-2.716468e-15,1.40354195e-11,1.0709502e-05,,,2.1178192e-05,-3.4515286e-09,-3.2499452e-12,-1.3283321e-08,,6.679273e-14,-1.721912e-09,2.6490954e-10,,1.1741523e-14,6.7745885e-13,,-7.799185e-16,,-1.9597591e-08,-0.00025249695,2.4335622e-16,,-4.292856e-11,-2.8324126e-07,2.5773084e-16
MSMO1,1.7267546e-10,0.00039826136,-9.351224e-12,1.6573024e-09,-0.00040019196,,,0.0,-6.32146e-05,-4.016212e-10,-2.4532733e-06,,-7.527242e-10,-3.642506e-08,0.00026592417,,-1.4698006e-12,2.6435373e-11,,1.3486562e-13,,2.1868657e-07,0.0005270964,1.860549e-12,,1.2837875e-09,2.3597338e-15,-9.625895e-13
SYNE2,1.6637877e-10,-0.00043989214,-1.80129e-11,-8.944793e-09,-0.00040661902,,,2.0754337e-06,-0.00017903099,-4.6769352e-11,-6.554263e-05,,-5.8522714e-10,-4.8140686e-07,1.6444497e-05,,6.297705e-12,1.3768935e-12,,-6.300345e-15,,-3.0329025e-07,0.0010584763,1.459486e-11,,-1.4733649e-09,9.678006e-07,-3.6240533e-12
KCNH2,0.0,-2.9802322e-10,0.0,9.331201e-10,-3.0673743e-06,,,0.0,-1.4671913e-09,0.0,0.0,,4.3105276e-16,-2.3539482e-12,9.24203e-05,,1.8415824e-13,6.604456e-14,,0.0,,2.4959948e-07,-8.281645e-06,8.231476e-14,,0.0,0.0,0.0
CYFIP2,-2.194745e-12,-1.6268448e-06,1.0195201e-11,-3.0492506e-09,3.6762274e-05,,,0.0,1.0539408e-05,-4.7575366e-10,4.206385e-08,,2.283619e-11,-2.6490954e-10,8.023724e-05,,-1.6291284e-10,2.8857104e-11,,-1.8100117e-13,,-1.0200504e-08,-0.00016622694,-1.1302093e-11,,-1.3089693e-11,8.290768e-06,4.7662915e-11
TRAF1,-1.2895194e-09,-5.9164012e-08,8.402135e-16,-9.285825e-11,2.7161838e-07,,,0.0,-2.230344e-16,9.102799e-10,-3.4059797e-10,,-2.760655e-12,1.3510387e-08,-1.4570677e-06,,6.602402e-13,2.7637532e-12,,4.4288646e-14,,2.0656055e-09,3.5880345e-13,-5.79113e-13,,-1.0574877e-11,-8.195639e-08,1.3513913e-14
SERPINB3,-3.086631e-14,0.0,5.036611e-15,-8.165304e-09,-0.00055142236,,,0.0,-0.00020592332,6.2467576e-10,5.1089694e-10,,3.0311963e-15,0.0,-6.357829e-09,,-2.4695385e-10,5.7557825e-10,,0.0,,-1.9298314e-07,-0.0025681874,-9.5163e-18,,-6.801786e-09,3.8146972e-08,1.2426976e-12
PRDM1,3.6742327e-13,1.6391277e-09,-8.698634e-11,-1.9894589e-08,-0.00056828646,,,0.0,2.5505906e-05,-5.538519e-10,-1.3697999e-06,,-1.4888205e-11,-4.6624077e-08,-0.0001653588,,-1.0948453e-13,-1.5606471e-11,,-6.8431545e-13,,-2.5015128e-08,9.4718835e-06,1.1333354e-12,,-1.000882e-10,2.9411913e-06,-2.6769858e-15
LAMC2,-1.1448637e-11,1.1320338e-05,0.0,1.1879375e-10,-0.00024738707,,,0.0,-2.463735e-06,-1.2493633e-11,8.415516e-06,,-2.766883e-10,0.0,0.0,,5.9649785e-12,-2.035324e-16,,0.0,,-1.7981733e-08,-0.00018247053,8.3205564e-14,,-1.9659536e-09,0.0,-1.0872e-16
MXD1,3.321582e-14,4.457674e-05,-2.414604e-11,4.9433013e-10,-1.6846932e-05,,,0.0,-5.4090415e-06,-1.0012549e-10,4.142438e-06,,1.4662195e-10,9.271834e-10,-0.00019636213,,-3.5938938e-12,-4.4939746e-11,,-1.1908936e-13,,-1.3704627e-08,-4.648825e-05,1.5879813e-12,,5.055538e-10,8.852482e-07,6.5997207e-15
SLC2A3,-2.785911e-10,0.00010891993,3.0276778e-10,-2.776003e-10,-5.317014e-05,,,-1.1268854e-05,-7.826549e-08,3.2273584e-10,-4.066826e-05,,-2.2834748e-10,-3.300975e-06,0.00061124127,,-1.06837386e-10,1.7381145e-09,,-2.1078335e-11,,-2.4027527e-15,8.6926346e-05,-5.9308156e-11,,-8.405458e-13,-1.4202594e-06,2.3450658e-12
CASP8,-6.0632434e-13,-9.023643e-05,2.9155246e-12,-5.280907e-09,5.522804e-05,,,0.0,-1.4671913e-09,-1.2559102e-09,3.4059797e-10,,-2.2534492e-13,9.981328e-06,-3.0458135e-05,,2.68049e-13,-1.0353651e-13,,-3.1424003e-13,,-3.6833399e-09,-0.00017226157,1.1715574e-13,,-2.5639766e-11,2.106142e-05,-2.6249036e-11
SPA17,-1.0991119e-11,-4.7970893e-06,-7.551753e-12,4.1584233e-10,8.737844e-05,,,3.4570693e-08,2.908837e-05,-7.57187e-11,2.6802762e-05,,-5.6429365e-11,0.0,4.4816305e-05,,2.4018008e-12,7.460739e-11,,6.293179e-16,,1.1741084e-07,2.3482333e-05,9.947423e-16,,-1.6943119e-10,-5.4240226e-09,1.4842924e-10
WISP2,-2.8145342e-12,3.6520287e-05,1.3713216e-15,-4.1414104e-17,-3.5762787e-10,,,0.0,0.0,-3.5634856e-11,8.175597e-06,,4.041972e-11,4.6455596e-05,0.0,,1.411715e-12,8.1823e-16,,0.0,,0.0,1.4638014e-09,3.5899696e-11,,-7.868531e-12,0.0,9.112631e-17
CHI3L2,-4.2181766e-10,0.00038741154,1.6469718e-11,-4.4218305e-12,-4.8666283e-05,,,0.0,1.4919502e-07,-1.6544557e-10,1.4583809e-05,,2.5068145e-10,-2.6490954e-10,4.181731e-05,,-1.7964257e-12,2.0953305e-14,,2.3563183e-13,,-2.199281e-09,4.5439447e-05,-2.1761638e-11,,7.0428365e-09,1.2239158e-05,2.0823916e-12
CALCRL,-6.478493e-11,0.00020105028,7.2918604e-10,9.025745e-09,-0.00019251877,,,9.705126e-06,-1.3993336e-07,-2.2943818e-10,-6.8119843e-09,,-1.2801976e-10,1.0373924e-05,-0.00035799155,,6.4184525e-13,4.764157e-12,,1.5962324e-17,,-8.7280017e-10,2.1881733e-06,1.0774339e-10,,1.6436548e-08,-1.3649464e-08,-6.9866044e-12
SLC9A3R2,-1.7523761e-09,-7.642713e-06,-1.0117795e-10,-1.3100576e-10,-0.00092689256,,,1.48734825e-05,-0.00015171248,-3.7445644e-11,4.8516904e-06,,-4.5127457e-10,-4.3180254e-08,1.8967439e-06,,1.0850627e-11,-4.7137394e-12,,2.7305742e-15,,1.4812552e-07,0.00033761372,1.0532125e-12,,6.322758e-10,-3.9784904e-06,-7.201542e-11
ANKRD44,4.7321355e-11,-6.3027624e-06,-2.3382806e-11,-5.682996e-09,1.930673e-05,,,0.0,-1.008694e-09,-3.871967e-09,-9.419237e-07,,9.1516785e-12,-6.7922804e-07,2.8948694e-05,,-4.3749252e-13,-3.9928334e-12,,-1.886489e-12,,-4.007887e-08,5.424075e-05,-2.399914e-11,,-2.6818708e-10,3.2240189e-06,-7.48061e-13
MYLK,-1.5831193e-10,3.7841164e-05,-6.566547e-11,-5.0637817e-11,2.8748518e-05,,,-2.470917e-05,0.0,4.316406e-10,-2.2913133e-05,,3.6085135e-11,-9.374354e-06,4.985104e-05,,1.2463895e-13,-3.867672e-11,,1.7356552e-15,,-1.8496692e-08,-4.7269355e-06,-1.5911444e-10,,-9.669808e-10,0.0,-1.604522e-12
COL17A1,-2.798326e-13,0.0,0.0,3.979649e-15,5.746238e-06,,,0.0,0.0,1.1491196e-09,0.0,,0.0,0.0,0.0,,4.11228e-13,0.0,,0.0,,1.1450748e-08,-2.8911058e-05,-5.53102e-15,,-8.975296e-09,0.0,5.124638e-15
PRKCQ,-3.488683e-11,-2.3532548e-05,-1.7159758e-18,-1.5100784e-13,-1.6475618e-05,,,0.0,0.0,-8.5041505e-14,0.0,,-1.822247e-11,0.0,-8.089079e-06,,-9.416947e-13,-1.7899626e-13,,-9.0027346e-15,,0.0,-0.00014152142,0.0,,8.2988727e-13,3.222376e-05,0.0
TIE1,5.107218e-13,-3.0059267e-17,2.3050702e-11,-1.2739273e-08,4.779974e-10,,,2.247056e-05,-5.1164576e-15,-6.3223064e-12,0.0,,7.1535033e-10,-1.3245477e-10,-3.5316556e-05,,0.0,6.8541366e-12,,5.2371714e-13,,0.0,6.502325e-10,-4.0977982e-13,,5.3045467e-12,-3.7096613e-15,2.6990554e-12
CD84,0.0,-2.532879e-09,-3.2592418e-12,3.5758185e-12,-4.8231035e-05,,,0.0,0.0,-3.993939e-11,0.0,,3.3061674e-15,1.07288365e-08,-0.00013583768,,-3.2592918e-11,-1.8750118e-11,,-3.3337316e-14,,1.4477056e-08,-1.3702915e-08,-1.0947568e-12,,1.7991627e-12,1.907526e-09,5.272295e-12
SPI1,-1.6513421e-09,-0.0002862103,-3.826054e-10,1.9380455e-08,8.278355e-05,,,-7.523571e-05,-2.8008608e-07,4.8526155e-10,-0.00017269711,,1.138962e-13,3.054394e-05,-0.0018696081,,6.7752755e-11,-8.9701585e-10,,1.0405979e-13,,-1.5308345e-08,-0.00021652968,4.781972e-12,,-1.7644608e-12,-2.9054265e-06,-5.680531e-11
CLDN18,-3.788946e-09,0.0023017805,1.9748884e-12,7.0931444e-10,-0.00019583805,,,0.0,-9.719663e-10,7.1497847e-12,0.00012920938,,-1.3762147e-09,0.0,-0.0003650737,,1.3650841e-13,-1.2119689e-10,,-3.6333834e-14,,4.331047e-11,-0.0014221692,4.4192237e-11,,6.5465745e-15,-2.384186e-10,-2.2032932e-10
PLPP1,9.576004e-11,6.689942e-05,2.9470107e-10,-4.4801576e-09,-0.00015069073,,,0.0,-1.9046901e-08,2.302851e-10,0.0006837622,,-4.4237908e-12,1.0596382e-09,4.335042e-05,,-1.5537976e-10,1.7712855e-12,,-1.0176447e-15,,-2.0666242e-08,0.00014019659,-7.00802e-12,,-1.4311803e-09,1.8954276e-08,6.221775e-12
SYT1,5.0197523e-11,0.0,3.6853148e-08,-1.9912058e-10,1.1236071e-06,,,0.0,0.0,4.9239113e-14,0.0,,-2.8319903e-13,-2.6490954e-10,-3.4040873e-08,,1.1765411e-12,-5.199924e-15,,0.0,,1.2090941e-06,-1.4234456e-05,6.469113e-14,,0.0,0.0,0.0
HYAL2,-8.867405e-11,-0.00014038644,-2.1729493e-12,-8.082611e-11,0.00019886762,,,0.000117105345,-9.530773e-05,1.7802154e-11,3.5851812e-05,,-5.7301364e-12,1.6020404e-07,-0.00018170185,,4.873254e-12,9.197351e-12,,-2.3523225e-14,,-4.63113e-08,8.771335e-05,8.83024e-13,,1.4778205e-10,1.6689294e-09,-1.2639269e-10
RASGRP2,-3.3941554e-11,2.6986851e-14,6.7351685e-13,-2.6438385e-09,-1.7573035e-06,,,-7.641614e-06,-1.9531983e-08,-2.861214e-09,-4.7683715e-09,,2.6019013e-12,1.5679333e-06,9.014114e-06,,-3.1062887e-12,1.0356085e-09,,-4.227845e-13,,-1.0903853e-08,1.2995642e-06,-4.0431956e-11,,-5.636758e-13,4.5019527e-07,4.8970525e-14
ADGRF5,1.6995233e-10,-0.00096708053,1.8256173e-10,-7.928738e-09,0.00039442332,,,1.5149601e-05,2.0577868e-07,1.5748425e-11,8.884498e-07,,-6.2997013e-10,-6.225374e-09,2.5802821e-05,,2.418605e-12,-2.9113383e-12,,-1.32554185e-14,,-1.2819265e-07,0.0004144096,7.978687e-11,,-6.8918563e-13,0.0,1.1915874e-10
CLEC2D,-2.0997037e-11,2.4179095e-05,1.3965947e-13,-5.051124e-09,-1.1708737e-05,,,0.0,-1.5372558e-07,-4.071806e-10,-2.9759747e-07,,-6.2949893e-12,-6.633998e-07,-0.00024067766,,1.3455222e-12,-3.4659634e-13,,-1.3856059e-11,,1.8727762e-09,1.8314046e-05,-2.0727009e-11,,-3.977178e-11,7.3900233e-06,-3.5652445e-12
MAOB,-1.6208257e-11,0.0,5.361922e-18,1.6942878e-10,-1.5828381e-06,,,0.0,2.9082173e-07,-1.14098e-13,-7.634844e-06,,-3.0340101e-12,-3.708212e-12,0.00060566486,,-3.5390635e-11,-4.5250817e-15,,0.0,,3.2485903e-07,3.684851e-07,2.5948208e-12,,5.760421e-11,-1.4625353e-12,8.340205e-15
RORA,3.7957443e-10,0.00010373872,1.0084174e-12,-8.970246e-09,0.00021669068,,,5.9604643e-10,-2.115153e-05,-1.03562e-09,-1.2562105e-06,,-6.7836166e-12,-9.883775e-07,6.4100146e-05,,-1.6455334e-12,2.7156964e-12,,-6.1462066e-13,,-2.1932848e-07,3.6488225e-05,6.154309e-14,,-3.6541357e-11,2.5577544e-06,-1.6233665e-11
TGFBR3,3.877223e-12,3.9341e-08,3.35843e-11,9.072724e-12,-6.2245046e-05,,,0.0,2.4135295e-07,-6.827352e-11,5.176061e-05,,-7.559034e-11,-5.6832632e-05,7.256667e-06,,5.7336113e-13,2.0175296e-13,,-9.884853e-13,,6.489273e-10,-9.855092e-05,4.7844523e-11,,-1.20631595e-11,-2.384186e-10,2.4315963e-10
SCT,0.0,0.0,-1.9523355e-16,1.5974947e-11,0.0,,,0.0,0.0,-6.085328e-09,0.0,,0.0,0.0,0.0,,0.0,8.7085216e-13,,0.0,,0.0,0.0,0.0,,0.0,-7.069111e-08,0.0
FSTL3,9.1113833e-10,6.064773e-08,8.122827e-12,6.9190036e-11,-9.883918e-05,,,3.5592915e-05,4.4428386e-08,-4.4220332e-11,3.6288246e-05,,-5.827326e-10,-4.6965346e-05,-3.4129762e-08,,1.28377985e-11,-4.053328e-13,,-5.2771736e-16,,-3.2498434e-08,-1.6219051e-06,-1.01339735e-11,,9.420293e-11,0.0,4.5027746e-13
MGAT4A,-1.9672938e-10,-0.00012382293,-2.2670654e-09,-2.2599391e-11,-0.00010876087,,,-5.5390597e-06,-1.393451e-07,2.61438e-09,-1.1306916e-05,,-1.8474815e-11,2.7709538e-07,0.00019281285,,-9.110372e-13,-1.9213689e-12,,-1.6747295e-12,,-2.3119366e-08,6.4055894e-05,4.71334e-12,,1.9910318e-09,-7.7944975e-07,5.8715977e-11
LMCD1,4.784258e-11,1.4682114e-06,1.7289828e-12,-8.572197e-10,-8.9341265e-05,,,0.0,-4.2594397e-08,-3.201775e-10,9.197721e-06,,2.9913103e-11,-6.315377e-05,-1.4040213e-08,,-4.0402915e-12,7.0879934e-14,,3.9416804e-14,,-1.6613281e-08,-4.9009133e-05,-1.2067898e-11,,2.333162e-09,-1.0664225e-05,-4.56339e-12
CDH19,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.7029898e-10,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.648496e-14,,5.3068626e-17,0.0,0.0
LIMS2,4.449967e-11,-1.6780617e-06,-1.637591e-11,3.5959838e-10,3.833964e-08,,,7.9193715e-06,9.1699454e-11,-2.4632732e-10,-3.1472723e-07,,2.0738926e-10,6.033314e-08,-2.4397212e-05,,2.0254261e-13,5.546526e-11,,2.3683537e-15,,7.547606e-09,9.211838e-05,5.9729465e-12,,1.5421509e-10,0.0,-2.9939675e-12
FCGR2B,7.6518347e-10,0.0005337192,-2.345443e-11,-1.7964974e-09,0.0,,,0.0,-2.3308458e-15,-9.733408e-11,3.3506687e-05,,-1.515495e-15,7.6558855e-08,-0.00027206042,,3.2673183e-13,2.4509977e-11,,5.2189697e-17,,0.0,0.0,-1.7270932e-12,,-9.650591e-13,2.141698e-09,-2.188762e-13
STK10,-3.2828558e-13,-5.207164e-07,1.0366711e-11,-5.0148006e-09,1.16975725e-05,,,-3.7942548e-06,-5.8714588e-05,6.8938405e-10,-1.34536196e-08,,-8.105546e-12,4.399485e-07,-3.3189142e-05,,1.3313047e-12,-6.1178267e-12,,-3.1720178e-12,,-3.5122028e-08,5.2269877e-07,-1.664073e-14,,1.8657416e-11,-3.1325817e-06,9.43518e-13
ACAP1,-9.118402e-12,-0.0002946242,-3.6211797e-12,-9.682381e-09,5.0522332e-05,,,-1.4410019e-05,-5.1816e-06,-8.3145855e-09,-1.9414936e-06,,4.063725e-11,-8.049938e-07,-3.9625498e-05,,-2.0422793e-12,1.8652063e-11,,2.673417e-12,,5.661099e-09,-1.7234131e-06,7.6172966e-12,,-1.3515895e-11,3.22963e-05,7.340882e-16
FERMT2,2.325108e-10,6.563579e-05,-7.6549045e-12,-2.4876187e-10,-3.0403357e-05,,,-2.503395e-08,-8.075077e-06,4.413161e-10,-3.1924483e-05,,-5.072766e-12,0.0,-2.6462718e-05,,9.823729e-12,6.425888e-14,,3.6723084e-16,,8.989075e-08,2.4794539e-05,3.896502e-11,,1.2563162e-10,-7.020593e-06,8.243234e-12
DHRS9,-1.2674436e-15,-4.503062e-13,-6.6597765e-12,9.663471e-11,-0.00015666932,,,0.0,-0.00011341886,-2.0270086e-10,-5.1089697e-09,,-4.1113937e-15,3.5762786e-09,-3.727009e-05,,3.754358e-14,-1.5173328e-11,,3.574667e-16,,-5.0273505e-09,-8.027686e-05,0.0,,3.8237958e-11,1.2900949e-05,-2.576813e-12
PTGS2,1.3976821e-10,-6.373105e-06,-6.753821e-12,-2.8502456e-12,-0.0011007438,,,-4.4849457e-05,-4.2474434e-07,-1.00478494e-10,4.843303e-07,,1.617958e-11,-1.8808576e-08,0.00096236955,,-1.1014715e-12,-2.4373702e-13,,-1.7543512e-16,,-1.5060479e-08,0.00039320425,-3.897085e-13,,6.3866263e-09,3.5130978e-07,8.846058e-12
TBX21,0.0,-1.4901161e-10,0.0,1.0925733e-12,1.192093e-10,,,0.0,0.0,-3.6346612e-13,1.7029898e-10,,-1.5235651e-13,1.08612905e-08,-7.75377e-06,,0.0,9.137553e-13,,-3.84602e-13,,0.0,0.0,-2.5505975e-12,,-1.1258066e-16,0.0,0.0
NOTCH3,-2.6807476e-10,-0.0002702775,0.0,-7.588733e-11,0.00039524006,,,0.0,-3.0693048e-08,2.0118747e-09,2.5339552e-05,,-3.059279e-15,0.0,-4.278289e-08,,2.1998718e-13,-1.1542874e-13,,0.0,,-6.1317635e-08,-0.00035892683,-1.0125476e-10,,-9.863462e-10,-4.2797924e-06,3.958571e-14
ATP2A3,5.0833004e-10,0.0,1.0475723e-11,2.1872242e-09,-7.546829e-05,,,0.0,9.6516116e-05,4.2435557e-09,-8.5149493e-10,,-6.9309995e-11,0.0,0.00023652348,,1.2354562e-13,1.7919497e-13,,2.6349753e-13,,9.710724e-09,5.7635953e-05,1.35478126e-14,,-3.834242e-10,-3.1626226e-07,2.2703764e-12
IPCEF1,1.962433e-11,1.4901161e-09,3.5188e-13,3.5231796e-12,3.9132294e-05,,,0.0,-2.9068726e-08,-5.273137e-11,0.0,,-2.0474737e-13,0.0,3.1053357e-06,,2.5549782e-14,-6.8813466e-13,,-2.184332e-15,,-3.6719974e-09,3.834657e-06,-4.203235e-16,,-1.6489547e-10,1.1140108e-07,6.4790473e-12
TXK,7.10832e-12,1.4901161e-10,-3.8336e-13,2.544925e-09,1.4992952e-06,,,0.0,0.0,8.8107505e-13,-3.9339067e-08,,0.0,0.0,4.2968328e-05,,0.0,6.373599e-13,,4.982195e-12,,1.7314972e-09,6.8800017e-07,3.5320029e-15,,2.6869257e-13,5.120039e-08,6.604299e-18
FSCN1,-7.687051e-11,1.2830645e-06,-4.68544e-12,5.667323e-10,-0.00018556263,,,2.7117356e-05,0.0,-2.6380748e-10,1.6574944e-05,,2.8696398e-10,6.75973e-05,-0.00015756952,,-3.9936446e-10,8.3444883e-13,,3.4898589e-16,,6.559723e-08,-0.00019963516,2.7845882e-13,,-1.4283802e-10,0.0,-1.1061254e-14
ATP12A,3.524418e-15,0.0,0.0,-2.2826322e-15,-0.00023772097,,,0.0,-7.275259e-05,-6.917099e-10,0.0,,0.0,0.0,0.0,,0.0,-8.813528e-15,,0.0,,-7.3586826e-08,5.3605454e-06,0.0,,-1.0214186e-09,-1.9543768e-06,-9.918824e-18
ARHGAP15,-1.1144057e-09,-7.2754547e-06,7.520917e-12,-2.0507767e-09,-1.1919239e-10,,,0.0,-5.6955024e-10,-2.9944394e-10,3.4059797e-10,,9.634138e-14,-3.765689e-07,3.831944e-05,,-9.5023815e-12,1.3591797e-11,,5.1256785e-13,,2.4770115e-16,0.0,-1.2456502e-12,,9.7119195e-11,-8.64044e-09,6.452736e-12
PAG1,5.8942334e-10,-0.00038741014,-1.01367754e-10,-9.87452e-10,0.00019726194,,,0.0,1.7290469e-10,-5.05545e-10,-9.5007235e-06,,2.366321e-12,-4.2961705e-07,-0.00028100176,,-5.5127113e-14,-1.487773e-10,,-8.0082344e-14,,-1.9001856e-08,0.00023009304,1.5018804e-13,,-8.335664e-11,2.9820799e-06,2.4872958e-11
ICAM3,1.2466153e-09,-6.292984e-05,8.440691e-12,-1.6502203e-09,0.0002094378,,,7.799082e-06,9.426704e-08,-1.8815074e-09,9.861758e-06,,-2.3732796e-10,1.1920929e-09,-5.4710035e-05,,-2.4781574e-12,2.1737216e-11,,-8.948449e-12,,1.0629321e-08,-0.00015274112,-1.634535e-11,,1.0458159e-09,3.0826927e-06,-1.6449693e-12
MCAM,1.3128636e-11,0.0,3.556299e-11,-1.2147965e-11,3.3377484e-05,,,0.0,0.0,7.9372864e-13,-3.4059797e-09,,-9.569779e-10,1.3245477e-10,-2.5764008e-05,,3.642192e-14,1.0233526e-12,,2.3095404e-17,,-5.937705e-10,-3.2499454e-05,1.7104299e-11,,-4.8963367e-10,-4.6283006e-07,3.85798e-13
SPAG6,1.2518303e-12,1.4894519e-10,3.1882106e-15,-5.164287e-12,-8.951636e-06,,,0.0,2.7185202e-05,1.3632123e-12,0.0,,-9.259507e-14,0.0,0.0,,-3.7617157e-10,-2.225664e-14,,5.5227905e-18,,-4.023292e-09,-0.00011719056,0.0,,-7.701816e-12,0.0,-9.1069055e-11
FGFR1,3.0690644e-11,0.00013409104,-5.356247e-13,3.140905e-11,-0.00011131668,,,-6.5406783e-07,-3.5348075e-06,5.6022925e-12,-0.00014714284,,1.8908204e-10,5.734629e-07,-6.7241024e-05,,-8.22599e-12,2.2149364e-12,,-2.3645395e-13,,-2.0399476e-07,3.0994168e-05,7.1803943e-12,,-1.1429987e-09,-2.649446e-07,-8.0760154e-13
FBLN1,-6.4060736e-12,2.0560087e-06,-2.7402154e-12,-2.5524185e-09,0.00085274683,,,0.0,-1.49583175e-05,-3.391092e-11,0.0012277685,,9.647883e-12,-1.0315578e-06,-0.00015095888,,-1.15328806e-11,1.7458607e-11,,-9.397158e-15,,-5.252506e-08,8.2896935e-05,-1.1428633e-10,,-9.939213e-10,-1.0851086e-05,-5.4824173e-10
ITGA8,0.0,0.0,0.0,-4.7972716e-08,0.0,,,0.0,0.0,-1.3630328e-12,8.192828e-06,,-1.5447837e-11,2.8557777e-05,0.0,,-3.2117096e-15,-6.976494e-17,,0.0,,5.0246172e-11,5.418604e-10,-2.5632886e-11,,0.0,0.0,0.0
CST7,4.103549e-09,1.1831522e-07,3.2045764e-17,1.6549957e-09,-1.0015699e-07,,,0.0,1.1899941e-07,-7.825582e-10,1.5508362e-05,,1.3993835e-11,0.0003349434,3.1914446e-05,,-6.01924e-13,-2.2310149e-12,,5.481272e-12,,2.721926e-14,6.8380945e-07,3.875632e-13,,-2.7340821e-14,-4.5192056e-07,-3.899354e-13
MAP2,7.121051e-10,1.8650666e-05,3.8546163e-12,-6.431776e-10,4.980062e-07,,,0.0,-1.0451689e-05,4.8547833e-15,-7.161072e-08,,1.9910218e-10,7.0651373e-07,-9.404288e-09,,2.6973972e-12,1.1868553e-15,,0.0,,2.5309864e-08,0.00011823058,2.0741194e-13,,-6.6182645e-12,0.0,-2.1728906e-12
LAMP3,-2.2447906e-10,0.0010964205,1.3965292e-12,1.3368566e-09,-0.0002074356,,,0.0,1.8500072e-07,1.1897018e-09,1.0317819e-05,,-2.006649e-10,-9.77289e-05,-0.00010664077,,5.600025e-13,-2.0293037e-10,,4.8312215e-14,,4.1499177e-08,-0.0010509858,1.8570469e-15,,1.6258064e-15,-2.384186e-10,-6.0300804e-13
EDN1,3.7655924e-11,-2.7573362e-05,2.0612581e-11,3.5971157e-11,-0.00014577273,,,0.0,-2.481118e-06,-3.117646e-10,1.7029898e-10,,-2.3081867e-10,0.0,5.352567e-05,,-5.088862e-13,1.3041828e-12,,5.862516e-17,,-5.626534e-10,7.306014e-05,2.352041e-16,,1.0098623e-09,0.0,1.0774064e-11
P2RY10,0.0,-0.0001638098,0.0,-4.4046726e-09,-1.8992644e-13,,,-3.659129e-06,-8.0418615e-18,3.5367512e-10,1.4635494e-06,,0.0,-2.251731e-09,-4.684859e-06,,-1.0577693e-16,1.0142475e-12,,-1.6686695e-13,,0.0,0.0,2.8242903e-16,,-1.0857309e-15,-2.1945239e-06,3.153551e-17
ITM2A,1.901218e-11,1.8211156e-05,1.2873866e-10,1.4392153e-09,6.612769e-05,,,3.30467e-05,9.1699454e-11,-4.396119e-09,5.9961474e-07,,-9.798268e-11,-4.4969195e-07,0.00037643441,,1.208798e-12,4.7331607e-11,,-9.101032e-13,,5.6944005e-10,-6.478965e-05,1.5836278e-13,,-1.9114896e-09,2.6147366e-06,-1.0749559e-11
BPIFB2,3.3737913e-15,0.0,0.0,-2.7700414e-13,-2.6656985e-06,,,0.0,-3.8766906e-05,4.3744556e-14,0.0,,0.0,0.0,0.0,,0.0,-7.2098857e-16,,0.0,,-3.9088876e-17,4.058047e-07,0.0,,3.3930797e-10,0.0,6.227175e-14
