gene_symbols,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
ITGA6,2.8254721e-11,3.992541e-06,1.1371573e-10,5.4511258e-09,0.0016640077,9.937984e-12,2.3804114e-12,3.0465479e-05,6.591858e-05,1.2428355e-11,1.4907314e-07,4.752394e-10,3.2714642e-10,1.073877e-07,6.190865e-05,0.0,1.5419153e-10,2.5150809e-11,1.3821951e-14,1.563795e-13,1.427614e-10,2.1322495e-07,0.0006038583,1.743159e-12,5.084092e-10,7.0584444e-10,7.942319e-08,1.4288447e-11
RAPGEF4,4.1468957e-11,3.7299527e-10,3.9534244e-11,5.782365e-13,5.736762e-07,1.737813e-11,1.0421667e-12,0.0,7.593861e-09,2.9370846e-11,1.5588276e-09,0.0,5.239297e-11,0.0,4.829605e-07,0.0,2.2540173e-13,1.3673196e-13,0.0,0.0,1.5831616e-11,1.8987055e-07,2.638386e-07,1.7155259e-12,0.0,2.7703369e-13,8.940697e-09,1.0200255e-11
ANGPT2,2.7042504e-11,2.2379716e-10,4.3640678e-11,1.2745748e-09,4.320649e-05,2.1265656e-11,1.6500112e-11,2.3668095e-05,0.0,4.6092824e-11,2.789481e-08,0.0,1.1628035e-09,0.0,3.3841755e-07,1.1474932e-09,6.1868596e-12,1.7434959e-13,0.0,2.5358462e-15,7.822597e-15,3.1754613e-08,0.00010342814,9.848187e-11,1.4642465e-12,4.079606e-11,8.37101e-06,1.8271006e-11
CD200,1.348472e-10,0.0,3.3577926e-15,3.8825626e-10,2.8577e-07,1.9334381e-11,3.226808e-11,1.9178553e-05,4.787953e-08,4.3311285e-10,6.991298e-06,0.0,7.519716e-11,0.0,0.0,0.0,4.457239e-10,3.8788383e-14,0.0,0.0,7.346247e-15,1.0352044e-07,1.573444e-05,1.6582482e-11,0.0,4.7046514e-13,1.800239e-06,1.8187826e-11
CCDC80,7.6488066e-11,8.7012726e-05,3.4826105e-13,3.9902903e-10,0.00054132636,1.5419421e-11,1.4110219e-12,0.0,0.0004980516,9.860012e-12,1.8248333e-05,7.811216e-10,6.27883e-11,1.9868215e-10,1.392354e-06,2.9566927e-09,2.614822e-09,8.9001544e-13,0.0,1.9687062e-12,4.42949e-11,1.8947524e-07,0.0010175145,1.3108007e-11,8.5950145e-09,7.479151e-12,5.837084e-17,4.6385096e-13
CMA1,0.0,0.0,0.0,0.0,0.0,0.0,2.2666006e-16,0.0,0.0,7.5407936e-13,0.0,0.0,0.0,0.0,1.2451187e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEKT2,1.6384992e-12,8.9518865e-10,0.0,4.036753e-11,5.580566e-06,3.6851355e-18,0.0,0.0,7.4174735e-05,4.7771305e-12,5.5789617e-09,2.7665614e-09,9.261385e-12,0.0,0.0,2.703201e-09,3.7370907e-14,2.8480183e-13,0.0,8.878261e-19,3.9583722e-17,1.2378413e-09,0.00022961896,2.1605903e-17,1.6895838e-10,3.525651e-10,0.0,1.006939e-15
VNN3,6.01079e-15,6.713915e-10,1.6460375e-16,6.905833e-11,1.1774031e-05,0.0,0.0,0.0,7.731083e-05,4.2350578e-11,0.0,2.2561386e-09,8.97896e-14,0.0,0.0,8.053614e-11,6.2974636e-13,1.8449656e-12,0.0,2.2265277e-17,4.59467e-13,3.1422316e-09,8.662006e-05,1.4959348e-11,4.723654e-09,1.1891933e-10,2.2868812e-07,5.813008e-17
FMO2,1.2443316e-09,3.324285e-07,4.8566037e-11,1.4955985e-09,0.00052238564,3.9079655e-12,1.8165602e-12,3.375398e-10,3.5624653e-05,5.3740393e-12,8.091842e-05,3.6270473e-10,7.9199376e-11,0.0,2.1166885e-05,1.5765452e-09,1.1192932e-11,3.8979386e-13,0.0,0.0,4.1317103e-11,1.541015e-08,0.00057813263,1.4046065e-11,4.6254517e-10,2.441813e-11,4.0462612e-07,2.7685767e-14
PTGS1,2.6789473e-10,5.2346155e-07,5.3944076e-12,4.4596705e-11,5.7064995e-06,1.260508e-12,1.5536903e-14,4.356479e-05,6.229303e-15,7.628157e-12,1.4128277e-07,0.0,1.6512786e-11,5.143964e-07,1.6553047e-05,4.3710216e-10,1.8394303e-11,1.2430526e-13,0.0,2.573361e-16,5.932486e-12,5.4852993e-09,4.652792e-06,2.2414759e-10,1.5871698e-12,3.332354e-12,1.2195707e-06,4.291597e-11
SH2D3C,7.963945e-12,0.0,5.633162e-11,9.800173e-10,4.2759035e-07,3.876633e-12,5.46987e-11,3.2182544e-13,8.978905e-09,2.532341e-10,1.1646778e-05,0.0,1.2444315e-10,5.033281e-09,1.8184635e-05,0.0,3.9815162e-13,2.4429186e-11,0.0,1.1307134e-12,5.79693e-12,3.1579706e-08,5.29584e-11,5.694668e-13,0.0,6.1956488e-15,3.9070855e-08,2.2916875e-12
CYP26A1,3.0676457e-14,0.0,3.315866e-16,0.0,0.0002166116,0.0,1.1982602e-17,0.0,1.6450134e-06,4.971458e-11,8.196152e-08,0.0,2.747158e-15,0.0,0.0,0.0,6.492715e-18,1.4612709e-16,0.0,0.0,4.3337128e-16,5.983387e-08,3.101317e-05,0.0,1.496897e-10,1.3180002e-11,0.0,3.0094505e-17
CREM,1.61778e-10,1.5760115e-05,4.5310398e-11,1.2135182e-08,0.00018003244,8.150546e-11,5.0232485e-11,2.0782249e-08,5.6135625e-05,8.691465e-09,0.00016773262,2.241181e-11,1.3668769e-10,4.5441216e-06,0.00011627068,3.9352694e-09,3.8818887e-10,2.368061e-10,0.0,1.2796655e-11,1.00269605e-10,2.8157348e-07,0.00027395325,1.7785574e-10,1.3257461e-09,3.9584955e-10,3.933209e-05,6.271101e-12
TPSD1,1.5731713e-14,1.1509889e-06,8.378591e-12,5.826305e-12,0.0,0.0,0.0,0.0,1.6785466e-15,9.707773e-13,1.4964745e-07,0.0,5.272857e-14,6.6227385e-11,0.0010945501,0.0,2.2559232e-16,2.0765464e-15,0.0,7.2156963e-16,2.7255841e-17,1.1805833e-15,0.0,1.3550984e-14,0.0,5.3621748e-17,0.0,1.7148177e-13
TREM2,7.799644e-12,7.1377616e-07,9.282953e-11,1.0089834e-10,4.4074486e-06,8.925127e-12,3.9674609e-13,3.416356e-09,4.6959663e-05,4.8535226e-10,4.5148714e-05,2.1460642e-13,1.2046984e-11,6.146311e-06,0.00019690697,1.918221e-08,2.4086738e-13,4.569778e-12,0.0,6.4146313e-16,1.7144183e-12,9.172646e-09,2.259355e-06,1.8262566e-10,0.0,4.719397e-13,1.9756685e-06,7.660043e-12
CRISP3,3.2934582e-14,0.0,0.0,0.0,0.0,0.0,4.829505e-15,0.0,7.729547e-06,3.8311168e-14,0.0,0.0,0.0,0.0,0.0,4.231181e-12,0.0,0.0,0.0,0.0,7.890347e-12,1.7723706e-09,0.00013844017,6.448392e-14,3.2600354e-09,1.0546002e-09,0.0,1.3916927e-16
PGC,4.8392834e-10,0.00016737139,8.018879e-14,1.1786359e-09,0.0010657896,1.4752133e-13,8.51392e-14,0.0,5.3783486e-05,3.1207278e-10,1.2296279e-06,9.471344e-13,1.4910223e-09,4.182395e-05,0.00016172172,4.6137303e-09,4.9462913e-11,1.0737287e-11,0.0,1.1823818e-13,4.302043e-09,5.2308485e-10,0.00054030714,3.4481442e-11,0.0,1.8504705e-15,0.0,7.807691e-11
EFHC1,4.231512e-10,1.8698067e-05,4.9626037e-12,3.3816276e-09,5.0037157e-05,5.9740875e-12,3.5878415e-14,0.0,0.00010806706,2.8079022e-10,6.589469e-06,2.4996745e-09,6.6322616e-12,3.995167e-07,6.784452e-05,5.373136e-09,1.3159488e-11,3.1687044e-12,0.0,3.5749773e-12,7.1210178e-12,1.9121266e-07,0.0003285387,3.0150345e-13,2.3504199e-10,3.4696385e-11,3.8806826e-05,2.9435337e-12
SCD,1.3705187e-10,4.941683e-05,1.469228e-10,9.093581e-09,0.00079470867,4.039298e-14,3.7357582e-11,1.0168518e-06,3.5057285e-05,2.4211774e-10,2.3045133e-05,8.5464663e-10,1.2655172e-09,4.5762044e-05,0.0005777596,2.0688653e-08,9.879508e-11,1.9314379e-12,0.0,7.344691e-14,3.3117975e-10,3.206052e-07,0.00048882386,4.833222e-11,1.2563528e-08,7.7531453e-11,0.000114885865,4.987613e-11
PALMD,1.4746936e-11,2.2752712e-08,1.9718496e-10,9.225399e-12,2.9123403e-05,7.127271e-11,7.054826e-11,1.1545694e-09,2.9225363e-05,2.6951293e-12,5.04568e-09,8.588834e-10,8.7112484e-10,1.3906757e-06,1.5456391e-06,1.7718257e-09,1.5627782e-11,1.360417e-12,0.0,4.2361822e-17,2.3330998e-10,5.5555546e-08,0.00025405674,9.460493e-13,9.228716e-12,2.1398479e-09,0.0,1.7190117e-11
GADD45B,6.495493e-08,0.00010142868,3.8902034e-10,1.5750619e-08,0.0008407291,5.013923e-11,3.840521e-11,4.5190623e-06,0.00012348096,2.0040842e-09,2.8625387e-05,2.4867963e-09,3.1553488e-10,1.4536437e-05,0.00027340293,2.0568476e-09,3.230701e-10,1.5954028e-10,2.6160606e-14,1.990356e-12,2.0197353e-09,9.193537e-08,0.0006767608,1.7859099e-10,4.7541224e-09,6.1866005e-11,5.2611806e-05,6.384436e-11
DERL3,6.258257e-11,5.168998e-05,6.529413e-16,1.3085136e-07,0.00015770136,0.0,0.0,0.0,3.073873e-05,7.279632e-09,4.661756e-06,0.0,2.883575e-12,0.0,2.8666902e-12,1.7472832e-10,6.8188754e-13,1.1128096e-13,0.0,9.1420415e-14,6.910091e-09,5.0241287e-08,9.204047e-05,3.903849e-16,5.8646957e-13,6.015218e-13,2.250582e-06,0.0
OSM,1.1474233e-11,0.0,6.691467e-12,1.7561948e-11,1.983111e-05,0.0,1.08745365e-11,2.8864236e-10,2.4133165e-06,1.4804999e-10,1.8062748e-08,0.0,8.874534e-12,0.0,4.073181e-06,1.05134706e-10,6.093831e-13,1.4749448e-11,6.8492304e-15,1.29661584e-14,2.2701337e-12,7.4422773e-10,4.2570584e-05,1.1543839e-12,0.0,4.380371e-12,4.9620344e-06,9.871738e-13
YPEL1,5.0523398e-11,7.4599055e-10,2.2790448e-12,9.712024e-11,1.1788424e-05,2.1133134e-12,2.3345868e-13,0.0,1.12468715e-05,8.807654e-10,4.504191e-08,6.269028e-10,7.977323e-12,0.0,3.2894396e-10,0.0,2.2724207e-12,1.1416247e-12,0.0,1.1872616e-11,2.1115815e-10,2.8406644e-08,3.6955566e-06,1.0733179e-10,9.626324e-12,2.3429312e-11,8.7103246e-07,1.501064e-12
CYTH4,6.432994e-12,1.6534881e-07,1.599388e-11,3.0929115e-09,4.0349586e-09,0.0,6.5824082e-15,0.0,1.9581743e-09,3.821098e-09,2.0941908e-08,0.0,1.3036282e-12,0.00012718784,0.00010512686,4.1643877e-10,9.432481e-17,2.8833828e-11,0.0,6.9377734e-13,2.1052179e-13,3.6898145e-09,3.742393e-08,3.8063445e-11,4.7901056e-15,1.0822632e-11,4.6802408e-05,5.313131e-13
MFNG,5.1206414e-11,6.240211e-08,1.5336633e-11,9.324272e-09,4.269981e-05,1.4776333e-11,1.2262502e-11,8.0531215e-08,9.174005e-07,1.0595248e-09,3.724439e-05,3.2949275e-13,8.826442e-11,1.4754776e-06,5.493513e-06,2.421327e-10,8.613946e-13,6.0539794e-12,0.0,6.387116e-12,2.4158117e-12,5.826636e-09,6.745837e-07,1.3043276e-13,2.5403369e-14,3.7466627e-11,1.338708e-06,9.845198e-12
LGALS2,4.217178e-11,0.0,0.0,1.0952192e-09,4.2283992e-07,1.1586205e-13,0.0,0.0,8.282203e-06,1.6750058e-09,0.0,0.0,6.7341597e-13,0.0,0.000107781314,1.5592895e-09,1.7731573e-10,2.3324315e-10,5.0670785e-14,9.8275476e-18,2.0343078e-11,6.9635604e-09,1.1341148e-05,6.3470694e-15,2.252242e-16,1.0606913e-15,1.1929869e-06,0.0
LGALS1,3.067068e-09,8.4535124e-05,1.2247273e-09,1.2082837e-07,0.00059062266,5.5487406e-11,8.883819e-11,0.0008877578,0.00017759041,1.2584384e-08,0.00050393335,4.7432906e-09,6.0952726e-10,0.00018499176,0.0024697708,7.646623e-08,4.001512e-09,2.7921216e-09,5.5089505e-14,1.2525588e-10,3.5617173e-10,3.530884e-07,0.00046308356,3.0079864e-10,7.3024364e-10,4.665747e-10,0.00027302795,1.7369063e-10
PIK3IP1,9.611153e-11,2.9143771e-07,4.2423665e-11,9.464246e-10,0.00012336545,3.3610692e-12,7.472721e-14,3.756607e-10,3.452752e-05,1.6985485e-10,3.2481046e-07,3.7542935e-10,5.1062565e-10,3.2469507e-06,4.470933e-05,7.3901942e-09,6.9525557e-12,2.6209296e-08,0.0,5.539813e-12,8.833282e-12,2.8791587e-07,0.000275535,1.3718079e-11,5.0964233e-09,7.755895e-11,4.529479e-05,5.0743533e-12
TIMP3,1.6512487e-09,4.9200815e-05,1.9186008e-10,4.31076e-09,0.00016243801,6.1654015e-11,7.58599e-11,0.00074208656,5.2813095e-05,7.117226e-11,0.0002521236,4.5841891e-10,2.71454e-09,6.7598057e-06,0.0002290331,1.654204e-11,6.1315164e-10,7.45606e-13,0.0,5.7209207e-12,6.902168e-10,3.743464e-07,0.00023388217,2.3090127e-10,5.4524968e-08,8.3278405e-11,9.458065e-07,4.5983228e-11
HMOX1,2.2334494e-11,2.0076246e-05,6.075611e-11,1.2164663e-09,0.00018547683,1.4982486e-11,5.2151337e-14,8.13279e-10,5.383512e-05,5.6313587e-10,3.8627808e-05,1.1810742e-09,2.046565e-11,1.1268583e-05,0.00024720535,1.5249629e-09,8.119506e-11,2.0257925e-10,0.0,6.400024e-15,5.9298136e-11,6.137231e-08,0.00033187485,1.4881672e-11,4.0889866e-08,4.556142e-11,4.5613047e-05,2.2932368e-11
GRAP2,1.3990228e-12,1.883626e-08,1.7120084e-15,4.7871324e-10,0.0,2.0728385e-15,0.0,0.0,3.550536e-06,4.0970677e-12,0.0,0.0,1.2327733e-12,4.0266247e-08,9.758495e-06,1.1900084e-11,1.4141636e-14,6.454497e-13,0.0,6.5161912e-12,5.3806304e-12,2.5798728e-08,1.9784558e-05,8.608498e-14,5.2997086e-12,3.515018e-13,6.345123e-06,1.001131e-14
CSF2RB,4.842479e-12,1.2318169e-06,1.3348118e-11,2.1363862e-09,1.359425e-07,7.926163e-13,6.360114e-13,0.0,6.350807e-08,4.631511e-09,9.431394e-07,0.0,1.198599e-12,7.4298823e-06,0.00014183189,2.108135e-09,1.7908803e-13,9.342626e-12,1.176728e-14,0.0,9.817365e-13,2.2042088e-09,4.662836e-07,1.0234898e-11,3.0541784e-12,8.452426e-13,1.0577932e-05,4.8489468e-12
IL2RB,7.035699e-11,0.0,0.0,6.869088e-10,4.5493753e-06,4.670882e-15,0.0,0.0,0.00014939309,1.6588697e-11,7.889719e-07,0.0,3.906515e-12,8.538664e-06,5.6035606e-07,0.0,1.8112387e-14,1.9112123e-11,0.0,2.3713613e-11,2.438593e-11,2.7251366e-09,2.391454e-06,4.0045932e-13,6.6099567e-15,8.020199e-11,2.1324777e-05,1.9358294e-17
CTSG,2.3172382e-13,2.2510264e-06,1.1869742e-11,3.473015e-08,0.0,2.6550637e-13,0.0,0.0,0.0,1.8532082e-13,0.0,0.0,5.0133127e-17,0.0,6.857668e-05,0.0,5.37925e-15,6.383011e-14,0.0,2.8268297e-12,7.1090517e-10,0.0,0.0,2.683969e-17,0.0,8.5115916e-16,3.534606e-05,2.067499e-14
GZMH,3.1086242e-10,2.2379716e-10,1.3188918e-15,1.4108074e-09,2.9668812e-09,5.779192e-14,6.373797e-16,0.0,4.7760136e-11,2.145773e-10,5.111724e-07,0.0,3.971101e-12,5.6770114e-07,1.736824e-08,1.5871748e-11,5.1883575e-10,3.3499703e-11,0.0,5.925194e-11,1.2506741e-10,1.6817022e-11,6.520125e-06,2.6732517e-13,0.0,2.1420654e-13,1.2937574e-05,0.0
GZMB,3.7026042e-09,5.9679245e-10,4.81659e-15,2.9733105e-08,2.8911665e-05,9.158867e-13,5.4577348e-14,0.0,1.2495794e-05,1.6518828e-07,7.002336e-05,0.0,9.817886e-12,6.012665e-08,7.139785e-06,0.0,1.0284141e-10,7.943648e-10,0.0,5.030252e-11,2.7765212e-11,2.8073792e-09,3.882678e-05,2.2970072e-11,3.7608236e-11,3.0644773e-12,3.9584454e-05,9.159136e-15
CHGA,2.3312202e-14,0.0,0.0,0.0,1.7801288e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3837794e-15,0.0,0.0,0.0,8.208853e-07,8.2517084e-07,8.373988e-17,0.0,0.0,0.0,0.0
TCL1A,0.0,0.0,0.0,2.2326376e-09,0.0,0.0,0.0,0.0,5.6504864e-16,1.4980476e-08,0.0,0.0,6.080203e-15,0.0,3.2894396e-10,0.0,4.3507146e-14,0.0,0.0,0.0,0.0,1.8167348e-09,8.353653e-07,6.881454e-16,0.0,0.0,0.0,3.1953504e-17
PLTP,1.5037848e-11,2.049609e-07,5.9132404e-12,1.0512561e-08,3.592517e-05,3.7577545e-12,3.664324e-11,2.8864236e-10,9.942279e-05,2.2991467e-10,4.6716057e-05,1.7735055e-13,5.8057215e-11,6.6790314e-08,1.7336477e-05,1.2471759e-09,4.800468e-10,9.397705e-13,0.0,4.476074e-16,1.5726024e-12,2.4139979e-08,0.00050669356,3.2674228e-11,6.6042526e-11,1.4086717e-09,7.7917575e-05,3.9074085e-13
MMP9,0.0,0.0,4.6675117e-14,6.2721025e-13,1.6614535e-09,0.0,0.0,0.0,0.0,2.500674e-10,5.332831e-09,0.0,1.837089e-13,1.0600805e-07,6.6244517e-09,2.0256339e-09,8.138784e-14,1.8882835e-09,0.0,1.2092056e-12,3.5122726e-14,1.7095253e-08,2.1712931e-09,2.0543698e-15,3.3351594e-12,0.0,1.3042464e-06,0.0
PROCR,3.198847e-11,1.3547188e-07,5.5209223e-11,5.639071e-10,0.00010720938,5.1697075e-12,6.474153e-12,5.8679548e-06,2.5286604e-07,4.62374e-11,1.3136569e-05,1.001162e-09,3.0878372e-10,2.0902976e-06,7.675119e-06,2.3265159e-09,3.775875e-10,1.1256216e-11,0.0,3.326701e-16,1.7916994e-12,2.2596884e-08,8.989829e-05,1.7393819e-11,1.4919975e-12,2.5373908e-11,1.3549626e-06,2.5108495e-11
SLA2,2.318774e-12,3.0179046e-07,1.8972671e-16,7.0366e-10,5.3403864e-09,0.0,0.0,0.0,4.7760133e-11,1.2142433e-09,1.5178058e-08,0.0,1.4121396e-13,0.0,1.0526207e-09,0.0,0.0,1.6695597e-13,0.0,4.0731557e-13,1.0498038e-12,2.8220086e-09,4.7850534e-07,1.6250799e-13,4.523647e-15,3.6748466e-13,1.277742e-07,3.0327676e-18
NFATC2,2.7828627e-11,1.4919811e-10,8.331838e-12,1.5444833e-09,8.4868305e-05,3.259433e-11,2.5746957e-12,0.0,7.4483805e-06,2.3529273e-10,2.1331326e-09,0.0,7.735446e-10,0.0,2.0138937e-06,9.798635e-11,5.7774254e-11,1.0038744e-11,0.0,9.749635e-14,1.7537338e-12,2.3099182e-07,8.545586e-05,6.719667e-14,2.3764738e-12,3.2377213e-12,1.14777495e-05,4.271526e-12
STK4,8.752741e-10,1.4437155e-06,8.9035654e-11,2.0291855e-08,0.0001077268,1.4547398e-11,1.1962537e-11,2.8864236e-10,7.91789e-05,1.2920182e-09,3.8043458e-05,3.5488973e-14,8.2948294e-11,7.564495e-06,0.00013777515,1.0326627e-09,6.0697983e-12,4.6884153e-11,2.7265787e-14,5.554838e-12,1.8451155e-09,8.613263e-08,0.00010159914,7.0602815e-11,2.0529836e-09,4.5057416e-11,0.00014836504,1.1520318e-11
CTSZ,4.8367493e-10,7.374436e-06,3.0631314e-10,8.666795e-09,0.00022875686,1.5890254e-11,3.5050327e-11,7.851816e-10,0.00018797813,8.239931e-09,9.981049e-05,1.689327e-09,1.2571955e-10,2.2909375e-05,0.001411529,6.984871e-09,3.520257e-10,1.4863843e-10,9.28385e-14,2.2968483e-11,1.4242824e-09,1.1343622e-07,0.00035361163,2.4010713e-10,7.595212e-10,1.6246039e-10,0.00022646422,3.069135e-11
SLCO4A1,4.8359784e-12,2.2379716e-10,1.4829395e-10,2.759578e-09,0.000121051584,1.4165114e-11,4.5303995e-12,2.0204964e-09,0.0,1.0774216e-10,3.363786e-09,0.0,1.438752e-10,1.85829e-05,1.5155106e-05,0.0,6.247394e-12,7.520869e-13,0.0,1.4620972e-16,1.9326306e-11,1.1536906e-08,9.9695426e-05,1.0606564e-13,4.3237026e-08,3.3383902e-13,6.2705576e-06,2.0084585e-11
SPEF1,5.5174816e-15,0.0,0.0,2.9262898e-10,1.43601565e-05,0.0,0.0,0.0,0.00011994014,2.2440197e-13,0.0,1.6958381e-09,1.4065219e-15,0.0,7.0922516e-13,2.577908e-10,2.342231e-13,1.8075882e-15,0.0,0.0,0.0,1.8680574e-10,0.00013753813,1.1562272e-17,1.7657637e-14,1.0462737e-12,0.0,1.402036e-17
RASSF2,2.393729e-13,4.651251e-08,8.031435e-12,1.2992195e-09,9.412201e-05,2.092385e-12,5.22383e-13,9.924593e-13,1.4805642e-07,2.8365423e-09,1.5779151e-05,6.6754584e-12,2.260055e-11,0.0,5.675239e-06,3.0993673e-11,5.270609e-14,7.2292825e-11,9.5817614e-14,1.9363366e-13,5.963963e-11,1.1990847e-08,5.729761e-06,2.1075834e-15,1.8276619e-10,4.3210066e-10,3.1546748e-05,4.7673254e-12
MYL9,2.7998353e-09,1.4111546e-05,1.0516036e-11,9.873299e-09,0.00030361043,1.0542088e-10,8.902597e-11,3.552735e-07,2.956682e-05,5.878271e-10,3.952503e-05,7.1638726e-09,4.1783207e-10,1.1364619e-07,2.4384048e-05,2.0049555e-09,4.530056e-10,9.408584e-12,0.0,6.757733e-12,1.0127413e-10,9.899708e-08,0.00031419797,1.0214474e-09,9.909036e-13,5.1529822e-11,7.109106e-06,9.43071e-11
HCK,3.906447e-12,1.0298772e-06,7.097275e-11,4.4645757e-10,4.580428e-06,1.7364353e-11,0.0,1.6938585e-09,8.046361e-09,1.30541e-09,1.0451816e-05,0.0,2.4760062e-11,3.4421723e-06,0.0002234212,1.2082719e-08,1.3176993e-10,1.9723263e-10,1.3964687e-14,7.72559e-15,1.2231273e-10,1.9035262e-08,4.1542754e-07,4.1625127e-11,2.3817028e-14,9.967415e-15,1.4922587e-05,4.1303527e-12
WFDC2,3.4883416e-09,0.0002565471,2.212475e-12,1.9538613e-08,0.013620416,4.885001e-14,1.1799433e-13,0.0,0.0032588565,1.3033022e-09,1.640499e-05,8.4495815e-09,1.4322031e-09,7.19582e-05,4.1747928e-05,3.1650526e-08,4.7855514e-10,7.972886e-11,3.729932e-14,5.1505405e-15,4.2679424e-09,5.844437e-06,0.020130794,3.4435343e-11,2.9965912e-07,3.7526564e-09,0.00020312796,1.05339425e-10
PPP1R16B,1.9060842e-13,0.0,1.0920034e-11,7.5075446e-10,1.0720003e-06,1.2193152e-12,2.2083768e-13,0.0,1.1728644e-05,2.5754385e-09,0.0,0.0,1.609935e-11,0.0,0.0,0.0,1.8152428e-14,3.0436595e-12,0.0,2.0445154e-12,2.4186908e-13,6.337957e-10,3.8109287e-05,9.213231e-16,1.2143193e-13,3.5482e-14,5.1707475e-06,1.345531e-12
EPPIN,7.0131314e-13,1.2954387e-05,0.0,2.1532328e-11,2.0399208e-08,0.0,0.0,0.0,0.00014037351,5.7099676e-11,0.0,0.0,1.3641859e-13,0.0,0.0,0.0,3.3194847e-13,1.0002948e-11,0.0,0.0,0.0,2.4544877e-09,3.476402e-05,2.9544054e-15,1.1489034e-13,1.1733869e-11,0.0,1.7880088e-15
SMCHD1,1.748878e-10,6.7571615e-05,1.489887e-10,2.2548333e-08,0.0002894859,3.0118488e-11,2.371977e-13,0.00027579057,7.013181e-05,2.1627322e-09,1.4767098e-05,3.517429e-10,2.7920885e-10,9.648336e-06,7.1393406e-05,1.0217299e-09,1.1893571e-10,4.6545745e-09,0.0,3.5168472e-12,1.6545121e-10,1.3897113e-07,0.00022969853,6.5694075e-11,1.5850219e-08,6.056637e-11,4.9017268e-05,2.4807007e-11
RNF125,5.0051165e-11,0.0,2.5370005e-11,4.4631762e-10,1.2285898e-05,2.2519873e-11,7.461278e-13,0.0,2.0104746e-06,1.6148949e-10,1.4001143e-06,0.0,7.8856664e-11,2.1861658e-06,1.2783776e-05,2.318395e-11,1.4248104e-12,5.5126667e-12,8.548338e-15,1.44970095e-11,8.244529e-12,1.4093302e-09,3.8330483e-05,1.0398178e-13,6.5183167e-13,1.9372358e-10,3.3425316e-05,6.9254012e-12
CHRDL1,7.029929e-14,0.0,0.0,1.353551e-12,1.106706e-06,0.0,0.0,0.0,6.3558036e-06,1.225802e-13,1.3164299e-06,0.0,5.7180605e-10,7.285012e-10,4.6052154e-10,0.0,2.7053854e-11,0.0,0.0,0.0,9.274283e-15,1.2714673e-15,5.886763e-06,6.419306e-15,0.0,1.7786004e-15,2.7049754e-08,0.0
SRPX,1.2753722e-10,0.00010554606,2.6833913e-10,3.0548772e-09,3.4536279e-06,1.11900406e-10,2.9776895e-12,2.8864236e-10,1.8724121e-06,2.089193e-10,6.6743174e-05,0.0,6.908921e-10,7.467545e-06,3.3334603e-05,0.0,6.5099933e-13,8.528901e-13,0.0,1.728953e-15,1.3774313e-13,1.2773574e-08,4.8023703e-05,3.481481e-11,6.0092625e-12,2.8039999e-12,1.2722592e-16,1.6201605e-10
BMX,0.0,0.0,2.021427e-10,0.0,0.0,1.6302776e-10,6.9015136e-12,0.0,2.913368e-09,2.6486498e-14,1.8705963e-08,0.0,6.8651135e-10,0.0,0.0,0.0,0.0,1.1457491e-13,0.0,0.0,2.041001e-11,3.9800884e-08,5.031045e-09,2.9590344e-14,5.6609396e-12,0.0,0.0,3.995569e-12
PLS3,8.9369e-10,1.7202323e-05,2.9742292e-11,1.2815747e-10,0.00025881454,2.886453e-11,1.39268e-11,7.793344e-09,1.0825991e-05,1.0421235e-10,4.4703298e-05,2.4819498e-09,2.358905e-10,5.942728e-06,9.999896e-09,2.0924378e-09,5.899361e-11,3.5782849e-13,0.0,1.5287066e-12,1.7665033e-10,1.14528966e-07,0.00046266947,1.1972345e-11,1.23455495e-08,4.9697125e-11,0.0,6.1484606e-12
PIM2,2.7609443e-11,1.5235906e-05,4.243845e-12,2.296677e-08,4.390249e-05,1.0906926e-13,1.6933405e-14,0.0,1.8689916e-05,1.8072076e-09,5.0263986e-07,1.299781e-15,3.2223366e-11,1.253234e-06,2.385728e-05,1.7082678e-10,1.3429365e-12,1.6880296e-11,0.0,2.6238435e-13,1.8136655e-11,2.8398487e-08,7.497127e-05,6.4304654e-14,3.0544085e-11,6.64266e-11,1.1493359e-05,2.1964615e-12
PCSK1N,2.8849602e-08,5.895896e-07,1.6911894e-12,6.6239516e-09,0.00032659867,2.206243e-16,1.6521673e-13,2.1723945e-05,9.906946e-05,6.483893e-14,4.307287e-09,1.9016556e-11,7.315893e-13,0.0,2.4859446e-05,7.39073e-09,7.1326204e-12,3.423645e-13,0.0,6.8299625e-15,8.4659385e-10,3.3028632e-06,0.00032398023,3.9618536e-13,2.614091e-12,4.1617016e-09,7.9512596e-08,5.852701e-15
