AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control,mean_gini
0.031711955861275135,0.04808892438220229,0.03399572186165699,0.03403065797189397,0.02534327177203241,0.05027633707233695,0.03542910873945643,0.04461579388035939,0.03100318685461241,0.03370373300997669,0.02767102475230735,0.039631321436234816,0.045502151418172765,0.13868346893570427,0.048783607714170056,0.2450889381556963,0.07007274509997752,0.12659230199443824,0.054191808153907596,0.04034057587105453,0.06794058617862042,0.08375328395216405,0.03561432393862861,0.042430520342143105,0.11843633322462088,0.06739456330165135,0.03314484130470074,0.02601677352401297,0.053660308223342924,0.02815135225048232,0.03313405983690992,0.054171923359921645,0.06824000029248561,0.05085762432425994,0.02657680002515555,0.03600702739877664,0.04681156233973875,0.061990444239466466,0.05036963945272174,0.053865667773071925,0.09754562086689232,0.047982001718963135,0.0665067745392707,0.11401965925072924,0.03476854437106963,0.03625108161849657,0.06210530462757581,0.058582168582581896,0.05724696592895613,0.10380462844529152,0.02880293866729322,0.05299654537747041,0.031090570460642186,0.04329089342627498,0.032894683133937105,0.06726090208953525,0.04707706597297669,0.03547436753370678,0.04568826989250676,0.024245815458114987,0.041218677476529984,0.04076103231323703,0.02927379475455569,0.07839019340502415,0.031161857306053555,0.04531215626679214,0.028059648657375917,0.03785096457284047,0.029939654381751682,0.09452177619664291,0.06122380743423602,0.05604086367608014,0.029912912930509853,0.05074220949455689,0.053242126971591655,0.050123676636842966,0.03149299568174956,0.03504093624775352,0.04153098044690184,0.058853629142178766,0.027889002239035864,0.02543547522352837,0.05199860702261772,0.038381107206590555,0.037100651436496566,0.050417676193690315,0.07850971276661778,0.06832758566006118,0.03233546020138599,0.053365905034253175,0.10696558036607759,0.0991721423981838,0.03188952777320085,0.02822394159914339,0.042200127890366375,0.03578136427785474,0.075804410586597,0.05142775580730084,0.041283687255940706,0.04896922593292222,0.10152911156135835,0.03738891150833332,0.029825036587594677,0.0250780273317458,0.02793874258895599,0.03204559681929197,0.05221638999476393
