,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,unlabeled
TFPI2,0.00503914123596514,0.013111500036649657,0.02061333881394867,0.006312987853795923,0.08362209556097829,0.1417200321602896,0.42187362478943385,0.18103038194791796,0.022795884926649607,0.009526111371368653,0.08517810576716849,0.11370670698855599,0.08169569412787425,0.0013539953152207954,0.002045561428142551,0.02394555382009572,1.046350324323147,0.0026868525781386363,0.0,0.0023670598047774803,0.009406500233928923,0.04780703727381969,0.1421061303054743,0.01017254512519569,0.014483220921700311,0.06129406895370616,0.0019179072140303572,0.034880080056249964,0.020864569178267362
TWISTNB,0.0762961456549216,0.116630688195303,0.10558264034229857,0.20763442564845055,0.1934282259123949,0.22338855230128438,0.1407060866700905,0.08243111233714655,0.07613256818149382,0.17340517329579283,0.14392565409076769,0.24449403269343045,0.13978439633472226,0.15274335074490344,0.1940163101591963,0.27323405272212686,0.1096101197754921,0.31788858107384244,0.0,0.14023575972857782,0.13981406293128626,0.12654028356859948,0.09326947783822989,0.1592646747988426,0.05844176796705153,0.13494467712886984,0.11621409400180095,0.11794453601808838,0.11310723363526272
PIK3CG,0.0004082302308315382,0.0009609888596332772,0.00505726171611885,0.08795108007199133,0.0004066219610849237,0.007174517188759079,0.0,0.0009236360859384527,0.0012389420457364628,0.08463860963624513,0.0012998417486386777,0.0,0.009114169208608185,0.04080682439503323,0.037530704496903655,0.0,0.0,0.057736421570034994,0.0,0.07324684248365942,0.04753897054958234,0.0038003104905447818,0.003194357971065951,0.0013117127831755897,0.015643637091429293,0.0005597302764060837,0.047011865063176034,0.00559870507200919,0.030437202460367126
DNAH11,0.03760901724910181,0.013898264657334777,0.0022156180324761038,0.006055120108032247,0.0059913320664910725,0.0,0.0,0.0032279934830835907,0.7265321570520452,0.004664137685669975,0.004766697880002249,0.05838539439980786,0.0015508417046891296,0.0011200370421610456,0.0018616962251437547,0.3931331276014569,0.003495009234635267,0.002722176486514305,0.0,0.0017017564078085873,0.00958454065633513,0.07145931509534635,0.026048270419266276,0.00610574533808846,0.008271091761007928,0.007476592617707476,0.005740916437425356,0.003638204939177813,0.004145892770396163
PTN,0.005266739129678498,0.0008841527046754589,0.0027948353686519357,0.0034187473190638888,0.3077257202072593,0.002615944067250439,0.0,0.01328188534034596,0.09617530171872032,0.0007040786133839706,0.32085910610288226,0.0,0.0013202207602911692,0.001518398490587982,0.003758227332712261,0.042700111708112935,0.21318093988589917,0.003251330869495841,0.0,0.0013130778995591574,0.010761177403913977,0.10825268347184483,0.26390021822470233,0.1333775027227211,0.04840500031948476,0.16091724733174465,0.007373407742067669,0.006051365116772823,0.004114570740545632
CAV2,1.4683053147477734,0.2225471159143614,0.7798930591448112,0.0198529406533928,0.3561661500150838,1.105567933515177,1.3072084544744866,1.2962196397093002,0.06285094560919295,0.013611632901774667,0.2931189618742701,0.8728533163592958,0.6408083172198807,0.017068539791496116,0.01759512059194109,0.3131548575768979,0.531777856998674,0.016041108342022953,0.0,0.009619784369546441,0.09909869839285465,0.2342017060008826,0.2992232781857824,0.9325573682553573,0.14525172963107977,0.2794995408232632,0.012003905101755273,0.6541684135731815,0.30809089751169205
CAV1,2.7799762690214838,0.334809228414381,1.9057116282800752,0.07058679342065917,0.11633638509205114,2.224360386878915,2.345502762185673,2.3530992325147215,0.04266762497601974,0.03326224286869484,0.7503061799668502,0.5019499368056877,1.3980449344641577,0.0471652967134677,0.037690195021792515,0.45932280786344565,1.4127425072597097,0.03685174358417303,0.0,0.023666341015147616,0.2364696148186555,0.00813086153077699,0.07407255852610867,1.7761199333126862,0.0073405842235123205,0.14309684102808168,0.018664139959947354,1.6081830275195896,0.728802175144166
LFNG,0.022993837778571,0.0037807567965657046,0.02890327122660723,0.04587434328012357,0.06019722565562969,0.033303335824531294,0.010211806069810937,0.024650934947234644,0.015610256900609304,0.08873921490315793,0.003959414901942089,0.14221735181985737,0.0069628784293139555,0.109342455427977,0.0598045662214852,0.13871981543606307,0.008219940835962792,0.1715225886403403,0.0,0.03819266853956305,0.052102457434930534,0.14173768342745824,0.029369264581024665,0.009537774199642595,0.005157986557007308,0.04314633010465107,0.033191878428871134,0.06456554397648459,0.03464371433416389
CPVL,0.006904972798457041,0.00942808352447999,0.05374011202927874,0.031789943777836775,0.017773536323894633,0.14885681892161515,0.01905012232834323,0.013021934291560754,0.014023643136040207,0.9779842738260422,0.08538136827297402,0.0,0.01922477619252631,0.5821504687031385,0.03024893865538644,0.9091377122549528,0.12244872702934168,0.7970595223089465,1.670576613370935,0.0093295695993639,0.2740987637425388,0.006802850120973039,0.003069600102618091,0.015949133720222497,0.003861047905754874,0.011187820321219134,0.008769252213217681,0.10517089690214267,0.10164285287690629
CYP3A5,0.004615475858560811,0.025550667910108762,0.018328979480127103,0.01034711106409416,0.04552480730339953,0.022364306869817805,0.020770275760163426,0.30374238148178884,0.016175066097747243,0.006988098694701818,0.09351577657109184,0.0,0.006724177295384699,0.009331441748484685,0.01644908246537959,0.0,0.04261108390922996,0.0026458197264127843,0.0,0.013617242074048321,0.007033719831381565,0.034868798644793614,0.05681571039042881,0.017443794128173633,0.04294651024250204,0.014889648299397797,0.01662932419192453,0.023833301277948558,0.02456677262849646
PCOLCE,0.03993904079350952,0.010224922532055855,0.010433411111502793,0.0163287451882264,0.010654828674835371,0.016135318868334563,0.014580115483290669,0.006294045086150795,0.04356240267463584,0.021386044104437257,1.013475023392093,0.0,0.009857273303151358,0.014101693955594909,0.014761457045418327,0.017894876865367157,1.08710969529365,0.01699425604725791,0.0,0.03255797634571286,0.028070593541512222,0.019204894619094696,0.01224200459438835,0.31008816496386177,0.00745455466418645,0.007105515813561593,0.015719455105017252,0.010116046163723873,0.040349505545024825
SERPINE1,0.0042918059237930075,0.004242764127474393,0.21381261220736505,0.0071275771558667045,0.02445782339645938,0.119518351009575,0.2597598954291458,0.6979013249365461,0.006976147828480756,0.027129260186929297,0.24311414347503246,0.0,0.040165889760597075,0.04214227265239683,0.01627538058431078,0.0,0.34105186731873427,0.02459956974610999,0.0,0.014495818388381787,0.025083000773890963,0.01046012132344861,0.0027466723722910026,0.17705059288867991,0.005044487967124342,0.01050963171724603,0.005543688678231621,0.190324858367861,0.1283057399888286
SFRP4,0.002097712902952634,0.007015803591826134,0.005548512923185625,0.004797305238333368,0.0009492641671012991,0.0008436835865206183,0.0,0.0013225884229405057,0.0014214357722888036,0.003389893285809614,0.3855748826430971,0.0,0.0015822974218440053,0.0015313551300264365,0.0016921499962091581,0.0,0.015888703024414724,0.0028888566887357225,0.0,0.003301384411942762,0.002039137503284218,0.00093937639114022,0.0004067584513761486,0.08196246077207134,0.0007795309302059541,0.0016485528248505567,0.002277349734651109,0.0012504062386120578,0.010004029914836907
TSPAN13,1.4860246325047535,0.5538303017658311,0.1711384968223227,0.20904815609192615,0.36718777206404707,0.5467223145698923,0.6171981628947334,0.1283544524250563,0.31283117158933643,0.1271956249735092,0.037157802528922645,0.7685485745491973,0.050912627801295976,0.014802663093892283,0.038720806876824186,0.3892454327036173,0.03130444317362908,0.016001615615573048,0.0,0.010251810794924364,0.15134147765727524,0.36932023426827376,0.7335832916137051,0.009840282521525216,0.25462775491105627,1.0620237744205885,0.016409185688925763,0.08966781400775631,0.13399397176365824
RARRES2,0.25118208293235494,0.053231244954503106,0.012199622326713778,0.02399558666270461,0.04279571964634478,0.04759430999693662,0.004401046218284469,0.015822059602484513,0.14883252032528985,0.02607991898758645,1.3160986957080512,0.02999844277374607,0.5861475195726215,0.013165629843570096,0.023306933210734473,0.12505549535370644,1.8379700946316846,0.01916916931181708,0.0,0.020685177998320415,0.04909774034341058,1.383333248984541,0.1304509581497427,0.9366634618351058,0.10847908967451024,0.0791656778812731,0.01200725913065667,0.02482113121229963,0.07846220081578262
AGR2,0.22147563120590097,0.9403481491083457,0.009542410628375542,0.09225457013469092,1.2439611889247812,0.009560664786945783,0.0,0.0090754816374883,1.490298851009289,0.03732411932944376,0.030044291959734848,0.5752584729528197,0.029739116232699175,0.020170437451523124,0.07977751032157682,1.2240537707225676,0.1546955810177261,0.06811674953804098,0.5709764499784555,0.02973241342855057,0.42481261840171136,0.5962748440275472,2.1794200366049363,0.02255836075809783,0.7911240247855892,1.2170117354925036,0.1431514630402387,0.05410512644817857,0.09980387040744548
GIMAP2,0.005784922549766877,0.0056984315753515315,0.14223054641800487,0.03787905458744645,0.006457360825791512,0.2083262295933078,0.12623150718318915,0.1710389990364706,0.013147432731918478,0.11269650351327236,0.01428840341959331,0.08552659806211574,0.07058976088789824,0.1428801096250493,0.07708884246913349,0.07524546527085424,0.02867766544343686,0.12915529748376264,0.4784398436150317,0.27952162597672264,0.13676219642189685,0.0021841388312227906,0.005128456983599832,0.008709034706008477,0.0008203566769472814,0.0069694734929378055,0.17663693322138993,0.1388654442883473,0.11944155429495223
TMEM176B,0.009437675896019643,0.009944553299330292,0.048248466119550824,0.016126938869571956,0.0032515898062419647,0.055277227274637505,0.04120591893038476,0.12083239453702509,0.060585829578879896,0.5147356220528344,0.4374631983513622,0.0,0.04177399420717277,0.18064830435777401,0.6724745940943717,0.25405256993864694,0.7437479942994979,0.3198612862827754,0.4784398436150317,0.018939613667007603,0.08509147029580895,0.2666401096565919,0.026604825873557815,0.06951096511314454,0.007793963374718389,0.03137024135277246,0.008538943039184564,0.252305934276333,0.06297117379778762
AEBP1,0.0033477210477951685,0.003942105188580862,0.11398544545276174,0.02753494820514331,0.016304532052130564,0.0638453524415052,0.14012932840796977,0.08240748909876773,0.0022780861739994567,0.018441664489989237,0.7953620763672888,0.0,0.08877595306853253,0.003244782206757157,0.02089928941592442,0.0,0.5094883640386011,0.0056545326902028206,0.0,0.015659181620885292,0.002382864734074605,0.0020516143394343086,0.0011615480203190135,0.9549090312884042,0.0003405435142710694,0.014540774171570178,0.005369061934173023,0.06894184556360532,0.053136596180321356
OGN,0.0010172948699433628,0.0010784095730651858,0.002374621177244289,0.0034896650427846065,0.00044961519795797645,0.0,0.0,0.0015855914265117325,0.0004948681435777215,0.0034844349746852303,0.5171844658056436,0.0,0.0048829212905008796,0.0013388785070922347,0.0007631917425742976,0.0,0.6007617403972249,0.002512416116507285,0.0,0.0028306547776707053,0.00045181105397462754,0.0,0.0005792219859524777,0.15968350844091278,0.0,0.00012555089346415638,0.0013994581535211245,0.004430919122051343,0.009217379119831911
ASPN,0.0010546258903312285,0.0005229523347972077,0.003215248414670916,0.001078382644897787,0.0005940868611334927,0.000498389565224913,0.004283476760696042,0.002180883676968979,0.001086639531710027,0.000391363127602146,0.2302744681584245,0.0,0.0007140553248436768,0.0005205003736907932,0.0011843781222193963,0.0,0.015466679113864387,0.0003769323221024606,0.0,0.0012501450498450268,0.0,0.0006674020158803977,0.0002090829938337579,0.36798425434916743,0.0,0.0003739554209282272,0.000696969055355014,0.0013716559071283926,0.0077089087403955136
AKNA,0.022816018108796368,0.047804897139496746,0.028706025708055936,0.16889634302129952,0.01979293660919949,0.03147322355733059,0.02838313836773221,0.019920568750368586,0.31109719939383673,0.2071966530175437,0.0639497075536425,0.1266703932533731,0.013183787844255366,0.09658107183653576,0.2197695772863666,0.263391375969223,0.035464291280498286,0.18949972040792276,0.0,0.6017242074871901,0.11328178773174102,0.036670822547084106,0.026806030277920688,0.04675913250084661,0.019195006583274495,0.021556970466147525,0.3449498670945378,0.04426368862309623,0.21272756150992958
TNFSF8,0.0006876503842599893,0.0006881821410497561,0.0007092231651346382,0.017780074380117535,0.00011953082140109677,0.0,0.0,0.0010258526164007148,0.0003129582166082661,0.03001195488384651,0.000539793743672873,0.0,0.00028332135398385206,0.008853201924452778,0.0013177085225011824,0.0,0.004493062498202994,0.03450394647572905,0.0,0.015087299206861986,0.014683372356975302,0.0002394324639190002,0.000206399349238523,0.002043557811198899,0.0,0.0001637780647624426,0.08157789135215346,0.0006871663782533785,0.01897780265638557
ENG,0.015617507076362216,0.022238323852002584,1.6343279816100993,0.027495726238401148,0.01879448756133963,1.5108590208888208,1.4692645717984847,1.508949093211319,0.012564259422284658,0.3322889763027069,0.4914428695438334,0.03310667637495566,0.42629424910417946,0.4527192693525475,0.06951234805102527,0.24670709878316233,0.27613230753611223,0.18953835524969864,0.5709764499784555,0.05517799771978875,0.18084833115247514,0.0038493600231196833,0.009203312795377665,0.20356881647288452,0.005030987501758373,0.012077424063090392,0.028482144329797468,1.3744048782649765,0.4391714489611421
AK1,0.7700910951687696,1.412741239491615,0.20805942759814441,0.025409111967884906,0.14032638916846524,0.2227570564549585,0.1625221441089017,0.2101841350844742,0.6625938936095542,0.03791430278752664,0.37875450524025334,0.670316732511012,0.23854604742820032,0.07660160700072616,0.02621518377372515,0.3071329160839023,0.7572106350903017,0.025133929160028174,0.0,0.05264587544263507,0.39360084185134314,0.192066651439487,0.3158100542682242,0.3282743410429702,0.09452131875061244,0.4809850624884721,0.0325029160381796,0.18934578457290513,0.2242093092524515
NPDC1,0.01724578290597889,0.025956003029954815,1.314603155599799,0.012926949593030765,0.09160997066735384,1.4798347058772803,0.9475188277892728,1.1035112359891779,0.02305691001268065,0.042717451509135064,0.33796626173698524,0.21594576658768103,0.21136992737988458,0.020898273804918592,0.01955215064729333,0.10124383452866455,0.37272659067909336,0.02621840013973758,0.0,0.01627674853020723,0.05519237699090624,0.24367849787863194,0.20520980720183885,0.17150731665662874,0.046653773513753195,0.611420002290779,0.050620602285832865,1.3118418561710345,0.4569327907538083
PTGDS,0.01618580993637143,0.014999512915686321,0.5285390157822388,0.045119210963918285,0.0032013250290237995,0.21645665991203916,0.04411073849304241,0.1799102251787947,0.00754250276273893,0.14101085649764802,1.175529496307129,0.0,0.07705847900801159,0.02453480733966714,0.02543710156351999,0.0691432543952649,1.284845320042844,0.029500641043951125,0.0,0.44064721153904574,0.030585152501940584,0.005612610480563626,0.0033547813014651712,0.0738066459612084,0.0012655411932169236,0.0036252549802102984,0.03430501586200827,1.2944362425386522,0.3405479946807885
GATA3,0.0019918425743031634,0.0014291121779559136,0.09170330603264795,0.018857528478745868,0.003619307667644234,0.014340866450273134,0.05204328581790348,0.0919850978327394,0.0022489028190010884,0.007284894746774415,0.00246205664158116,0.0,0.0049781822238129155,0.034441228895487896,0.006498096994026497,0.042700111708112935,0.006132476318152615,0.008329798296970545,0.0,0.1801788690850048,0.05608479939503702,0.0006238919532940459,0.02185173106902127,0.003707321272695497,0.033688816761210154,0.045979366576301736,0.23541380214214955,0.0220837132874519,0.08542171833933296
CXCL12,0.001658061549105672,0.002103526167437795,0.9404103346236511,0.003954460206516338,0.0009434218756510205,0.2872340290325197,0.5873760403515508,0.07214851625225567,0.003418995899814553,0.024471910472911227,0.3629925646811361,0.0,0.01871942073537653,0.0037482832027678574,0.005943621510875748,0.0,0.6243796160893421,0.007289012508658216,0.0,0.007475900055832166,0.004610368351331414,0.005033122903526101,0.0007928905227745413,0.2562452820702367,0.0012924579747091054,0.0010040662761099243,0.003981482578815022,0.09304905823080371,0.10350883811487686
SPOCK2,1.0791310999071402,0.013432607986371975,0.06427130772397431,0.13890460923255094,0.004342354430146605,0.07911813597187749,0.06899456393606161,0.25954649060350105,0.014469610866829605,0.017591589883768605,0.00916125478423396,0.41635807939369296,0.015664565782536714,0.005678529703248553,0.01917132986156793,0.1063550709415924,0.025730629501313274,0.022328011697215714,0.0,0.2960390089098605,0.09570197811906303,0.004651508218532814,0.02199544018444675,0.008344593460156148,0.01201750817817866,0.005217265444037425,0.564014396714759,0.01788533163034937,0.15407001116525576
ACTA2,0.0397361843824753,0.015857098007877095,0.032909923038303826,0.035121729609899684,0.023401272388720796,0.04160086314478907,0.04378153712389832,0.054002290211437015,0.03144459457393736,0.04973087872361123,0.6292236432342663,0.07358030993240144,0.033113041761403,0.0571429347246556,0.048577106955527374,0.11038909213047544,0.3444257381552272,0.038754101673200855,0.0,0.06988609537075392,0.05204795141177735,0.004202404809526029,0.0062193421598288326,3.885591148217665,0.00419789230524228,0.025535350112706367,0.055107293538970384,0.03241592915708322,0.08086392135843583
DKK1,0.04485739335975473,0.003403711926686512,0.0003036822671110763,0.0020402700612998028,0.02606224068744004,0.0,0.0,0.0003904515764088606,0.005945625164003909,0.001388122786328716,0.029237986474990266,0.14026065060904605,0.0021374050059453516,0.00031556912153666563,0.0002765966432342436,0.02491264751760781,0.12801303971180863,0.00020814203141124993,0.0,0.0003597194505458825,0.008596929479560325,0.000634679953417075,0.021496967003492427,0.0026909842354050444,0.13390625332450282,0.010529784540247776,0.0003835324546358518,0.0002498845229582163,0.002351625740757641
PPIF,0.03168559946708288,0.08266843229300036,0.018787101872265097,0.12623318852193144,0.12600620199908713,0.03642048082966483,0.01837379505698277,0.013811192286075257,0.08138687573725781,0.38797710042815503,0.08132901230558194,0.06222613351891629,0.03134563896280279,0.24899635265511433,0.06197122937248093,0.19358343895886174,0.15060620314423825,0.7326799066296452,0.4784398436150317,0.07793248292808645,0.28643653401440283,0.1607212177607194,0.07191393410857508,0.050574784780008875,0.04340664420458407,0.09329391354557327,0.06135092171445437,0.022833862920924545,0.06627692173387836
KRT23,0.0006547223647808098,0.00021747639091913685,0.0,0.004285378934162634,0.12821499180664386,0.0016483907570116292,0.0,0.000122424267132917,0.2072471243242528,0.0012294928325535712,0.0008662290339411297,0.1397551161822338,0.0003703739853784958,0.0007145654203125473,0.0014047309576952277,0.05962891281879392,0.047592770776150095,0.0035570276266022266,0.0,0.0001672465560744474,0.0010302837341209302,0.026925276577732485,0.2796370587794856,0.00854598084851678,1.102134354010094,0.2302010862884796,0.00532983468849431,0.0012814231137102503,0.0024412459551053285
CSF3,0.019029431126583465,0.17946699353147696,0.21616132589226283,0.003579422081048311,0.08138150016797427,0.452363275599037,0.2733728652165079,0.3401861560284914,0.029997475052499785,0.005798547787059449,0.01941407541150746,0.0,0.024307411775028404,0.006990055286329869,0.006222072542387339,0.0,0.03632095540134206,0.010963319880294076,0.0,0.005257110280369142,0.03650144038276424,0.026289831790109474,0.07624588785266292,0.004033277924507498,0.010745081283512684,0.17770723923324158,0.004683082300547613,0.23093218787785688,0.11004031730382403
RGS9,0.010790889381933453,0.0007448563989520864,0.02356734360438183,0.004530734319902076,0.0009402473091212323,0.005418865758379466,0.003455841319847215,0.09348397191727086,0.00046547840166114425,0.0020048013149651456,0.009194003625594645,0.0,0.006041664759551525,0.000853900308739765,0.005841451409263534,0.0,0.00510944804098661,0.0019835008203273343,0.0,0.06883757331630243,0.01918248262642615,0.0013196356763476849,0.0005869844367336639,0.0694690661642048,0.0,0.0017057429559558222,0.042700120903129406,0.017640300810942557,0.03177359527042359
P2RX1,0.0014871800536652511,0.0013642089744118706,0.007214191837483848,0.05956861429672624,0.00010445696240283301,0.0011071351380314348,0.0,0.001922832449075174,0.0012903925276792326,0.04243672337593493,0.002374639301028451,0.0,0.0020168969556560463,0.04146734257130605,0.28259114370268773,0.03074325308037874,0.004980833521988474,0.08915413202951616,0.0,0.0028242749957574967,0.01032824918827723,0.00036063846976400784,0.0003554081640713075,0.02873081906503998,0.0,0.00014647846121695286,0.001465352292795336,0.005488588137180369,0.005355691453195465
RASD1,0.12493298184751604,0.19816143409477796,0.2020677679063056,0.03766376713986082,0.11467410236354987,0.02547956093038588,0.04891506208175212,0.046227973280688714,0.02782764950947501,0.07457923760635177,0.1970939691794347,0.5450996683076779,0.1243086994952533,0.013154454061518888,0.011842671083473514,0.21068960235621811,0.04593363457103203,0.04124767836543158,0.0,0.03396558506059309,0.06023849848200989,0.2606063965963519,0.06708264490899966,0.13670273291621657,0.01596067625820713,0.17342600621133566,0.038293915148010366,0.039049036363244104,0.06445931218010657
SLC6A4,0.06745589349924153,0.0025243591875459314,0.40879111339128377,0.00240081034888577,0.0021825535330222494,0.009488081784583501,0.05421366930406834,1.008613799659408,0.002138064503709637,0.00500866075979592,0.007851292848925474,0.0,0.02667873209549043,0.006469217008579023,0.0040400666895204105,0.0,0.009667264802503924,0.005161121990703736,0.0,0.010008839535946085,0.008602286676996045,0.029888778174890437,0.0011197805532626775,0.013359809138882146,0.0,0.0015198047257163273,0.0024209721806205363,0.40460481282250504,0.0868342948545978
ALDH3A1,0.020809519561157088,0.00591754129541017,0.006023860987890271,0.024932593245289465,1.459020431113745,0.0,0.011607423187571709,0.0017557351686872283,1.0378150183604369,0.005620237827177956,0.008808463392343235,0.0,0.00785717800894354,0.0020956801720508527,0.009727231671611198,0.16234161024015947,0.08471062181907413,0.011722056437561431,1.0494162935934872,0.0009093113388543281,0.012766266383967599,0.24101177348466946,1.5627331279445527,0.002459428938623326,0.9335032167265878,0.2974659018399514,0.04484893961366158,0.014674480396381325,0.010714577649774881
ICAM2,0.012406337696658144,0.021309537014291106,1.0700766936141612,0.1982509613894577,0.009081842615702366,0.7777023821976293,1.174246636133142,1.4906508687527091,0.005861946064120718,0.12981758285083492,0.05788299123872267,0.0,0.3683752122556302,0.2327661557022912,0.07373415348514241,0.11517194398824757,0.010528271242435779,0.21088965174362886,0.7183891318497305,0.4579862533376847,0.15976679312227185,0.0017837768606944306,0.004698330249379432,0.04665138975379733,0.0022506537030895545,0.007880163947254154,0.16306418942065642,0.5117540178677046,0.42167810394242833
B9D1,0.044563383077402874,0.08193259795495521,0.006862490926280295,0.03585894297116954,0.02752227425247449,0.011311306691165708,0.0018732999842039062,0.006100436026360731,0.6759346019371414,0.006492939575278603,0.04903817308863554,0.13763959705238984,0.06965009197037736,0.008934653663376816,0.008414529095978139,0.30143688452660844,0.14658062306703434,0.010198594022232733,0.4784398436150317,0.010111961078580091,0.042189344288057935,0.06672284279523281,0.0511443309230685,0.03817623484954143,0.015009820760221084,0.07098746281544673,0.011474330114104377,0.013620319565594799,0.015533334673958248
CCL7,0.0008145300481752731,0.001657176237578766,0.000837438321157442,0.0005407964919528106,0.00018164778523904827,0.0,0.0,0.0005477050639587154,0.00016768636167741185,0.006746416279727807,0.001660748417553857,0.0,0.0014363264282738586,0.028410434811312453,0.003972667236543281,0.0,0.025242057777757444,0.027979309772562203,0.0,0.003854216005373876,0.002933292342549436,0.0,0.0002043907792688534,0.0018703580427781375,0.0,0.0002099922705323272,0.0005539896231963676,0.0004900490358138604,0.0016802075675256501
CCL2,0.1546287452906628,0.13191887358869786,0.3536892221426534,0.04962102752409852,0.07943397090187326,1.1158026118242437,1.4396982521258828,0.5760079597723632,0.028900746212282957,0.26872521999271387,0.6411198817463764,0.4389825669442898,0.5765216477097419,0.21666618977675833,0.25380497774791844,0.06664566552820865,0.8198148746033809,0.22373377317821636,0.0,0.11955515273087429,0.15732557412098927,0.012574368271403066,0.031198742682324514,0.5604893503281309,0.003556825143586331,0.1538242447115576,0.03540840340171891,0.5926006408612353,0.36715075890116305
CCL8,7.79579204264452e-05,0.00038706160118968886,0.012544429950941655,0.0010227647047853633,0.00010712401391997874,0.0027691273931418647,0.07891730610484277,0.009211908770242944,0.00026206937244942333,0.03442766714182769,0.012933378484021544,0.0,0.0007502898027307052,0.010091282087613791,0.000762467969594907,0.0,0.011538688334699945,0.010317552765283785,0.0,0.0009939495657223232,0.0009104342494792546,0.0,0.00021174276266197012,0.02308122442049599,0.0,0.0005788705952370841,0.0003709541892206622,0.003682564028328993,0.0038808544074958916
CCL1,0.00011228520520259173,0.0,0.0001924700565050931,0.0009494057780603214,0.0,0.0,0.0,0.00013106781167024112,0.0,0.00010835135857256246,3.2628978704527144e-05,0.0,0.00012321752548659273,0.0001048380851187982,0.005736054866168671,0.0,0.0,0.00013637141853240422,0.0,0.0008996693816914605,0.0,0.0,7.118877020367346e-05,0.00045304239058364926,0.0,0.0,0.00036464525377000444,0.0,0.0
ABI3,0.006324234502033852,0.004486936774512789,0.08884079365228204,0.07277460775579615,0.0018773931632707496,0.27810266365014974,0.15134754153741498,0.1911370050557134,0.0019994070356387,0.32623546327489733,0.009923093871736613,0.0,0.15918776155805825,0.14314947417805599,0.03167345801297474,0.25294086815271977,0.015887818295564748,0.25213518477026475,0.7183891318497305,0.679764699088085,0.19357158514267103,0.0030456501676581153,0.0012401343523649254,0.01585851206396394,0.0015281641214351198,0.0013934066602173602,0.1792346789110839,0.16701139753144745,0.23472539623666946
COL1A1,0.018429638105245807,0.03444970960645974,0.004952269919203988,0.020370316121531243,0.025054969039466742,0.0009043897471010437,0.0,0.002183139100057927,0.02461864073019,0.015866917505766437,1.2011011094181767,0.44677941687781964,0.01054420151046601,0.006344278149388591,0.009686802461203486,0.0,1.7283633222548078,0.012768178545867686,0.0,0.02045568400075702,0.014883806191744266,0.01625252669108481,0.03264570438001813,0.5907819862365984,0.0267386517275291,0.024628867087518182,0.011833747170319845,0.004084380663547892,0.03348584012788991
SGCA,0.0016521701246967765,0.0006422984753328243,0.0014232340783077969,0.004547459914758528,0.008147365041828638,0.0,0.0,0.0019985610334619115,0.0005505941828143661,0.002412328310288716,0.17416754887647012,0.0,0.0015055256279035657,0.0008279009147537785,0.000961150881449976,0.0,0.0,0.0014848645714221887,0.0,0.0013854472442181031,0.0002154825279371139,0.00022515152267067225,0.00023884512514343905,0.5005363371271128,0.0,0.000671632527234396,0.0007716603136564001,0.00200540377679915,0.00699587880045041
SLC16A6,0.0012427158657044085,0.002232370952373643,0.014728734105011807,0.01001586779737788,0.003532984565532478,0.004905947775006448,0.0,0.002104905156451772,0.006788216053710829,0.038006711150809336,0.002064593159558306,0.0,0.006483366355738295,0.16637828842666466,0.0089530109977097,0.03283996619015584,0.004784741794063577,0.14301351416350538,0.0,0.02778051387240875,0.05557001423055488,0.003750339139933148,0.01002276406072575,0.001146138309972157,0.0015596701460405488,0.0030520444806528967,0.01614515983945606,0.01183352788826826,0.01580001579697146
PMP22,0.10576311828894883,0.01761616286213842,0.6104760823817487,0.020831477860183207,0.00526695830739327,0.4795309120464046,0.3203760412893591,0.3528687967298542,0.008779382574762762,0.3764022248153676,1.4285738963606847,0.10822498831953381,0.6477137358290217,0.3278467016789019,0.3251230723142836,0.2845911602704794,0.6189685432112949,0.17133900634484203,0.0,0.021980785232996666,0.1702054104571293,0.0042639014161020465,0.008870239524083123,0.5655349814876213,0.0015101164154802857,0.020859694666037532,0.008917344587989469,0.40437501777631657,0.2232960514286649
SULT1E1,0.0005318913192542117,0.0002602255041006824,0.033334996034127706,0.0015360085926798546,0.18493645724499191,0.002078227993106178,0.0,0.001853799724371038,0.004841399281703858,0.0,0.0033700181385903742,0.0,0.004646613622345191,0.001060241097071279,0.0002202897416629524,0.0,0.0015326398332655066,0.0008178811431283284,0.0,0.00042729467714879406,0.0033072158526787233,0.005231959703303673,0.024321149701211252,0.0002858573222128802,0.009379199836358995,0.04624588814443774,0.0019579762102172973,0.19762193292000949,0.016094601697920378
ODAM,0.036121547547648666,0.08391287069243032,0.005919996109020007,0.0010115527911258623,0.0008269737692816612,0.0,0.004161765350984145,0.0007311612271500944,0.000983203806282344,0.0006523285741533058,0.00023154621899019236,0.0,0.0006138933113214586,0.00045978855097255104,0.00011300128876126673,0.0,0.0,0.0004082494633833614,0.0,0.0005769204782820488,0.01702235701921845,0.003142092055141271,0.001462035246171404,0.0008037307748758488,0.0,0.7382333953348718,0.0004730814977898386,0.00043703663098883797,0.009354423173626968
