,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,unlabeled
ABCC8,0.00012180777631849169,0.0011201331506326606,0.026675179481140742,0.0002747943257635076,3.311302823496978e-05,0.004907426970884621,0.0,0.04361488183693692,0.00017553789148824485,0.0,0.002717981782271426,0.0,0.0023464959738654567,0.0003684449057771135,0.00013124356431020083,0.0,0.0055845063716774175,0.00013637792872540048,0.0,0.0,0.0005180295541645095,0.00222901779323735,9.885730640718918e-05,0.0016270608344764095,0.0,0.00016215354855623923,6.813412510160099e-05,0.09062995045282689,0.013968960109327725
CX3CL1,0.01154942875486049,0.007577940542821909,0.36095480179773803,0.0059754068960371325,0.1815004662056681,0.275047224680636,0.8678255346560044,0.8144549781953521,0.11240164478554232,0.0037775938517140826,0.015011666714314012,0.17102963309438393,0.01265764892724937,0.003234129330020221,0.006827388314830654,0.02394555382009572,0.011792164925049475,0.005851496514071151,0.0,0.0037715534647594527,0.006233232934338723,0.034381596714578404,0.12155926431432164,0.06576157752711392,0.027262940673252738,0.13414386751012625,0.007261676702922147,0.20758918231236015,0.11250301899681789
TNFRSF12A,0.9932860421628295,0.4223856801866614,0.08955443261498862,0.030715714132490374,0.29184071988057275,0.17649520984197134,0.4808234086132046,0.23636738518336192,0.10102217339676699,0.10603764334038507,0.34986080836763356,1.6017271791276606,0.13225188318584175,0.0946542204128813,0.192922525233476,0.18270797512171322,0.5151728258908668,0.05247558385534817,0.0,0.03781596911927327,0.2003624325261325,0.12483314042867513,0.15369899062188508,0.4671885915912243,0.19799928857870652,0.2311903484686342,0.036745456471139255,0.06646517727668785,0.1159257895193979
PRSS21,0.0020416875260427575,0.003519206722494996,0.01649398142848222,0.014124323391473657,0.029269035178813487,0.0,0.0,0.0017204189251781308,0.0020516835351647887,0.011842685911657888,0.0021686766599800698,0.0,0.003959818742361571,0.13640292409638216,0.027235235747011373,0.02394555382009572,0.009565236508293318,0.017106228154812303,0.0,0.013437197461461927,0.04767600989232619,0.005960088060971926,0.00545105878217177,0.00272547646135866,0.0012233897892162551,0.08898421040035187,0.008604169366302494,0.013023893151670763,0.00935000273614151
PROM1,0.002385487160586313,0.0011290306361329923,0.0003089882869978674,0.009668304031648556,0.014018481397938336,0.000498389565224913,0.0,0.0012684028885386006,0.7283074973609411,0.0016880952877012638,0.0023220599338739122,0.0,0.0008575509961725069,0.0006636304509683836,0.04524278656287095,0.3841070338456388,0.002065373714309841,0.004774929881390731,0.0,0.0010725283500628176,0.004857950911154539,0.18718292610503082,0.19978334589888957,0.002326183728763801,0.038823176374429405,0.3849485249786016,0.011564621754459341,0.005455103397346568,0.002251711788351956
NOS2,0.0002182576538684669,0.00010469003694833842,0.0005390009097198561,0.00038325854955863637,0.05314991491972119,0.0045300889536861585,0.005034241287069783,0.024559923236057334,0.014535411232896303,0.0,0.0003785480479608454,0.0,0.0007086888175607552,6.982777728050367e-05,0.0006851855848318684,0.0,0.002071919219044342,0.0003122499649573502,0.0,0.00019180562072262626,0.00014007782361313357,0.05756694335413888,0.08597631284710185,0.000501132796932734,0.014622836906247539,0.003663022241258135,0.001083690656027817,0.0005395223977257281,0.0012779043273130374
DNAH9,0.0026585723491664316,0.0022802244743239425,0.0018131858991266726,0.004569203325416973,0.0071366071165630315,0.0,0.0,0.0011890582381166473,0.6962165306141403,0.0022357890059763724,0.004058670904900321,0.02250349705824521,0.002497173807340924,0.0007282171571276285,0.0031694527491414387,0.34227258214335227,0.00023717396481741016,0.003634092019489476,0.0,0.0002538873664939625,0.0017632709345266266,0.058097933662277106,0.02220392847557429,0.0016511102381567468,0.015360718527484293,0.007320889086840914,0.006517638833676596,0.0046456396599258345,0.002361582630209438
MATK,0.002238937526980965,0.0026529429149963696,0.014963197777455927,0.028991357361678103,0.0010463147011129166,0.0058023981404438825,0.0,0.08426829044982184,0.006252834116341319,0.05377633742262823,0.004027426919070672,0.0119462881297143,0.009528725135384889,0.04918517955152352,0.2642527168727521,0.0,0.0033442722340909577,0.024132528742221684,0.0,0.7087333230084257,0.10087958776648424,0.0022036788870497936,0.0007887292662140223,0.0050788396018020005,0.00032334613080508174,0.0004485984689814646,0.20472095075446892,0.004713630773856246,0.21077690440890035
CD79B,0.0010432931737054001,0.0015910350518029005,0.028393534467014182,0.6910323581364137,0.0008430702305803604,0.22056012152042337,0.028703042429371058,0.01015291278841063,0.0011636936378481377,0.028146326640071617,0.0060401923259694595,0.0,0.005204979810510101,0.004216056989785255,0.056060463969645764,0.0,0.0010007328816281236,0.06785809648880337,0.0,0.17773836404797683,0.022323868154543024,0.0031332599065922112,0.00042527246307707905,0.0038742035895565395,0.00013492424358468134,0.0009267292551501042,0.05315262982414414,0.09154521466077976,0.09977034828344301
TKTL1,0.0,0.00013018998474798304,0.0,0.0024950353315861774,0.00014516792970277557,0.0,0.0,0.0006652150121842248,0.00046851551862996127,0.001825343489075252,0.0007939500099367826,0.0,0.0001383361251505943,0.001153398161498466,0.0018362126992600392,0.0,0.0,0.009877215474564903,0.0,0.10012233591534496,0.00828657785104046,0.0,0.00032644677598468405,0.0016361601078686238,0.0,0.00017748496555693247,0.007700135744067712,0.0003985199022292703,0.023610881472765414
SELE,0.0008881549594938288,0.0007707917444176802,0.024717721659637613,0.0020472056542193344,0.0011497412333793195,0.9067898801376716,0.14176220948153884,0.005260916781833026,0.002031333228351342,0.00086825916666551,0.000658578561995491,0.0,0.005149650872422006,0.0032515043960861657,0.005224294241373039,0.02394555382009572,0.0,0.0017786577851475515,0.0,0.0019184891249183036,0.0028554047449542,0.001841146213720036,0.0013061982934409002,0.0009189720867506881,0.0014879146969938928,0.0009810273571289963,0.0018725096479554376,0.578584405363918,0.07255944804173405
FMO3,0.0014549272017775061,0.0006492219043629925,0.0008503221154109202,0.002844502290082085,0.14521900887018677,0.0025630099494326607,0.0,0.0019485666450741945,0.1687654316779786,0.0010523875235005297,0.10014209225287443,0.0,0.00433714216598067,0.0005312886192381802,0.0020388503087598805,0.10360925782000274,0.00593494904494028,0.0019293867654383544,0.0,0.0008721743169510895,0.0022752175780878037,0.029646086354043106,0.22987880043755354,0.06818818733073276,0.05906405333613937,0.017408810314295052,0.004426029049193642,0.00150749398097616,0.007254408935623797
DLEC1,0.008377896576783634,0.0039210975257291635,0.0009830296318305827,0.0038273976875383394,0.005408125594674241,0.0013779708027578691,0.0,0.001934752386006044,0.4575699189185875,0.0034451192856099736,0.0027121413751594946,0.02250349705824521,0.0012855723779498494,0.002863988099321301,0.002660379840009907,0.045671517864258944,0.004511676105734033,0.006171553158887507,0.0,0.0027289829160579513,0.0025886040031966864,0.03726588010895596,0.016269973157408746,0.002472994430986532,0.010386119125239787,0.008220426347833194,0.006468698829082984,0.0017116522584219344,0.004512423811976123
MGST1,1.061929254854165,2.438277177313175,0.09034295245500297,0.061864831040703006,1.23564808388435,0.04160834455970918,0.009708501015794813,0.03265690711418777,0.5108941913542488,0.13338204294875347,0.8918152002515073,1.8296926243913563,0.22119332767940947,0.6853568715240858,0.08488739498060456,1.2031698353293667,1.6440941568813776,0.4075596325657555,0.5709764499784555,0.04512572086296211,1.1923188836569285,0.9274105463041625,1.1100335513753805,0.05843457075100995,0.4431225874294981,0.7613536183424271,0.05391702375974641,0.09589241902375623,0.31422909799561993
IL32,0.8607038417853183,0.11613065226724577,0.638096518881624,0.21558258710382222,0.052679462077925204,0.6819477086206319,1.3297958127785132,1.3759547029562087,0.032574228509092286,0.16118039683899069,0.3130722509663404,1.457486445267631,0.8006600730286577,0.0350205703589089,0.15298115435980944,0.3514464276669837,0.1097566398769682,0.11532848219994331,0.0,1.1013952794965434,0.544618322147414,0.07721527984763359,0.05374110587257968,0.09378359003049964,0.04446767438847237,0.08693179543878703,2.18657690358151,0.27737956307630846,0.9477410692306761
MED24,0.08898585668584681,0.17071592377602557,0.22009989818643064,0.03797460278867656,0.10518039503447814,0.15577409195573141,0.0858500629158423,0.2743034977003715,0.18304244722217042,0.055886510166650256,0.05790709914177085,0.08701768586735582,0.06311438896361714,0.057808543221784026,0.0408292482180237,0.13440774275641595,0.06803665075100672,0.044433734457569075,0.0,0.06817198082773077,0.0796411007161749,0.14788006876919332,0.21163240749546883,0.05545625010861733,0.10087779223210436,0.2266483373358185,0.03727821360476212,0.14982020542830374,0.06678663382219943
TRAF3IP3,0.0039435245268579795,0.0030395915590957466,0.0032114741929744834,0.29337607355738976,0.0055949203011969395,0.003950934603491703,0.003739998558892184,0.0037930097270067386,0.0026145315057206717,0.11334166940603041,0.0056885755357322185,0.0,0.005595316369302585,0.010679183723673913,0.25703811639808116,0.12088921087068726,0.008958760043029756,0.15392342722577107,0.0,0.6465736755031162,0.11394792047144187,0.006079973685695876,0.0018130770432925481,0.00576755853610543,0.0017442411179603688,0.005774796859612607,0.4695053112987567,0.0029867092503334564,0.19284222490601843
SEMA3G,0.0010884986839353402,0.0009820128614831114,0.3659619030382276,0.0010206723963183822,0.0011729689325359145,0.02207081528844767,0.16341533285301876,0.23187215951619386,0.0006527034149632209,0.0003363394198506035,0.0020975691506648036,0.0,0.004767807756669257,0.0015116365878670905,0.0008912432610037797,0.0,0.001253655115165026,0.00127922643711014,0.0,0.0009684090973592825,0.002086431033507528,0.0006213694128678493,0.00045908620658757386,0.00475006034776651,0.0,0.009960658347136947,0.001377216999158055,0.016421266430770368,0.04306374648062282
STAB1,0.004399213141979214,0.004720953700012963,0.06574036980774686,0.018215101437861494,0.001805788415471826,0.08419581850637166,0.03273582300546936,0.0432411549247799,0.0016116561383833243,0.2537969116037975,0.004651950673309952,0.0,0.1348923756567671,0.1112766452511845,0.08298492224858968,0.0,0.016403063334826055,0.3597048595100883,0.5709764499784555,0.01006863118831031,0.06534383715585244,0.0006941646323175905,0.0011709412441640913,0.004108087276658449,0.0026568753298058336,0.0024033797719334475,0.004157338610975644,0.19809587872826415,0.05730174511806404
LRRC23,0.1090076596068252,0.1901603004381961,0.03567074079816109,0.042305136496202815,0.04165827148073443,0.022418402339824936,0.01680749622532353,0.029844850726630234,1.044946924798849,0.05303852749849916,0.05908289875747864,0.2379095351829239,0.04673270781665865,0.05534408459433499,0.07025251279605738,0.381191865826014,0.09037753222343327,0.041309630185951435,0.0,0.026576769756343398,0.08718371061752066,0.1177822679883746,0.07538219893861184,0.0561134644720931,0.04139690950983517,0.044686149121667525,0.04130998545659836,0.04001521580784655,0.05353166905824695
FYN,0.007567809276582206,0.005434074618300662,0.2751518546627146,0.07929664728880931,0.0061874719066513754,0.2712809685504373,0.24632659536178023,0.3166914198736062,0.01782031624620002,0.10645542517131977,0.211211103380013,0.04510677653298171,0.10763009449968418,0.03137292374360413,0.1533222368486498,0.042880720776383545,0.15556471179061235,0.1638404496150867,0.5709764499784555,0.6039335125619055,0.13674343153561905,0.02800630126016842,0.00824596388109681,0.032499671950553574,0.009598830829382598,0.006707246029733259,0.5272026180972182,0.2066943412624458,0.34976720700704644
PLAUR,0.09486133424769655,0.07768873603700151,0.2209912151965277,0.11933994674513583,0.1388588195213316,0.30569197217072297,0.4889542766204367,0.1900536402128487,0.03277014245357703,1.1902715503517791,0.271317497584766,0.9986700522282631,0.09153329386021762,1.194016718430692,0.758239696540308,0.8335553824269752,0.4116440693429252,1.8893858401980175,1.0017012011593032,0.08727625672465918,0.4768218396208206,0.05615706262836392,0.0816026299092429,0.09153505191422977,0.07070709861453116,0.13976748158833263,0.06967813395951876,0.19290397579596358,0.1881496034277354
DCN,0.04767650923317678,0.028961441811026622,0.024182940586464304,0.0646896958277696,0.06953667722421424,0.007244257315783791,0.011012477460278624,0.03163619060883719,0.014266833976600033,0.06644641377896203,3.5102727143853447,0.0,0.11891104190877863,0.03725640531056829,0.05838465859031624,0.02089556851646512,1.6438924919264821,0.06474229598335571,0.0,0.0816317191557238,0.03375264827014612,0.008430165763855713,0.005635721202726028,1.0842608031967813,0.004826641257670348,0.01120979294320114,0.039531059437764644,0.037085443517240135,0.18160149910513435
ZBTB32,0.0003292023002880769,0.00018314425710247063,0.0,0.054732128233667646,0.000139829350147317,0.008636847145979289,0.008913827901626316,0.0001859212585303458,0.00022646851828819764,0.0005897798479863372,0.0002776873789683451,0.0,0.00016279891783429928,0.0003083920841217646,0.10208679182473951,0.0,0.0,0.000672989108969397,0.0,0.001984391126326938,0.0065036820708720905,0.0,0.0001531622777899311,0.00026663915994490806,0.0,6.76169542356182e-05,0.011893473698222403,6.6348975871133e-05,0.003379460057249977
TYROBP,0.12417285493527334,0.1552702473689082,0.36539497214127975,0.2347227945029192,0.013277511428818388,0.13456435553668583,0.15737543154312822,0.16904428824898612,0.03639937223569596,2.8991409209681667,0.11828595204413632,0.0,0.19491119729536321,3.258116681996904,1.679925647064482,2.8501790118148285,0.3535229589282563,3.0976145293573083,3.394164157803973,1.9248262371432079,1.2951535983236013,0.008053481700277152,0.024705334676889613,0.14215425454553007,0.00966892075718911,0.031388177942011423,0.2116045842117625,0.32842733630888066,0.8356427731498219
CD22,0.005773986302588817,0.0011811065380895355,0.013672838973536978,0.28858194096806017,0.0006849225343533594,0.0,0.0,0.02411176887865952,0.0007252891074406853,0.023676567181130665,0.0015336334896715847,0.0,0.0016281641761929277,0.0317560774108824,0.22681897365057246,0.017894876865367157,0.0007778093717409582,0.02899219407744769,0.0,0.0021498005360866264,0.02002696750492131,0.0001888464381683879,0.0006470620913238507,0.0016918604102541355,0.0,0.0013121593532403198,0.0016877800546723017,0.00689833468558428,0.004140160859268422
SEMA3B,0.7448630099791784,0.03554426676005746,0.04982500030559297,0.003638503643883404,0.011056063747270447,0.022387769159413498,0.010287571562189622,0.045225752744889776,0.012257775582977838,0.006529404894140227,0.15009250727729398,0.3612180679912442,0.027857468592197728,0.005631196343100355,0.0031106451367870942,0.06347435016520885,0.2868439941437353,0.006008009277917079,0.0,0.0018237484447752085,0.016300294890498244,0.013283931699677844,0.023616036162193908,0.09735508182066474,0.008051198991241912,0.03691894321649491,0.002048641624707601,0.021066987922225475,0.01954485553657514
LTF,0.011541950368125282,0.022025316292903222,0.0156581279466679,0.012799854870713076,0.07486821711395933,0.02971541376942776,0.02265461928559099,0.016985353384189255,0.02201388932977677,0.0028080134496033505,0.005973800949454831,0.0119462881297143,0.019797915816238434,0.0014760263095398706,0.007938578120048702,0.04184043068546287,0.05251088456022303,0.011075174055428296,0.0,0.003333219168181607,0.013330911690171223,0.03977675677110119,0.16503224340016065,0.007476045644221855,0.015572699881133535,2.682801239603223,0.016736754612468874,0.0609797679114997,0.006692407876924695
ALOX5,0.014924267874125072,0.019264167334559313,0.0908935560223353,0.15250419103087615,0.0071705059359071935,0.01804956424594626,0.03829981184354372,0.021216573707795564,0.0057384266381102,0.5819515333999011,0.013232955631622217,0.031407512434154954,0.036735117660967986,0.9521665060948188,0.7307580880716319,0.9471209093679036,0.037437092994496976,0.36978393423984113,0.0,0.02057422582421631,0.3524055268462837,0.030042320125980387,0.012361064185067421,0.020165982376086754,0.009330706201415786,0.027710229029199753,0.015465910990022041,0.07465617739385136,0.06727925944025158
GPRC5A,2.2059550097384064,0.8359540915781803,0.02824201824955867,0.01614339363525393,0.5590578079597722,0.05963514222629959,0.014033979645996585,0.012456538172640764,0.12266160999855144,0.027138278746132498,0.25737960858344,1.9293796530025722,0.09274343132773401,0.020120744248711613,0.012161066857701268,0.5577760824410473,0.575417526194907,0.050845779218720334,0.0,0.007980537832231524,0.21621290424122214,0.18080345004621415,0.45551067061528344,0.05784139737855181,0.9085234806567015,0.45898582977964947,0.01796101629561453,0.028656730576151812,0.12873398314044915
CD6,0.0009328477053650377,0.0013138299044587684,0.003924847606862921,0.022637196196715774,0.00530349662629169,0.001267849350338838,0.005258424144801798,0.005928019781168831,0.007441132926682412,0.019038985309291188,0.002098181625060085,0.0,0.003214111383450871,0.010387989631402568,0.011977859039621166,0.02394555382009572,0.0011594740166896158,0.012929063914846259,0.0,0.16064226357767736,0.08864331912822605,0.0015422808395226522,0.00281433566219374,0.004411450387201013,0.0,0.003414282638137559,0.30537022709119416,0.0034043875924934333,0.08451894251984665
WAS,0.005597779275326392,0.00850784969072683,0.023959382116548838,0.213321324493073,0.0021662534299349175,0.006827553739270243,0.011137007156022083,0.008315351818215612,0.003916168911670222,0.4924639845043649,0.0068437608073465845,0.0,0.009238950991839308,0.2893179793686961,0.15639227116146462,0.2747268386178034,0.02862834910994715,0.5080379797381903,0.0,0.3784011627738367,0.25725225889298364,0.0,0.0026717618317867197,0.007570959468761552,0.0016508242317259936,0.002371993732243193,0.2565328911655265,0.018585616249878326,0.18382455922913646
CLCA4,1.3380818092620173e-05,0.0,0.0,0.001049042808832447,0.16533365600833425,0.0,0.0,0.0,0.01154737655740846,0.00019009636638297979,0.00010459001923397377,0.0,0.0,5.6184533559615655e-05,0.0008294474358194067,0.0,0.00806067818521773,0.0005230032697205229,0.0,0.0,0.0,0.009202018383106369,0.10578770057226501,0.0002621429182007497,0.21552500091087676,0.03769767560878269,0.0015517311662176048,0.0002036695634078244,0.0006427576535974383
IGF1,0.001250504140027416,0.0024947310871956717,0.00119632298058376,0.0664941699498477,0.0011228563709334862,0.0017096889069026478,0.0,0.0024394491138399377,0.003041816799912743,0.03242324779838258,0.5788742203716115,0.0,0.5397498013993669,0.047591230107675506,0.005493067386266366,0.037874522316818676,0.34957913461017004,0.011282979409911905,0.0,0.006524520771439353,0.010392546748814019,0.6631542807226158,0.012620141352919967,0.03825242380563266,0.0056470167589889615,0.00142139184696602,0.0034186763011146513,0.001710286635377393,0.019479502651625537
SLC11A1,0.029885210227047432,0.046572438034040174,0.15549175017048542,0.0563316951220708,0.009319205502467948,0.026680986056253284,0.040722265440621255,0.028102933623988677,0.019678731687540845,0.38601613479210867,0.027831591861770776,0.02250349705824521,0.059093918130417616,1.3996606225870527,0.07874754786269951,0.9831092842087514,0.08323716980703108,0.994604664951045,0.0,0.03349496928545162,0.4620149054728414,0.012775512617186598,0.011317698877765655,0.031303107197408454,0.006593321039631114,0.01627798834097419,0.019869122068977344,0.1462320569292076,0.09792242666125377
VSIG2,0.5418511362913696,0.2577885280804424,0.014312564127945644,0.007457538035995637,0.13038371872145157,0.016878835152361576,0.033399851152924674,0.02104314034675235,0.12165617428733703,0.0036016792676450524,0.006053913134175958,0.4987276767928625,0.004273862293582331,0.0032142488524479927,0.004149621234827158,0.21125788408416576,0.06559892764625506,0.005093944743874721,0.0,0.00221669799001542,0.04739050097722447,0.04711935945392853,0.7184215213737255,0.011571997092584246,0.5850615788437011,0.22369579816656696,0.009058457594352306,0.016409343048700148,0.027639123282061813
MARCO,0.02655822831483698,0.044465584809909205,0.19759405399169302,0.05085240050808168,0.0018140593052967335,0.046621693877383644,0.05006576722725801,0.07616102674460185,0.009089691780037844,0.23029146780675,0.051158560055524493,0.0,0.06055196371443386,1.9528708574903058,0.12420934231163959,1.8154404259003294,0.15182184713300667,0.42576430781023183,0.5709764499784555,0.07591327755945791,0.7740497964694835,0.0013922684577492139,0.006550477762280996,0.05412151190480816,0.0007276973411504163,0.014302002859822305,0.02122151115975955,0.1475880019009746,0.09033712386285414
CYP24A1,0.0006539267624171348,0.00026282055999749454,0.0,0.0005461504492233736,0.10774932693214075,0.0,0.0,3.633250197621526e-05,0.03285893127804633,0.0,0.00016936491468708676,0.018052154644031773,0.0,4.71397786351843e-05,0.00041354956662176457,0.0,0.008902132635735914,0.00122814847322349,0.0,0.00010340347756173602,0.0007187852822818255,0.0062151609786705855,0.017128599326812766,0.00047121538239623857,0.01316403364652357,0.04761075872492055,0.0014631764859779444,0.0007939715726896198,0.00022183030766639817
RUNX3,0.0033183462395926146,0.0031773447763654592,0.0044213833656397816,0.2785425749659334,0.02936466955071906,0.003957109266513779,0.0,0.002390689929077396,0.005447926924241862,0.2514734514887013,0.007524361880653468,0.0,0.003855077413263249,0.04400124652029337,0.18547015199572836,0.058543722820551605,0.0017614553260046134,0.15227473820995116,0.4784398436150317,0.5442635082551865,0.1151322316438092,0.006379569161114707,0.016146315485229983,0.014008583100448273,0.027545961721057746,0.06943769442369878,0.44811795948423866,0.004285522858796205,0.18774972157911404
FHL1,0.19550865695761827,0.015490565506099072,0.21119346966417826,0.036775876783400406,0.01282703772972861,0.15844021067394518,0.3050477514796587,0.5313668181002431,0.014730852510906115,0.0474867143704655,0.989142215754548,0.02615317392794099,0.5416277851066161,0.45588445186165205,0.14707505885617936,0.4207911647174545,0.31376865460849895,0.02808213992910698,0.4784398436150317,0.03077633817431006,0.2598501877134244,0.014075716383161317,0.0032925055308786768,1.2242449053129911,0.0,0.01625626643911876,0.047044708825484886,0.16363780813158912,0.12731230388616474
BIRC3,0.23503432957483625,0.17705576207591966,0.28535252933322364,1.0625580704235336,0.23232233355850945,0.26975894035356235,0.36377507429993344,0.38162581506042614,0.14000409845330475,0.39224922589386413,0.08457968210359772,0.2897819795644068,0.07655764559228921,0.11040161380078238,1.2542173416280102,0.2813651362199538,0.11111224144623913,0.4678009641639685,1.0017012011593032,0.16742203270650044,0.11082042264075627,0.07457870320926063,0.1949673730663627,0.05356334424747295,0.13740626771358108,0.2269967828160239,0.6643100007677539,0.34756886935268294,0.27506779288663985
PLEKHO1,0.16667171212341778,0.009080742332500339,0.03736193225738324,0.1661825309510647,0.029938418130702905,0.11687962413057945,0.09761288585714596,0.042840454352345514,0.007287844927832898,0.3736239716123579,0.09580045513925534,0.12020819021627,0.03208154020982666,0.10971532819528433,0.01118187462556814,0.03283996619015584,0.10497227901465365,0.23253532487235812,0.879848766835262,0.05747564671959283,0.06504862228361764,0.04186512027062756,0.009531107114170843,0.29059397729401826,0.008157780479504108,0.020414010359732268,0.07962310416084485,0.04174768449120745,0.07000438543839345
