AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,mean_gini
0.7002754970058586,0.8415470189157305,0.6960881757925662,0.7094452038773169,0.7966282033850838,0.700819571810201,0.6959886780310375,0.7370239058620803,0.8573016471709086,0.7024807266967991,0.7966821104939142,0.7003814187781489,0.6999477933390579,0.7917819834925272,0.8389662386531254,0.6989899731915167,0.7040044082693128,0.6955061540246719,0.698151382105082,0.6988603567555527,0.7009053755271951,0.6950779308440044,0.8369248314209556,0.6999454819086757,0.6929723284315009,0.694963278373713,0.756832060284219,0.6923439587282261,0.7332441318988921
