gene_symbols,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
FGR,9.673769e-06,7.376847,5.188196e-06,1.7008137e-05,-9.150653,7.514957e-06,5.8348405e-06,-4.8778925,-0.52101284,-3.1474042e-06,7.5472994,4.861453e-06,1.1769838e-05,-28.763317,1.5286326,7.17454e-06,1.2836496e-05,1.3520289e-05,6.499138e-06,5.913365e-06,9.829393e-06,-4.342107e-06,0.96171945,9.529906e-06,1.3267402e-06,-2.7472905e-07,25.898247,1.1554155e-05
CFH,5.032477e-05,2.3815308,8.093933e-05,9.159165e-05,-3.9901874,4.3331504e-05,4.6668592e-05,13.636757,4.84255,6.0139915e-05,-10.061606,6.7651694e-05,9.133446e-05,-3.8267415,-0.75621575,6.169655e-05,5.412565e-05,6.522714e-05,5.6969675e-05,6.78637e-05,6.3789565e-05,6.738865e-05,-16.98806,4.7951078e-05,6.707483e-05,5.8518803e-05,14.760749,7.930863e-05
HS3ST1,-5.02915e-05,7.219399,-6.60246e-05,-0.00011665344,-13.147182,-4.347272e-05,-4.247451e-05,-1.1421726,-5.9160624,-4.792196e-05,3.5188792,-4.593906e-05,-6.757169e-05,13.505212,-2.843038,-4.68205e-05,-5.226354e-05,-4.427393e-05,-4.919971e-05,-4.893495e-05,-4.991706e-05,-5.0894294e-05,-0.5813923,-3.4695255e-05,-3.641949e-05,-3.4765402e-05,-0.61266375,-4.309322e-05
TMEM176A,-4.0863055e-05,-6.8322783,-8.035998e-05,-8.219651e-05,4.7044406,-4.172036e-05,-4.1413026e-05,-1.0899522,-0.03588675,-4.478344e-05,-3.1853993,-4.4382898e-05,-9.004057e-05,-11.649138,1.2463224,-4.674125e-05,-3.257288e-05,-4.936477e-05,-5.0059753e-05,-6.0059763e-05,-4.75845e-05,-7.127636e-05,1.8334444,-4.0806506e-05,-5.697463e-05,-3.6691752e-05,15.009467,-6.392346e-05
TFPI,-4.7536043e-05,-111.135216,-2.904456e-05,-6.288585e-06,1.584359,-3.5053054e-05,-3.444277e-05,-43.847637,-10.625768,-3.2085503e-05,-7.739864,-2.2188593e-05,-6.1542305e-05,128.39458,-0.17864099,-2.7186179e-05,-3.4434386e-05,-4.7375554e-05,-3.2858523e-05,-2.1767428e-06,-4.8778787e-05,-5.8517755e-05,-12.009654,-3.0705225e-05,-2.2797574e-05,-2.9562416e-05,55.55846,-4.2615164e-05
HSPB6,-4.247397e-07,-1.3795747,-1.5667961e-06,-2.0817884e-06,-0.06442872,-7.736233e-07,-8.5734246e-07,-1.0657372,-0.31869873,-8.3296857e-07,-2.697107,-8.016125e-07,-4.5772236e-07,2.9685936,0.3031132,-4.6194862e-07,-5.2425446e-07,-1.5428233e-06,-5.546616e-07,-1.1846229e-06,-3.4899801e-07,-9.641286e-07,0.15477316,-8.754164e-07,-5.393437e-07,-7.1348535e-07,2.0990827,-7.1305516e-07
PDK4,2.7610535e-05,8.528513,2.807602e-05,3.8549817e-05,0.729132,2.3568631e-05,2.3781622e-05,28.959278,4.53665,2.466014e-05,-0.6412949,3.6391317e-05,3.0496776e-05,-52.97884,0.41427264,2.3397533e-05,3.212955e-05,3.486806e-05,2.7078768e-05,2.7062033e-05,3.5143734e-05,2.5853384e-05,-4.8220325,2.1750137e-05,2.309963e-05,3.0536496e-05,15.273769,2.7908256e-05
ZMYND10,3.455364e-05,2.3214145,5.0256185e-05,-5.003338e-06,43.22291,3.23329e-05,2.9232917e-05,12.420837,-81.77887,2.8658731e-05,0.020505331,4.238211e-05,7.6991266e-05,-8.727595,0.2539867,2.7864924e-05,4.1301028e-05,3.6954625e-05,2.4958654e-05,4.3428616e-05,5.045361e-05,5.2159357e-05,24.23923,5.1202678e-05,2.7988777e-05,3.0522562e-05,8.026831,5.5168544e-05
WDR54,-3.768837e-05,3.1400192,-2.6769538e-05,-5.4475917e-05,-9.6540785,-3.5550886e-05,-2.4463106e-05,0.34192666,-22.10987,-3.025779e-05,-0.14353442,-3.8553062e-05,-2.9680969e-05,7.416057,0.022279024,-2.8928192e-05,-4.169938e-05,-3.1921754e-05,-2.1169652e-05,-3.8559643e-05,-4.3174055e-05,-2.8784285e-05,14.882596,-4.021522e-05,-2.2990276e-05,-2.7380076e-05,6.1052194,-1.0150817e-05
ITGAL,1.8045279e-06,1.4446042,1.6348167e-10,-2.748048e-06,0.97639686,1.0710204e-07,-1.1670217e-06,1.5358449,-1.0373092,-2.2793247e-06,1.1803151,-4.1311937e-06,-8.67182e-07,-5.2101693,0.1947833,-1.0761285e-06,1.8640384e-06,4.071341e-06,1.6917994e-08,1.3879027e-06,-3.2505363e-07,-3.63325e-06,-0.16315998,1.4785176e-06,-3.5353446e-06,-1.1458594e-06,1.078703,-1.1108433e-06
ABCC8,-6.1936985e-06,0.21375735,-7.643887e-06,-9.412255e-06,0.22673959,-5.0821413e-06,-4.787582e-06,-0.93798226,-0.036954112,-5.1105703e-06,0.09242055,-5.2667874e-06,-8.963379e-06,0.23656228,0.021527724,-5.368287e-06,-5.647289e-06,-1.0008915e-05,-5.375592e-06,-6.438531e-06,-6.8981158e-06,-5.9247127e-06,-0.048488516,-5.3629465e-06,-4.666719e-06,-4.5257725e-06,0.23253596,-6.673338e-06
CX3CL1,7.2339167e-06,0.6035671,3.3092622e-06,1.347965e-05,-12.085429,6.978442e-06,9.733413e-06,-12.462855,-10.971607,1.324831e-05,0.7873652,1.1885662e-05,6.130354e-07,1.5945207,0.2731384,7.897812e-06,1.5424259e-05,1.14589875e-05,8.167715e-06,5.003575e-06,9.33215e-06,-3.4116252e-07,8.09372,6.2076538e-06,1.8195668e-05,1.1376487e-05,24.167414,6.9845873e-06
TNFRSF12A,5.4431363e-05,-68.73497,7.351697e-05,8.522281e-05,7.0965567,3.934251e-05,4.3910593e-05,8.959616,2.9198625,3.952267e-05,11.531598,4.8605718e-05,8.417795e-05,57.98506,-0.95859706,5.1982628e-05,4.9284597e-05,5.316102e-05,5.5360073e-05,7.16924e-05,5.13446e-05,5.512926e-05,-32.660175,3.739504e-05,5.0627554e-05,3.3294124e-05,13.860014,6.1051e-05
PRSS21,-8.792934e-06,3.7946208,-6.6599696e-06,-7.504653e-06,-2.074532,-6.662885e-06,-6.9395423e-06,-0.14357987,0.4031687,-7.835941e-06,0.6973271,-1.1749913e-05,-9.197473e-06,-3.2205465,-0.13784988,-5.797501e-06,-8.411852e-06,-8.52663e-06,-7.5600924e-06,-5.0958383e-06,-1.1645638e-05,-9.654047e-06,-0.52277386,-7.431221e-06,-7.943573e-06,-8.400669e-06,1.2043154,-7.055831e-06
PROM1,-1.2349698e-05,3.733737,-1.7828646e-05,-2.0704703e-05,35.595963,-7.742731e-06,-7.461974e-06,8.854852,-17.739553,-8.28451e-06,1.4889574,-8.546472e-06,-3.2161723e-05,15.458951,-0.19730872,-7.658171e-06,-1.5515805e-06,-1.12581465e-05,-1.2496447e-05,-1.1799642e-05,-1.175384e-05,-1.7618519e-05,-42.427593,-4.5900138e-06,-9.192809e-06,-6.1162814e-06,-4.767779,-1.9617559e-05
NOS2,4.1280564e-05,-0.29696873,3.166553e-05,5.28068e-05,1.2160858,2.8513274e-05,4.6249683e-05,1.5895692,1.0812689,4.0279203e-05,0.5242081,4.7725654e-05,3.944746e-05,-0.9283122,-0.18652223,4.7352143e-05,6.465719e-05,4.5013407e-05,5.5572465e-05,3.8066388e-05,5.451484e-05,2.1298189e-05,4.70241,2.8808197e-05,5.1190542e-05,4.7830723e-05,-7.7025623,4.243689e-05
DNAH9,-1.0718525e-05,-0.28093946,-1.0577428e-05,-1.7656945e-05,-7.823531,-1.2638892e-05,-1.0662601e-05,1.9234318,8.116228,-1.1142687e-05,-0.7408861,-8.122336e-06,-4.6075315e-06,-1.2101021,-0.113076314,-8.224989e-06,-1.4241308e-05,-1.1592244e-05,-7.3253104e-06,-9.4189845e-06,-1.2045407e-05,-7.876619e-06,-3.5454025,-8.800474e-06,-6.164001e-06,-5.5194505e-06,3.674456,-1.6495088e-06
MATK,-6.9973744e-06,-2.5107026,-4.2396778e-06,-8.922536e-06,1.9051799,-3.896007e-06,-4.6195532e-06,0.14711495,0.8642419,-6.546105e-06,0.030061629,-4.856276e-06,-7.632587e-06,-4.1087317,-0.3080637,-6.5431277e-06,-6.64171e-06,-2.1156643e-06,-4.5613733e-06,-7.167518e-06,-6.5747254e-06,-5.449246e-06,0.9278876,-3.4948052e-06,-5.4643447e-06,-7.3642486e-06,3.0531173,-8.17196e-07
CD79B,-7.893423e-06,0.56616986,-7.4870525e-07,5.8930095e-06,-2.0089097,-3.2259777e-06,-7.556578e-06,-2.0238967,-0.22103813,-2.400975e-06,-0.023219122,-2.8395507e-06,-1.8912765e-06,2.8367224,-0.33303702,-4.507069e-06,-5.574228e-06,-1.2575405e-05,-9.551364e-06,-2.7974297e-06,-8.596344e-06,-6.164632e-06,0.44085798,-4.7581425e-06,-2.0145771e-06,-5.645445e-06,0.7664386,-5.018238e-06
TKTL1,-2.7075723e-07,0.0879196,-2.4601496e-07,1.2695888e-07,-0.0027451508,-2.537209e-07,-3.2737606e-07,0.039648913,0.019918406,-6.125098e-08,0.10008745,2.311883e-07,-2.6679012e-07,-0.078207776,-0.043828685,-8.0577784e-09,-8.139258e-08,1.8042168e-07,-5.5031376e-07,-1.4903085e-07,-2.0295278e-07,-7.6449754e-07,0.035928525,-9.7296535e-08,-1.2401647e-07,-4.5998995e-08,-0.15871859,-2.9913547e-08
SELE,-1.5278092e-06,-0.019373279,2.1141169e-07,-5.0036815e-06,2.3432777,-1.1242988e-06,-2.2504278e-06,-6.4320283,0.037643135,-1.4226597e-06,-0.13840006,-1.9017544e-06,-4.2419906e-06,0.15257953,0.560751,-2.8810352e-06,-1.1771037e-06,-2.5809159e-06,-2.4231292e-06,-2.7785484e-06,-1.7960007e-06,-2.0320022e-06,-0.4332264,-1.5848935e-06,-3.200652e-06,-2.2951162e-06,3.9288175,-3.2755447e-06
FMO3,2.5006482e-05,-0.26370153,3.0294937e-05,4.3126744e-05,15.904403,1.755902e-05,2.4504425e-05,2.5514038,-2.7818954,1.989853e-05,-0.38360602,2.8210367e-05,4.616084e-05,-4.1502986,-0.5439615,2.8349936e-05,2.4396031e-05,3.459621e-05,3.5376306e-05,3.800334e-05,3.371716e-05,2.640176e-05,-15.110227,2.0326155e-05,2.0058525e-05,2.5717372e-05,4.7773247,3.6146965e-05
DLEC1,-2.2473465e-05,3.9785216,-3.8584396e-05,-3.9281218e-05,1.0599451,-2.0324798e-05,-2.0377389e-05,1.9481925,-24.316185,-2.1119436e-05,0.8585718,-2.1429832e-05,-3.09915e-05,-1.9441643,0.12297229,-2.07622e-05,-2.0471196e-05,-2.4706264e-05,-1.9321335e-05,-2.3424545e-05,-2.0477182e-05,-3.1722702e-05,10.944085,-2.2241318e-05,-1.4035939e-05,-1.4848605e-05,7.3485065,-2.0209152e-05
MGST1,9.823402e-05,-166.05801,0.00023269377,4.4924935e-05,-136.11514,7.653147e-05,9.070479e-05,47.178528,30.275482,-2.3286516e-06,18.989792,4.516569e-05,0.00018542186,50.658134,15.14881,9.369126e-05,2.998787e-05,0.00020159107,0.00013456549,0.00017156196,7.440993e-05,0.00020158284,-16.692242,0.000117217074,6.009238e-05,3.7341233e-05,156.6126,0.00015122439
IL32,3.9621267e-07,-28.938135,9.103354e-06,1.3944731e-05,18.54719,-2.1982225e-06,-5.3041626e-06,-14.508738,-3.1824262,1.8921323e-06,6.402587,8.334759e-06,7.908726e-06,59.67392,1.5762362,1.3939609e-05,2.6244502e-06,1.7440426e-06,-6.3181183e-06,8.881516e-06,1.0526437e-06,7.162788e-06,7.6545496,1.0999345e-05,-2.2121476e-06,-7.8565694e-07,-47.22527,1.4510195e-05
MED24,-3.3740451e-07,1.3804138,2.3705695e-06,8.149782e-06,18.487652,1.4759206e-06,-3.5089467e-06,-1.2034523,-5.9873853,-2.2083516e-06,3.281298,-1.3698274e-06,3.4885916e-06,0.92789567,-0.0226667,-1.3797064e-06,-3.127571e-06,7.7937466e-07,-1.0603956e-06,7.469295e-07,-2.4946098e-06,-2.89239e-06,-20.987255,-3.6271654e-06,-7.1753657e-06,-7.1594955e-06,4.1235156,3.7944765e-06
TRAF3IP3,-1.6304814e-06,0.57676286,7.75104e-06,1.2711589e-05,-3.9320617,-2.9480732e-06,-5.5893834e-06,-0.7960272,0.27783778,3.1345007e-07,0.18914124,-5.6887535e-07,3.759891e-06,3.5982206,0.0052060205,-4.3538794e-06,-4.3160532e-07,-7.200639e-06,-2.7832536e-06,2.2848672e-06,3.007987e-07,3.8680795e-07,0.7490175,-4.2193392e-07,-1.970392e-06,-4.703687e-06,-0.6680877,-4.9317996e-06
SEMA3G,-2.856383e-06,1.8882881,-3.506894e-06,-3.7773411e-06,0.1610627,-2.6925304e-06,-2.9913333e-06,-5.009635,-0.32079372,-2.2710528e-06,0.10341955,-4.4702765e-06,-3.757176e-06,1.0113531,0.042150393,-2.4960907e-06,-3.5509406e-06,-4.8916295e-06,-2.1701705e-06,-2.9001865e-06,-4.1580965e-06,-3.866388e-06,-0.92720145,-3.1190189e-06,-3.838335e-06,-3.5031999e-06,3.0514193,-4.5563975e-06
STAB1,-5.1456204e-06,4.390652,-5.256511e-06,-5.2132787e-06,-5.9060235,-3.3430563e-06,-7.6144324e-06,-1.6030023,1.3204442,-5.5939395e-06,0.17865054,-1.0989324e-05,-4.4365656e-06,-10.056947,-1.2956561,-6.1356914e-06,-6.082206e-06,-8.719791e-06,-5.201728e-06,-1.8956325e-06,-9.185013e-06,-4.383145e-06,-0.16526462,-1.9858803e-06,-6.954859e-06,-6.1042747e-06,13.137256,-9.397405e-06
LRRC23,-2.701557e-06,1.1017637,-7.428279e-06,2.7397807e-06,9.7758875,-3.8413486e-06,4.8995184e-06,5.7565074,-47.48185,-3.5180658e-06,0.0095260255,-1.4418406e-06,2.1834219e-06,-1.2477648,0.24190034,1.2129522e-07,5.459324e-07,1.5767276e-06,7.592364e-06,-5.174008e-07,9.506044e-08,-3.6429847e-06,30.119041,-5.80137e-06,-6.779286e-06,-6.1957858e-06,1.7250084,-2.1873782e-06
FYN,-2.572852e-05,-1.9763424,-3.0370515e-05,-3.858094e-05,3.1525195,-2.1071763e-05,-2.6095871e-05,1.4536294,0.08462373,-2.3094313e-05,3.0826902,-2.7450258e-05,-3.484771e-05,-0.026949544,-0.63640726,-2.2498432e-05,-2.7108174e-05,-2.9526276e-05,-3.107274e-05,-2.568101e-05,-2.5447715e-05,-2.7335067e-05,-1.5350672,-1.5541917e-05,-2.1055437e-05,-2.1527285e-05,-3.5981991,-2.493434e-05
PLAUR,4.2390348e-05,-23.88452,6.181561e-05,4.759616e-05,-14.040916,3.3686745e-05,4.717157e-05,-27.33357,5.3131623,4.3161795e-05,10.258058,3.8874827e-05,7.009751e-05,56.67456,-2.1039987,3.8852573e-05,3.9105173e-05,5.5638437e-05,3.743231e-05,4.8168524e-05,4.5453864e-05,5.595608e-05,0.20862347,2.0106369e-05,4.523787e-05,3.131518e-05,-5.0922556,6.244417e-05
DCN,2.2551889e-05,20.752062,-9.365582e-07,6.279686e-05,54.41446,1.774512e-05,1.7529463e-05,153.14162,4.632048,2.127948e-05,-539.5905,5.813889e-05,2.7636313e-05,180.1552,10.971531,3.5215824e-05,2.3008071e-05,2.0272175e-05,3.796863e-05,2.0948388e-05,2.989699e-05,3.076859e-06,9.557624,1.5118591e-06,2.5702704e-05,3.8961105e-05,105.96536,2.9862013e-05
ZBTB32,-8.873918e-06,-0.07848076,-1.1782985e-05,-1.7613078e-05,0.17403018,-9.602436e-06,-1.0796958e-05,-0.1701202,-0.043781027,-1.209418e-05,-0.096135445,-1.3458758e-05,-8.47041e-06,-0.45256072,0.70904917,-1.3998704e-05,-1.6361448e-05,-1.3949777e-05,-1.21433395e-05,-1.5382522e-05,-1.27938665e-05,-9.236954e-06,0.03473173,-1.0566471e-05,-1.777742e-05,-1.38157975e-05,-0.076492496,-1.1754587e-05
TYROBP,-0.00044118788,-82.37067,-0.00035003293,-0.00061169174,187.97836,-0.00032280723,-0.00043700944,95.56644,22.089952,-0.0003830897,165.84087,-0.00053162,-0.00045142876,-758.1528,-26.935925,-0.0003892391,-0.0005456568,-0.00052566075,-0.00036406028,-0.00050733564,-0.00052130374,-0.0004521249,25.366037,-0.0004073189,-0.0003932404,-0.00042010486,370.626,-0.00035394332
CD22,1.2441206e-05,2.187268,1.3519519e-05,1.5367556e-05,-0.11663979,1.36776425e-05,1.44887945e-05,1.666595,0.15519299,1.225766e-05,1.2957412,9.681877e-06,1.2265496e-05,-5.324064,-2.9211257,1.0832845e-05,1.4613014e-05,9.827975e-06,1.1253791e-05,1.0155499e-05,1.3292796e-05,1.361572e-05,0.041241653,1.1397926e-05,1.477116e-05,1.5404516e-05,3.0155504,9.358108e-06
SEMA3B,-1.4342895e-05,-4.3237185,-1.715481e-05,-3.1015745e-05,7.263868,-1.2000394e-05,-1.8496266e-05,1.0209286,0.27343822,-1.7777034e-05,1.050185,-1.47851415e-05,-1.7743077e-05,-2.1790898,-0.22119631,-1.843916e-05,-1.6254711e-05,-1.8261406e-05,-2.291246e-05,-2.0709027e-05,-1.7828108e-05,-1.6969056e-05,-3.5212271,-1.2967266e-05,-2.1803398e-05,-1.6931219e-05,0.63715476,-1.794654e-05
LTF,-6.618814e-05,-7.808395,-7.0998016e-05,-9.323423e-05,12.35116,-4.7846104e-05,-5.8007972e-05,2.7826054,4.3922496,-5.3240346e-05,2.9275436,-6.724886e-05,-8.57814e-05,24.450392,0.3001804,-6.144794e-05,-7.391781e-05,-9.7298274e-05,-6.645896e-05,-7.359069e-05,-8.178042e-05,-5.295109e-05,-48.473663,-5.9727005e-05,-5.1626826e-05,-5.806087e-05,9.079201,-6.64715e-05
ALOX5,-4.5864137e-05,4.642136,-4.5860063e-05,-4.637265e-05,2.2263486,-4.4631695e-05,-3.768734e-05,-18.106852,-0.35213244,-4.649438e-05,4.942871,-5.859444e-05,-5.175496e-05,1.4895532,-3.080629,-3.767044e-05,-4.8010694e-05,-4.325432e-05,-4.1045623e-05,-2.9588935e-05,-5.506477e-05,-5.6339228e-05,-1.7126147,-5.068779e-05,-5.2711403e-05,-4.7703066e-05,9.952189,-3.719319e-05
GPRC5A,-8.0856116e-05,-27.052294,-3.7415164e-05,-9.827357e-05,-17.443708,-5.723356e-05,-0.00010592441,6.4929743,11.85645,-7.0848706e-05,-1.9252715,-0.00011427269,-6.85132e-05,43.82149,0.89630836,-9.27063e-05,-0.00010646264,-0.00010217049,-0.000114666516,-6.953231e-05,-0.00011883951,-5.1487223e-05,-41.526417,-7.238391e-05,-9.928661e-05,-0.00010967692,24.882078,-8.253047e-05
CD6,9.63188e-06,-2.7847357,1.4374958e-05,2.7456832e-05,1.475552,9.323128e-06,1.0707341e-05,-0.021126702,-0.04307745,1.3551576e-05,0.02319865,1.761518e-05,1.1993923e-05,2.7912786,-0.1477417,1.45610675e-05,1.5952432e-05,1.5413954e-05,9.661299e-06,1.5887454e-05,1.1697309e-05,9.663707e-06,-0.31938276,1.1296526e-05,1.5220575e-05,1.1966908e-05,-0.97422534,1.2601147e-05
WAS,-1.6706192e-05,12.850919,-1.7656253e-05,-2.1321373e-05,-0.4899343,-1.4773204e-05,-1.7301369e-05,6.5225296,2.6381674,-1.9263174e-05,1.2137674,-2.5374917e-05,-1.4560558e-05,-19.24376,0.16406104,-1.7035367e-05,-2.1890583e-05,-1.9305297e-05,-1.4672272e-05,-1.5405592e-05,-2.1004773e-05,-1.961263e-05,0.17499012,-2.0043068e-05,-2.0522359e-05,-1.9322099e-05,-3.830392,-1.5833137e-05
CLCA4,-2.6636033e-05,-2.022755,-5.0121038e-05,-3.6739133e-05,-28.041086,-2.7882628e-05,-2.4940788e-05,-0.024804166,5.9772997,-3.2437827e-05,0.62395054,-3.9178038e-05,-3.6440655e-05,1.8474332,0.06191303,-2.6653106e-05,-2.8982347e-05,-2.8364639e-05,-1.8510322e-05,-2.919179e-05,-2.4040724e-05,-4.0813367e-05,17.70732,-3.264685e-05,-3.181837e-05,-2.2280972e-05,3.8713179,-3.258902e-05
IGF1,6.8518625e-06,6.085428,-3.7455798e-06,7.57171e-06,8.799704,4.7991657e-06,2.0197738e-06,3.8571293,-1.0267352,-3.4355405e-06,-49.370193,5.972803e-06,8.453743e-06,10.668282,1.4106332,1.0579251e-06,6.4854166e-06,8.518643e-06,2.578881e-06,3.040639e-07,7.65333e-06,-1.0676096e-05,-5.1236124,-5.2492032e-06,-4.6111886e-06,-6.29056e-06,24.699326,6.7738474e-06
SLC11A1,-0.00014171786,32.99158,-0.00016860038,-0.00020621617,-5.150108,-0.00012630339,-0.00012812982,-2.790177,1.1979239,-0.00015409711,22.597746,-0.00015877963,-0.00016654226,-46.219387,-2.5625243,-0.00013536484,-0.00015590694,-0.00015467126,-0.00013536695,-0.00012492768,-0.0001753723,-0.00015417654,-12.694852,-0.00012977273,-0.00013768609,-0.00012209888,12.632564,-0.00012433963
VSIG2,-2.7381144e-05,18.960749,-3.6531765e-05,-6.0223207e-05,1.3990824,-2.8321832e-05,-3.5082518e-05,-9.096385,2.3276136,-3.6414596e-05,0.63749903,-3.846446e-05,-3.4276487e-05,-14.697904,0.2573883,-3.9103754e-05,-3.796709e-05,-4.087204e-05,-3.697901e-05,-3.7814138e-05,-3.847334e-05,-3.3630193e-05,-3.7248938,-3.1908534e-05,-5.242727e-05,-3.7029527e-05,3.9375653,-3.847514e-05
MARCO,7.337005e-05,-65.68809,9.852581e-05,0.00013461156,48.673687,5.6296914e-05,7.3428375e-05,13.649906,16.978703,0.000101556965,11.901925,0.00014733727,8.8097026e-05,-156.09071,5.422186,6.7695306e-05,9.127374e-05,0.000115723255,7.588056e-05,7.184007e-05,0.000114252376,8.2154365e-05,-4.919722,5.339416e-05,9.4538445e-05,7.665584e-05,130.07039,9.863158e-05
CYP24A1,-6.5596523e-06,1.5050973,-1.1990136e-05,-6.585797e-06,-3.1238794,-6.5602976e-06,-4.2295214e-06,0.3419478,-0.9034825,-4.9591486e-06,0.26647115,-4.2928345e-06,-1.7202501e-05,2.248467,-0.060566496,-5.6404515e-06,-3.0121591e-06,-8.902535e-06,-4.8467036e-06,-6.58556e-06,-6.7289893e-06,-1.0892427e-05,-3.198947,-5.412961e-06,-4.6682135e-06,-3.7600569e-06,2.925026,-9.909723e-06
RUNX3,1.8246576e-06,-0.44996846,4.884565e-06,-3.9074125e-06,0.009738289,1.2288026e-06,-8.5368373e-07,-0.6135128,0.043290157,2.2902393e-06,0.8295127,-5.3206477e-06,3.827109e-06,2.6169603,0.1352507,-3.3223193e-07,2.9698385e-06,-4.108957e-06,-4.218476e-06,4.647313e-07,7.6306173e-07,5.4365237e-06,-0.9177239,2.8289649e-06,3.1311538e-06,-1.3261676e-06,-1.6535575,3.4989213e-08
FHL1,-2.8632227e-05,7.498162,-3.473506e-05,-2.9632522e-05,7.463622,-2.9368974e-05,-2.6241789e-05,17.188725,0.31845137,-2.9224153e-05,-25.836493,-3.9755483e-05,-4.1500287e-05,-0.89907324,0.8002316,-2.7429354e-05,-3.91796e-05,-2.650629e-05,-2.5135334e-05,-3.3027118e-05,-3.5531913e-05,-3.8488655e-05,-0.6467845,-3.7563652e-05,-4.34584e-05,-3.302141e-05,-5.886216,-2.7372429e-05
BIRC3,3.1758005e-05,-11.742512,4.4556804e-05,5.1370203e-05,6.7662554,2.8207252e-05,2.61409e-05,-6.9195213,-7.0685687,2.7364811e-05,5.0962214,3.53746e-05,4.42447e-05,20.403847,0.67113703,3.1141597e-05,3.6846744e-05,2.9656276e-05,2.8795303e-05,3.723791e-05,3.3673565e-05,3.915958e-05,-10.45347,3.2508964e-05,3.2753553e-05,2.414222e-05,3.2459686,2.8680044e-05
PLEKHO1,-6.841114e-06,-3.6244407,-8.0390155e-06,-1.4818204e-05,-1.9281387,-7.040969e-06,-5.808095e-06,2.267757,-0.5533898,-5.290933e-06,1.798435,-7.335554e-06,-1.46941775e-05,-4.530466,0.36601543,-8.2231145e-06,-7.378768e-06,-5.1540537e-06,-1.348846e-05,-1.2602879e-05,-1.3631045e-05,-6.9532043e-06,2.7080352,-8.690142e-06,-1.0011497e-05,-7.114911e-06,3.4963658,-8.197184e-06
HSD17B6,-3.87963e-05,34.63225,-4.2281757e-05,-4.659814e-05,1.7996805,-2.5327177e-05,-3.460656e-05,-4.4982777,0.09986835,-4.808374e-05,0.5753615,-4.6841837e-05,-5.257839e-05,-27.958036,-0.46247455,-3.893623e-05,-4.848245e-05,-4.0227027e-05,-2.7787417e-05,-3.758297e-05,-5.189426e-05,-4.9119342e-05,-0.7001746,-3.735532e-05,-4.3802633e-05,-3.557515e-05,-3.4874275,-3.5074394e-05
VIM,-6.770539e-05,-281.55612,2.9577634e-05,-8.258324e-05,346.73886,-1.7885326e-05,-6.19901e-05,13.834824,59.68373,-7.11021e-05,136.20079,-3.9033526e-05,-8.968002e-05,-454.4256,-18.111511,-6.751435e-05,-0.00010722627,-8.394891e-07,-7.641921e-05,-9.973193e-05,-3.507312e-05,1.3565852e-05,15.780912,2.4948307e-05,1.6444472e-05,-3.258706e-05,181.8549,-4.7239333e-05
SLAMF7,6.42261e-06,0.620574,6.4803694e-06,1.982724e-05,0.76010007,7.7181685e-06,1.022283e-05,3.3006408,0.53209615,1.3313081e-05,0.059825175,1.7536844e-05,3.1288544e-06,-7.3941154,0.3915536,1.2097849e-05,1.22727315e-05,9.1334505e-06,1.0984861e-05,9.743265e-06,8.495559e-06,5.9805884e-06,0.9914403,8.074793e-06,1.67737e-05,1.4859484e-05,0.73768204,1.0634513e-05
PRKCH,-2.8395489e-06,0.29523867,-5.464487e-06,-1.2866974e-05,-1.374315,-3.6867577e-06,-3.6343058e-06,2.5297048,0.22986928,-5.485603e-06,0.6459483,-5.1956126e-06,-6.708148e-06,3.819247,-0.29037118,-4.053064e-06,-3.747593e-06,-5.1725465e-06,-5.1466986e-06,-4.28665e-06,-5.386854e-06,-3.4526554e-06,-1.7943362,-1.8160656e-06,-3.6918468e-06,-2.7908457e-06,-4.0608954,-5.2448536e-06
SH2D2A,7.415915e-07,-2.4373405,5.966043e-06,7.738629e-06,2.5281942,2.1094836e-06,1.3613576e-06,-0.289482,-0.14581627,3.7891646e-06,0.3524938,4.858188e-06,2.4564388e-06,5.1117783,-0.07907007,4.115077e-06,2.8150553e-06,4.9549103e-06,-3.2682647e-07,6.4336155e-06,2.1626902e-06,2.535512e-06,-0.44775474,4.978272e-06,4.0042146e-06,2.729048e-06,-4.593071,3.7079699e-06
TNFRSF1B,-4.5893457e-06,-0.49001527,-9.752737e-06,-2.1507865e-05,-1.0070341,-4.1067724e-06,-3.2286214e-06,-3.8614335,0.37109786,-3.4421475e-06,0.23294672,-1.26276e-05,-4.3617238e-06,5.794581,0.19302273,-9.294342e-06,-9.394303e-06,-5.4693464e-06,-7.723826e-06,-1.0201901e-05,-8.648565e-06,-3.6099893e-06,-2.0066931,-1.142295e-05,-1.03862885e-05,-7.4161335e-06,0.77368283,-7.89857e-06
