0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,mean_gini
0.7795378388935822,0.77265817406849,0.7832621416929534,0.786715488171449,0.7893198225362434,0.7646583474918883,0.7769304811125403,0.7949501157356175,0.7857042602500667,0.7705233429914498,0.7845884741171609,0.7777466243531012,0.7863513989937702,0.7854430891506371,0.7630048797412796,0.7695695500197545,0.7812314131895587,0.7792570871973401,0.7839920613432717,0.7918394207642588,0.7731780965009268,0.7836539968800061,0.7801846242233614,0.7644921553586342,0.7822358594329473,0.7749301676571829,0.7947064020875602,0.7715037256472631,0.7998120708594759,0.7720406158358301,0.7904540056163305,0.7852952488710863,0.7808346996531287,0.7889712905688357,0.7930903295975809,0.764466022354389,0.7806266917210158,0.7885521526938163,0.7820735735155541,0.7785706345342661,0.778936929863073,0.7913329355253292,0.7773291911951877,0.7875555164884067,0.7883796684446832,0.7786092127250855,0.7850550681275782,0.7679670182353759,0.7652975984191424,0.7841005809773193,0.7846701301136163,0.780301110230349,0.7964879110277135,0.7719700946924352,0.7889460126906898,0.7771478121246345,0.7902500878989227,0.7832058009331463,0.7892172580954187,0.7757087942669317,0.7814812023888107,0.7836530211591219,0.784704914958065,0.7738641689479436,0.7958918332798136,0.7793398800619117,0.7941631457952212,0.7963653320871037,0.7878516125285371,0.790451798700914,0.7639935375403861,0.7815609105621067,0.78372085869993,0.7858720039723456,0.7929369231079835,0.7805001428780116,0.7838161244776161,0.7752674304006905,0.78445838277503,0.7749428447441387,0.7828440099332356,0.7668763976170145,0.7821907917264331,0.7858449290767812,0.7807599034867697,0.78118297423051,0.7679477639263879,0.7801531483397395,0.78257777053077,0.7844634334750547,0.7842117187095689,0.7876081977610015,0.7955565967729218,0.7866729487357103,0.787805276790555,0.7888276366957295,0.7824880273357069,0.7661374435264814,0.7901494622102517,0.7870810010219292,0.7820564060846688
