features,AT1,AT2,Arterial EC,B cell lineage,Basal,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,Lymphatic EC,Macrophages,Mast cells,Mesothelium,Monocytes,Non-T/B cells,Rare,Secretory,Smooth Muscle,Submucosal Secretory,T cell lineage,Venous
AC104820.2,0.03449521863774097,0.03242591418539678,0.040062908802867794,0.031195914849807077,0.03839099683007213,0.03877768497978957,0.03418291648003177,0.03724732228934974,0.0364054928035471,0.028549957778069453,0.029892309483966407,0.034310843405004225,0.026052270888392026,0.031066070038821447,0.03653603023996217,0.03027992505658403,0.031835205787224916,0.044346310211149736,0.03599242947225767,0.041339078553054014,0.03749094274656404
AC133644.2,0.015551259036329841,0.014612410857083194,0.019510123533489493,0.019380878708389216,0.016043598919486857,0.017602857381795272,0.01593328772539138,0.01631282201622057,0.01858168207911699,0.013296673473492372,0.011566424831051768,0.016570318450127547,0.012191467882408874,0.015202810907078469,0.019707006509246883,0.019889199236990576,0.018615596776718295,0.019222405775970296,0.013296011716344291,0.020819644946227737,0.018153708810090326
ACAP1,0.007154715188082031,0.005891200186426157,0.008521886862606258,0.009814290089765238,0.00919947385020807,0.00970345721262405,0.006363565637174118,0.007909044075160902,0.007379296612294226,0.006104527872478276,0.006946249324422118,0.007237347807021858,0.005174100985958472,0.007700928614382707,0.007432202421238804,0.010429955047149709,0.007175698073626814,0.009190853874033171,0.011848737181288078,0.00915796429390303,0.009826900944133087
ACKR1,0.01422352439945304,0.012159211185879759,0.015323669210765566,0.014478145505765837,0.010739846088364717,0.0175754521830337,0.010113471512878716,0.012220257655683258,0.012269984579450596,0.011675133871842163,0.010992593631992908,0.013354099003030029,0.010650030883150181,0.01368824837661197,0.015429675371012079,0.013084500294791183,0.01180344876197208,0.018172547205802348,0.012507260798653623,0.01577148899978899,0.015321282619751707
ACKR3,0.010764569557378655,0.010546657557103968,0.012965576489612671,0.011643341570490573,0.011579345614522252,0.01318025797078732,0.012261090023721357,0.010618658452197694,0.010207108056014779,0.010282742644300027,0.00985052893439068,0.010443134540019496,0.008097385416289347,0.010942717688897199,0.012209287219392748,0.01251432192286896,0.013472508524705513,0.012899025254619372,0.012825165440653869,0.012839136637689017,0.013878640731281715
ACP5,0.006070771464347505,0.007402737992933568,0.01038771912378899,0.00810168968461984,0.008068874358942928,0.01070504284587125,0.005816934291896487,0.005923932601038692,0.007842306713015206,0.006356878340411606,0.006156946614950596,0.008284508006260505,0.004148320462378302,0.00836997163302277,0.009533623612722841,0.009221093671823192,0.006640593774766169,0.010072537473887935,0.0056443204748705044,0.006323546080509223,0.009376572580829221
ACTA2,0.008386334995942575,0.007228741589401741,0.011186777419822087,0.011206911030482604,0.008605381366673517,0.012011610175589073,0.007373590466644834,0.0074622560813473815,0.008105887636217024,0.009697633329804438,0.0071281142986788955,0.007795234892273728,0.0069953505793516335,0.007461541108396735,0.008529674211469059,0.009358746406982775,0.009131967596877821,0.008405462047168315,0.009333118090372699,0.008660651386091725,0.012286346100413096
ACTC1,0.03463348279196203,0.037628450710219224,0.05449202713361054,0.0447832544689911,0.034327318430377216,0.055736874405425386,0.032161633685970185,0.041710608364221094,0.039852941230386955,0.033663561636481404,0.03371587017592471,0.037409083405982715,0.030186589157939165,0.0331406864208926,0.04344495322533386,0.047987109224388425,0.04217377699814894,0.051098012601815374,0.034229929208753014,0.055548607306077115,0.05748427256522874
ACTG2,0.011788414700964301,0.011911458846059013,0.018665664401785652,0.01671332351840443,0.017080936799677208,0.014566296531770521,0.012354759895736294,0.012352371380114064,0.013906863075252901,0.012657078328967154,0.010382628679827019,0.01480094011617404,0.00833093263789234,0.014949677928592529,0.012955930504279125,0.013528389887832186,0.013009199262460252,0.013329249934373377,0.013824116625604455,0.014500135222096075,0.0144438528481772
ADA,0.009022002926204168,0.008685165740937393,0.01643656264572406,0.014376178634468162,0.012860910426794792,0.012173660081860153,0.010370919062910511,0.00943756903074061,0.013104639869592614,0.010780419144592076,0.009676492143733652,0.012125171448352576,0.007756512007442536,0.009976976990777035,0.014142851939983112,0.014907962399193803,0.011120703347036114,0.01420306189370205,0.010340411502149842,0.011007237909957956,0.016367127973034638
ADAM12,0.01453588276327744,0.014728583179936878,0.01497972834747778,0.01600527560983173,0.014808676756766058,0.021707067923191416,0.014300587614255667,0.013326808836953884,0.014636453127347208,0.0144364925222603,0.013030157550192217,0.015650075157193688,0.011725286703339109,0.014340002143093418,0.017154414083566376,0.013776859491940492,0.014577010005604178,0.01820045080263716,0.013491418355755907,0.018899011593383582,0.017050511198805036
ADAM19,0.009647971448980016,0.011017243106639638,0.012722065341701552,0.01312949398623253,0.010931277827270887,0.014591454622695383,0.008551533178212806,0.009822663584247368,0.01214588867226732,0.010658806969013083,0.011830047384020931,0.01243878084780655,0.009961495684915129,0.013585732470141252,0.010987356098107257,0.011521419951059955,0.01062785381440742,0.013937597525008298,0.014626783296551754,0.012401860254990706,0.011296659052158325
ADAM28,0.006995655037541545,0.00606077443819319,0.009705721016513374,0.009273056087176377,0.006393189584417003,0.008552191985403164,0.006293152228821457,0.006648783119542616,0.00790672280454341,0.007880594011904725,0.008214911635214449,0.0071510886488750066,0.005790632153829868,0.008605211412965032,0.010051321280016446,0.006477922937609102,0.007692483752120679,0.009149890346746077,0.008138339408409544,0.008683192957152634,0.008238591539336204
ADAM8,0.008114258750452375,0.008763246396944388,0.011040397852403521,0.012139726215478076,0.009050820059759102,0.013622257652447416,0.009183065946576393,0.010547320496726985,0.009152425500960633,0.009101278510113815,0.00917429689997159,0.009337209537578136,0.008035436568004107,0.010652982451782375,0.010241732817137243,0.011336233863630522,0.008288484129152217,0.012983049825022906,0.012437458104853593,0.008804278448552447,0.01044257792571775
ADAMDEC1,0.03462223631878894,0.040558929344919475,0.03692460991689514,0.03703108686127071,0.03692802550353899,0.040500151923280506,0.0292094315697211,0.041346387342543214,0.03740068785369251,0.03119848896107978,0.03872672312155349,0.04288296572573498,0.023501151013238446,0.03662203263908662,0.04395220872958153,0.03596069096140104,0.03644822366199447,0.04460698372985104,0.03722226874035876,0.03916309553734453,0.03382982666239854
ADAMTS1,0.0066391192677826075,0.006423824981752361,0.009902064269860402,0.007716109151166702,0.008208636614245207,0.009650054094386221,0.009370729500112947,0.008756311886749886,0.008770984856325265,0.008142475499088518,0.006828337903085021,0.0084860233130964,0.006737869388564863,0.010083326529041479,0.009679971036583176,0.010558711674947397,0.007193160973228766,0.009036466030228566,0.008811541286714866,0.009184126711019034,0.00960613554188053
ADAMTS4,0.012336738684239946,0.011252390265757771,0.017221790115173514,0.012554459179203989,0.014105303567008256,0.017322294889707324,0.01106480279430491,0.012386226667408087,0.013524158380679023,0.01212042526750753,0.011504669792004532,0.01337713759029358,0.006330808721974524,0.013963967253368383,0.016527264307763325,0.016042212233891684,0.012432660406864617,0.015439553986849836,0.013675087453188461,0.019024662184145898,0.01389006332159793
ADAMTS8,0.019520806760756022,0.019602954611524587,0.01911929238206808,0.0267849444618388,0.022210258110384542,0.01898503540708548,0.022364912241430293,0.015288294834305936,0.017638736267954938,0.019212040400602738,0.01670685867973206,0.02240837034450704,0.01275082333265432,0.022853519984368686,0.018456353878601728,0.023780521460210965,0.02268250312274432,0.01994561531475645,0.02056082233095745,0.018637525786465683,0.021365171853354424
ADAMTS9,0.009354850915580063,0.01053128613073506,0.013029536442865688,0.01121381667987268,0.010396817530855994,0.011923956093059207,0.008312648376069242,0.008544729568154026,0.01093601392912404,0.007523036626791508,0.008348200510422699,0.009246773068447157,0.005994082364824892,0.013681944112627475,0.00901548108545109,0.011206366597253882,0.010084351410190628,0.011152534480712305,0.010959170301431962,0.011826798342771403,0.010497440665929496
ADCYAP1,0.028288482589964466,0.022128522127597396,0.03146572088314514,0.03113382085478591,0.032473772382688205,0.035422766914543644,0.028733223202073346,0.02859542141620632,0.02805908595565906,0.024655989337159404,0.021812813112279957,0.02726945675189463,0.01781391721611379,0.02971054736038151,0.03272165944797722,0.03181503109007814,0.029290214146633943,0.034173761658044546,0.024230808160091398,0.031200701680832152,0.03326960635605982
ADGB,0.011508667155207798,0.013363127361757878,0.013770566455931691,0.013378950346551035,0.009721172196075907,0.012216072224319738,0.009457028084716873,0.009444689799904997,0.011873845108217245,0.010061330978665621,0.008518449246725514,0.011455967470542236,0.006652408460534526,0.014096235333588593,0.014269548599089521,0.014061794718505372,0.012782474809552831,0.016886748386400193,0.011121722549285527,0.010240837235072632,0.0112093092293229
ADGRE2,0.009352489788305393,0.00833474779089134,0.012478369589519221,0.011440904492891408,0.010416554378836193,0.01205180525404703,0.009281377866478074,0.009650280297657951,0.010438712343434456,0.008743379247383127,0.010276540219034814,0.008385437057940858,0.0065650465220496055,0.009742687120737427,0.009830970423582837,0.013568821394152452,0.010509457891137868,0.01048811889921409,0.009547981468027678,0.01345944464835213,0.012866151050693265
ADGRF5,0.007741920261210503,0.005776564816521528,0.008782279381583432,0.008138971613257938,0.007563820465574068,0.008082486165397619,0.006124923280108299,0.005990187206267131,0.005944536025750395,0.005245334492122821,0.004834153986911078,0.007083646410179306,0.005651503406942862,0.00644192202628153,0.007950657880878155,0.007519360473264866,0.0064127104073064545,0.008242601017177584,0.007528216016698459,0.007659497867528186,0.007871920424551674
ADGRG1,0.006759166495876736,0.00514601881264744,0.009034593592676513,0.009319151770438487,0.00691871984579306,0.009296329991400796,0.007959250023104878,0.006702101995815783,0.006000629705689934,0.006107991191990965,0.005239844460207147,0.007101177393722181,0.004138957345378396,0.006311871992364072,0.006621352495253205,0.007353795903289948,0.008053406448877549,0.009535652848397693,0.007247226835621729,0.007620491080691163,0.008374766556380822
ADGRG6,0.011490888192072606,0.010969162116524609,0.011205458594425698,0.01151821742279985,0.010256497905511435,0.015603644652433177,0.012419725469472048,0.011714655650341712,0.012101950487545778,0.00962198383970713,0.010348687669740245,0.01065541247523746,0.00792536332607554,0.010687212854804848,0.012534477989280564,0.012819258926673112,0.010496814225817384,0.01265692152718065,0.013260387809318232,0.012734905972193842,0.015892281931242556
ADGRL2,0.01005537102888016,0.010096005110867412,0.013345908740630779,0.012533877350104382,0.008287221847912467,0.010974063512608238,0.010985686246055561,0.010087832930225492,0.011108117195053255,0.00996167290974523,0.009194369749105525,0.01089078757594601,0.007347062612227767,0.012889071060615011,0.012909208823192884,0.012543664339740319,0.01082221010087277,0.013288616928863255,0.012342173481979779,0.011996469893269497,0.013890186564610258
ADGRL4,0.013957559441195451,0.013584271766792042,0.019267273321006508,0.01638165746016196,0.016579027887374677,0.021490871743226555,0.012712684375167151,0.012873771405139749,0.013142818316636082,0.011964795333022065,0.011846845750884778,0.015540603627189032,0.009288894303320328,0.015823589725665586,0.017707642704643253,0.02024503954136635,0.014527326201565277,0.016173523323824733,0.019383814383660665,0.016870999304457335,0.016349707359422875
ADH1B,0.010540153894163452,0.010756098502894057,0.010505381427595778,0.01407198411231601,0.01066389567756078,0.01169888375992469,0.010807124348428312,0.008962926709698423,0.011332661841819905,0.008952635941491018,0.007923894114430946,0.01092881432197891,0.007248580982237482,0.010935267989245242,0.011453449925592676,0.012241040254301892,0.00979850186349166,0.01059115013529809,0.012091641601267475,0.01436214960403389,0.013038617037510884
ADH1C,0.008389422082135535,0.00827622327673161,0.007692287448359281,0.009001096875961548,0.009621052939275536,0.0095667829702492,0.007337558086500167,0.008212036805267437,0.009220438050607595,0.006021862335071051,0.006208171032985337,0.008405718864262961,0.00555453954589022,0.008032452059605816,0.00950102464559081,0.009730966542783272,0.008974758796466812,0.008183232042545865,0.009806625953063253,0.009401402118474289,0.008990701214215103
ADIRF,0.004260215001816327,0.005381698967596641,0.005098668025132939,0.0062392259120989,0.006287997736427846,0.00667422304079922,0.005737432497962306,0.005261791620354627,0.004595970989704931,0.004022812920226598,0.004469938192421566,0.004056594321499648,0.0033866785484351967,0.005610953343609075,0.006142638557931747,0.0056739253953715565,0.006681221393118134,0.007321428026103737,0.008049068086606216,0.006087526457456808,0.005294094815759545
ADM,0.0066880553855163775,0.007444415639306225,0.009142562229806027,0.006647659156109351,0.00756073451227347,0.008799074195088167,0.007216459294248111,0.007090396198702176,0.007851222543295067,0.006209977847053093,0.005434486131864169,0.006519933894389333,0.006078867056727091,0.008699808956871795,0.009223059486931197,0.007407522567954469,0.006099834013803651,0.009566184208232945,0.007901265028721677,0.006619778348322506,0.009933314028122146
ADRB1,0.00980759308078504,0.010457489800194508,0.011262683019291852,0.013337092368760026,0.009418602130951722,0.014646025788978407,0.009040825240106284,0.014883143105037668,0.010877571138104192,0.007492188019818197,0.010070690917002847,0.013284893507523892,0.010110477372085543,0.011799813144487305,0.014128459572410592,0.012926925194941487,0.012425706492457214,0.013728707171063313,0.011360559892724496,0.013447357269967746,0.01311999509146471
AEBP1,0.007676813625115064,0.008215477256154883,0.009151921006930611,0.010448320196090283,0.010083992685504384,0.01057533048538862,0.007412085766901744,0.007810347108327668,0.008080148688150232,0.008306617853983766,0.008648996161351348,0.008643656598205969,0.0064683881446766685,0.010132639788458454,0.010485167040797185,0.008101259515298704,0.008884769398203495,0.010909325361320778,0.0075563450985337765,0.010317448079216956,0.010911769615551372
AFF3,0.01115568320655362,0.011211709373030449,0.012860627030167665,0.0150343516255163,0.011190202562973137,0.01456419573354544,0.011538024126113733,0.009850861678176321,0.010987718311269592,0.010771032672977838,0.010450737743079757,0.013305058971893078,0.009136675772060843,0.011605799359012127,0.01271855501601036,0.016316540143079542,0.013196216601992787,0.01292243412303097,0.015113558977522852,0.013039689930363056,0.015139457996442118
AGER,0.014174583949774769,0.01489700112357231,0.0167187039117134,0.019283462470949184,0.01887819147108788,0.01878491240532072,0.01805907998709905,0.017018405500954566,0.019231331605951803,0.0153721180768759,0.014940982347311142,0.017792387263352683,0.012297205983674004,0.021057135351927547,0.018535114979960764,0.024576904910128983,0.0203996151633683,0.01753162030038495,0.022552051807725283,0.023650552749022204,0.017430990002383497
AGR2,0.005024847083369285,0.00614369785495048,0.007294908109289746,0.00675165599346465,0.007875492005723128,0.00909325099525719,0.005472971096104085,0.005293779805226414,0.00673665380895142,0.006147242277655403,0.006636302218746689,0.006772507235924604,0.004083655858079668,0.007318611790782751,0.009109122382992814,0.00691612491224473,0.006118200891636528,0.00904969836096208,0.008416058014119944,0.007242211303146638,0.007971126812794736
AGR3,0.005878770972442831,0.005733974041321628,0.007641013567468177,0.007832998245289142,0.006338280163094259,0.00675219312226486,0.00536383122744412,0.006130645382600506,0.00577152597833299,0.004937672273588016,0.0056283989028592,0.007189118740318261,0.003897819950728531,0.0056186912366456634,0.006607697504221718,0.007937647026941101,0.006455394453720187,0.006107283804592969,0.005822822665273828,0.008589135031146727,0.006656937608966295
AGRP,0.011440936386044426,0.011840944686358035,0.015529817238202393,0.015038122397590132,0.01631816460402129,0.018113362038776518,0.00936782514964183,0.013529697284002863,0.013665789025242387,0.009923125492577716,0.010841999391022214,0.012311920032503481,0.01129828311321406,0.014051157438775724,0.015247686178068655,0.016475630046968403,0.010263865381802035,0.014348776724389356,0.01419855989942627,0.015817339853050658,0.015209179222218584
AHSP,0.046955260267353215,0.032167450294015826,0.049123730485574314,0.05546935181151464,0.03669330173883346,0.05158800285059627,0.028257915797331612,0.04279881927592392,0.027114876713185413,0.03487465131910655,0.04009600055263648,0.03546812462108091,0.03269911919413802,0.0540265287532456,0.05105346362173444,0.04892639048454919,0.059744225039507104,0.04813250907455171,0.033115912436802425,0.03988025466049566,0.04251218830735718
AIF1,0.012095740506737378,0.010873919410085841,0.015441579447995825,0.014866231643194727,0.012458136690162113,0.01788984272707502,0.010651588293172061,0.011428994705060305,0.01240325971852187,0.009982870352804435,0.012007941728375236,0.015293238611218875,0.008871871080038576,0.0111526888598375,0.01284016189853535,0.013729343927758497,0.012079050677024068,0.017025861577391572,0.012259297821906498,0.015029749057162011,0.015517664738160528
AK1,0.005264298774147153,0.0045829067040398155,0.0066089060967046654,0.00710742580833709,0.006304868793722499,0.007530965337860966,0.004614238536956459,0.005374402471096842,0.004785091318523914,0.003908602741690458,0.005613186597853304,0.00530298429828019,0.005426296122944113,0.006769332493692608,0.0067916401462285066,0.006833674377598251,0.005795616295314252,0.007856841291374844,0.007013956030601045,0.006278293295371726,0.006101215879321765
AK7,0.009309258470432714,0.010520747662111314,0.012536198471486938,0.010690280829481608,0.010481499869628541,0.013872457907251428,0.009764139163684151,0.008005072159594425,0.009960003773268536,0.008154926334815488,0.009374474411760293,0.009965181779791117,0.006202940786778752,0.012268660335385368,0.011625402652297395,0.012825331540481332,0.012223905424887832,0.011423894452267387,0.013357173396251141,0.010413279975437102,0.012553256502783628
AKAP12,0.008962844058250376,0.00912742851152992,0.010023250932162725,0.012280522717872007,0.008797345637832474,0.013370312206752112,0.007297304632632303,0.009935052547083052,0.010671191270846283,0.010373752437849371,0.00983112666475383,0.008811990145554732,0.007563068082926286,0.011078729397980073,0.012337664234425078,0.012320650968333872,0.011624449156463853,0.013469541250837264,0.01161801065511633,0.011349252532550915,0.011048678317141696
AKAP14,0.009834600745375139,0.01081472758799057,0.012247303088346546,0.012770881968468482,0.009823261935846199,0.012353542750938204,0.01012687023284319,0.011312196490965687,0.01006125618738538,0.009972027052143232,0.009857740040408172,0.01113599590468537,0.007601588997254976,0.011646679841122682,0.012803913886894116,0.009816284137726167,0.012586023800846708,0.01205230606783815,0.011774863021754315,0.012709881635064217,0.013357571687299752
AKNA,0.00730580655798149,0.005960160783010105,0.009580666743901057,0.006678181185289799,0.006878952437641852,0.010753645087578432,0.006821875034130165,0.006321971423612973,0.006107040689076193,0.0059566018833042385,0.006169525796536163,0.005765814510426799,0.005481701819131097,0.007236379235605545,0.008555804458897477,0.007471049698884316,0.006580114545073729,0.009384841715793759,0.006805200076248134,0.007234489682365339,0.007358028127585252
AKR1C1,0.006939500158420348,0.00605649838335823,0.005650715104855898,0.007849428508316705,0.006806778980222132,0.007457280666770926,0.0054801255026044,0.0064317851186142146,0.005903939169363273,0.006002660041808345,0.004530837819000633,0.0074726238322931305,0.0034600752083943824,0.006396044360620104,0.008205009845774852,0.006750716881920551,0.00688318103339493,0.006244810692903527,0.0070410620780158775,0.006491849897741177,0.00744948341056459
AKR1C2,0.006655021981133507,0.007282129061312548,0.008271577617558291,0.008345407410598405,0.008531316389919231,0.01137999447630842,0.005949927982243596,0.008206902717613467,0.007140659183571533,0.006408158386864161,0.006978353951364507,0.00850330331441934,0.0076254859299661045,0.008576999576604178,0.009468241316468241,0.00728456141162723,0.005494202470134344,0.00923596121740251,0.007860950118780971,0.008628467723073574,0.009025495470593566
AKR1C3,0.005819094563010747,0.005392563755207988,0.007244481874976883,0.008038727270910808,0.005888601615683691,0.006918685118096498,0.004122889632605462,0.00578737191889548,0.005862747997577942,0.00626458614959576,0.006784139722718059,0.005905894053188239,0.004291448207568851,0.006512613730485026,0.0072710993425959625,0.006825391603166035,0.00458888689688659,0.00836779739464869,0.006016252399141421,0.006859025755575291,0.007733067403550569
AL928768.3,0.023754749012419755,0.019732950831656458,0.025861311655218194,0.027870869236352312,0.025151482706279416,0.025475549776461687,0.019926645804815638,0.02314392532334264,0.023781508048221593,0.019285170172434994,0.01576013613809341,0.025174930210982563,0.01744305666340624,0.02251144459180674,0.022578905373094624,0.02311258225932517,0.02324779427792004,0.026594851634607886,0.023479100836294897,0.023204274526635787,0.02524348890042897
