features,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,unlabeled
ACAP1,-2.4570989189692787e-05,0.0013305936085744243,0.0020858617395813806,0.004674006266170795,-0.00362444074049994,0.0016180180226206776,0.000545202644770042,0.004330762429373581,0.0004007413394576394,0.0009723070535161867,0.003804322862468814,-0.006860533596853594,-0.0009005261835810758,0.0029170372710149712,-5.0781147372018255e-05,-0.008103302482128578,0.005989431549245861,0.0033821344905020116,-0.017697946434102153,-0.00407885492509303,0.0015193899332369715,0.002769426119307427,0.0008026924454137202,0.0016788758101725335,0.0018876947736918392,0.0015251571335765162,-0.0014270756076760682,0.00025830775225989554,-0.000878396577260714
ACKR1,0.02058242525103441,0.009686783196843919,0.009712959863470172,0.01522874896415338,0.00613099449554193,-0.007891834969140648,0.005575039478951298,0.013229319305439293,0.012925835533169259,0.014252479002387535,0.014946902009602959,0.010022316190416698,0.009725198916858883,0.018024672743505277,0.01792878886191676,0.01639155226676034,0.004117904052831448,0.009071663432189934,-0.01671758060357885,0.010243833343879145,0.011656822432574352,0.025277991149208336,0.01583443359489795,0.01093060158039359,0.016608337845856323,0.01824326155409978,0.022157678178999118,-0.013346864947825655,0.009149420765610148
ACKR3,-0.010782670348015205,-0.001117982045642982,-0.003519727886274811,-0.007418021634822545,-0.0024683886395919126,-0.007585383218993155,-0.007425546304386116,-0.0015609712838766873,-0.0032459669355901196,-0.003398101726454338,-0.004222360973240985,-0.005597457108301931,-0.0022410255766841195,-0.008820402060124126,-0.005425461224088952,-0.007038758644090421,-0.003814548601643061,-0.005284185155628827,-0.027826995609907076,-0.008010524385407482,-0.002108360201438407,-0.0015035677310689158,-0.018954842654089518,-0.006006764825550082,-0.008322925485100652,-0.009329979366928148,-0.003428396330550541,-0.004391328856319384,-0.006166912665186438
ACP5,0.008557012738201565,0.005283921180725151,0.01067747572563989,0.00935014135622914,0.005678205152437923,0.011012518728369544,0.01140141598017783,0.011057999416985287,0.006374394701908229,0.0019610235883972095,0.008026670209823882,0.00861622195058881,0.006635097632711634,-0.010490475188635644,0.010941305356457785,-0.0042697803463428476,0.007947659243649135,0.007050530289666961,0.0116378649358561,0.01196711764914248,0.0019353373956083786,0.008145454401468112,0.005008072493809435,0.009654312394092065,0.007986175387164996,0.008838870856216813,0.0092771559108147,0.005471557929537099,0.005547927249503296
ACTA2,-0.016570804928577706,-0.014211694527922647,-0.009463372906238405,-0.011557733055342903,-0.012022096651039762,-0.012938668484404569,-0.013175441808759254,-0.015411085189506792,-0.017560430119860273,-0.01448808198765938,0.002230695536047214,-0.008939970948197422,-0.011675039950101739,-0.018549325017507643,-0.015612045558858962,-0.009823130722284409,0.001830802298049194,-0.02030067777171994,0.0003383204374349186,-0.015183442528208075,-0.010193947651238126,-0.01666605128844543,-0.015079564696276249,0.015160197523625091,-0.012502710189277691,-0.017177145142520844,-0.016023558071192018,-0.01956414684679872,-0.011471965566865566
ACTC1,0.017596447913430492,0.0036951947206415054,0.019099888440998698,0.02366579772369216,0.0034862065155058745,-0.004807317727667884,0.020891322454165268,0.017858125035059645,0.02539238051471577,0.016934793668548425,0.01165794351097461,-0.023002335712727553,-0.0013254239532400384,0.009461127656856036,-0.020853074915677852,-0.0005497708965639101,-0.01158552718410174,0.009205540484258624,-0.0767244341678444,-0.014804197559290789,0.013224978033868816,0.037021291562267085,0.05694525112333444,-0.01686985640479057,0.01939913212447265,0.01577028106221217,-0.00039822945631412835,-0.002101398812588509,0.02453594427106951
ACTG2,0.021382537335880813,0.0010275378033973803,-0.004447758767714383,0.007259856028347368,-0.0010640087658057996,-0.002658955344611496,0.008511347013650835,-0.008167249145175854,0.011756785357715514,0.003324070010693593,-0.005053728292507035,-0.0005065825634221389,0.004428309694159593,-0.004677994025346798,-0.0035057106107804726,-0.0014631450848349963,-0.001606312511952735,-0.00046178023413742414,0.051238713388783025,-0.006363977931546169,0.01092416170847469,0.018906594099063163,0.01049231088816448,-0.006937635404220761,0.008847607469973689,0.01921311986447597,0.00357818531314194,-0.0016991999541576292,0.009455315630078042
ADA,-0.006536397013372123,-0.0024129244510220395,0.0034769253911917236,-0.00037337893157704234,0.0068657180748718395,0.0007963094134361681,-0.0011227497291573171,-0.004690316543409628,0.004675252522339798,-0.004573265408379196,-0.0014851135888989484,0.008130030936663767,-0.0048160496295840275,0.005806529248554692,0.004103140210385155,0.007771856365347896,-0.004343505973596933,-0.0015661765575607873,0.026468157444148134,-0.005656979678218859,-0.003805923690769481,0.001414306447608953,-0.0012814103365307442,-0.005606285980597062,-0.008493307041883879,0.004293717138347331,-0.0015615748671561742,-0.006819377763580906,0.003132024937178562
ADAM12,-0.02153156072550395,-0.01259241611225368,-0.014741812615347882,-0.01628118198320235,0.0019545451080752578,-0.008975898604819139,-0.016152195781587168,-0.011373487348166742,0.0006142834214269655,-0.008705441983115276,-0.004003712820020524,-0.022452396412748796,-0.007571908731681481,-0.004287261146609859,0.0014064623690259151,-0.004311321226213352,-0.008398740371862144,-0.0021055868084303556,-0.0011773919246422238,-0.006635742374514943,-0.009930694241173285,0.001515507164062342,0.006142468211246746,-0.010092005459175612,-0.01570519615524712,-0.006429323902088285,-0.007738415461542385,0.0005404277656985945,0.0014527626836673268
ADAM19,-0.0057467562368667315,-0.0028760424713775734,-0.003817532505710984,-0.0048163027197189396,0.0010464017840561583,-0.01311292886641552,0.013710673125054286,-5.5221072177668165e-05,-0.002319450285350218,-0.004219709354834511,0.0013721561443856539,0.008272131988780886,-0.002200296610337731,-0.0017184978560889103,0.00539360351377646,-0.004659983706837402,-0.004196426894181615,0.001965347361792763,0.031587697949864366,-0.0025228711247494194,-0.0026277797984343232,0.005194183813270537,0.00291929421264377,-0.01237823066188803,-0.013150561769711012,0.00866970488310923,0.005602409998691463,-0.008570826631387259,-0.002188439373699825
ADAM28,-0.00012934920781876714,-0.000359584146073763,-0.003425114079685211,-0.00219122774640055,0.003530299608533014,-0.0005489538444532873,0.0024562492935158776,0.0024807804024883336,0.0007647593304841972,-0.000191479161579063,0.000892288062968076,0.004202973636784568,0.00462666026206485,-0.0003805268949712495,-4.471213497724386e-05,0.005529868140858947,0.0012550966255978572,0.002158239067684472,-0.007864020630173467,0.003987884605801051,0.00198235728077485,0.004028829017978072,0.0006774101618202391,0.002418954424369991,-0.0003270920355346186,0.0013062561582602567,0.0027231270474474844,0.004245581221731697,0.001929227469211712
ADAM8,-0.002271521542287244,0.001713872668324761,-0.0027609850647569013,-0.0008794665594149254,-0.0016749875615895051,0.003238533905347124,-0.00999677882406304,-0.0009109191986309031,-0.0010112237490525853,-0.0021359386242967974,-0.0027263887437910515,-0.007449308990610407,0.001628200964646841,-0.001886827282655861,-1.4758469270607851e-05,-0.0007262840842812701,0.006723717229472523,-0.0019345702996469037,-0.014486734975388826,0.0011628120717413148,0.0017701190654830514,0.0022206896868319378,-0.002063222285659051,0.003889605133989544,-0.00024802904273274224,-0.0026186105653185983,0.0009205923753781764,-0.004101480522243609,-0.0006308888951886757
ADAMDEC1,-0.004056362024126918,-0.008699967806466518,-0.01792061524003641,-0.03117014636173725,0.007088140002379604,-0.015384274871797231,0.0019882546057926674,-0.0004999307354257302,-0.012940378410614548,-0.008498606261386056,-0.002224732260410028,-0.014653944122417191,-0.0274954194505614,0.0032469970768760985,0.0006360521346736298,-0.02725801720416159,-0.003483147195567683,-0.0005337348393674787,0.0020803908922035256,-0.026859106536435525,-0.01333757866708661,-0.0214432144690536,-0.017801720639590596,-0.010084764832627073,-0.02404059023730225,-0.037818496524036606,-0.0035068611123763556,-0.014714650349650653,-0.006843189113139193
ADAMTS1,0.013449944998969468,0.00620506058959826,0.0035442597689588928,0.01285941940063772,0.012119411431953196,-0.0016950132838284041,-0.0010480253199787904,0.01007090585691712,0.007795759075405469,0.008539945057407584,-0.004499358311738221,0.004514622971240109,0.0017933440263054412,0.0059003901809682215,0.012362864566145272,0.0014514278264555758,0.004795187015324209,0.010977037130315736,0.0004107227627362098,0.0060490482586846505,0.0033679004929328482,0.007738751698825164,0.012972924023410286,-0.0024257814522578775,0.007586081242558711,0.0089816218794874,0.0055755711332523905,0.007087820685494649,0.00923342323957745
ADAMTS4,-0.014420186768069514,-0.007719244012807128,-0.003470987310980276,-0.00755994792691244,-0.018077509389439254,-0.0047100631300505845,-0.014001145051723354,-0.010824868846233857,-0.017020468851478187,-0.009807676589505378,0.0008467208220572721,-0.00630942271828814,-0.00830786992690603,-0.017035426245496435,-0.01823182004361405,-0.008425501726997237,-0.009391581534557132,-0.01011986137472054,-0.09850810977566815,-0.011431259480823746,-0.017158360674958805,-0.023473925118448244,0.01016677431641463,-0.010959758634856424,-0.014652100607023206,-0.011720853379951818,-0.023766567380216114,-0.007768443090655064,-0.008073310208722255
ADAMTS8,0.009521288456285524,-0.000941972933359523,-0.01181702329187324,-0.01364804884395314,-0.020154442570569805,-0.00390402050528574,-0.009797509890619024,0.002375671765038702,-0.014538165464881103,-0.010767655343140468,-0.012218098410003713,-0.022432351351854448,-0.0025957242997347242,0.005373230590448095,0.002884402579331617,0.012213367746917576,-0.005842040526737796,0.0014535514120487872,-0.06106140819201519,-0.003726053545762411,-0.007079090191784665,-0.023503906837257834,0.00843038994294721,0.012626767430390075,-0.013428481681150637,-0.010377594880352347,-0.027164149778425725,0.0015236913892915044,-0.0034732976484340766
ADAMTS9,-0.008968556032451058,-0.00010201995463284313,-0.0033160626593221132,-0.0018981085109574683,-0.004182606287184318,0.0035409677993673335,-0.00852354245162408,-0.009036684313321495,-0.0006775516531060433,-0.007603315743630585,-0.012913812950141521,0.0009336868376303999,-0.00041582636667048087,-0.007191941519450565,-0.004938790426776877,0.0036117393550568018,0.0030032895601246417,-0.0020887291000236848,-0.017681293978811193,-0.007702015877722311,-0.0005973361791939755,-0.0024489203638026207,-0.008337201715756417,-0.003602715667304781,0.004729350971352999,-0.0028143305509100492,-0.006794323324926659,-0.01302352370218513,-0.003262855071022476
ADCYAP1,-0.02441893105865136,-0.0008459456604178367,0.012938249148047767,0.005858338960362775,-0.00901241276743136,-0.005945841067646372,-0.02836102584731342,0.04519626860179846,0.024735510583093895,0.016711636591735263,0.0031819167422029154,0.015436711761602068,-0.01700617710861628,0.0056547735031144,0.018980015177056365,0.009882437330632661,-0.009436836050768681,-0.02137647726373632,0.0747510345620551,-0.01512616232214673,-0.020366019195166705,-0.0028578874798183317,0.004932156079402044,0.014207853237134185,0.013199492022828534,0.022667559845349253,0.013897328083266672,0.004687967948692605,0.012727502693637888
ADGB,-0.003529459816128242,-0.000678604812190175,-8.690002383145101e-05,-0.009423120072476148,0.003418138596889531,-0.004598892310382388,-0.003918075698384082,-0.0087297805927176,0.0015888048388829079,-0.0074057848251440385,-0.001049556319480494,-0.0010877478219660812,0.0010556939623214707,-0.004176491303561763,-0.0032388382242716394,-0.00042227900826474367,-0.002405198738527342,-0.00845116026710584,-0.01821928346873458,-0.0005138944599138956,-0.0030950809075638436,0.00122190920925214,-0.007103149237850067,-0.0029830689608402097,-0.0039861944810492805,-0.0020657986556903377,-0.006725903000134726,-0.004773735281530514,-0.004469558751945561
ADGRE2,0.00860644892792236,0.004540793804894433,0.006070332497896398,0.003326036632647921,0.0027734594757553893,-0.002642462437129843,8.384583194172079e-05,-0.002791892442725561,0.009252563021933795,0.003086702488228131,0.003102416457478586,0.008384297507330413,0.0017613798351974507,0.0020003666209862142,-0.002453992195986973,0.0052883588248592945,0.004314391265601336,0.00044940280745424925,-0.01129192966908843,-0.004689846466360698,-0.002243032473796428,0.007497865402286783,0.0046556923842466106,0.0008781401693901778,0.002677838119203101,0.0005768262951843788,0.0045781668909902935,0.003024333378334274,0.005563678922202875
ADGRF5,0.00046469154706495983,0.00260437623075106,0.0062542609314816585,0.0009354687125200018,0.0005984274178219757,0.004291049428031852,-0.0012371204459551085,-0.00021549100304717135,0.0003695270284831495,0.0038195995183559726,0.0025985587245691516,-0.007431385787543568,0.0018539480960526706,0.0008472383912067755,-0.0003818238235686354,-2.857106463165605e-05,-6.368089031482967e-05,-0.004136050318372581,0.0032286735753288285,0.002445189222866127,3.850341804228587e-05,-0.005361561588225035,0.0010924989492412463,-0.004221300823473025,0.004263926763478263,0.001310711272812713,0.00485782728709799,-0.0005658325811758902,-0.0005049655632658689
ADGRG1,0.002274838935828501,0.00382840937650988,0.003073184228931355,0.0021182560738558574,-0.0019238697696717228,0.0006728288515601254,0.0022059848496398258,0.0005558174783916162,0.0012921551228453146,0.0018088971452292482,-0.0022565989402620547,-0.006600480051759228,0.0023746489656600524,0.005712669009089686,0.007309536902522557,-0.0026590846362340905,0.00046744432313958054,0.004457265670108818,-0.012119510709233484,0.0011649481263761503,0.0009203901092243481,-0.001116366849225124,0.004481978190503483,0.0024598947358869376,-0.003070922097870624,-0.0009866943333101722,0.003656535746997122,0.001452459200565937,0.0016715633156791593
ADGRG6,0.0026898531448527547,0.005231245026187023,-0.0009143404868194346,0.0058461303960511656,-0.004216587592596994,0.0028129754394401584,-0.008005007336210143,-0.005084620831814556,0.001564255182652386,-0.0012501850972844117,0.005650460574533802,0.011122906435400969,-6.215819314514052e-05,0.0009652520847394891,-0.003020075007803087,-0.0008616836725464971,-0.0042934588224605545,-0.0006630014949038815,0.002926705715591314,-0.0017965493890469192,-0.0008162265218936205,0.0023043147560181058,0.007251258119170062,-0.004851935329987178,0.002006516633572318,0.004241516707143667,0.0036499143821336604,0.003498148927685107,0.003140227459337706
ADGRL2,-0.0012784524154138236,-0.0004270655233589663,0.0003140381946720595,0.003789408507907046,-0.004583087364726799,-0.0002510686319203241,-0.0004426852604406993,0.001159431074789059,0.0011328039793351095,0.002178266245886279,-0.0011216708148551501,0.00198275246161939,0.0038451041689218294,-0.004587763296788158,0.0016105101883032032,-0.005199636589364067,0.003358658814521602,0.00219708037717402,-0.008938444894084855,0.0029124444033335195,-0.0010772858254720847,0.0007511909198203515,0.001768331885092071,-0.0024810856442565982,-0.0002652855222834127,-0.006202604158056973,0.0019957366938163686,0.001476994139910475,-0.006354401600647156
