AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,unlabeled,mean_gini
0.38634060043158125,0.38568972788732514,0.38614096025143135,0.3855534190809909,0.38396913847554676,0.3836355662549915,0.3846504664982545,0.3864115648012688,0.3834954261509324,0.3857744023572421,0.3831012803267196,0.39304500797059244,0.38802916056173115,0.38645971291059616,0.38760580818359336,0.39437094218223684,0.38261040037953614,0.3849400159803362,0.4729094522950833,0.383232331909266,0.3842037777815316,0.3874413316348488,0.388122458265933,0.38864061583232784,0.3926247427082245,0.3869306821194807,0.3890376817434407,0.38512705647218387,0.38762355371455803,0.38957645810902714
