AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,unlabeled,mean_gini
0.5505714296387612,0.5651025567203075,0.5611386661918862,0.5530110211050735,0.563454687387592,0.5557884892618358,0.5590615687452798,0.5585555173837696,0.5622129619852189,0.560037282576138,0.5649073116352578,0.5361297332300294,0.5536840760899786,0.5634100534141546,0.546866522066927,0.5531270699067653,0.5533851196294085,0.5659734888946824,0.5379846947878776,0.5491210218779987,0.5696122080248419,0.5618865447138265,0.5647231264058855,0.558806018842608,0.5508562854931711,0.5559539533264244,0.5506847333440268,0.5493618901852196,0.5538663099968791,0.5561818738917871
