AT1,AT2,Arterial EC,B cell lineage,Basal,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,Lymphatic EC,Macrophages,Mast cells,Mesothelium,Monocytes,Non-T/B cells,Rare,Secretory,Smooth Muscle,Submucosal Secretory,T cell lineage,Venous,mean_gini
0.34822117079868153,0.34493714386719104,0.34853282939861124,0.3474467641709405,0.34413503570526555,0.3474172504024008,0.3410234434200311,0.3488629446676469,0.345838061197388,0.3459025818925114,0.34593040909314554,0.3482132286449554,0.342503704164106,0.35004029900223094,0.35214030520211803,0.3456937889050012,0.3464162944078495,0.3481302030296725,0.3448170502333021,0.34837045862536203,0.3492751929940546,0.3468499123724984
