Basal resting,Suprabasal,Hillock-like,Deuterosomal,Multiciliated (nasal),Multiciliated (non-nasal),Club (non-nasal),Club (nasal),Goblet (nasal),Goblet (bronchial),Goblet (subsegmental),AT0,pre-TB secretory,Ionocyte,Tuft,Neuroendocrine,SMG serous (nasal),SMG serous (bronchial),SMG mucous,SMG duct,AT1,AT2,AT2 proliferating,EC arterial,EC aerocyte capillary,EC general capillary,EC venous systemic,EC venous pulmonary,Lymphatic EC mature,Lymphatic EC proliferating,Lymphatic EC differentiating,Peribronchial fibroblasts,Adventitial fibroblasts,Alveolar fibroblasts,Pericytes,Subpleural fibroblasts,Myofibroblasts,Smooth muscle,Fibromyocytes,SM activated stress response,Mesothelium,Hematopoietic stem cells,B cells,Plasma cells,CD4 T cells,CD8 T cells,T cells proliferating,NK cells,DC1,DC2,Migratory DCs,Plasmacytoid DCs,Alveolar macrophages,Alveolar Mph CCL3+,Alveolar Mph MT-positive,Alveolar Mph proliferating,Monocyte-derived Mph,Interstitial Mph perivascular,Classical monocytes,Non-classical monocytes,Mast cells,mean_gini
0.8847006916207614,0.8828115159136992,0.7965008894422109,0.6799095839297163,0.806759713582819,0.8757728440119855,0.8427131586470886,0.8820596381269461,0.887030080811908,0.6579818374967441,0.7141628090843547,0.7072794663709295,0.7876661189200798,0.5947816351976951,0.4763016695962755,0.497344773865421,0.7698780494558526,0.7632207058085291,0.656804209360645,0.6647994404606716,0.8475243636913675,0.9068264352986805,0.6723285228533806,0.835835823786683,0.837852131420061,0.8673366063841436,0.8270311703108552,0.8283236876788964,0.79740322714045,0.3523641679958786,0.6665235619531437,0.7541458207840501,0.839599472277002,0.8199864148799955,0.7989441229098984,0.58699900627853,0.6949411898054944,0.7918420628750198,0.6341279006125383,0.6702142447942914,0.5318737843090107,0.40145876733037716,0.8248254374690641,0.7579528949958814,0.8914348583357841,0.9017895300109025,0.6944155242869141,0.876288863912622,0.5973938919871048,0.8342720937011021,0.5648342473133948,0.6691817568861589,0.8967519807843584,0.8262268477335041,0.7119964449581759,0.6709911223202176,0.8722869472839351,0.8036286661278703,0.8603930923332223,0.8441705238976592,0.8296004625856095,0.7495146967868453
