AT1,AT2,Arterial EC,B cell lineage,Basal,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,Lymphatic EC,Macrophages,Mast cells,Mesothelium,Monocytes,Non-T/B cells,Rare,Secretory,Smooth Muscle,Submucosal Secretory,T cell lineage,Venous,mean_gini
0.6783057436213413,0.7006764675085513,0.6015362089939363,0.7089115427784658,0.6885899255726938,0.5964674446893332,0.7239096769861022,0.7291822765541491,0.6976223988583055,0.679304939562752,0.7094219445039723,0.7077043900050277,0.5340400245013863,0.7307144442434287,0.6721971167585963,0.5651058614506457,0.6599732211425808,0.6786190605900762,0.6183648293311337,0.7783342061121795,0.641346081607888,0.6714441812082164
