gene_symbols,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous,unlabeled
SELE,0.003378344705080491,0.0033760797087360557,0.5325031345633264,0.008164929036245263,0.006505256983889094,6.653845043755172e-34,0.16883573249537576,0.01442862033513722,0.007866817966740656,0.004126197732983687,0.00294738177953502,0.9066656073512817,0.04473610770152772,0.021329976299446055,0.011557132294579123,0.6906602121513155,0.509689551902821,0.005024560513046018,0.9601287979268746,0.00440800884659746,0.25018492085706645,0.3511117456628021,0.005361194496817543,0.05055538973659923,0.24316191268806298,0.006566225552216685,0.0031550998211488292,0.0,0.0029707010153144724
FMO3,3.670784211010726e-09,2.185680207459257e-09,5.539348429556399e-08,4.091007877574317e-08,4.435848550074211e-89,0.17893237355808178,0.28011108435643006,4.686911278279142e-09,3.5279984945827626e-87,4.131739754127957e-09,3.728557102526961e-20,0.8153847538957504,7.279776578850501e-06,3.6407768300961143e-09,8.008727441881417e-09,0.4175013718631567,0.44834524998673864,3.6407768300961143e-09,0.9206975379876794,1.921859605406365e-09,0.006314716343494762,0.7473809479019116,1.0558224477396764e-180,0.00361187951116382,0.17133551809536085,0.5879148650370078,2.9511999977037158e-08,6.823977532975875e-09,1.2352048578370902e-07
DLEC1,0.0009227797038973458,0.0004623744387121378,0.00012784501996592165,0.00019136033212284595,0.006457468943329649,0.31215221570119256,0.4333356328685527,2.967785849876409e-05,0.0,0.00018914488898422798,0.00017351944546331244,0.7195005679856066,0.0007298424895291689,9.503169660103668e-05,5.223539092217965e-05,0.7160098538708983,0.44220593238936523,0.0006262922791967998,0.9424279869041574,5.603078839242749e-05,0.07487967251284815,0.028637163063636756,0.05193916584127798,0.007297038688651695,0.2312265208657338,0.046140091631189345,0.00020486929213574102,4.278000989142583e-05,9.503169660103668e-05
MGST1,1.1598753225749224e-189,0.0,1.9377487139675708e-269,0.0,0.0,2.158340810669834e-26,1.699485005533544e-17,0.0,1.3767149203082162e-33,3.432785148043361e-211,1.1674454373106748e-251,2.580856458392368e-06,1.2476034959470434e-95,7.042444360742832e-173,0.0,0.0002656792960125281,1.9984714156204298e-107,7.14561252126867e-44,0.8882175940191155,0.0,1.8926240310742029e-159,4.940492773102618e-83,0.0,1.4739186622415617e-176,0.010603796823633068,1.8037464158052843e-238,0.0,0.0,4.740174832525213e-145
IL32,2.948162728532541e-261,3.913914778508143e-100,2.307036162143939e-68,2.3231594324172566e-99,1.6190552239413772e-148,2.7741905990684267e-10,1.2057708687302245e-33,0.0,5.583314320250918e-221,5.150593840301948e-88,0.012854901993913936,9.294504894098135e-06,1.3275198947972442e-110,2.544736806219375e-240,2.4031771862230727e-144,0.7565808766744162,0.0021057336358506025,2.3704181174568332e-166,0.5332691314130139,8.673552805253243e-267,0.0017780448372994688,3.0224147322976495e-13,1.671731089903883e-183,1.598147379475904e-72,1.1200419968733815e-37,8.227050644484598e-90,0.0,1.479165611212879e-32,1.0130186803462736e-141
MED24,3.681441141634818e-05,3.551836022103491e-19,3.917133936913987e-05,2.0578171717696726e-32,3.760067725718792e-40,0.15697054620996692,0.24539359003329964,6.466229623638752e-11,8.469572231581067e-92,5.557945342634409e-12,7.576105326095317e-09,0.35896901692205485,4.906255590527163e-12,1.8767302310906558e-05,4.9236433608028654e-40,0.06141420897314627,0.3188184207229229,3.371790496986047e-30,0.7684287135915464,3.6027688157813524e-22,0.036987939617300826,2.0037129314782085e-21,2.601615683441976e-77,7.381178785635738e-08,0.6647573546419272,1.2087236623796644e-135,5.598392575398447e-46,0.3443596134910888,2.6450323091478925e-23
TRAF3IP3,8.557943902468963e-31,4.087193410998141e-31,1.5076286860945486e-27,2.081553649088288e-84,8.120233924840798e-23,0.004350865561809439,0.03981063278168719,1.988380349201096e-32,5.582900110685589e-30,1.64632944957065e-11,5.659354057596077e-30,0.6395621568168024,1.1513733096851502e-19,1.4978049513612066e-23,2.178080679188848e-46,0.9659957839535869,0.02939853497564032,4.696897893615935e-11,0.8417293279163539,0.0,3.0920613557134475e-07,0.00012396116406337396,1.1614941843245223e-31,2.5341609126069063e-14,7.363406037367413e-07,1.2390895126273659e-24,1.986024895253465e-208,2.329636297055373e-31,4.021297410208807e-19
SEMA3G,0.00023372157602984963,0.00038096573654486165,1.4456551749529498e-295,0.000633272622442773,0.0007163563773115236,0.8247803355435877,0.0033137828833788335,9.920784946398482e-92,0.00019869158629188985,0.00019792798501849524,0.00027604378568464485,0.8825062356965601,0.01187138338668412,0.0004853952398330501,0.0002468437155561429,0.8825062356965601,0.5194491873812618,0.00029896089997292157,0.9497529485977996,0.00018202740598947034,0.12322318579048491,0.22824268383452584,0.0003528508880238852,0.026880622882749387,0.1111969447362424,0.009973455884917198,0.0002155393073120575,0.10176986708160579,0.11989769882667098
STAB1,3.61427333992639e-14,2.939696235951349e-13,0.5003538058034911,1.932533882035326e-07,9.348045724033223e-14,0.033019829569928175,0.5546350473804083,0.00018661377332571455,2.1465103647717756e-15,2.2265788727281682e-120,3.957115591421721e-13,0.7489249260029747,7.761582804970329e-18,3.386393233569394e-08,0.9314013435264388,0.7489249260029747,0.430617437077777,3.64641517995237e-209,0.2855035528131663,9.859836418681107e-13,0.7784555616321959,0.0085206176186214,1.1000983908295355e-15,3.9563607560693634e-07,0.0011353223025184164,1.930917140838091e-13,3.1095612644953863e-15,4.488394949963841e-60,0.1142747789294621
LRRC23,0.027944944859944986,5.664736456419274e-68,1.6672289878154193e-22,6.790088174566437e-25,0.0868080511983833,0.005654942635831565,0.014253564635487746,1.9873115109241107e-35,0.0,6.97826714203183e-11,0.04550221935138832,0.01316676100051488,2.021938898074215e-12,0.025037352675547464,1.2860146734373555e-16,0.0013403335024962655,0.019920119020842363,1.1620897941673287e-26,0.7902358368078407,1.508084411644317e-39,0.013302689300261078,5.553567159802788e-06,0.004397501584083845,0.00015137235699873929,0.0001845283887502796,0.4827298027313135,7.094007297390861e-35,1.0239703956489163e-23,7.859018162632939e-18
FYN,4.419144560582995e-76,2.2474258122855834e-79,1.31790294044297e-54,1.164312212571226e-25,5.8220862792278215e-74,1.637364741415524e-09,0.030045556239727163,1.2577127820466008e-47,9.829842220484153e-55,0.04445831381648373,7.70581108881404e-118,0.7946034764373411,0.009763613934261086,2.339825621860581e-37,1.6447996387622953e-05,0.8436377332891898,8.4788636812709e-06,0.36177980483054095,0.392664887598116,0.0,0.00030854433249333094,0.011087972773467857,2.921273793174005e-73,1.3979030429068922e-19,1.8724088561833048e-14,3.154217379268191e-65,1.7601593152637912e-150,3.746009448427061e-17,2.833698529945865e-63
PLAUR,5.282791460201583e-132,2.451066840484723e-139,4.4903292833298366e-17,7.5045400256090915e-109,7.542365507803152e-13,0.5891854148044029,0.1218731188719326,4.511466079632004e-74,1.0978902215663785e-195,0.0,6.304402924352363e-13,0.0004361916165480234,8.0778189873585e-86,0.0,2.74199016824066e-109,0.0006053022503159229,1.4811502652790686e-17,0.0,0.449146588286095,5.924847554182091e-166,1.1426755988429763e-44,1.3239629903067526e-11,2.121427758333896e-98,6.312390806508994e-49,1.6844032923074733e-26,5.342214385424398e-10,9.056372177481515e-199,5.268758230864856e-40,5.8379254785253966e-80
DCN,6.960434398073935e-25,3.225130391452553e-28,1.537166464166708e-32,2.5580735221844356e-17,0.00022700355864889319,0.001218141386327654,0.019513858761373636,1.4805116893739881e-36,1.1993862724741245e-36,1.1235985780690704e-07,0.0,0.5664559487652105,0.004030043457773396,1.1469114010588986e-17,2.3344584263535486e-21,0.9312356626338728,4.0273112758211904e-100,3.497914051512564e-14,0.8068909402988493,5.057913989098504e-12,4.708812862642228e-07,2.8519441763510137e-05,8.439987828209528e-44,0.0,1.8099044576304286e-08,5.41164235057754e-32,1.054284535560085e-30,6.120255759828076e-31,3.860664281980208e-06
ZBTB32,0.307572527130039,0.29761920741979164,0.31612550371130377,1.3200860072206048e-09,0.2878834890370576,0.9792706350960974,0.9742932109870788,0.2878834890370576,0.29761920741979164,0.3388139853709887,0.32813290295793596,0.9666092057602557,0.39698887725315035,0.317743729331195,1.0098889367703605e-23,0.9666092057602557,0.813894778118595,0.29761920741979164,0.985759182689332,0.45671018933767304,0.4913658119431278,0.708165486019749,0.2783649031251524,0.4840047926225347,0.6518738214688224,0.28833584335359475,0.7666244101810582,0.2878834890370576,0.48289361494285565
TYROBP,1.1423872527257569e-297,7.75750268274809e-222,1.3491129633220131e-96,6.144303728317664e-179,0.0,2.313619496825711e-16,1.9219556128031194e-09,2.7467591219506213e-282,0.0,0.0,5.675851719709213e-256,0.06202448021969499,3.2182555189389008e-137,0.0,0.0,1.285916181877062e-07,0.4082552345594028,0.0,0.040299889075781574,0.0,2.707756070712622e-93,6.979881937888829e-57,0.0,4.3410756110585775e-116,2.177898233969309e-84,0.0,2.108436008238658e-269,5.58880100754591e-118,0.0173831883584479
CD22,0.001224203807437268,0.0001829818498228835,0.2476033410430345,1.226235214678213e-129,0.00014187023277210055,0.3254208576543741,0.48009189199197844,0.40057750809100345,0.0001833765479867606,0.5028193154071604,0.0002772793071245021,0.8786714129842242,0.0031679814309470574,0.0006079856180090274,7.724383632178173e-86,0.7134653138589282,0.44381635136111064,0.8592883986663867,0.9481026615877404,0.00015449507678046658,0.20856118077351082,0.19137889392460383,0.0001302216986026665,0.015532597236489627,0.0999237906423692,0.0002820192677630942,0.0002779819851067974,0.004072692289612046,0.0005727931004843259
SEMA3B,0.0,0.11991242516783658,0.03891994849668001,2.2888235926628743e-15,7.961017209139702e-08,0.23774295000336576,0.16949841355843542,0.00028609132139018067,2.242131585000172e-09,1.8647210505849112e-14,4.728460419969692e-91,0.00427819894918321,2.552430251012523e-05,1.9516981505174236e-14,1.772304140574699e-17,0.8670794623062489,1.740173305571264e-28,6.66119540634272e-16,0.8830677622739554,1.4028858430275827e-17,0.013509308620023544,0.243406529199102,0.00018754747547241127,9.35322435904841e-06,0.003203302579515161,2.4451728308949587e-06,1.5430872000549406e-18,4.443728418807019e-10,8.24084778458756e-09
LTF,1.5744435215879031e-12,1.701949133044664e-06,1.5557239835269467e-07,5.291568956513033e-11,5.771505223474975e-12,0.4513658915923232,0.36924627614390937,2.364399658917733e-10,0.0007549754765822235,3.318767702783278e-14,7.538803556923073e-12,0.848123516115903,9.66907220401096e-05,3.4759392952435174e-15,1.1607052148702772e-12,0.4870838277004841,0.6047912330807093,6.713326539761469e-12,0.8941916490545561,1.0830271523780175e-14,0.0006119185636686653,0.4904408817881267,1.4372845456172604e-08,5.114985350921144e-07,0.04287049839425463,0.0,1.536881664333411e-11,0.9510175744104777,1.5370820084369845e-12
ALOX5,1.636438488068866e-70,1.9060019221575747e-57,1.1353441233093695e-10,0.00520995379565322,3.036425627592148e-62,2.0092820909334812e-05,0.004904875252073906,4.083189386287704e-68,1.1020523564266062e-76,0.0,1.6806627356738935e-68,0.779569855472986,1.2075936473966189e-31,0.0,0.0,1.5882183341564662e-05,0.05680709571267115,5.509109007838079e-112,0.7432741865583532,3.887112932122157e-70,1.4931505870405305e-65,0.0005407752411509474,5.330144811811766e-63,9.941210038928124e-30,5.469353839279334e-13,1.9167795097831136e-20,5.034549944809223e-74,2.8518519169911147e-20,1.3056767867548796e-34
GPRC5A,0.0,0.0,3.5443162713450585e-121,3.7380106506108214e-144,0.0,1.30887309250735e-06,1.5016399723320559e-06,2.8068024244282475e-164,5.853928788195119e-14,1.0625728436349535e-134,6.3831040154251135e-28,1.8491926760587187e-07,2.855966566379044e-44,3.726774045954274e-144,1.0854055809415225e-162,0.03876707443936142,2.4698824828111333e-33,9.35186563910378e-121,0.6371610766399132,7.33204801697511e-167,0.7216138878037609,0.0004929578132204372,3.951449077908072e-137,2.929652209231035e-39,6.33824608455e-101,1.4764919719000244e-275,3.682093956191483e-164,1.8009667845074804e-136,9.669309692237574e-52
CD6,6.975479935016819e-05,9.092296926550145e-05,0.00179472941222149,0.1182333975845398,0.014956723937829191,0.3338034809726723,0.5223980772289558,0.0003786960217030954,0.027656732958933276,0.6785225446773415,0.00010843534276082489,0.8708454114535242,0.002679651909497352,0.1274521556455731,0.005467067085621865,0.7213137240440834,0.41124012771574137,0.008250385136588767,0.9447316541713324,8.366466270757757e-42,3.004103756258597e-12,0.26995286780207106,0.00023205925998347651,0.01465189201937203,0.07972992032347224,0.002044903339247409,4.8476479880667524e-142,0.00023257710505752012,5.133790086477982e-08
WAS,3.7258751563254803e-62,4.060029707880603e-57,1.3180908119896536e-30,8.77114758158691e-17,3.181157301196523e-64,4.828462517863526e-05,0.004858281998027093,8.587518266205163e-61,5.480281774542045e-63,0.0,4.11471931217943e-58,0.49679228653510543,8.035526529268443e-38,0.0,0.8415498033173663,0.0024571949551586594,0.029592319436546666,0.0,0.7720077583281872,6.374275062606743e-111,1.978426248732901e-66,1.2287947404718032e-09,1.418185450359941e-65,2.8934553709674115e-27,4.849259899097071e-13,2.2874743536380327e-64,2.649776997801852e-15,5.6329440083968265e-43,0.13659689690379984
CLCA4,0.001888229262529552,0.0017582084938548939,0.0038162857260652123,0.003892044816227307,2.411456425284278e-137,0.43643500976665395,0.5762727768574529,0.0017582084938548939,0.734813950474663,0.001888229262529552,0.0020270289809605807,0.9038437802054209,0.01176638975740287,0.0017582084938548939,0.0029105813484920522,0.9038437802054209,0.9826672638746038,0.001888229262529552,0.9589186120901527,0.0017582084938548939,0.1185710183729968,0.6199619866073096,1.0957706765971932e-27,0.03776880873348318,2.0205500864942237e-15,1.5524936686435876e-15,0.0030756488904065313,0.0020270289809605807,0.001888229262529552
IGF1,5.358280374434871e-12,8.436352282637458e-12,3.39141053284695e-11,0.22377093067298193,5.4054110669420915e-12,0.08288798396275923,0.19291116677189513,2.2745433314662017e-12,4.014960922557675e-11,0.002879340642487228,0.0,0.7783542783041438,0.0,0.7728412141774124,3.1374247207388183e-11,0.8098318804505327,1.774452977145194e-20,4.7183680006877654e-09,0.9044729633541773,2.905694107066693e-11,0.011265321568757234,1.664821742077587e-115,1.875069877946062e-05,0.14712216437495768,0.018094397165911304,2.3629532432399016e-12,3.040687550646247e-12,1.0530159157156208e-12,6.738980021068933e-08
SLC11A1,1.236872146824782e-51,4.061826309796873e-32,0.0010805325731291756,8.292822576777878e-33,3.2547093870008047e-60,0.00014298332818745818,0.012468860115851894,6.72434081219969e-61,1.9152568295688985e-49,9.097375373477492e-159,3.013885148571316e-49,0.8226508282319538,6.047496639571083e-24,0.0,1.9153812491460334e-30,2.1649334081531765e-05,0.8725919438279538,0.0,0.7513815391731656,1.6246667668553672e-55,8.354190823217353e-80,5.629069816765574e-07,1.004981189814329e-65,2.346106583406297e-23,5.985695659352155e-14,1.549966620951559e-52,6.522728349239902e-67,6.513039612187789e-05,1.800234025867874e-23
